0,,Latitude,Longitude,Application/Permit Number 
38847,,47.59401951,-122.32845893,6440801
38848,,47.60403796,-122.33498562,6440799
38849,,47.67989185,-122.27633674,6440795
38850,,47.6610924,-122.27989669,6440794
38851,,47.61508327,-122.32244066,6440792
38852,,47.65114,-122.38551147,6440787
38853,,47.64928626,-122.4013298,6440786
38854,,47.58924534,-122.33567914,6440784
38855,,47.70660174,-122.33514943,6440783
38856,,47.55977042,-122.38321887,6440780
38857,,47.61263941,-122.34780199,6440781
38858,,47.60403796,-122.33498562,6440776
38859,,47.5666481,-122.32347734,6440777
38860,,47.5766323,-122.28804371,6440770
38861,,47.61116977,-122.34749405,6440768
38862,,47.52409731,-122.32523765,6440764
38863,,47.68801568,-122.39408922,6440763
38864,,47.6070606,-122.30967102,6440756
38865,,47.65201447,-122.34171617,6440754
38866,,47.60454089,-122.33073506,6440753
38867,,47.56448363,-122.40059735,6440752
38868,,47.66741384,-122.38350328,6440751
38869,,47.54016822,-122.28426407,6440750
38870,,47.55756885,-122.27236141,6440748
38871,,47.59705429,-122.32814922,6440747
38872,,47.55378407,-122.29743721,6440746
38873,,47.66268497,-122.33555923,6440744
38874,,47.55175119,-122.36025688,6440721
38875,,47.61580248,-122.32185289,6440717
38876,,47.65063787,-122.40202328,6440716
38877,,47.57433495,-122.29177424,6440715
38878,,47.6550582,-122.3593914,6440713
38879,,47.70236543,-122.31621916,6440712
38880,,47.70236543,-122.31621916,6440711
38881,,47.64338007,-122.32747481,6440710
38882,,47.5705454,-122.41179088,6440708
38883,,47.62774795,-122.33385277,6440700
38884,,47.67141024,-122.29656338,6440698
38885,,47.61461795,-122.31441998,6440677
38886,,47.625913,-122.35844895,6392502
38887,,47.61487932,-122.31442138,6440681
38888,,47.65299746,-122.39454192,6440680
38889,,47.61329667,-122.31982181,6440678
38890,,47.60454089,-122.33073506,6440676
38891,,47.65792088,-122.3476354,6440674
38892,,47.66343716,-122.35741847,6440666
38893,,47.70824189,-122.3006066,6440662
38894,,47.61002691,-122.32223697,6440663
38895,,47.65942662,-122.35993277,6440661
38896,,47.65782899,-122.31802603,6440659
38897,,47.58082536,-122.31309068,6440646
38898,,47.61474887,-122.31443464,6440628
38899,,47.73139562,-122.31496711,6440647
38900,,47.61463443,-122.34328988,6440645
38901,,47.60740726,-122.33778279,6440644
38902,,47.64123013,-122.32553476,6440643
38903,,47.67730991,-122.38242001,6440595
38904,,47.61117674,-122.34045388,6440640
38905,,47.68009443,-122.3243323,6440636
38906,,47.51250291,-122.39132337,6440635
38907,,47.67406938,-122.4048851,6440634
38908,,47.69254335,-122.28124594,6440633
38909,,47.61091174,-122.30837949,6440631
38910,,47.55137265,-122.27058598,6440629
38911,,47.66555627,-122.26989253,6440621
38912,,47.60536796,-122.32406439,6440619
38913,,47.62070492,-122.2850514,6440617
38914,,47.61087572,-122.33340046,6440614
38915,,47.68195129,-122.26482152,6440612
38916,,47.61087572,-122.33340046,6440609
38917,,47.68510341,-122.39058075,6440607
38918,,47.67711699,-122.39757002,6440606
38919,,47.61474356,-122.32825171,6440602
38920,,47.66150212,-122.27613362,6440594
38921,,47.61355318,-122.33100152,6440592
38922,,47.54341838,-122.38411735,6440589
38923,,47.69659922,-122.39675739,6440581
38924,,47.66885669,-122.32774287,6440583
38925,,47.61463443,-122.34328988,6440575
38926,,47.65539997,-122.30958036,6440574
38927,,47.72643582,-122.30837593,6440567
38928,,47.61375188,-122.3356752,6440565
38929,,47.5068806,-122.26912268,6440564
38930,,47.72431682,-122.28160944,6440563
38931,,47.67339272,-122.38161417,6440561
38932,,47.68913453,-122.32336539,6440559
38933,,47.68921423,-122.32336768,6440557
38934,,47.61695645,-122.32966644,6440556
38935,,47.68913797,-122.32322335,6440554
38936,,47.56182524,-122.29021559,6440553
38937,,47.61907205,-122.33652543,6440552
38938,,47.67104399,-122.29699484,6440549
38939,,47.55986025,-122.33765838,6440548
38940,,47.69936679,-122.33402554,6440543
38941,,47.60223681,-122.3360392,6440541
38942,,47.59886261,-122.31679514,6440540
38943,,47.58252445,-122.33466954,6440539
38944,,47.66714671,-122.30744321,6440538
38945,,47.67072775,-122.33398531,6440537
38946,,47.61907205,-122.33652543,6440536
38947,,47.59502036,-122.3285303,6440535
38948,,47.52709118,-122.27369585,6440533
38949,,47.69066597,-122.29024536,6440531
38950,,47.70083885,-122.38785875,6440529
38951,,47.51901594,-122.35202286,6440528
38952,,47.62499375,-122.30972231,6440527
38953,,47.604711,-122.3045391,6440526
38954,,47.68423711,-122.34842904,6440525
38955,,47.60471117,-122.30468121,6440524
38956,,47.7137519,-122.3355747,6440523
38957,,47.51530335,-122.38900213,6440522
38958,,47.66906445,-122.35935203,6440521
38959,,47.70304621,-122.37168881,6440519
38960,,47.63619109,-122.34287009,6440518
38961,,47.55978748,-122.36088444,6440517
38962,,47.70854073,-122.35253548,6440515
38963,,47.69256196,-122.28921649,6440347
38964,,47.56908649,-122.28047593,6440511
38965,,47.64439365,-122.36194499,6440509
38966,,47.55067813,-122.38274093,6440508
38967,,47.57800219,-122.39175242,6440504
38968,,47.66807781,-122.33876783,6440499
38969,,47.62300986,-122.33132069,6440491
38970,,47.61002691,-122.32223697,6440489
38971,,47.60223681,-122.3360392,6440485
38972,,47.65361559,-122.31138293,6440481
38973,,47.67054426,-122.38801647,6440446
38974,,47.61834907,-122.34833056,6440475
38975,,47.62224993,-122.35851124,6440474
38976,,47.71797644,-122.35188912,6440473
38977,,47.71860912,-122.28441728,6440470
38978,,47.62757605,-122.3609229,6440471
38979,,47.62224993,-122.35851124,6440468
38980,,47.67638837,-122.39161443,6440463
38981,,47.66793945,-122.28603836,6440460
38982,,47.68583068,-122.33710027,6440458
38983,,47.68630948,-122.37572077,6440457
38984,,47.60501319,-122.32989532,6440455
38985,,47.73242821,-122.28287076,6440453
38986,,47.55132444,-122.33157064,6440447
38987,,47.67181283,-122.38451653,6440440
38988,,47.60869743,-122.33589922,6440439
38989,,47.61195348,-122.33168608,6440435
38990,,47.62781902,-122.32104034,6440431
38991,,47.61917784,-122.28341911,6440429
38992,,47.62441721,-122.31301643,6440423
38993,,47.62441721,-122.31301643,6440424
38994,,47.5551586,-122.32751234,6440422
38995,,47.72146313,-122.29605529,6440419
38996,,47.54681172,-122.31750506,6440417
38997,,47.64810523,-122.33242442,6440416
38998,,47.59826583,-122.29943205,6440415
38999,,47.59219435,-122.29715263,6440414
39000,,47.53838081,-122.36614109,6440402
39001,,47.53838081,-122.36614109,6440401
39002,,47.53753196,-122.36701919,6440409
39003,,47.53753196,-122.36701919,6440403
39004,,47.61273006,-122.30289527,6440400
39005,,47.62476879,-122.34844606,6440399
39006,,47.61423326,-122.3414213,6440398
39007,,47.61423326,-122.3414213,6440397
39008,,47.69286659,-122.35697412,6440394
39009,,47.73182362,-122.3311527,6440395
39010,,47.60159676,-122.32916938,6440378
39011,,47.68819604,-122.35611906,6440391
39012,,47.52848552,-122.3623552,6440383
39013,,47.61282934,-122.34224199,6440372
39014,,47.72245798,-122.33277653,6440373
39015,,47.70660957,-122.32101441,6440368
39016,,47.65078082,-122.3753024,6440365
39017,,47.61230068,-122.33904813,6440359
39018,,47.58080885,-122.38624396,6440349
39019,,47.62833842,-122.35212418,6440348
39020,,47.54944692,-122.28649568,6440343
39021,,47.63192781,-122.36283032,6440341
39022,,47.67035987,-122.38313076,6440340
39023,,47.6642974,-122.31390827,6440339
39024,,47.66205506,-122.29546241,6440336
39025,,47.61375188,-122.3356752,6440335
39026,,47.5485505,-122.33652814,6440325
39027,,47.71716747,-122.3088071,6440323
39028,,47.63431045,-122.32147425,6440322
39029,,47.69150051,-122.32146422,6440319
39030,,47.68253242,-122.26777443,6440317
39031,,47.67960188,-122.27869146,6440316
39032,,47.67731846,-122.37005297,6440315
39033,,47.73378341,-122.31066427,6440314
39034,,47.6918722,-122.27401326,6440313
39035,,47.69019748,-122.3215183,6440312
39036,,47.67884774,-122.27269278,6440311
39037,,47.66188082,-122.27615431,6440310
39038,,47.65317898,-122.35039449,6440309
39039,,47.65701095,-122.27908847,6440307
39040,,47.62799552,-122.30909351,6440304
39041,,47.55924506,-122.27474665,6440303
39042,,47.65360888,-122.39003872,6440302
39043,,47.71667544,-122.30218729,6440301
39044,,47.57276863,-122.38596549,6440300
39045,,47.61463684,-122.31479526,6440298
39046,,47.56594312,-122.37769956,6440297
39047,,47.53804855,-122.38606998,6440296
39048,,47.59280696,-122.31600169,6440291
39049,,47.64073103,-122.3262017,6440285
39050,,47.70825431,-122.32378343,6440284
39051,,47.66431751,-122.29210674,6440279
39052,,47.57070622,-122.33011958,6440278
39053,,47.67789297,-122.35463587,6440277
39054,,47.70204385,-122.36846098,6440276
39055,,47.67145164,-122.38153855,6440275
39056,,47.63720744,-122.39011045,6440273
39057,,47.56313598,-122.3163668,6440272
39058,,47.65443849,-122.37307258,6440270
39059,,47.60695433,-122.33415494,6440268
39060,,47.62091243,-122.32185996,6440264
39061,,47.72132725,-122.30262128,6440250
39062,,47.66226341,-122.27494242,6440245
39063,,47.72132576,-122.3028564,6440244
39064,,47.61297752,-122.33264834,6440243
39065,,47.68075935,-122.36755285,6440239
39066,,47.5256299,-122.35885657,6440238
39067,,47.5650312,-122.39853885,6440225
39068,,47.62007834,-122.32068589,6440223
39069,,47.62007834,-122.32068589,6440222
39070,,47.61803417,-122.3064224,6440203
39071,,47.61803417,-122.3064224,6440216
39072,,47.61803417,-122.3064224,6440211
39073,,47.59634748,-122.32808465,6440219
39074,,47.6102272,-122.3374679,6440217
39075,,47.61595606,-122.347576,6440214
39076,,47.61595606,-122.347576,6440215
39077,,47.70314428,-122.35604909,6440213
39078,,47.61475391,-122.28201671,6440210
39079,,47.61889223,-122.28821998,6440208
39080,,47.54485554,-122.37585672,6440207
39081,,47.60967252,-122.33230646,6440206
39082,,47.56706269,-122.38630119,6440202
39083,,47.63937298,-122.39864829,6440196
39084,,47.55742153,-122.31027863,6440195
39085,,47.64041439,-122.36838882,6440191
39086,,47.66414599,-122.31665515,6440190
39087,,47.60723772,-122.33612134,6440186
39088,,47.6320332,-122.35703662,6440183
39089,,47.6213169,-122.33815149,6440182
39090,,47.60009099,-122.30171759,6438859
39091,,47.70255029,-122.34094507,6440173
39092,,47.68935525,-122.33001416,6440159
39093,,47.60723772,-122.33612134,6440163
39094,,47.61089077,-122.32933488,6440162
39095,,47.65644621,-122.31042426,6440161
39096,,47.60979851,-122.32299334,6440157
39097,,47.53428375,-122.3584966,6439989
39098,,47.71458541,-122.29855985,6440145
39099,,47.71458541,-122.29855985,6440142
39100,,47.55741137,-122.30768368,6440144
39101,,47.56520327,-122.38734758,6440140
39102,,47.63816104,-122.28962625,6440139
39103,,47.56520327,-122.38734758,6440137
39104,,47.67465634,-122.33251875,6440135
39105,,47.62614499,-122.32717187,6440117
39106,,47.61834907,-122.34833056,6440126
39107,,47.58181846,-122.33535751,6440118
39108,,47.70266535,-122.3780876,6440113
39109,,47.60449295,-122.33804582,6440112
39110,,47.68008411,-122.31471173,6440111
39111,,47.64845447,-122.34601332,6440110
39112,,47.66901098,-122.3971219,6440109
39113,,47.60454089,-122.33073506,6440108
39114,,47.6656155,-122.33537259,6440107
39115,,47.6372167,-122.3497651,6439825
39116,,47.60454089,-122.33073506,6440106
39117,,47.63420715,-122.32662462,6440105
39118,,47.66930853,-122.39638317,6440104
39119,,47.62609462,-122.29664065,6440103
39120,,47.5276524,-122.35940735,6440102
39121,,47.67168875,-122.29932415,6440101
39122,,47.61397452,-122.33352832,6440100
39123,,47.60146946,-122.3324974,6440099
39124,,47.59280696,-122.31600169,6440098
39125,,47.61398402,-122.32828717,6440097
39126,,47.60454089,-122.33073506,6440096
39127,,47.68356434,-122.28234422,6440094
39128,,47.67899231,-122.34590158,6440093
39129,,47.6105508,-122.33467931,6440092
39130,,47.68778977,-122.38193873,6440091
39131,,47.66576777,-122.27869212,6440090
39132,,47.61754767,-122.35226048,6440087
39133,,47.56874517,-122.33304378,6440086
39134,,47.5109429,-122.37352208,6440082
39135,,47.64542629,-122.4136671,6440081
39136,,47.63419189,-122.3612674,6440080
39137,,47.7137519,-122.3355747,6440079
39138,,47.70018416,-122.36405101,6440078
39139,,47.70018416,-122.36405101,6440077
39140,,47.63455212,-122.36981442,6440076
39141,,47.72582998,-122.32782386,6440075
39142,,47.68419339,-122.28604571,6440074
39143,,47.67681019,-122.39349734,6440073
39144,,47.67292333,-122.27766252,6440072
39145,,47.67176218,-122.3592439,6440071
39146,,47.67095526,-122.27431611,6440070
39147,,47.6572976,-122.34963327,6440066
39148,,47.66332904,-122.29354006,6440065
39149,,47.55538527,-122.26962175,6440063
39150,,47.61375188,-122.3356752,6440062
39151,,47.56787742,-122.36420875,6440061
39152,,47.73141325,-122.35132626,6440055
39153,,47.6102272,-122.3374679,6440050
39154,,47.6102272,-122.3374679,6440046
39155,,47.69233787,-122.31159018,6440041
39156,,47.67855078,-122.39631648,6440043
39157,,47.62559758,-122.28651499,6440044
39158,,47.7134382,-122.32156652,6440033
39159,,47.61724913,-122.2971858,6440032
39160,,47.54882986,-122.2934223,6439817
39161,,47.67368118,-122.35822337,6440030
39162,,47.6105508,-122.33467931,6440028
39163,,47.61715817,-122.29718039,6440027
39164,,47.68010024,-122.38620272,6440025
39165,,47.62388679,-122.35374916,6440023
39166,,47.70341373,-122.30835993,6440021
39167,,47.61423326,-122.3414213,6440015
39168,,47.57520865,-122.39233751,6440016
39169,,47.63578344,-122.3714441,6440013
39170,,47.60636058,-122.33818235,6440012
39171,,47.61595606,-122.347576,6440008
39172,,47.60290729,-122.32928683,6440007
39173,,47.71392573,-122.34365262,6439998
39174,,47.58252445,-122.33466954,6439997
39175,,47.54872105,-122.29339536,6439818
39176,,47.64517318,-122.34615233,6439991
39177,,47.60449295,-122.33804582,6439990
39178,,47.71790918,-122.34424592,6439988
39179,,47.5886055,-122.29386907,6439985
39180,,47.58867568,-122.29386652,6439978
39181,,47.58080885,-122.38624396,6439987
39182,,47.6656155,-122.33537259,6439986
39183,,47.60723772,-122.33612134,6439984
39184,,47.69294893,-122.32242212,6439981
39185,,47.63954158,-122.35157204,6439979
39186,,47.64035248,-122.40070947,6439977
39187,,47.61275016,-122.33686713,6439975
39188,,47.68129429,-122.26411455,6439972
39189,,47.61065933,-122.31712671,6439960
39190,,47.60223681,-122.3360392,6439957
39191,,47.61089077,-122.32933488,6439958
39192,,47.6080434,-122.33391991,6439956
39193,,47.50281793,-122.24154092,6439945
39194,,47.52254474,-122.36628417,6439947
39195,,47.57798562,-122.40568887,6439946
39196,,47.61113826,-122.34557473,6439944
39197,,47.6105508,-122.33467931,6439943
39198,,47.50689067,-122.26446071,6439939
39199,,47.5437015,-122.28161629,6439937
39200,,47.67594803,-122.30535506,6439923
39201,,47.68928282,-122.35645331,6439932
39202,,47.67594803,-122.30535506,6439924
39203,,47.62084605,-122.32055599,6439922
39204,,47.62084605,-122.32055599,6439918
39205,,47.69722058,-122.30924203,6439927
39206,,47.64941116,-122.33851023,6439921
39207,,47.54985693,-122.39147679,6439920
39208,,47.65337856,-122.40273753,6439893
39209,,47.60573523,-122.33029353,6439919
39210,,47.68454318,-122.36313184,6439915
39211,,47.62602771,-122.3211479,6439914
39212,,47.5660272,-122.40319328,6439916
39213,,47.64010846,-122.32206171,6439907
39214,,47.55025614,-122.32299786,6439906
39215,,47.52571165,-122.35883899,6439905
39216,,47.57551406,-122.39311197,6439903
39217,,47.63549843,-122.341047,6439900
39218,,47.5788301,-122.2927135,6439898
39219,,47.58567536,-122.28948616,6439899
39220,,47.55089506,-122.26134466,6439896
39221,,47.51857868,-122.37216783,6439895
39222,,47.51833403,-122.37851985,6439894
39223,,47.55889508,-122.31288534,6439892
39224,,47.62670327,-122.32110777,6439889
39225,,47.63892905,-122.37583514,6439778
39226,,47.55734325,-122.39886773,6439881
39227,,47.52472991,-122.27075373,6439880
39228,,47.56833173,-122.40971626,6439879
39229,,47.6064911,-122.33298287,6439878
39230,,47.6617231,-122.29599464,6439877
39231,,47.69171843,-122.32734334,6439876
39232,,47.61375188,-122.3356752,6439875
39233,,47.60505199,-122.33428775,6439871
39234,,47.71049846,-122.28901933,6439869
39235,,47.68448085,-122.37171766,6439866
39236,,47.5568684,-122.27628768,6439864
39237,,47.70943441,-122.30906744,6439863
39238,,47.6853738,-122.28813907,6439862
39239,,47.59705429,-122.32814922,6439860
39240,,47.63385694,-122.35348036,6439859
39241,,47.54460046,-122.27576445,6439858
39242,,47.58369762,-122.39087703,6439857
39243,,47.52158918,-122.32558576,6439856
39244,,47.57506753,-122.2864383,6439855
39245,,47.54148533,-122.26428498,6439854
39246,,47.68668158,-122.35491403,6439853
39247,,47.55598859,-122.27563919,6439852
39248,,47.63269674,-122.36679128,6439851
39249,,47.65361559,-122.31138293,6439844
39250,,47.68310821,-122.3477817,6439840
39251,,47.67270692,-122.36108002,6439839
39252,,47.67059831,-122.25587538,6439838
39253,,47.67571787,-122.37831062,6439837
39254,,47.6758089,-122.37832158,6439836
39255,,47.61014262,-122.30665695,6439835
39256,,47.52097937,-122.38689267,6439833
39257,,47.6629314,-122.32482028,6439831
39258,,47.67546219,-122.38449597,6439823
39259,,47.66419926,-122.36551639,6439808
39260,,47.68254487,-122.39777017,6439807
39261,,47.69003121,-122.36501714,6439806
39262,,47.62520732,-122.3673847,6439803
39263,,47.56270021,-122.39161303,6439802
39264,,47.5237817,-122.35612928,6439801
39265,,47.67553947,-122.3985479,6439800
39266,,47.54071887,-122.37961541,6439799
39267,,47.73188574,-122.3084493,6439797
39268,,47.68811824,-122.3431267,6439796
39269,,47.62366161,-122.28798052,6439795
39270,,47.73160898,-122.30221401,6439787
39271,,47.56377211,-122.29170821,6439631
39272,,47.7000205,-122.3206666,6439653
39273,,47.61621126,-122.31351213,6439782
39274,,47.61621126,-122.31351213,6439784
39275,,47.6080434,-122.33391991,6439779
39276,,47.72158229,-122.30300436,6439785
39277,,47.56787742,-122.36420875,6439783
39278,,47.56184103,-122.38836872,6439780
39279,,47.5988661,-122.32545743,6439279
39280,,47.50308753,-122.38664168,6439776
39281,,47.59785934,-122.33236808,6439772
39282,,47.59785934,-122.33236808,6439774
39283,,47.54534999,-122.36230197,6439771
39284,,47.6484161,-122.35542326,6439775
39285,,47.54108519,-122.29929403,6439770
39286,,47.61116977,-122.34749405,6439756
39287,,47.59280696,-122.31600169,6439755
39288,,47.68198312,-122.32457777,6439754
39289,,47.66596687,-122.33524577,6439751
39290,,47.56702138,-122.2882055,6439748
39291,,47.66153684,-122.27676358,6439746
39292,,47.61375188,-122.3356752,6439743
39293,,47.61375188,-122.3356752,6439742
39294,,47.63246412,-122.32659302,6439744
39295,,47.61054661,-122.29407299,6439740
39296,,47.68211885,-122.35549532,6439738
39297,,47.71649808,-122.32252559,6439734
39298,,47.65365886,-122.32599508,6439732
39299,,47.65826603,-122.27105656,6439731
39300,,47.67803638,-122.39272303,6439729
39301,,47.65242605,-122.27720009,6439728
39302,,47.63174865,-122.308933,6439726
39303,,47.72490623,-122.34333152,6439725
39304,,47.6143853,-122.33872658,6439724
39305,,47.61540055,-122.33581767,6439722
39306,,47.54092259,-122.26931761,6439717
39307,,47.68861152,-122.36906733,6439715
39308,,47.67314179,-122.2771949,6439711
39309,,47.57553384,-122.29563107,6439714
39310,,47.66392447,-122.29959483,6439705
39311,,47.67807376,-122.29489725,6439703
39312,,47.60898448,-122.34214519,6439699
39313,,47.59502036,-122.3285303,6439693
39314,,47.50796465,-122.37189482,6439691
39315,,47.72320941,-122.31022298,6439685
39316,,47.64994502,-122.37908581,6439686
39317,,47.69635632,-122.29384618,6439684
39318,,47.60403796,-122.33498562,6439683
39319,,47.64235941,-122.30003306,6439679
39320,,47.56361061,-122.35801173,6439669
39321,,47.67293416,-122.37391184,6439670
39322,,47.63349761,-122.32635648,6439667
39323,,47.64226316,-122.39927707,6439663
39324,,47.55813152,-122.31891348,6439664
39325,,47.64226316,-122.39927707,6439658
39326,,47.54576312,-122.26854881,6439656
39327,,47.70763444,-122.29454534,6439655
39328,,47.54576312,-122.26854881,6439657
39329,,47.55813152,-122.31891348,6439661
39330,,47.67060512,-122.3622614,6439660
39331,,47.67060512,-122.3622614,6439654
39332,,47.59979439,-122.33381028,6439650
39333,,47.6033617,-122.33616595,6439649
39334,,47.59979439,-122.33381028,6439645
39335,,47.6033617,-122.33616595,6439638
39336,,47.66811527,-122.32910975,6439652
39337,,47.67257346,-122.37754647,6439651
39338,,47.66231885,-122.28147251,6439636
39339,,47.66231885,-122.28147251,6439630
39340,,47.6552776,-122.35744709,6439640
39341,,47.59224778,-122.3015648,6439637
39342,,47.68266068,-122.31076666,6439536
39343,,47.58208068,-122.29009606,6439623
39344,,47.62717747,-122.30906823,6439622
39345,,47.52121643,-122.33919274,6439618
39346,,47.56064735,-122.32523544,6439617
39347,,47.70168538,-122.34081269,6439613
39348,,47.69116605,-122.39078844,6439607
39349,,47.610431,-122.33207691,6439604
39350,,47.62853099,-122.36205385,6439601
39351,,47.6102272,-122.3374679,6439598
39352,,47.60146946,-122.3324974,6439597
39353,,47.67385876,-122.32997755,6439596
39354,,47.55833257,-122.38399683,6439595
39355,,47.69155543,-122.3855055,6439593
39356,,47.56787742,-122.36420875,6439592
39357,,47.61130513,-122.33845114,6439591
39358,,47.53776919,-122.36706266,6439588
39359,,47.63534664,-122.28443477,6439585
39360,,47.65371786,-122.34157752,6439584
39361,,47.58578137,-122.29373254,6439583
39362,,47.66041398,-122.3508208,6439581
39363,,47.59090538,-122.29313214,6439580
39364,,47.65417891,-122.33361737,6439579
39365,,47.67105572,-122.33058109,6439577
39366,,47.61273459,-122.33667038,6439575
39367,,47.50796465,-122.37189482,6439576
39368,,47.5666481,-122.32347734,6439477
39369,,47.61208337,-122.34287499,6439572
39370,,47.66773554,-122.33726134,6439569
39371,,47.6143853,-122.33872658,6439565
39372,,47.61534104,-122.34845928,6439564
39373,,47.62885565,-122.30919117,6439321
39374,,47.6238397,-122.33561795,6439562
39375,,47.55161845,-122.36601245,6439561
39376,,47.57624286,-122.30466721,6439559
39377,,47.54953534,-122.35735433,6439557
39378,,47.6843857,-122.27402423,6439552
39379,,47.58924534,-122.33567914,6439548
39380,,47.68719749,-122.29469199,6439546
39381,,47.53358768,-122.29367107,6439538
39382,,47.65295277,-122.35594409,6439534
39383,,47.66815803,-122.38077245,6439524
39384,,47.71245699,-122.32665605,6439254
39385,,47.61002691,-122.32223697,6439506
39386,,47.6490978,-122.37789342,6439525
39387,,47.61002691,-122.32223697,6439513
39388,,47.59280696,-122.31600169,6439515
39389,,47.70660957,-122.32101441,6439519
39390,,47.61192997,-122.33718625,6439518
39391,,47.71737682,-122.31869668,6439517
39392,,47.6820242,-122.35699077,6439516
39393,,47.64599857,-122.37231958,6439512
39394,,47.73054714,-122.28188363,6439505
39395,,47.53508978,-122.29174246,6439503
39396,,47.67678567,-122.30250631,6439502
39397,,47.60399886,-122.32378355,6439501
39398,,47.72623488,-122.28517382,6439497
39399,,47.62222675,-122.34015803,6439496
39400,,47.69985614,-122.39296933,6438976
39401,,47.64496966,-122.32549277,6439495
39402,,47.66822352,-122.39373745,6439494
39403,,47.66822352,-122.39373745,6439493
39404,,47.70833581,-122.32257041,6439490
39405,,47.62304677,-122.34079835,6439488
39406,,47.62304677,-122.34079835,6439485
39407,,47.72687295,-122.35608821,6439492
39408,,47.66815803,-122.38077245,6439491
39409,,47.71076292,-122.31766992,6439487
39410,,47.61371932,-122.3177533,6439484
39411,,47.62011836,-122.31594871,6439481
39412,,47.53523269,-122.3271236,6439478
39413,,47.67314179,-122.2771949,6439480
39414,,47.66057338,-122.36858892,6439479
39415,,47.65400886,-122.31630679,6439476
39416,,47.60967252,-122.33230646,6439474
39417,,47.66210754,-122.35636452,6439471
39418,,47.72729014,-122.3467096,6439461
39419,,47.57070622,-122.33011958,6439459
39420,,47.62299434,-122.33023275,6439455
39421,,47.72157248,-122.31869566,6439245
39422,,47.61534104,-122.34845928,6439448
39423,,47.53517454,-122.39185141,6439450
39424,,47.60947654,-122.31382471,6439447
39425,,47.56350678,-122.29164407,6439193
39426,,47.7028111,-122.32533135,6439442
39427,,47.53839548,-122.32487011,6439445
39428,,47.56961856,-122.28882495,6439444
39429,,47.57326892,-122.31179577,6439440
39430,,47.60536796,-122.32406439,6439433
39431,,47.70327322,-122.30015753,6439429
39432,,47.72843122,-122.35649974,6439427
39433,,47.60870784,-122.33885536,6439426
39434,,47.49880664,-122.26802567,6439423
39435,,47.61399289,-122.33524663,6439420
39436,,47.66403056,-122.27628972,6439418
39437,,47.66160628,-122.26814593,6439416
39438,,47.69260833,-122.35858499,6439415
39439,,47.70198929,-122.35042051,6439414
39440,,47.610431,-122.33207691,6439413
39441,,47.60967252,-122.33230646,6439412
39442,,47.71367064,-122.35658575,6439410
39443,,47.69612284,-122.40155222,6439407
39444,,47.59273191,-122.29633711,6439406
39445,,47.53062766,-122.28889238,6439405
39446,,47.54798484,-122.37462447,6439404
39447,,47.68051897,-122.38298476,6439403
39448,,47.68936266,-122.28264287,6439402
39449,,47.59367859,-122.29131625,6439400
39450,,47.61717544,-122.34954706,6439399
39451,,47.66170222,-122.34488961,6439398
39452,,47.63007613,-122.35855844,6439396
39453,,47.60411459,-122.33226664,6439395
39454,,47.52263059,-122.26923259,6439394
39455,,47.65224243,-122.34057238,6439393
39456,,47.6506787,-122.39376967,6439392
39457,,47.579706,-122.31019083,6439391
39458,,47.721927,-122.35787505,6439390
39459,,47.57200288,-122.28966374,6439389
39460,,47.52868382,-122.28107244,6439388
39461,,47.66661712,-122.37683785,6439387
39462,,47.54615153,-122.28066925,6439386
39463,,47.68061371,-122.28371206,6439383
39464,,47.52336174,-122.37511309,6439382
39465,,47.7137519,-122.3355747,6439380
39466,,47.7137519,-122.3355747,6439379
39467,,47.64663832,-122.30666337,6439377
39468,,47.58343443,-122.31501671,6439376
39469,,47.72152722,-122.34443629,6439374
39470,,47.61684973,-122.28488458,6439373
39471,,47.63059523,-122.29102802,6439366
39472,,47.66852764,-122.37964066,6439361
39473,,47.67479417,-122.29089732,6439359
39474,,47.64962461,-122.36259866,6439357
39475,,47.57564287,-122.29436623,6439352
39476,,47.69884694,-122.35915987,6439354
39477,,47.63582366,-122.27892195,6439353
39478,,47.73384915,-122.34850577,6439350
39479,,47.69256565,-122.34421513,6439348
39480,,47.6701531,-122.26251285,6439346
39481,,47.59321976,-122.3320504,6439344
39482,,47.63349761,-122.32635648,6439343
39483,,47.60549679,-122.33320892,6439339
39484,,47.67828602,-122.26456997,6439338
39485,,47.60454089,-122.33073506,6439330
39486,,47.60454089,-122.33073506,6439332
39487,,47.60454089,-122.33073506,6439334
39488,,47.60454089,-122.33073506,6439331
39489,,47.55877649,-122.3522423,6439336
39490,,47.65362104,-122.32404487,6439333
39491,,47.61329667,-122.31982181,6439320
39492,,47.70201393,-122.35139773,6439315
39493,,47.64879332,-122.40762351,6439314
39494,,47.60967252,-122.33230646,6439312
39495,,47.62481496,-122.35763324,6439311
39496,,47.70660174,-122.33514943,6439306
39497,,47.60655975,-122.33534639,6439301
39498,,47.70902225,-122.30155369,6439294
39499,,47.61137871,-122.31381429,6439291
39500,,47.64616174,-122.35108603,6439285
39501,,47.63419711,-122.28363195,6439283
39502,,47.69186051,-122.29573785,6439281
39503,,47.65010347,-122.39260495,6439278
39504,,47.58341245,-122.31387233,6439276
39505,,47.64883013,-122.37721997,6439275
39506,,47.58341781,-122.31370785,6439273
39507,,47.60501319,-122.32989532,6439268
39508,,47.66392447,-122.29959483,6439267
39509,,47.63302447,-122.36671774,6439262
39510,,47.60884785,-122.32194221,6439253
39511,,47.7005377,-122.27748002,6439257
39512,,47.54249762,-122.38879239,6392243
