id,case_group 
5503,ZONING
5504,ZONING
5505,BUILDING
5506,ZONING
5507,ZONING
5508,ZONING
5509,HOUSING
5510,HOUSING
5511,ZONING
5512,ZONING
5513,ZONING
5514,ZONING
5515,VACANT BUILDING
5516,ZONING
5517,WEEDS AND VEGETATION
5518,ZONING
5519,BUILDING
5520,SIGNS
5521,VACANT BUILDING
5522,HOUSING
5523,SIGNS
5524,ZONING
5525,ZONING
5526,ZONING
5527,ZONING
5528,ZONING
5529,VACANT BUILDING
5530,ZONING
5531,ZONING
5532,ZONING
5533,ZONING
5534,BUILDING
5535,BUILDING
5536,BUILDING
5537,ZONING
5538,ZONING
5539,HOUSING
5540,
5541,BUILDING
5542,HOUSING
5543,HOUSING
5544,VACANT BUILDING
5545,SIGNS
5546,HOUSING
5547,WEEDS AND VEGETATION
5548,ZONING
5549,HOUSING
5550,ZONING
5551,ZONING
5552,ZONING
5553,VACANT BUILDING
5554,VACANT BUILDING
5555,HOUSING
5556,BUILDING
5557,BUILDING
5558,BUILDING
5559,HOUSING
5560,BUILDING
5561,HOUSING
5562,MECHANICAL
5563,BUILDING
5564,BUILDING
5565,BUILDING
5566,ZONING
5567,SIGNS
5568,ZONING
5569,BUILDING
5570,ZONING
5571,ZONING
5572,VACANT BUILDING
5573,HOUSING
5574,BUILDING
5575,HOUSING
5576,ZONING
5577,BUILDING
5578,HOUSING
5579,HOUSING
5580,WEEDS AND VEGETATION
5581,HOUSING
5582,HOUSING
5583,ZONING
5584,HOUSING
5585,ZONING
5586,HOUSING
5587,BUILDING
5588,HOUSING
5589,HOUSING
5590,ZONING
5591,HOUSING
5592,HOUSING
5593,MECHANICAL
5594,HOUSING
5595,
5596,VACANT BUILDING
5597,HOUSING
5598,ZONING
5599,
5600,
5601,ZONING
5602,ZONING
5603,VACANT BUILDING
5604,ZONING
5605,BUILDING
5606,ELECTRICAL
5607,BUILDING
5608,ZONING
5609,VACANT BUILDING
5610,ZONING
5611,ZONING
5612,ZONING
5613,ZONING
5614,ZONING
5615,VACANT BUILDING
5616,CONSTRUCTION NOISE
5617,ZONING
5618,HOUSING
5619,HOUSING
5620,HOUSING
5621,ZONING
5622,ZONING
5623,ZONING
5624,
5625,
5626,
5627,
5628,BUILDING
5629,ZONING
5630,SITE
5631,ZONING
5632,ZONING
5633,ZONING
5634,ZONING
5635,ZONING
5636,ZONING
5637,
5638,BUILDING
5639,HOUSING
5640,ZONING
5641,ZONING
5642,WEEDS AND VEGETATION
5643,ZONING
5644,HOUSING
5645,ZONING
5646,HOUSING
5647,HOUSING
5648,HOUSING
5649,BUILDING
5650,ZONING
5651,ZONING
5652,VACANT BUILDING
5653,ZONING
5654,ZONING
5655,BUILDING
5656,ZONING
5657,HOUSING
5658,HOUSING
5659,ZONING
5660,ZONING
5661,ZONING
5662,ZONING
5663,WEEDS AND VEGETATION
5664,BUILDING
5665,BUILDING
5666,ZONING
5667,ZONING
5668,VACANT BUILDING
5669,
5670,ZONING
5671,ZONING
5672,ZONING
5673,BUILDING
5674,ZONING
5675,ZONING
5676,ZONING
5677,ZONING
5678,WEEDS AND VEGETATION
5679,ZONING
5680,VACANT BUILDING
5681,ZONING
5682,BUILDING
5683,VACANT BUILDING
5684,ZONING
5685,ZONING
5686,ZONING
5687,ZONING
5688,SITE
5689,
5690,BUILDING
5691,ZONING
5692,HOUSING
5693,BUILDING
5694,ZONING
5695,BUILDING
5696,HOUSING
5697,HOUSING
5698,HOUSING
5699,ZONING
5700,BUILDING
5701,ZONING
5702,HOUSING
5703,ELECTRICAL
5704,ZONING
5705,HOUSING
5706,ZONING
5707,ZONING
5708,ZONING
5709,ZONING
5710,BUILDING
5711,ZONING
5712,JUST CAUSE EVICTION
5713,JUST CAUSE EVICTION
5714,JUST CAUSE EVICTION
5715,ZONING
5716,HOUSING
5717,SITE
5718,SITE
5719,BUILDING
5720,HOUSING
5721,SITE
5722,BUILDING
5723,HOUSING
5724,HOUSING
5725,
5726,
5727,
5728,MECHANICAL
5729,
5730,ZONING
5731,
5732,ZONING
5733,SIGNS
5734,VACANT BUILDING
5735,ZONING
5736,ZONING
5737,HOUSING
5738,WEEDS AND VEGETATION
5739,ZONING
5740,WEEDS AND VEGETATION
5741,SITE
5742,ZONING
5743,ZONING
5744,SITE
5745,CONSTRUCTION NOISE
5746,
5747,BUILDING
5748,BUILDING
5749,BUILDING
5750,
5751,ZONING
5752,ZONING
5753,ZONING
5754,ZONING
5755,CONSTRUCTION NOISE
5756,ZONING
5757,CONSTRUCTION NOISE
5758,ZONING
5759,BUILDING
5760,ZONING
5761,SITE
5762,BUILDING
5763,SITE
5764,WEEDS AND VEGETATION
5765,VACANT BUILDING
5766,ZONING
5767,VACANT BUILDING
5768,ZONING
5769,ZONING
5770,HOUSING
5771,VACANT BUILDING
5772,BUILDING
5773,ZONING
5774,VACANT BUILDING
5775,MECHANICAL
5776,SITE
5777,ZONING
5778,BUILDING
5779,VACANT BUILDING
5780,ZONING
5781,BUILDING
5782,ZONING
5783,BUILDING
5784,ZONING
5785,ZONING
5786,HOUSING
5787,HOUSING
5788,WEEDS AND VEGETATION
5789,HOUSING
5790,VACANT BUILDING
5791,VACANT BUILDING
5792,HOUSING
5793,ZONING
5794,ZONING
5795,BUILDING
5796,HOUSING
5797,WEEDS AND VEGETATION
5798,ZONING
5799,
5800,HOUSING
5801,BUILDING
5802,VACANT BUILDING
5803,VACANT BUILDING
5804,ZONING
5805,WEEDS AND VEGETATION
5806,SIGNS
5807,HOUSING
5808,SIGNS
5809,SIGNS
5810,WEEDS AND VEGETATION
5811,WEEDS AND VEGETATION
5812,
5813,WEEDS AND VEGETATION
5814,ZONING
5815,HOUSING
5816,ZONING
5817,ZONING
5818,HOUSING
5819,BUILDING
5820,ZONING
5821,VACANT BUILDING
5822,VACANT BUILDING
5823,VACANT BUILDING
5824,ZONING
5825,WEEDS AND VEGETATION
5826,VACANT BUILDING
5827,ZONING
5828,SITE
5829,SITE
5830,ZONING
5831,ZONING
5832,BUILDING
5833,ZONING
5834,HOUSING
5835,WEEDS AND VEGETATION
5836,ZONING
5837,ZONING
5838,ZONING
5839,ZONING
5840,ZONING
5841,BUILDING
5842,HOUSING
5843,BUILDING
5844,HOUSING
5845,ZONING
5846,ZONING
5847,ZONING
5848,HOUSING
5849,
5850,SIGNS
5851,SIGNS
5852,SIGNS
5853,SIGNS
5854,
5855,WEEDS AND VEGETATION
5856,WEEDS AND VEGETATION
5857,WEEDS AND VEGETATION
5858,WEEDS AND VEGETATION
5859,WEEDS AND VEGETATION
5860,WEEDS AND VEGETATION
5861,WEEDS AND VEGETATION
5862,WEEDS AND VEGETATION
5863,WEEDS AND VEGETATION
5864,WEEDS AND VEGETATION
5865,WEEDS AND VEGETATION
5866,WEEDS AND VEGETATION
5867,
5868,ZONING
5869,ZONING
5870,SITE
5871,ZONING
5872,SITE
5873,MECHANICAL
5874,ZONING
5875,ZONING
5876,HOUSING
5877,ZONING
5878,BUILDING
5879,WEEDS AND VEGETATION
5880,HOUSING
5881,ZONING
5882,HOUSING
5883,
5884,
5885,ZONING
5886,ZONING
5887,HOUSING
5888,VACANT BUILDING
5889,ZONING
5890,SIGNS
5891,SITE
5892,SITE
5893,SITE
5894,BUILDING
5895,WEEDS AND VEGETATION
5896,ZONING
5897,
5898,ZONING
5899,BUILDING
5900,WEEDS AND VEGETATION
5901,HOUSING
5902,ZONING
5903,CONSTRUCTION NOISE
5904,ZONING
5905,
5906,BUILDING
5907,HOUSING
5908,VACANT BUILDING
5909,ZONING
5910,VACANT BUILDING
5911,VACANT BUILDING
5912,VACANT BUILDING
5913,ZONING
5914,ZONING
5915,VACANT BUILDING
5916,ZONING
5917,ZONING
5918,ZONING
5919,HOUSING
5920,ZONING
5921,HOUSING
5922,ZONING
5923,WEEDS AND VEGETATION
5924,ZONING
5925,HOUSING
5926,ZONING
5927,ZONING
5928,ZONING
5929,ZONING
5930,ZONING
5931,ZONING
5932,BUILDING
5933,HOUSING
5934,ZONING
5935,ZONING
5936,SIGNS
5937,BUILDING
5938,SITE
5939,SITE
5940,ZONING
5941,SITE
5942,
5943,ZONING
5944,ZONING
5945,ZONING
5946,ZONING
5947,BUILDING
5948,SITE
5949,WEEDS AND VEGETATION
5950,HOUSING
5951,
5952,ZONING
5953,HOUSING
5954,HOUSING
5955,ZONING
5956,BUILDING
5957,ZONING
5958,NONCONSTRUCTION NOISE
5959,ZONING
5960,ZONING
5961,ZONING
5962,HOUSING
5963,HOUSING
5964,ELECTRICAL
5965,
5966,
5967,ZONING
5968,
5969,ZONING
5970,ZONING
5971,VACANT BUILDING
5972,VACANT BUILDING
5973,
5974,BUILDING
5975,HOUSING
5976,ZONING
5977,BUILDING
5978,HOUSING
5979,SITE
5980,ZONING
5981,ZONING
5982,ZONING
5983,VACANT BUILDING
5984,VACANT BUILDING
5985,ZONING
5986,ZONING
5987,HOUSING
5988,ZONING
5989,VACANT BUILDING
5990,ZONING
5991,ZONING
5992,
5993,ZONING
5994,ZONING
5995,ZONING
5996,HOUSING
5997,VACANT BUILDING
5998,VACANT BUILDING
5999,VACANT BUILDING
6000,
6001,VACANT BUILDING
6002,ZONING
6003,VACANT BUILDING
6004,ZONING
6005,ZONING
6006,WEEDS AND VEGETATION
6007,VACANT BUILDING
6008,ZONING
6009,ZONING
6010,SIGNS
6011,ZONING
6012,ZONING
6013,ZONING
6014,HOUSING
6015,BUILDING
6016,ZONING
6017,
6018,BUILDING
6019,SITE
6020,BUILDING
6021,ZONING
6022,JUST CAUSE EVICTION
6023,WEEDS AND VEGETATION
6024,ZONING
6025,ZONING
6026,ZONING
6027,HOUSING
6028,ZONING
6029,ZONING
6030,NONCONSTRUCTION NOISE
6031,ZONING
6032,ZONING
6033,ZONING
6034,ZONING
6035,ZONING
6036,ELECTRICAL
6037,ZONING
6038,SIGNS
6039,SIGNS
6040,SITE
6041,VACANT BUILDING
6042,ZONING
6043,VACANT BUILDING
6044,ZONING
6045,ZONING
6046,HOUSING
6047,SIGNS
6048,VACANT BUILDING
6049,ZONING
6050,VACANT BUILDING
6051,WEEDS AND VEGETATION
6052,WEEDS AND VEGETATION
6053,JUST CAUSE EVICTION
6054,WEEDS AND VEGETATION
6055,VACANT BUILDING
6056,CONSTRUCTION NOISE
6057,VACANT BUILDING
6058,HOUSING
6059,ZONING
6060,ZONING
6061,ZONING
6062,HOUSING
6063,ZONING
6064,HOUSING
6065,ZONING
6066,HOUSING
6067,BUILDING
6068,BUILDING
6069,ZONING
6070,
6071,ZONING
6072,ZONING
6073,VACANT BUILDING
6074,HOUSING
6075,ZONING
6076,VACANT BUILDING
6077,WEEDS AND VEGETATION
6078,HOUSING
6079,HOUSING
6080,HOUSING
6081,VACANT BUILDING
6082,ZONING
6083,HOUSING
6084,ZONING
6085,ZONING
6086,ZONING
6087,ZONING
6088,ZONING
6089,HOUSING
6090,ZONING
6091,ZONING
6092,ZONING
6093,ZONING
6094,ZONING
6095,BUILDING
6096,BUILDING
6097,BUILDING
6098,ZONING
6099,BUILDING
6100,BUILDING
6101,CONDO/COOP CONVERSION
6102,ZONING
6103,ZONING
6104,ZONING
6105,ZONING
6106,ZONING
6107,HOUSING
6108,HOUSING
6109,HOUSING
6110,BUILDING
6111,
6112,HOUSING
6113,WEEDS AND VEGETATION
6114,ZONING
6115,BUILDING
6116,BUILDING
6117,BUILDING
6118,JUST CAUSE EVICTION
6119,SIGNS
6120,ZONING
6121,ZONING
6122,ZONING
6123,ZONING
6124,VACANT BUILDING
6125,VACANT BUILDING
6126,ZONING
6127,ELECTRICAL
6128,CONDO/COOP CONVERSION
6129,WEEDS AND VEGETATION
6130,ZONING
6131,ZONING
6132,ZONING
6133,ZONING
6134,ZONING
6135,MECHANICAL
6136,ZONING
6137,ZONING
6138,VACANT BUILDING
6139,VACANT BUILDING
6140,HOUSING
6141,HOUSING
6142,VACANT BUILDING
6143,ZONING
6144,HOUSING
6145,
6146,VACANT BUILDING
6147,
6148,ZONING
6149,ZONING
6150,HOUSING
6151,BUILDING
6152,BUILDING
6153,SITE
6154,JUST CAUSE EVICTION
6155,HOUSING
6156,JUST CAUSE EVICTION
6157,HOUSING
6158,HOUSING
6159,SIGNS
6160,BUILDING
6161,VACANT BUILDING
6162,VACANT BUILDING
6163,HOUSING
6164,VACANT BUILDING
6165,ZONING
6166,HOUSING
6167,BUILDING
6168,HOUSING
6169,ZONING
6170,HOUSING
6171,HOUSING
6172,HOUSING
6173,BUILDING
6174,WEEDS AND VEGETATION
6175,WEEDS AND VEGETATION
6176,BUILDING
6177,ZONING
6178,BUILDING
6179,WEEDS AND VEGETATION
6180,WEEDS AND VEGETATION
6181,WEEDS AND VEGETATION
6182,ZONING
6183,OTHER CONSTRUCTION
6184,ZONING
6185,ZONING
6186,BUILDING
6187,ZONING
6188,WEEDS AND VEGETATION
6189,HOUSING
6190,SITE
6191,HOUSING
6192,VACANT BUILDING
6193,VACANT BUILDING
6194,WEEDS AND VEGETATION
6195,BUILDING
6196,ZONING
6197,ZONING
6198,VACANT BUILDING
6199,ZONING
6200,ZONING
6201,WEEDS AND VEGETATION
6202,SITE
6203,HOUSING
6204,
6205,ZONING
6206,ZONING
6207,ZONING
6208,
6209,
6210,
6211,WEEDS AND VEGETATION
6212,ZONING
6213,ZONING
6214,VACANT BUILDING
6215,ZONING
6216,BUILDING
6217,BUILDING
6218,VACANT BUILDING
6219,ZONING
6220,VACANT BUILDING
6221,VACANT BUILDING
6222,SITE
6223,ZONING
6224,ZONING
6225,ZONING
6226,SITE
6227,HOUSING
6228,ZONING
6229,ZONING
6230,ZONING
6231,HOUSING
6232,HOUSING
6233,ZONING
6234,SIGNS
6235,HOUSING
6236,SIGNS
6237,BUILDING
6238,BUILDING
6239,HOUSING
6240,WEEDS AND VEGETATION
6241,
6242,ZONING
6243,HOUSING
6244,
6245,ZONING
6246,HOUSING
6247,HOUSING
6248,HOUSING
6249,HOUSING
6250,HOUSING
6251,ZONING
6252,BUILDING
6253,HOUSING
6254,
6255,BUILDING
6256,HOUSING
6257,
6258,ZONING
6259,ZONING
6260,HOUSING
6261,VACANT BUILDING
6262,
6263,ZONING
6264,VACANT BUILDING
6265,VACANT BUILDING
6266,BUILDING AND PREMISES
6267,ZONING
6268,
6269,ZONING
6270,BUILDING
6271,BUILDING
6272,BUILDING
6273,VACANT BUILDING
6274,HOUSING
6275,BUILDING
6276,BUILDING
6277,HOUSING
6278,HOUSING
6279,ZONING
6280,HOUSING
6281,HOUSING
6282,HOUSING
6283,BUILDING
6284,BUILDING
6285,BUILDING
6286,BUILDING
6287,BUILDING
6288,HOUSING
6289,HOUSING
6290,ZONING
6291,ZONING
6292,ZONING
6293,ZONING
6294,WEEDS AND VEGETATION
6295,ZONING
6296,HOUSING
6297,ZONING
6298,HOUSING
6299,ZONING
6300,ZONING
6301,ZONING
6302,WEEDS AND VEGETATION
6303,BUILDING
6304,ZONING
6305,HOUSING
6306,
6307,HOUSING
6308,VACANT BUILDING
6309,VACANT BUILDING
6310,ZONING
6311,ZONING
6312,VACANT BUILDING
6313,BUILDING
6314,HOUSING
6315,VACANT BUILDING
6316,ZONING
6317,ZONING
6318,HOUSING
6319,BUILDING
6320,HOUSING
6321,CONSTRUCTION NOISE
6322,BUILDING
6323,HOUSING
6324,BUILDING
6325,ZONING
6326,BUILDING
6327,HOUSING
6328,ZONING
6329,HOUSING
6330,ZONING
6331,ZONING
6332,ZONING
6333,BUILDING
6334,HOUSING
6335,JUST CAUSE EVICTION
6336,ZONING
6337,ZONING
6338,BUILDING
6339,ZONING
6340,ZONING
6341,ZONING
6342,HOUSING
6343,ZONING
6344,SITE
6345,ZONING
6346,WEEDS AND VEGETATION
6347,WEEDS AND VEGETATION
6348,WEEDS AND VEGETATION
6349,ZONING
6350,HOUSING
6351,BUILDING
6352,ZONING
6353,ZONING
6354,ZONING
6355,HOUSING
6356,ZONING
6357,BUILDING
6358,BUILDING
6359,HOUSING
6360,BUILDING
6361,ZONING
6362,HOUSING
6363,BUILDING
6364,
6365,HOUSING
6366,HOUSING
6367,WEEDS AND VEGETATION
6368,MECHANICAL
6369,
6370,ZONING
6371,
6372,ZONING
6373,ZONING
6374,ZONING
6375,HOUSING
6376,BUILDING
6377,ZONING
6378,SIGNS
6379,VACANT BUILDING
6380,VACANT BUILDING
6381,ZONING
6382,ZONING
6383,ZONING
6384,VACANT BUILDING
6385,ZONING
6386,WEEDS AND VEGETATION
6387,MECHANICAL
6388,VACANT BUILDING
6389,HOUSING
6390,HOUSING
6391,MECHANICAL
6392,VACANT BUILDING
6393,ZONING
6394,ZONING
6395,VACANT BUILDING
6396,HOUSING
6397,SITE
6398,ZONING
6399,HOUSING
6400,HOUSING
6401,HOUSING
6402,HOUSING
6403,ZONING
6404,BUILDING
6405,SIGNS
6406,NONCONSTRUCTION NOISE
6407,BUILDING
6408,ZONING
6409,HOUSING
6410,ZONING
6411,ZONING
6412,ZONING
6413,HOUSING
6414,HOUSING
6415,SITE
6416,BUILDING
6417,ZONING
6418,ZONING
6419,WEEDS AND VEGETATION
6420,WEEDS AND VEGETATION
6421,ZONING
6422,ZONING
6423,WEEDS AND VEGETATION
6424,ZONING
6425,HOUSING
6426,HOUSING
6427,SITE
6428,HOUSING
6429,HOUSING
6430,JUST CAUSE EVICTION
6431,ZONING
6432,ZONING
6433,ZONING
6434,VACANT BUILDING
6435,ZONING
6436,BUILDING
6437,VACANT BUILDING
6438,BUILDING
6439,HOUSING
6440,ZONING
6441,ZONING
6442,
6443,ZONING
6444,ZONING
6445,BUILDING
6446,HOUSING
6447,SITE
6448,ZONING
6449,WEEDS AND VEGETATION
6450,
6451,ZONING
6452,ZONING
6453,ZONING
6454,ZONING
6455,VACANT BUILDING
6456,
6457,ZONING
6458,ZONING
6459,WEEDS AND VEGETATION
6460,WEEDS AND VEGETATION
6461,ZONING
6462,ZONING
6463,BUILDING
6464,BUILDING
6465,ZONING
6466,SITE
6467,HOUSING
6468,HOUSING
6469,ZONING
6470,BUILDING
6471,ZONING
6472,ZONING
6473,CONSTRUCTION NOISE
6474,HOUSING
6475,ZONING
6476,ZONING
6477,HOUSING
6478,BUILDING
6479,ZONING
6480,ZONING
6481,
6482,WEEDS AND VEGETATION
6483,HOUSING
6484,VACANT BUILDING
6485,BUILDING
6486,ZONING
6487,WEEDS AND VEGETATION
6488,BUILDING
6489,ZONING
6490,ZONING
6491,HOUSING
6492,HOUSING
6493,HOUSING
6494,BUILDING AND PREMISES
6495,HOUSING
6496,WEEDS AND VEGETATION
6497,VACANT BUILDING
6498,ZONING
6499,ZONING
6500,BUILDING
6501,HOUSING
6502,ZONING
6503,WEEDS AND VEGETATION
6504,HOUSING
6505,ZONING
6506,ZONING
6507,ZONING
6508,SITE
6509,ZONING
6510,WEEDS AND VEGETATION
6511,
6512,HOUSING
6513,BUILDING
6514,WEEDS AND VEGETATION
6515,BUILDING
6516,VACANT BUILDING
6517,HOUSING
6518,ZONING
6519,VACANT BUILDING
6520,HOUSING
6521,VACANT BUILDING
6522,ZONING
6523,ZONING
6524,WEEDS AND VEGETATION
6525,ZONING
6526,ZONING
6527,HOUSING
6528,WEEDS AND VEGETATION
6529,VACANT BUILDING
6530,VACANT BUILDING
6531,VACANT BUILDING
6532,HOUSING
6533,VACANT BUILDING
6534,ZONING
6535,ZONING
6536,VACANT BUILDING
6537,HOUSING
6538,BUILDING
6539,BUILDING
6540,WEEDS AND VEGETATION
6541,ZONING
6542,ZONING
6543,HOUSING
6544,ZONING
6545,WEEDS AND VEGETATION
6546,WEEDS AND VEGETATION
6547,SITE
6548,BUILDING
6549,
6550,
6551,ZONING
6552,ZONING
6553,
6554,
6555,BUILDING
6556,ZONING
6557,ZONING
6558,ZONING
6559,CONSTRUCTION NOISE
6560,ZONING
6561,JUST CAUSE EVICTION
6562,SIGNS
6563,ZONING
6564,ZONING
6565,BUILDING
6566,HOUSING
6567,ZONING
6568,VACANT BUILDING
6569,ZONING
6570,WEEDS AND VEGETATION
6571,HOUSING
6572,ZONING
6573,ZONING
6574,ZONING
6575,HOUSING
6576,HOUSING
6577,ZONING
6578,HOUSING
6579,ZONING
6580,ZONING
6581,
6582,
6583,BUILDING
6584,HOUSING
6585,ZONING
6586,ZONING
6587,ZONING
6588,BUILDING
6589,WEEDS AND VEGETATION
6590,BUILDING
6591,ZONING
6592,ZONING
6593,BUILDING
6594,HOUSING
6595,BUILDING
6596,
6597,ZONING
6598,
6599,VACANT BUILDING
6600,ZONING
6601,ZONING
6602,VACANT BUILDING
6603,HOUSING
6604,ZONING
6605,HOUSING
6606,HOUSING
6607,JUST CAUSE EVICTION
6608,BUILDING
6609,ZONING
6610,ZONING
6611,ZONING
6612,HOUSING
6613,BUILDING
6614,ZONING
6615,ZONING
6616,ZONING
6617,
6618,ZONING
6619,BUILDING
6620,ZONING
6621,VACANT BUILDING
6622,ZONING
6623,HOUSING
6624,HOUSING
6625,HOUSING
6626,ZONING
6627,ZONING
6628,ZONING
6629,ZONING
6630,ZONING
6631,ZONING
6632,BUILDING AND PREMISES
6633,ZONING
6634,BUILDING
6635,BUILDING
6636,VACANT BUILDING
6637,ZONING
6638,ZONING
6639,ZONING
6640,VACANT BUILDING
6641,VACANT BUILDING
6642,VACANT BUILDING
6643,ZONING
6644,HOUSING
6645,
6646,BUILDING
6647,ZONING
6648,ZONING
6649,HOUSING
6650,HOUSING
6651,HOUSING
6652,WEEDS AND VEGETATION
6653,ZONING
6654,HOUSING
6655,WEEDS AND VEGETATION
6656,ZONING
6657,ZONING
6658,VACANT BUILDING
6659,VACANT BUILDING
6660,VACANT BUILDING
6661,HOUSING
6662,BUILDING
6663,ZONING
6664,VACANT BUILDING
6665,BUILDING
6666,ZONING
6667,
6668,ZONING
6669,VACANT BUILDING
6670,ZONING
6671,BUILDING
6672,ZONING
6673,ZONING
6674,BUILDING
6675,BUILDING
6676,ZONING
6677,BUILDING
6678,BUILDING
6679,ZONING
6680,VACANT BUILDING
6681,MECHANICAL
6682,JUST CAUSE EVICTION
6683,ZONING
6684,BUILDING
6685,HOUSING
6686,JUST CAUSE EVICTION
6687,WEEDS AND VEGETATION
6688,HOUSING
6689,ZONING
6690,SITE
6691,HOUSING
6692,WEEDS AND VEGETATION
6693,JUST CAUSE EVICTION
6694,WEEDS AND VEGETATION
6695,HOUSING
6696,HOUSING
6697,ZONING
6698,ZONING
6699,WEEDS AND VEGETATION
6700,BUILDING
6701,WEEDS AND VEGETATION
6702,ZONING
6703,WEEDS AND VEGETATION
6704,ZONING
6705,ZONING
6706,WEEDS AND VEGETATION
6707,ZONING
6708,
6709,HOUSING
6710,NONCONSTRUCTION NOISE
6711,ZONING
6712,
6713,ZONING
6714,HOUSING
6715,HOUSING
6716,ELECTRICAL
6717,HOUSING
6718,HOUSING
6719,ZONING
6720,ZONING
6721,HOUSING
6722,ZONING
6723,SITE
6724,WEEDS AND VEGETATION
6725,
6726,BUILDING
6727,VACANT BUILDING
6728,BUILDING
6729,ZONING
6730,HOUSING
6731,BUILDING
6732,WEEDS AND VEGETATION
6733,WEEDS AND VEGETATION
6734,ZONING
6735,WEEDS AND VEGETATION
6736,VACANT BUILDING
6737,BUILDING
6738,HOUSING
6739,SITE
6740,ZONING
6741,ZONING
6742,ZONING
6743,ZONING
6744,WEEDS AND VEGETATION
6745,WEEDS AND VEGETATION
6746,HOUSING
6747,ZONING
6748,ZONING
6749,BUILDING
6750,VACANT BUILDING
6751,ZONING
6752,SITE
6753,HOUSING
6754,HOUSING
6755,VACANT BUILDING
6756,HOUSING
6757,ZONING
6758,HOUSING
6759,ZONING
6760,ZONING
6761,ZONING
6762,HOUSING
6763,HOUSING
6764,ZONING
6765,HOUSING
6766,HOUSING
6767,ZONING
6768,BUILDING
6769,ZONING
6770,ZONING
6771,HOUSING
6772,BUILDING
6773,WEEDS AND VEGETATION
6774,BUILDING
6775,
6776,BUILDING
6777,HOUSING
6778,HOUSING
6779,BUILDING
6780,ZONING
6781,ZONING
6782,ZONING
6783,ZONING
6784,ZONING
6785,ZONING
6786,ZONING
6787,JUST CAUSE EVICTION
6788,VACANT BUILDING
6789,ZONING
6790,WEEDS AND VEGETATION
6791,MECHANICAL
6792,HOUSING
6793,ZONING
6794,ZONING
6795,WEEDS AND VEGETATION
6796,ZONING
6797,ZONING
6798,SITE
6799,ZONING
6800,ZONING
6801,HOUSING
6802,HOUSING
6803,HOUSING
6804,ZONING
6805,WEEDS AND VEGETATION
6806,WEEDS AND VEGETATION
6807,WEEDS AND VEGETATION
6808,JUST CAUSE EVICTION
6809,SITE
6810,ZONING
6811,WEEDS AND VEGETATION
6812,ZONING
6813,VACANT BUILDING
6814,SITE
6815,ZONING
6816,HOUSING
6817,HOUSING
6818,ZONING
6819,WEEDS AND VEGETATION
6820,WEEDS AND VEGETATION
6821,HOUSING
6822,HOUSING
6823,HOUSING
6824,BUILDING
6825,ZONING
6826,HOUSING
6827,HOUSING
6828,WEEDS AND VEGETATION
6829,ZONING
6830,HOUSING
6831,WEEDS AND VEGETATION
6832,ZONING
6833,BUILDING
6834,CONSTRUCTION NOISE
6835,HOUSING
6836,HOUSING
6837,ZONING
6838,VACANT BUILDING
6839,VACANT BUILDING
6840,HOUSING
6841,ZONING
6842,ZONING
6843,ZONING
6844,BUILDING
6845,WEEDS AND VEGETATION
6846,VACANT BUILDING
6847,SITE
6848,WEEDS AND VEGETATION
6849,ZONING
6850,HOUSING
6851,
6852,VACANT BUILDING
6853,ZONING
6854,WEEDS AND VEGETATION
6855,HOUSING
6856,WEEDS AND VEGETATION
6857,WEEDS AND VEGETATION
6858,BUILDING
6859,ZONING
6860,WEEDS AND VEGETATION
6861,ZONING
6862,ZONING
6863,BUILDING
6864,BUILDING
6865,HOUSING
6866,WEEDS AND VEGETATION
6867,ZONING
6868,ELECTRICAL
6869,ZONING
6870,ZONING
6871,WEEDS AND VEGETATION
6872,ZONING
6873,ZONING
6874,ZONING
6875,WEEDS AND VEGETATION
6876,ZONING
6877,ZONING
6878,ZONING
6879,BUILDING
6880,ZONING
6881,HOUSING
6882,HOUSING
6883,WEEDS AND VEGETATION
6884,HOUSING
6885,WEEDS AND VEGETATION
6886,BUILDING
6887,BUILDING
6888,BUILDING
6889,ZONING
6890,HOUSING
6891,ZONING
6892,HOUSING
6893,ZONING
6894,ZONING
6895,VACANT BUILDING
6896,SIGNS
6897,BUILDING
6898,ZONING
6899,HOUSING
6900,WEEDS AND VEGETATION
6901,ZONING
6902,BUILDING
6903,ZONING
6904,ZONING
6905,ZONING
6906,WEEDS AND VEGETATION
6907,ZONING
6908,CONSTRUCTION NOISE
6909,HOUSING
6910,HOUSING
6911,HOUSING
6912,ZONING
6913,WEEDS AND VEGETATION
6914,HOUSING
6915,ZONING
6916,SITE
6917,WEEDS AND VEGETATION
6918,HOUSING
6919,HOUSING
6920,ZONING
6921,VACANT BUILDING
6922,VACANT BUILDING
6923,VACANT BUILDING
6924,VACANT BUILDING
6925,ZONING
6926,ELECTRICAL
6927,VACANT BUILDING
6928,BUILDING
6929,BUILDING
6930,BUILDING AND PREMISES
6931,ZONING
6932,ZONING
6933,VACANT BUILDING
6934,HOUSING
6935,HOUSING
6936,HOUSING
6937,ZONING
6938,HOUSING
6939,ZONING
6940,ZONING
6941,BUILDING
6942,ZONING
6943,BUILDING
6944,HOUSING
6945,ZONING
6946,ZONING
6947,ZONING
6948,BUILDING
6949,ZONING
6950,VACANT BUILDING
6951,WEEDS AND VEGETATION
6952,HOUSING
6953,ZONING
6954,VACANT BUILDING
6955,HOUSING
6956,ZONING
6957,HOUSING
6958,WEEDS AND VEGETATION
6959,ZONING
6960,ZONING
6961,BUILDING
6962,JUST CAUSE EVICTION
