BeatID
B1
B1
B1
B1
B1
B1
B1
B2
B2
B2
B2
B2
B2
B2
B3
B3
B3
B3
B3
B3
B3
J1
J1
J1
J1
J1
J1
J1
J2
J2
J2
J2
J2
J2
J2
J3
J3
J3
J3
J3
J3
J3
L1
L1
L1
L1
L1
L1
L1
L2
L2
L2
L2
L2
L2
L2
L3
L3
L3
L3
L3
L3
L3
N1
N1
N1
N1
N1
N1
N1
N2
N2
N2
N2
N2
N2
N2
N3
N3
N3
N3
N3
N3
N3
U1
U1
U1
U1
U1
U1
U1
U2
U2
U2
U2
U2
U2
U2
U3
U3
U3
U3
U3
U3
U3
D1
D1
D1
D1
D1
D1
D1
D2
D2
D2
D2
D2
D2
D2
D3
D3
D3
D3
D3
D3
D3
K1
K1
K1
K1
K1
E2
K1
K1
K2
K2
K2
K2
K2
K2
K2
K3
K3
K3
K3
K3
K3
K3
M1
M1
M1
M1
M1
M1
M1
M2
M2
M2
M2
M2
M2
M2
M3
M3
M3
M3
M3
M3
M3
Q1
Q1
Q1
Q1
Q1
Q1
Q1
Q2
Q2
Q2
Q2
Q2
Q2
Q2
Q3
Q3
Q3
Q3
Q3
Q3
Q3
C1
C1
C1
C1
C1
C1
C1
C2
C2
C2
C2
C2
C2
C2
C3
C3
C3
C3
C3
C3
C3
E1
E1
E1
E1
E1
E1
E1
E2
E2
E2
E2
E2
E2
E3
E3
E3
E3
E3
E3
E3
G1
G1
G1
G1
G1
G1
G1
G2
G2
G2
G2
G2
G2
G2
G3
G3
G3
G3
G3
G3
G3
O1
O1
O1
O1
O1
O1
O1
O2
O2
O2
O2
O2
O2
O2
O3
O3
O3
O3
O3
O3
O3
R1
R1
R1
R1
R1
R1
R1
R2
R2
R2
R2
R2
R2
R2
R3
R3
R3
R3
R3
R3
R3
S1
S1
S1
S1
S1
S1
S1
S2
S2
S2
S2
S2
S2
S2
S3
S3
S3
S3
S3
S3
S3
F1
F1
F1
F1
F1
F1
F1
F2
F2
F2
F2
F2
F2
F2
F3
F3
F3
F3
F3
F3
F3
W1
W1
W1
W1
W1
