id,Application/Permit Number,Address,Permit_Type_ID,Category_ID,Contractor_ID
49120,6343388,130 NICKERSON ST,,,
49121,6343387,215 COLUMBIA ST,,,
49122,6343030,2338 BROADWAY E,,,
49123,6343297,6700 ROOSEVELT WAY NE,,,
49124,6343517,800 15TH AVE E,,,
49125,6343502,5747 58TH AVE NE,,,
49126,6343496,2220 31ST AVE S,,,
49127,6343373,7309 13TH AVE NW,,,
49128,6343378,1352 S PEARL ST,,,
49129,6343352,3129 S ADAMS ST,,,
49130,6343398,2563 27TH AVE W,,,
49131,6343395,210 N 107TH ST,,,
49132,6343490,1605 M L KING JR WAY,,,
49133,6343489,7312 32ND AVE NW,,,
49134,6343488,5210 S MEAD ST,,,
49135,6343487,10234 40TH AVE SW,,,
49136,6343486,908 NW 90TH ST,,,
49137,6343485,3110 SW 105TH ST,,,
49138,6343483,1541 THORNDYKE AVE W,,,
49139,6343479,5725 WILSON AVE S,,,
49140,6343356,3115 22ND AVE S,,,
49141,6343478,4603 NE 40TH ST,,,
49142,6343476,2453 NW 61ST ST,,,
49143,6343470,431 31ST AVE E,,,
49144,6343469,1515 E MARION ST,,,
49145,6343336,5963 CORSON AVE S,,,
49146,6343415,3820 E HOWE ST,,,
49147,6343417,4529 4TH AVE NE,,,
49148,6343408,5008 26TH AVE SW,,,
49149,6342265,1011 WESTERN AVE,,,
49150,6343406,600 STEWART ST,,,
49151,6343374,4455 RENTON AVE S,,,
49152,6343383,2502 E OLIVE ST,,,
49153,6343311,1503 STURGUS AVE S,,,
49154,6343310,4014 57TH AVE SW,,,
49155,6343381,3319 21ST AVE S,,,
49156,6343309,7201 S TAFT ST,,,
49157,6343307,118 27TH AVE E,,,
49158,6343308,201 NW 48TH ST,,,
49159,6343306,151 22ND AVE,,,
49160,6343300,12600 8TH AVE NE,,,
49161,6343333,211 HOWE ST,,,
49162,6343327,14089 24TH AVE NE,,,
49163,6343367,3953 SW KENYON ST,,,
49164,6343368,8317 35TH AVE SW,,,
49165,6343366,2112 N 61ST ST,,,
49166,6343332,3718 NE 125TH ST,,,
49167,6343358,12556 7TH AVE NW,,,
49168,6343347,8019 CORLISS AVE N,,,
49169,6343349,4005 18TH AVE SW,,,
49170,6340601,1415 5TH AVE,,,
49171,6343339,2114 BIGELOW AVE N,,,
49172,6343337,317 N 81ST ST,,,
49173,6343331,4900 S HUDSON ST,,,
49174,6343325,5051 50TH AVE NE,,,
49175,6343322,1120 NW 85TH ST,,,
49176,6343320,6075 CALIFORNIA AVE SW,,,
49177,6343318,2685 NE UNIVERSITY VILLAGE ST,,,
49178,6343312,1135 YAKIMA AVE S,,,
49179,6343302,2400 4TH AVE,,,
49180,6343291,13355 LAKE CITY WAY NE,,,
49181,6341034,200 N 85TH ST,,,
49182,6343294,13355 LAKE CITY WAY NE,,,
49183,6343290,200 N 85TH ST,,,
49184,6343236,11911 STENDALL DR N,,,
49185,6343160,11726 12TH AVE NE,,,
49186,6343118,9968 RAINIER AVE S,,,
49187,6343286,2121 6TH AVE,,,
49188,6343272,6801 17TH AVE NE,,,
49189,6343043,2213 8TH AVE,,,
49190,6343040,7400 EAST MARGINAL WAY S,,,
49191,6342980,500 5TH AVE W,,,
49192,6342978,500 5TH AVE W,,,
49193,6343270,1621 N 49TH ST,,,
49194,6343135,1000 SPRING ST,,,
49195,6343130,1435 E JOHN CT,,,
49196,6342834,10000 LAKE SHORE BLVD NE,,,
49197,6343161,6041 36TH AVE SW,,,
49198,6343156,6041 36TH AVE SW,,,
49199,6343117,6444 CARLETON AVE S,,,
49200,6343131,6444 CARLETON AVE S,,,
49201,6343147,11749 33RD PL NE,,,
49202,6343208,934 N 98TH ST,,,
49203,6343143,11749 33RD PL NE,,,
49204,6343097,9630 RAINIER AVE S,,,
49205,6343229,1473 NW 83RD ST,,,
49206,6343148,1430 32ND AVE,,,
49207,6343189,6939 FAUNTLEROY WAY SW,,,
49208,6343186,6939 FAUNTLEROY WAY SW,,,
49209,6343185,9420 37TH AVE S,,,
49210,6343184,410 NW 125TH ST,,,
49211,6343170,1023 NW ELFORD DR,,,
49212,6343134,4620 S VICTOR ST,,,
49213,6343120,6733 EARL AVE NW,,,
49214,6343119,224 32ND AVE,,,
49215,6343080,13306 19TH AVE NE,,,
49216,6343221,7306 14TH AVE NW,,,
49217,6343214,5444 DELRIDGE WAY SW,,,
49218,6342143,4000 7TH AVE S,,,
49219,6343211,2021 E JOHN ST,,,
49220,6343083,1601 2ND AVE,,,
49221,6343082,1601 2ND AVE,,,
49222,6343081,1601 2ND AVE,,,
49223,6343086,12300 28TH AVE NE,,,
49224,6343204,822 12TH AVE,,,
49225,6343206,2001 6TH AVE,,,
49226,6343036,1902 2ND AVE,,,
49227,6343193,5626 SW WINTHROP ST,,,
49228,6343027,2719 W GALER ST,,,
49229,6343182,130 S DAKOTA ST,,,
49230,6343177,218 10TH AVE E,,,
49231,6343164,4057 SW CONCORD ST,,,
49232,6343145,5119 S HUDSON ST,,,
49233,6343140,5119 S HUDSON ST,,,
49234,6343113,3914 DENSMORE AVE N,,,
49235,6343107,2356 22ND AVE S,,,
49236,6343096,6516 ROOSEVELT WAY NE,,,
49237,6343152,2501 NE 55TH ST,,,
49238,6342988,800 5TH AVE,,,
49239,6342987,201 W HARRISON ST,,,
49240,6343008,800 5TH AVE,,,
49241,6343129,510 E PINE ST,,,
49242,6341980,308 4TH AVE S,,,
49243,6343127,1116 LAKESIDE AVE S,,,
49244,6343124,5410 BALLARD AVE NW,,,
49245,6342017,308 4TH AVE S,,,
49246,6342036,308 4TH AVE S,,,
49247,6343112,308 4TH AVE S,,,
49248,6342948,4147 FAUNTLEROY WAY SW,,,
49249,6342947,3925 SW ARROYO DR,,,
49250,6342943,4620 S VICTOR ST,,,
49251,6343105,8 W FLORENTIA ST,,,
49252,6343102,1541 NE NORTHGATE WAY,,,
49253,6343100,1354 E INTERLAKEN BLVD,,,
49254,6343085,4031 53RD AVE SW,,,
49255,6343084,5019 LAKE WASHINGTON BLVD S,,,
49256,6342967,8010 24TH AVE NW,,,
49257,6342968,1415 5TH AVE,,,
49258,6343054,7545 20TH AVE NE,,,
49259,6343055,7737 29TH AVE NW,,,
49260,6343050,1713 NE 86TH ST,,,
49261,6343052,3020 W HAYES ST,,,
49262,6343051,4045 DELRIDGE WAY SW,,,
49263,6343048,3501 NW 60TH ST,,,
49264,6343049,5014 ROOSEVELT WAY NE,,,
49265,6342685,520 N 142ND ST,,,
49266,6342802,8311 EARL AVE NW,,,
49267,6342803,8311 EARL AVE NW,,,
49268,6343026,2107 16TH AVE S,,,
49269,6343009,3007 SW HINDS ST,,,
49270,6342941,13024 25TH AVE NE,,,
49271,6342946,2852 12TH AVE W,,,
49272,6343004,9220 20TH AVE NW,,,
49273,6343000,10341 SAND POINT WAY NE,,,
49274,6342998,2852 NW 74TH ST,,,
49275,6342999,10341 SAND POINT WAY NE,,,
49276,6342997,235 22ND AVE E,,,
49277,6342840,801 BROADWAY,,,
49278,6342841,801 BROADWAY,,,
49279,6342842,801 BROADWAY,,,
49280,6342843,801 BROADWAY,,,
49281,6342844,801 BROADWAY,,,
49282,6342845,801 BROADWAY,,,
49283,6342989,838 NE 69TH ST,,,
49284,6342990,2330 MCGILVRA BLVD E,,,
49285,6342846,801 BROADWAY,,,
49286,6341505,2756 37TH AVE SW,,,
49287,6342813,8611 45TH AVE NE,,,
49288,6342857,3935 SW SOUTHERN ST,,,
49289,6342856,6537 40TH AVE SW,,,
49290,6342910,6639 WOODLAWN AVE N,,,
49291,6342952,4811 SW NIESZ CT,,,
49292,6342971,2671 36TH AVE SW,,,
49293,6342966,6731 26TH AVE NW,,,
49294,6342957,2317 24TH AVE E,,,
49295,6342954,2311 FEDERAL AVE E,,,
49296,6342953,905 13TH AVE E,,,
49297,6342942,2435 1ST AVE N,,,
49298,6342951,6548 EARL AVE NW,,,
49299,6342923,2622 CALIFORNIA AVE SW,,,
49300,6341783,4220 24TH AVE W,,,
49301,6342588,801 ALASKAN WAY,,,
49302,6342909,3438 E FLORENCE CT,,,
49303,6340597,2155 N NORTHLAKE WAY,,,
49304,6342905,714 W PROSPECT ST,,,
49305,6342903,9733 51ST AVE S,,,
49306,6342902,100 PROSPECT ST,,,
49307,6342901,4816 RAINIER AVE S,,,
49308,6342900,3455 58TH AVE SW,,,
49309,6342899,4307 MERIDIAN AVE N,,,
49310,6342898,2836 NW 71ST ST,,,
49311,6342897,3200 37TH AVE W,,,
49312,6342552,152 NW 84TH ST,,,
49313,6341670,1700 23RD AVE,,,
49314,6342440,1100 OLIVE WAY,,,
49315,6342775,1030 ELLIOTT AVE W,,,
49316,6342458,1301 5TH AVE,,,
49317,6342821,10329 MERIDIAN AVE N,,,
49318,6342432,1100 OLIVE WAY,,,
49319,6342820,12300 28TH AVE NE,,,
49320,6329774,910 N 67TH ST,,,
49321,6342823,1228 NE 117TH ST,,,
49322,6342825,1236 NE 117TH ST,,,
49323,6342818,617 S JACKSON ST,,,
49324,6342783,4106 25TH AVE SW,,,
49325,6342781,4319 SW TRENTON ST,,,
49326,6342791,6532 27TH AVE NW,,,
49327,6342811,1113 6TH AVE,,,
49328,6342810,1113 6TH AVE,,,
49329,6342807,1113 6TH AVE,,,
49330,6342809,1113 6TH AVE,,,
49331,6342737,3295 SW AVALON WAY,,,
49332,6342788,3555 NE 86TH ST,,,
49333,6342798,424 2ND AVE W,,,
49334,6342797,6226 50TH AVE NE,,,
49335,6342784,4546 WEST LAUREL DR NE,,,
49336,6342786,601 9TH AVE,,,
49337,6342424,5450 45TH AVE SW,,,
49338,6342725,8009 EARL AVE NW,,,
49339,6342728,3270 CALIFORNIA AVE SW,,,
49340,6342776,7041 20TH AVE NW,,,
49341,6342743,10545 DAYTON AVE N,,,
49342,6342773,12312 5TH AVE NE,,,
49343,6342768,1501 4TH AVE,,,
49344,6342669,5018 LATONA AVE NE,,,
49345,6342767,2516 13TH AVE W,,,
49346,6342732,7525 14TH AVE SW,,,
49347,6342593,3815 E MCGRAW ST,,,
49348,6342731,7525 14TH AVE SW,,,
49349,6342673,3241 WEST VIEWMONT WAY W,,,
49350,6342088,11529E 12TH AVE NE,,,
49351,6342761,801 NE 65TH ST,,,
49352,6342558,9852 43RD PL NE,,,
49353,6342677,352 N 104TH ST,,,
49354,6342668,303 S JACKSON ST,,,
49355,6342754,11700 LAKESIDE AVE NE,,,
49356,6342756,11700 LAKESIDE AVE NE,,,
49357,6342759,7415 GREENWOOD AVE N,,,
49358,6342751,201 ELLIOTT AVE W,,,
49359,6342753,5200 4TH AVE S,,,
49360,6342750,402 N 110TH ST,,,
49361,6342746,415 6TH AVE,,,
49362,6342090,415 W MERCER ST,,,
49363,6342722,925 4TH AVE,,,
49364,6342691,4413 38TH AVE NE,,,
49365,6342682,5237 KIRKWOOD PL N,,,
49366,6342686,1429 E ALOHA ST,,,
49367,6342516,10321 MERIDIAN AVE N,,,
49368,6341699,1200 MADISON ST,,,
49369,6342606,835 NE 86TH ST,,,
49370,6342616,13035 MERIDIAN AVE N,,,
49371,6342617,7734 FAIRWAY DR NE,,,
49372,6342618,6746 41ST AVE SW,,,
49373,6342619,3061 20TH AVE S,,,
49374,6342620,2156 N 63RD ST,,,
49375,6342621,1552 MAGNOLIA WAY W,,,
49376,6342622,609 W MERCER PL,,,
49377,6342662,115 18TH AVE E,,,
49378,6342664,6311 22ND AVE NW,,,
49379,6342659,3438 23RD AVE W,,,
49380,6342661,2212 1ST AVE N,,,
49381,6342656,12026 40TH AVE NE,,,
49382,6342653,415 W CROCKETT ST,,,
49383,6341706,5300 1ST AVE S,,,
49384,6342429,1636 N 53RD ST,,,
49385,6342631,2450 S HUDSON ST,,,
49386,6342632,7738 16TH AVE NW,,,
49387,6342629,11430 69TH PL S,,,
49388,6342628,11430 69TH PL S,,,
49389,6342624,5515 56TH AVE S,,,
49390,6342626,7308 44TH AVE SW,,,
49391,6341726,4025 DELRIDGE WAY SW,,,
49392,6342601,1208 EASTLAKE AVE E,,,
49393,6342603,720 OLIVE WAY,,,
49394,6342604,1301 5TH AVE,,,
49395,6340940,1301 E YESLER WAY,,,
49396,6342584,1201 MERCER ST,,,
49397,6342581,1206 NE 50TH ST,,,
49398,6342580,1618 NE 80TH ST,,,
49399,6342455,2575 NE 85TH ST,,,
49400,6342446,8711 25TH AVE NE,,,
49401,6342419,614 NE 77TH ST,,,
49402,6342438,603 NW 50TH ST,,,
49403,6342439,8336 30TH AVE NW,,,
49404,6342498,12312 5TH AVE NE,,,
49405,6342477,3704 E HOWE ST,,,
49406,6342513,9031 DAYTON AVE N,,,
49407,6342512,304 W COMSTOCK ST,,,
49408,6342501,6027 4TH AVE NE,,,
49409,6342504,2323 NE 123RD ST,,,
49410,6342514,3501 NW 67TH ST,,,
49411,6342096,8041 30TH AVE NE,,,
49412,6342094,3501 NW 67TH ST,,,
49413,6342093,8041 30TH AVE NE,,,
49414,6342451,6055 32ND AVE NE,,,
49415,6342434,9249 24TH AVE SW,,,
49416,6342416,7303 57TH AVE NE,,,
49417,6341380,2501 N NORTHLAKE WAY,,,
49418,6342496,14320 25TH AVE NE,,,
49419,6342493,1500 E MADISON ST,,,
49420,6342411,7347 40TH AVE NE,,,
49421,6342484,807 NE 81ST ST,,,
49422,6342483,4501 SW CONCORD ST,,,
49423,6342433,1744 NW MARKET ST,,,
49424,6342430,1225 4TH AVE,,,
49425,6342476,721 N 83RD ST,,,
49426,6342459,1100 DEXTER AVE N,,,
49427,6342469,1544 NE 107TH ST,,,
49428,6342465,2328 MCGILVRA BLVD E,,,
49429,6342447,5437 32ND AVE SW,,,
49430,6342448,5451 32ND AVE SW,,,
49431,6342449,5445 32ND AVE SW,,,
49432,6342431,5441 32ND AVE SW,,,
49433,6342457,10037 40TH AVE SW,,,
49434,6342462,10045 40TH AVE SW,,,
49435,6341339,4000 15TH AVE NE,,,
49436,6342445,330 NW 75TH ST,,,
49437,6342352,13227 6TH AVE NW,,,
49438,6342351,8335 9TH AVE NW,,,
49439,6342350,3852 WILLIAMS AVE W,,,
49440,6342347,12038 2ND AVE NE,,,
49441,6342341,9500 RAINIER AVE S,,,
49442,6342091,9500 RAINIER AVE S,,,
49443,6342338,9343 46TH AVE SW,,,
49444,6342342,9343 46TH AVE SW,,,
49445,6342326,14045 INTERLAKE AVE N,,,
49446,6342426,88 VIRGINIA ST,,,
49447,6342414,2100 E THOMAS ST,,,
49448,6342269,7729 20TH AVE SW,,,
49449,6342404,2685 NE UNIVERSITY VILLAGE ST,,,
49450,6342409,1420 41ST AVE E,,,
49451,6342101,6504 57TH AVE NE,,,
49452,6342400,8333 18TH AVE NW,,,
49453,6342397,1734 NE 136TH ST,,,
49454,6342394,606 BROADWAY E,,,
49455,6342097,3121 S ADAMS ST,,,
49456,6342390,4146 20TH AVE SW,,,
49457,6342387,1100 9TH AVE,,,
49458,6342381,925 8TH AVE N,,,
49459,6342384,8001 27TH AVE NW,,,
49460,6342385,219 PONTIUS AVE N,,,
49461,6342383,219 PONTIUS AVE N,,,
49462,6342362,3117 S GRAHAM ST,,,
49463,6342359,6565 5TH AVE NE,,,
49464,6342259,7032 2ND AVE NW,,,
49465,6341492,500 BOREN AVE N,,,
49466,6342355,1401 NE BROCKMAN PL,,,
49467,6342319,1301 5TH AVE,,,
49468,6342312,658 NE NORTHLAKE WAY,,,
49469,6342310,700 OLIVE WAY,,,
49470,6342331,8131 31ST AVE SW,,,
49471,6341867,7018 2ND AVE NW,,,
49472,6342330,4103 WOODLAND PARK AVE N,,,
49473,6342328,10420 17TH AVE NE,,,
49474,6342325,9022 PALATINE AVE N,,,
49475,6342323,508 N 73RD ST,,,
49476,6342316,2214 N 56TH ST,,,
49477,6342181,601 N 34TH ST,,,
49478,6342175,4225 2ND AVE S,,,
49479,6342158,3920 OKANOGAN LN NE,,,
49480,6342268,1401 BROADWAY,,,
49481,6342254,3809 S WILLOW ST,,,
49482,6342251,3310 3RD AVE W,,,
49483,6342252,8037 12TH AVE NW,,,
49484,6342247,3408 BEACH DR SW,,,
49485,6342234,1122 3RD AVE,,,
49486,6342218,9010 GREENWOOD AVE N,,,
49487,6342235,746 BROADWAY E,,,
49488,6342087,11529E 12TH AVE NE,,,
49489,6342231,4611 35TH AVE SW,,,
49490,6342215,6728 EARL AVE NW,,,
49491,6342224,306 NE 44TH ST,,,
49492,6342206,5214 12TH AVE NE,,,
49493,6342229,7352 34TH AVE SW,,,
49494,6342220,341 NE 54TH ST,,,
49495,6342208,12027 23RD AVE NE,,,
49496,6342209,3220 NW 68TH ST,,,
49497,6342210,5577 KENWOOD PL N,,,
49498,6341791,14025 WALLINGFORD AVE N,,,
49499,6342211,344 NE 52ND ST,,,
49500,6341870,1203 NE 100TH ST,,,
49501,6342105,10532 23RD AVE NE,,,
49502,6342205,4227 NE 33RD ST,,,
49503,6342202,12739 7TH AVE NW,,,
49504,6342200,1530 POST AL,,,
49505,6342194,1616 EASTLAKE AVE E,,,
49506,6342190,1109 MADISON ST,,,
49507,6342187,312 NW 56TH ST,,,
49508,6342167,123 18TH AVE E,,,
49509,6342182,359 N 75TH ST,,,
49510,6342106,10545 LINDEN AVE N,,,
49511,6342173,6264 52ND AVE NE,,,
49512,6342172,1401 2ND AVE,,,
49513,6341901,7921 11TH AVE SW,,,
49514,6342159,1301 5TH AVE,,,
49515,6342157,3400 STONE WAY N,,,
49516,6342146,8846 39TH AVE SW,,,
49517,6342150,10330 14TH AVE NW,,,
49518,6342149,8846 39TH AVE SW,,,
49519,6342138,1000 DEXTER AVE N,,,
49520,6342144,9022 PALATINE AVE N,,,
49521,6342139,6412 SW HINDS ST,,,
49522,6342134,4251 AURORA AVE N,,,
49523,6340811,600 PINE ST,,,
49524,6342124,1922 9TH AVE,,,
49525,6342127,1922 9TH AVE,,,
49526,6342125,14061 23RD PL NE,,,
49527,6341125,1616 EASTLAKE AVE E,,,
49528,6342109,8041 24TH AVE NW,,,
49529,6342103,4541 SW HENDERSON ST,,,
49530,6342102,6032 33RD AVE NE,,,
49531,6342099,2722 BELVIDERE AVE SW,,,
49532,6342092,1117 LAKE WASHINGTON BLVD S,,,
49533,6342089,4609 S HOLLY ST,,,
49534,6342085,3814 NE 82ND ST,,,
49535,6342083,3626 1ST AVE NW,,,
49536,6342082,3819 CORLISS AVE N,,,
49537,6342079,817 NE 92ND ST,,,
49538,6342075,5557 38TH AVE NE,,,
49539,6341931,2815 2ND AVE,,,
49540,6341828,11528 34TH AVE NE,,,
49541,6341868,12300 33RD AVE NE,,,
49542,6341945,2611 WALNUT AVE SW,,,
49543,6341943,2611 WALNUT AVE SW,,,
49544,6341967,8628 3RD AVE NW,,,
49545,6341970,8634 3RD AVE NW,,,
49546,6341797,2646 23RD AVE W,,,
49547,6341969,521 WALL ST,,,
49548,6340980,507 NE NORTHGATE WAY,,,
49549,6341796,2646 23RD AVE W,,,
49550,6341966,10837 24TH AVE NE,,,
49551,6341801,2715 37TH AVE SW,,,
49552,6341937,8424 20TH AVE SW,,,
49553,6341960,1007 1ST AVE,,,
49554,6341955,5201 PHINNEY AVE N,,,
49555,6341912,7043 23RD AVE NW,,,
49556,6341951,1100 EASTLAKE AVE E,,,
49557,6341909,8044 20TH AVE NE,,,
49558,6341908,9549 1ST AVE NW,,,
49559,6341910,7752 20TH AVE NE,,,
49560,6341911,2555 56TH AVE SW,,,
49561,6341919,533 NE 89TH ST,,,
49562,6341923,533 NE 89TH ST,,,
49563,6341940,1876 E SHELBY ST,,,
49564,6341933,1100 OLIVE WAY,,,
49565,6341934,36 CREMONA ST,,,
49566,6341930,2408 41ST AVE SW,,,
49567,6341897,1455 NW LEARY WAY,,,
49568,6341917,1900 9TH AVE,,,
49569,6341906,1911 QUEEN ANNE AVE N,,,
49570,6341905,4128 FREMONT AVE N,,,
49571,6340534,204 NE 94TH ST,,,
49572,6341810,3801 47TH AVE SW,,,
49573,6341813,1928 CLISE PL W,,,
49574,6341888,8342 9TH AVE NW,,,
49575,6341824,8831 24TH AVE SW,,,
49576,6341823,8831 24TH AVE SW,,,
49577,6341876,2115 N 40TH ST,,,
49578,6341878,11516 PALATINE AVE N,,,
49579,6341786,5607 40TH AVE W,,,
49580,6339351,2400 NE 95TH ST,,,
49581,6341795,13031 23RD PL NE,,,
49582,6341818,939 16TH AVE E,,,
49583,6341820,705 N 77TH ST,,,
49584,6341808,7048 22ND AVE NW,,,
49585,6341804,5970 RAINIER AVE S,,,
49586,6341798,6743 11TH AVE NW,,,
49587,6341789,4532 10TH AVE S,,,
49588,6341788,401 NE NORTHGATE WAY,,,
49589,6341784,4067 LATONA AVE NE,,,
49590,6341781,6546 20TH AVE NW,,,
49591,6341780,500 PINE ST,,,
49592,6341526,8126 9TH AVE SW,,,
49593,6340865,4221 27TH AVE W,,,
49594,6341775,9009 43RD PL SW,,,
49595,6340797,1100 NE 45TH ST,,,
49596,6341760,4220 24TH AVE W,,,
49597,6341762,5659 42ND AVE W,,,
49598,6341627,100 REPUBLICAN ST,,,
49599,6341758,3304 CLAREMONT AVE S,,,
49600,6341754,1335 4TH AVE,,,
49601,6341750,3933 SW 109TH ST,,,
49602,6341744,1400 TAYLOR AVE N,,,
49603,6341743,1515 PARKSIDE DR E,,,
49604,6341737,5252 SW CHARLESTOWN ST,,,
49605,6341736,700 N 74TH ST,,,
49606,6341727,4436 RAINIER AVE S,,,
49607,6341724,135 NW 48TH ST,,,
49608,6341721,5431 49TH AVE SW,,,
49609,6341697,1250 1ST AVE S,,,
49610,6341723,135 NW 48TH ST,,,
49611,6341717,2219 N 59TH ST,,,
49612,6341712,911 32ND AVE S,,,
49613,6340955,9701 AURORA AVE N,,,
49614,6341710,1432 S CLOVERDALE ST,,,
49615,6341709,816 12TH AVE,,,
49616,6340106,1122 3RD AVE,,,
49617,6341701,2129 1ST AVE W,,,
49618,6341679,3020 MOUNT ST HELENS PL S,,,
49619,6341675,5612 25TH AVE SW,,,
49620,6341672,5900 LATONA AVE NE,,,
49621,6341669,935 FEDERAL AVE E,,,
49622,6339936,122 S JACKSON ST,,,
49623,6339577,2320 W COMMODORE WAY,,,
49624,6341634,807 NE 81ST ST,,,
49625,6341626,12039 25TH AVE NE,,,
49626,6341625,12039 25TH AVE NE,,,
49627,6341623,4465 S HUDSON ST,,,
49628,6341621,230 BROADWAY E,,,
49629,6341608,9727 FREMONT AVE N,,,
49630,6341488,1606 10TH AVE W,,,
49631,6341603,3216 W WHEELER ST,,,
49632,6341601,2514 NOB HILL PL N,,,
49633,6341600,8056 12TH AVE NW,,,
49634,6341589,6028 48TH AVE SW,,,
49635,6341590,2518 E LEE ST,,,
49636,6341588,3223 NE 145TH ST,,,
49637,6341587,1420 S TRENTON ST,,,
49638,6341564,10330 MERIDIAN AVE N,,,
49639,6341583,1900 QUEEN ANNE AVE N,,,
49640,6341577,6549 27TH AVE NW,,,
49641,6341568,4006 45TH AVE SW,,,
49642,6341556,4006 45TH AVE SW,,,
49643,6341554,8257 LATONA AVE NE,,,
49644,6341576,800 RAINIER AVE S,,,
49645,6341573,101 TAYLOR AVE N,,,
49646,6341560,1554 NE BROCKMAN PL,,,
49647,6341559,8030 17TH AVE NW,,,
49648,6341558,12232 4TH AVE NW,,,
49649,6341557,3531 NW 60TH ST,,,
49650,6341555,816 NE 43RD ST,,,
49651,6341523,9551 PHINNEY AVE N,,,
49652,6341547,7512 35TH AVE NE,,,
49653,6341549,2512 1ST AVE W,,,
49654,6341537,2424 34TH AVE W,,,
49655,6341527,2325 48TH AVE SW,,,
49656,6341530,2321 48TH AVE SW,,,
49657,6341413,4523 8TH AVE NE,,,
49658,6341531,1526 1ST AVE S,,,
49659,6341524,2003 WESTERN AVE,,,
49660,6341499,3716 NE 42ND ST,,,
49661,6341490,1500 NW MARKET ST,,,
49662,6341494,2105 6TH AVE,,,
49663,6339727,309 S CLOVERDALE ST,,,
49664,6341511,3618 WHITMAN AVE N,,,
49665,6341508,4363 S BENNETT ST,,,
49666,6341503,4219 S OTHELLO ST,,,
49667,6341501,500 TERRY AVE N,,,
49668,6341486,910 SW SPOKANE ST,,,
49669,6341433,5403 30TH AVE SW,,,
49670,6341435,1510 N 40TH ST,,,
49671,6341468,4802 3RD AVE NW,,,
49672,6341426,2822 S BATEMAN ST,,,
49673,6341418,5014 36TH AVE SW,,,
49674,6341395,1717 S BAYVIEW ST,,,
49675,6341402,310 21ST AVE E,,,
49676,6341403,510 N 90TH ST,,,
49677,6341415,1728 34TH AVE,,,
49678,6341427,5905 SEWARD PARK AVE S,,,
49679,6341417,2832 13TH AVE W,,,
49680,6341388,10052 35TH AVE NE,,,
49681,6341414,7546 30TH AVE NW,,,
49682,6341408,2050 34TH AVE S,,,
49683,6341407,1608 45TH AVE SW,,,
49684,6341405,912 N 67TH ST,,,
49685,6341390,4746 20TH AVE NE,,,
49686,6340260,4000 15TH AVE NE,,,
49687,6341382,1510 MELROSE AVE,,,
49688,6341381,3406 WALNUT AVE SW,,,
49689,6341375,7028 26TH AVE NE,,,
49690,6341352,3413 13TH AVE W,,,
49691,6341361,521 WALL ST,,,
49692,6341364,1608 NE RAVENNA BLVD,,,
49693,6341358,4721 CALIFORNIA AVE SW,,,
49694,6341359,9273 ITHACA PL S,,,
49695,6341325,2201 N 54TH ST,,,
49696,6341324,1455 21ST AVE,,,
49697,6341309,4006 12TH AVE S,,,
49698,6341307,1508 LAKE WASHINGTON BLVD S,,,
49699,6341322,2313 1ST AVE,,,
49700,6341347,12324 25TH AVE NE,,,
49701,6341345,4919 WOODLAWN AVE N,,,
49702,6341337,1546 15TH AVE,,,
49703,6341335,1918 35TH AVE W,,,
49704,6341311,3125 S ADAMS ST,,,
49705,6341334,4920 49TH AVE S,,,
49706,6341331,823 YALE AVE N,,,
49707,6341329,2107 16TH AVE S,,,
49708,6341313,7326 10TH AVE NW,,,
49709,6341182,10215 GREENWOOD AVE N,,,
49710,6341181,10215 GREENWOOD AVE N,,,
49711,6341180,10215 GREENWOOD AVE N,,,
49712,6341179,10215 GREENWOOD AVE N,,,
49713,6341178,310 N 103RD ST,,,
49714,6341269,1200 12TH AVE S,,,
49715,6341275,4334 SW HENDERSON ST,,,
49716,6341271,10512 17TH AVE NE,,,
49717,6341270,10532 23RD AVE NE,,,
49718,6339717,7104 WOODLAWN AVE NE,,,
49719,6341149,1560 N 115TH ST,,,
49720,6341266,6553 53RD AVE NE,,,
49721,6341260,8338 19TH AVE NW,,,
49722,6341163,536 N 84TH ST,,,
49723,6341235,7700 SAND POINT WAY NE,,,
49724,6341168,4555 STONE WAY N,,,
49725,6341224,2428 NW MARKET ST,,,
49726,6341157,2109 NW 90TH ST,,,
49727,6341155,343 NW 86TH ST,,,
49728,6341154,343 NW 86TH ST,,,
49729,6341206,9551 6TH AVE NW,,,
49730,6341222,218 19TH AVE,,,
49731,6341218,3021 FUHRMAN AVE E,,,
49732,6341216,6221 35TH AVE NE,,,
49733,6341217,8009 JONES AVE NW,,,
49734,6341210,4520 BAGLEY AVE N,,,
49735,6341219,6553 53RD AVE NE,,,
49736,6341175,230 BROADWAY E,,,
49737,6341161,4105 FAUNTLEROY WAY SW,,,
49738,6341215,613 N 47TH ST,,,
49739,6341214,12541 NORTH PARK AVE N,,,
49740,6341213,4030 SW CONCORD ST,,,
49741,6341211,6732 3RD AVE NW,,,
49742,6341165,3727 SW THISTLE ST,,,
49743,6341166,3042 NW 62ND ST,,,
49744,6341148,4017 MERIDIAN AVE N,,,
49745,6341174,3200 1ST AVE S,,,
49746,6341195,8701 29TH AVE NW,,,
49747,6341173,501 AURORA AVE N,,,
49748,6341172,501 AURORA AVE N,,,
49749,6341189,404 NW MARKET ST,,,
49750,6341191,8601 DELRIDGE WAY SW,,,
