id,Application/Permit Number,Address,Permit_Type_ID,Category_ID,Contractor_ID
6308,6509293,1930 SW WEBSTER ST,,,
6309,6509534,1414 S FOREST ST,,,
6310,6509533,2734 48TH AVE SW,,,
6311,6509531,5510 SW WINTHROP ST,,,
6312,6509530,3251 61ST AVE SW,,,
6313,6509521,6015 33RD AVE NE,,,
6314,6509520,6011 33RD AVE NE,,,
6315,6509524,7710 32ND AVE NE,,,
6316,6509514,1761 S SHELTON ST,,,
6317,6509511,4016 BURKE AVE N,,,
6318,6509206,3933 43RD AVE S,,,
6319,6509292,1930 SW WEBSTER ST,,,
6320,6509504,1903 YALE PL E,,,
6321,6509498,21 S NEVADA ST,,,
6322,6509495,117 27TH AVE,,,
6323,6509491,4317 S DAWSON ST,,,
6324,6509489,6557 44TH AVE NE,,,
6325,6509486,1201 3RD AVE,,,
6326,6509483,13012 37TH AVE NE,,,
6327,6509471,2916 W CROCKETT ST,,,
6328,6509472,2620 ALKI AVE SW,,,
6329,6509291,1227 NE 143RD ST,,,
6330,6509454,1551 19TH AVE S,,,
6331,6509294,1827 YALE AVE,,,
6332,6509295,1827 YALE AVE,,,
6333,6509325,7721 20TH AVE NW,,,
6334,6509442,1814 NW BLUE RIDGE DR,,,
6335,6509263,2738 NE 94TH ST,,,
6336,6509265,2738 NE 94TH ST,,,
6337,6509204,6559 34TH AVE NE,,,
6338,6509428,2020 6TH AVE,,,
6339,6509348,4749 35TH AVE S,,,
6340,6509342,4737 35TH AVE S,,,
6341,6509347,1759 19TH AVE S,,,
6342,6509351,4751 35TH AVE S,,,
6343,6509350,1757 19TH AVE S,,,
6344,6509349,4741 35TH AVE S,,,
6345,6509405,925 4TH AVE,,,
6346,6509406,4800 SAND POINT WAY NE,,,
6347,6509412,2201 WESTLAKE AVE,,,
6348,6509411,2201 WESTLAKE AVE,,,
6349,6509413,7734 14TH AVE NW,,,
6350,6509408,2837 32ND AVE S,,,
6351,6509409,2003 4TH AVE N,,,
6352,6509075,836 36TH AVE E,,,
6353,6509397,7329 EARL AVE NW,,,
6354,6509395,1934 12TH AVE W,,,
6355,6509395,1934 12TH AVE W,,,
6356,6509394,7033 5TH AVE NW,,,
6357,6509393,5535 22ND AVE S,,,
6358,6508573,1926 6TH AVE S,,,
6359,6508191,7111 RAINIER AVE S,,,
6360,6506232,5300 24TH AVE NE,,,
6361,6503716,1111 3RD AVE,,,
6362,6505742,4400 35TH AVE SW,,,
6363,6505500,61 COLUMBIA ST,,,
6364,6467254,1207 WESTLAKE AVE N,,,
6365,6509354,1761 19TH AVE S,,,
6366,6509355,1761 19TH AVE S,,,
6367,6509358,1549 NW 61ST ST,,,
6368,6509357,4769 35TH AVE S,,,
6369,6509356,4735 35TH AVE S,,,
6370,6509353,4765 35TH AVE S,,,
6371,6509249,1705 NE PACIFIC ST,,,
6372,6509247,401 LENORA ST,,,
6373,6509101,1101 WESTLAKE AVE N,,,
6374,6509100,1101 WESTLAKE AVE N,,,
6375,6509099,1101 WESTLAKE AVE N,,,
6376,6509097,1101 WESTLAKE AVE N,,,
6377,6509335,3729 BAGLEY AVE N,,,
6378,6509333,3951 SW PORTLAND ST,,,
6379,6509326,13540 25TH AVE NE,,,
6380,6509318,124 DENNY WAY,,,
6381,6509313,3627 STONE WAY N,,,
6382,6509315,4308 SW HOLDEN ST,,,
6383,6509306,1022 W BLAINE ST,,,
6384,6509301,744 N 34TH ST,,,
6385,6509283,8233 42ND AVE NE,,,
6386,6509281,8233 42ND AVE NE,,,
6387,6509269,1505 PIKE PL,,,
6388,6509242,10556 14TH AVE NW,,,
6389,6508206,3600 NE 45TH ST,,,
6390,6509225,13012 37TH AVE NE,,,
6391,6509218,124 DENNY WAY,,,
6392,6509213,7322 55TH AVE NE,,,
6393,6509198,112 27TH AVE E,,,
6394,6509203,1547 NW 61ST ST,,,
6395,6509197,10849 8TH AVE NW,,,
6396,6509186,515 WARD ST,,,
6397,6509185,500 9TH AVE,,,
6398,6509182,7343 RAVENNA AVE NE,,,
6399,6509181,914 NW 105TH ST,,,
6400,6509167,154 NW 59TH ST,,,
6401,6509161,217 PINE ST,,,
6402,6509159,901 12TH AVE,,,
6403,6509151,601 UNION ST,,,
6404,6508981,1708 SW ELMGROVE ST,,,
6405,6508978,9432 5TH AVE SW,,,
6406,6508980,6748 21ST AVE SW,,,
6407,6509070,2121 WESTLAKE AVE,,,
6408,6509063,2347 RAINIER AVE S,,,
6409,6509043,5339 S LEO ST,,,
6410,6509026,14077 22ND AVE NE,,,
6411,6509031,6804 28TH AVE NW,,,
6412,6509031,6804 28TH AVE NW,,,
6413,6509030,3612 24TH AVE W,,,
6414,6509032,3883 44TH AVE NE,,,
6415,6509040,4115 49TH AVE S,,,
6416,6509106,3021 S BYRON ST,,,
6417,6508740,5745 S EDDY ST,,,
6418,6508738,5745 S EDDY ST,,,
6419,6508982,15 W BOSTON ST,,,
6420,6509092,510 1ST AVE N,,,
6421,6509091,2020 6TH AVE,,,
6422,6509089,2040 6TH AVE,,,
6423,6509087,5307 51ST AVE S,,,
6424,6509066,1903 N 137TH ST,,,
6425,6509086,7558 16TH AVE NW,,,
6426,6509072,939 N 89TH ST,,,
6427,6509069,12235 DAYTON AVE N,,,
6428,6509065,1214 NE 123RD ST,,,
6429,6509073,943 N 89TH ST,,,
6430,6509057,4349 4TH AVE NW,,,
6431,6509055,9844 42ND AVE SW,,,
6432,6509049,628 11TH AVE E,,,
6433,6508938,1800 N 107TH ST,,,
6434,6509012,1301 2ND AVE,,,
6435,6509007,800 OCCIDENTAL AVE S,,,
6436,6509006,800 5TH AVE,,,
6437,6509008,831 31ST AVE S,,,
6438,6508997,551 BOREN AVE N,,,
6439,6509002,3718 W LAWTON ST,,,
6440,6508999,900 UNIVERSITY ST,,,
6441,6508996,4209 SW COLLEGE ST,,,
6442,6508995,900 UNIVERSITY ST,,,
6443,6508994,124 NW 143RD ST,,,
6444,6508993,3447 13TH AVE W,,,
6445,6508839,826 NE 90TH ST,,,
6446,6508838,826 NE 90TH ST,,,
6447,6508986,7518 14TH AVE NE,,,
6448,6508231,999 3RD AVE,,,
6449,6507927,5300 TALLMAN AVE NW,,,
6450,6508970,1816 1ST AVE W,,,
6451,6508968,3711 W TILDEN ST,,,
6452,6508959,360 HOWE ST,,,
6453,6508957,6302 47TH AVE SW,,,
6454,6508942,3209 NE 89TH ST,,,
6455,6508833,2733 NE 95TH ST,,,
6456,6508846,8520 1ST AVE NE,,,
6457,6508861,8520 1ST AVE NE,,,
6458,6508829,10501 39TH AVE SW,,,
6459,6508726,2547 NE 83RD ST,,,
6460,6508834,635 NW 81ST ST,,,
6461,6508836,635 NW 81ST ST,,,
6462,6505688,3600 NE 45TH ST,,,
6463,6507470,13225 4TH AVE NW,,,
6464,6508830,14046 25TH AVE NE,,,
6465,6507473,4634 S HOLDEN ST,,,
6466,6507487,4109 MERIDIAN AVE N,,,
6467,6507488,11403 12TH AVE NE,,,
6468,6507529,212 N 54TH ST,,,
6469,6507525,7334 18TH AVE NE,,,
6470,6507522,8337 12TH AVE NW,,,
6471,6507467,7618 WINONA AVE N,,,
6472,6507458,315 NW 51ST ST,,,
6473,6507456,13225 4TH AVE NW,,,
6474,6507454,7618 WINONA AVE N,,,
6475,6507452,315 NW 51ST ST,,,
6476,6507448,2144 5TH AVE W,,,
6477,6507443,2015 E CRESCENT DR,,,
6478,6508002,3209 CONKLING PL W,,,
6479,6507994,3508 W THURMAN ST,,,
6480,6507992,3209 CONKLING PL W,,,
6481,6508055,8457 18TH AVE SW,,,
6482,6508141,332 NE 52ND ST,,,
6483,6508141,332 NE 52ND ST,,,
6484,6508143,3106 NW 77TH ST,,,
6485,6508711,3411 36TH AVE W,,,
6486,6508525,4203 SW ALASKA ST,,,
6487,6508849,8325 23RD AVE NW,,,
6488,6508851,321 24TH AVE E,,,
6489,6508828,135 N 83RD ST,,,
6490,6508737,2012B NW 64TH ST,,,
6491,6508734,2012A NW 64TH ST,,,
6492,6508730,2010B NW 64TH ST,,,
6493,6400991,2301 6TH AVE,,,
6494,6508724,2010A NW 64TH ST,,,
6495,6508760,10505 8TH AVE NE,,,
6496,6508868,4220 UNIVERSITY WAY NE,,,
6497,6508708,2520 12TH AVE W,,,
6498,6508859,4122 52ND AVE SW,,,
6499,6508858,204 PINE ST,,,
6500,6508857,204 PINE ST,,,
6501,6508854,10832 35TH AVE SW,,,
6502,6508853,6806 BEACON AVE S,,,
6503,6508848,285 8TH AVE N,,,
6504,6508749,2655 11TH AVE W,,,
6505,6508710,6512 29TH AVE NE,,,
6506,6508814,1524 7TH AVE,,,
6507,6508801,3200 40TH AVE W,,,
6508,6508809,7422 BAGLEY AVE N,,,
6509,6508812,5522 S OTHELLO ST,,,
6510,6508807,12501 EVANSTON AVE N,,,
6511,6508802,3803 54TH AVE SW,,,
6512,6508804,2810 W BOSTON ST,,,
6513,6508806,5526 SW CAMPBELL PL,,,
6514,6508808,5526 SW CAMPBELL PL,,,
6515,6508798,601 34TH AVE,,,
6516,6508795,605 34TH AVE,,,
6517,6508784,405 22ND AVE,,,
6518,6508779,12330 8TH AVE NE,,,
6519,6508517,3024A 61ST AVE SW,,,
6520,6508520,3024A 61ST AVE SW,,,
6521,6508539,720 LAKE WASHINGTON BLVD S,,,
6522,6508767,2021 7TH AVE,,,
6523,6507030,2315 WESTERN AVE,,,
6524,6508755,223 TAYLOR AVE N,,,
6525,6508758,2200 ALASKAN WAY,,,
6526,6508750,5119 KEYSTONE PL N,,,
6527,6508747,4602 2ND AVE NW,,,
6528,6508630,401 5TH AVE,,,
6529,6508729,6206 44TH AVE NE,,,
6530,6507301,222 FAIRVIEW AVE N,,,
6531,6505212,4058 RAINIER AVE S,,,
6532,6505140,2815 2ND AVE,,,
6533,6496322,9550 1ST AVE NE,,,
6534,6508707,810 27TH AVE,,,
6535,6508703,12349 22ND AVE NE,,,
6536,6508701,7549 25TH AVE NW,,,
6537,6508249,609 29TH AVE E,,,
6538,6508700,1508 33RD AVE S,,,
6539,6508034,4436 38TH AVE S,,,
6540,6508488,7918 SEWARD PARK AVE S,,,
6541,6508033,4436 38TH AVE S,,,
6542,6400994,2301 6TH AVE,,,
6543,6508699,10522 DAYTON AVE N,,,
6544,6508232,8050 31ST AVE NW,,,
6545,6507531,4219 LATONA AVE NE,,,
6546,6507527,120 GARFIELD ST,,,
6547,6508693,3727 34TH AVE SW,,,
6548,6508501,11003 PALATINE AVE N,,,
6549,6508562,200 UNIVERSITY ST,,,
6550,6508589,3210 CALIFORNIA AVE SW,,,
6551,6508580,3210 CALIFORNIA AVE SW,,,
6552,6508590,3210 CALIFORNIA AVE SW,,,
6553,6508653,11353 5TH AVE NE,,,
6554,6508650,5522 33RD AVE NE,,,
6555,6508649,8757 15TH AVE NW,,,
6556,6508645,4339 NE 43RD ST,,,
6557,6508530,100 NE 57TH ST,,,
6558,6508533,100 NE 57TH ST,,,
6559,6508636,2025 N 78TH ST,,,
6560,6508625,8052 19TH AVE NW,,,
6561,6508623,1205 N 43RD ST,,,
6562,6508615,7701 23RD AVE NW,,,
6563,6508610,2632 28TH AVE W,,,
6564,6503601,800 5TH AVE,,,
6565,6508595,3227 BEACON AVE S,,,
6566,6508588,824 NW 46TH ST,,,
6567,6508583,719 WARREN AVE N,,,
6568,6508574,3425 32ND AVE W,,,
6569,6508568,701 N 84TH ST,,,
6570,6508490,1909 S CHARLES ST,,,
6571,6508493,114 NW 101ST ST,,,
6572,6508567,3425 32ND AVE W,,,
6573,6508494,14130 PHINNEY AVE N,,,
6574,6508566,2228 FAIRVIEW AVE E,,,
6575,6508495,1616 FEDERAL AVE E,,,
6576,6508496,6022 29TH AVE NE,,,
6577,6508565,6635 57TH AVE NE,,,
6578,6508561,5569 22ND AVE S,,,
6579,6508508,8026 14TH AVE NW,,,
6580,6508509,14130 PHINNEY AVE N,,,
6581,6508506,2732 NE 135TH ST,,,
6582,6508510,3212 WHALLEY PL W,,,
6583,6508354,6306 54TH AVE NE,,,
6584,6508564,1551 MINOR AVE,,,
6585,6508239,9740 2ND AVE NW,,,
6586,6508236,9740 2ND AVE NW,,,
6587,6508386,12032 12TH AVE NE,,,
6588,6508385,12032 12TH AVE NE,,,
6589,6508382,8012 25TH AVE NW,,,
6590,6508363,6714 13TH AVE SW,,,
6591,6508554,1518 NW 59TH ST,,,
6592,6508362,6714 13TH AVE SW,,,
6593,6508328,6508 50TH AVE NE,,,
6594,6508325,6508 50TH AVE NE,,,
6595,6508551,3627 LINDEN AVE N,,,
6596,6508549,3631 LINDEN AVE N,,,
6597,6508544,1427 11TH AVE,,,
6598,6508542,4431 48TH AVE SW,,,
6599,6508540,1744 NW MARKET ST,,,
6600,6508528,5615 S WILLOW ST,,,
6601,6508529,500 YALE AVE N,,,
6602,6508526,1806 12TH AVE,,,
6603,6508373,2025 FAIRVIEW AVE E,,,
6604,6508371,2025 FAIRVIEW AVE E,,,
6605,6508375,1120 39TH AVE E,,,
6606,6508516,3024 NW 57TH ST,,,
6607,6508515,124 N 103RD ST,,,
6608,6508391,5322 KEYSTONE PL N,,,
6609,6508512,10216 63RD AVE S,,,
6610,6508388,5322 KEYSTONE PL N,,,
6611,6508507,3808 EASTERN AVE N,,,
6612,6508500,3453 BELVIDERE AVE SW,,,
6613,6508504,7319 54TH AVE NE,,,
6614,6508492,2225 4TH AVE,,,
6615,6508502,7324 56TH AVE NE,,,
6616,6508222,1009 E UNION ST,,,
6617,6508142,340 NE 53RD ST,,,
6618,6508360,3616 E PIKE ST,,,
6619,6508486,1524 35TH AVE,,,
6620,6508356,925 NW 106TH ST,,,
6621,6508372,3818 S ANGEL PL,,,
6622,6508367,1837 S KING ST,,,
6623,6508424,7529 15TH AVE SW,,,
6624,6508459,9722 11TH AVE NW,,,
6625,6508458,4117 2ND AVE NW,,,
6626,6508133,921 N 78TH ST,,,
6627,6508133,921 N 78TH ST,,,
6628,6508241,1811 N 82ND ST,,,
6629,6508426,1720 12TH AVE,,,
6630,6508425,1415 E FIR ST,,,
6631,6508213,1100 OLIVE WAY,,,
6632,6508398,821 2ND AVE,,,
6633,6508404,600 4TH AVE,,,
6634,6508422,4317 DENSMORE AVE N,,,
6635,6508419,2722 MAYFAIR AVE N,,,
6636,6508415,5909 BEACON AVE S,,,
6637,6508211,701 5TH AVE,,,
6638,6508410,2920 16TH AVE S,,,
6639,6508407,835 NE 83RD ST,,,
6640,6508401,1127 NE 135TH ST,,,
6641,6508122,844 NE 88TH ST,,,
6642,6508137,844 NE 88TH ST,,,
6643,6508135,6044 S ROXBURY ST,,,
6644,6508132,6044 S ROXBURY ST,,,
6645,6508394,930 NW 62ND ST,,,
6646,6508148,3415 40TH AVE SW,,,
6647,6508138,2812 24TH AVE W,,,
6648,6508393,4326 4TH AVE NE,,,
6649,6508390,3111 S DOSE TER,,,
6650,6508238,3441 11TH AVE W,,,
6651,6508235,3441 11TH AVE W,,,
6652,6508240,6540 1ST AVE NE,,,
6653,6508244,6540 1ST AVE NE,,,
6654,6508246,6533 53RD AVE NE,,,
6655,6508245,6533 53RD AVE NE,,,
6656,6508384,3055 NE 140TH ST,,,
6657,6508285,5101 S BRANDON ST,,,
6658,6508229,4401 EAST MARGINAL WAY S,,,
6659,6508380,12245 2ND AVE NW,,,
6660,6508381,7728 34TH AVE NE,,,
6661,6508252,5322 47TH AVE SW,,,
6662,6508209,1932 30TH AVE S,,,
6663,6508339,7820 RAINIER AVE S,,,
6664,6502069,12520 ROOSEVELT WAY NE,,,
6665,6508332,2305 S BENNETT ST,,,
6666,6508320,1930 6TH AVE S,,,
6667,6508312,1100 FAIRVIEW AVE N,,,
6668,6508303,1618 37TH AVE,,,
6669,6508300,1618 37TH AVE,,,
6670,6508298,712 N 76TH ST,,,
6671,6508296,712 N 76TH ST,,,
6672,6508305,628 11TH AVE E,,,
6673,6508301,6533 17TH AVE NE,,,
6674,6508297,7021 1ST AVE NW,,,
6675,6508097,1314 SPRING ST,,,
6676,6508302,720 3RD AVE,,,
6677,6508289,3023 SW CHARLESTOWN ST,,,
6678,6508286,4201 NE 103RD PL,,,
6679,6508276,137 NE 58TH ST,,,
6680,6508275,2015 NE 98TH ST,,,
6681,6508271,137 NE 58TH ST,,,
6682,6508270,5209 S MAYFLOWER ST,,,
6683,6508267,2015 NE 98TH ST,,,
6684,6508263,2812 HARVARD AVE E,,,
6685,6508262,2408 22ND AVE E,,,
6686,6508261,2928 S FERDINAND ST,,,
6687,6508259,2928 S FERDINAND ST,,,
6688,6505459,4555 ROOSEVELT WAY NE,,,
6689,6508258,3402 45TH AVE SW,,,
6690,6508248,4734 9TH AVE NE,,,
6691,6508247,8526 2ND AVE NE,,,
6692,6508220,8309 46TH AVE S,,,
6693,6508215,1100 OLIVE WAY,,,
6694,6508214,3508 BURKE AVE N,,,
6695,6508059,4029 DAYTON AVE N,,,
6696,6508060,4029 DAYTON AVE N,,,
6697,6508089,8521 8TH AVE NE,,,
6698,6508140,3802 48TH AVE NE,,,
6699,6507984,507 W MERCER ST,,,
6700,6508103,7734 23RD AVE NW,,,
6701,6508115,1987 PERKINS LN W,,,
6702,6508118,3236 S EDMUNDS ST,,,
6703,6508117,1987 PERKINS LN W,,,
6704,6508121,5108 S ALASKA ST,,,
6705,6508107,6502 22ND AVE NW,,,
6706,6508119,3239 13TH AVE W,,,
6707,6508114,4219 S OTHELLO ST,,,
6708,6508116,1002 36TH AVE E,,,
6709,6508113,3508 BURKE AVE N,,,
6710,6508112,7059 ALONZO AVE NW,,,
6711,6508108,4137 39TH AVE SW,,,
6712,6507648,3227 BEACON AVE S,,,
6713,6507995,4743 36TH AVE S,,,
6714,6508007,1105 NW WOODBINE PL,,,
6715,6508026,1231 NW BLAKELY CT,,,
6716,6475155,3830 34TH AVE W,,,
6717,6508057,4550 FAUNTLEROY WAY SW,,,
6718,6507817,5251 PULLMAN AVE NE,,,
6719,6507917,6412 MARSHALL AVE SW,,,
6720,6508065,920 22ND AVE S,,,
6721,6508047,7723 26TH AVE NW,,,
6722,6508044,3253 MCCLINTOCK AVE S,,,
6723,6508043,3255 MCCLINTOCK AVE S,,,
6724,6506258,1616 SUMMIT AVE,,,
6725,6507541,6548 41ST AVE SW,,,
6726,6508032,2306 N 54TH ST,,,
6727,6508028,809 FAIRVIEW AVE N,,,
6728,6508027,2212 S JACKSON ST,,,
6729,6507743,5601 24TH AVE NW,,,
6730,6508025,5218 16TH AVE SW,,,
6731,6507294,2051 E MADISON ST,,,
6732,6506049,1823 18TH AVE,,,
6733,6508015,221 MINOR AVE N,,,
6734,6508017,8812 17TH AVE NE,,,
6735,6508014,1231 PARKSIDE DR E,,,
6736,6508006,2201 12TH AVE S,,,
6737,6507712,10702 14TH AVE NE,,,
6738,6507624,5919 KIRKWOOD PL N,,,
6739,6507440,5029 FAUNTLEROY WAY SW,,,
6740,6507936,5051 50TH AVE NE,,,
6741,6507609,2900 3RD AVE W,,,
6742,6507982,5321 S ALASKA ST,,,
6743,6507980,2801 S HILL ST,,,
6744,6507978,1146 20TH AVE E,,,
6745,6507976,1123 NW 45TH ST,,,
6746,6507975,6515 43RD AVE NE,,,
6747,6504633,922 MCGILVRA BLVD E,,,
6748,6501674,625 1ST AVE,,,
6749,6504135,223 YALE AVE N,,,
6750,6507947,824 S THISTLE ST,,,
6751,6507934,806 14TH AVE E,,,
6752,6503910,3939 15TH AVE NE,,,
6753,6507854,6209 36TH AVE NW,,,
6754,6507850,5251 PULLMAN AVE NE,,,
6755,6505964,531 QUEEN ANNE AVE N,,,
6756,6507912,800 N MOTOR PL,,,
6757,6507829,10518 EVANSTON AVE N,,,
6758,6506257,1616 SUMMIT AVE,,,
6759,6507832,10518 EVANSTON AVE N,,,
6760,6507925,6529 34TH AVE NE,,,
6761,6507924,6529 34TH AVE NE,,,
6762,6507923,6529 34TH AVE NE,,,
6763,6507746,1516 NW 51ST ST,,,
6764,6507886,1811 W EMERSON PL,,,
6765,6507887,4237 FREMONT AVE N,,,
6766,6507881,1811 W EMERSON PL,,,
6767,6507744,1516 NW 51ST ST,,,
6768,6507908,11737 25TH AVE NE,,,
6769,6507905,4324 MERIDIAN AVE N,,,
6770,6507752,101 NW 85TH ST,,,
6771,6507753,101 NW 85TH ST,,,
6772,6506008,701 5TH AVE,,,
6773,6507919,6710 8TH AVE NW,,,
6774,6507918,14041 PALATINE AVE N,,,
6775,6507916,14041 PALATINE AVE N,,,
6776,6507830,821 2ND AVE,,,
6777,6507913,3917 DENSMORE AVE N,,,
6778,6507843,520 PIKE ST,,,
6779,6507903,1511 E MERCER ST,,,
6780,6507901,1511 E MERCER ST,,,
6781,6507907,13718 WALLINGFORD AVE N,,,
6782,6507904,2009 E MERCER ST,,,
6783,6507839,701 PIKE ST,,,
6784,6507885,8040 WALLINGFORD AVE N,,,
6785,6507897,1811 E MERCER ST,,,
6786,6507894,927 E ALLISON ST,,,
6787,6507893,2408 41ST AVE SW,,,
6788,6507892,4144 48TH AVE SW,,,
6789,6507890,7341 14TH AVE NW,,,
6790,6507891,7012 19TH AVE NW,,,
6791,6507880,3047 21ST AVE W,,,
6792,6507815,1522 24TH AVE,,,
6793,6507874,2503 SW PORTLAND CT,,,
6794,6507813,2444 3RD AVE W,,,
6795,6507810,13736 27TH AVE NE,,,
6796,6507857,4540 2ND AVE NE,,,
6797,6507423,5510 S NORFOLK ST,,,
6798,6507859,3911 NE 140TH ST,,,
6799,6507846,500 FAIRVIEW AVE N,,,
6800,6507847,500 FAIRVIEW AVE N,,,
6801,6507848,415 1ST AVE N,,,
6802,6507845,12703 11TH AVE NW,,,
6803,6507841,2300 N 57TH ST,,,
6804,6507822,7336 36TH AVE SW,,,
6805,6507820,8910 41ST AVE SW,,,
6806,6507835,1303 1ST AVE,,,
6807,6507834,1522 24TH AVE,,,
6808,6507700,11345 38TH AVE NE,,,
6809,6507821,8036 11TH AVE NE,,,
6810,6505134,1601 N 34TH ST,,,
6811,6505132,1601 N 34TH ST,,,
6812,6505130,1601 N 34TH ST,,,
6813,6505127,1601 N 34TH ST,,,
6814,6507705,1629 8TH AVE W,,,
6815,6507557,9514 3RD AVE NE,,,
6816,6507566,9514 3RD AVE NE,,,
6817,6507695,5916 37TH AVE SW,,,
6818,6507713,3206 S DEARBORN ST,,,
6819,6507622,4043 39TH AVE S,,,
6820,6507681,5456 40TH AVE SW,,,
6821,6507688,5819 1ST AVE NE,,,
6822,6507689,2514 NOB HILL PL N,,,
6823,6507614,4900 NE 39TH ST,,,
6824,6507673,2322 NE 94TH ST,,,
6825,6507737,2000 43RD AVE E,,,
6826,6505524,1334 ALASKAN WAY,,,
6827,6507734,12553 AURORA AVE N,,,
6828,6486556,3307 3RD AVE W,,,
6829,6459593,1111 3RD AVE,,,
6830,6507576,2207 FAIRVIEW AVE E,,,
6831,6507562,2207 FAIRVIEW AVE E,,,
6832,6507567,535 WESTLAKE AVE N,,,
6833,6507716,601 4TH AVE,,,
6834,6507715,5558 39TH AVE NE,,,
6835,6503957,4203 SW ALASKA ST,,,
6836,6504290,821 2ND AVE,,,
6837,6507593,4351 15TH AVE S,,,
6838,6507684,820 YESLER WAY,,,
6839,6507686,2407 E UNION ST,,,
6840,6507671,5410 17TH AVE NW,,,
6841,6507672,2000 6TH AVE,,,
6842,6507667,2854 NW 59TH ST,,,
6843,6507661,2854 NW 59TH ST,,,
6844,6507656,3619 W FULTON ST,,,
6845,6507590,4032 W DRAVUS ST,,,
6846,6507589,3812 42ND AVE NE,,,
6847,6507588,3812 42ND AVE NE,,,
6848,6507587,3103 NE 84TH ST,,,
6849,6506909,4401 4TH AVE S,,,
6850,6507653,4307 29TH AVE W,,,
6851,6507645,2332 N 62ND ST,,,
6852,6507390,5723 NE 57TH ST,,,
6853,6507101,121 NW 132ND ST,,,
6854,6507631,2815 2ND AVE,,,
6855,6507632,1500 42ND AVE E,,,
6856,6507630,1334 ALASKAN WAY,,,
6857,6507625,713 8TH AVE S,,,
6858,6507608,1517 N 110TH ST,,,
6859,6507619,5802 43RD AVE NE,,,
6860,6507616,472 1ST AVE N,,,
6861,6507615,11300 PINEHURST WAY NE,,,
6862,6507611,2820 NW 59TH ST,,,
6863,6507603,3827 NE 89TH ST,,,
6864,6507604,806 NW 49TH ST,,,
6865,6504537,2400 NE 95TH ST,,,
6866,6504085,5701 ROOSEVELT WAY NE,,,
6867,6507560,415 W HOWE ST,,,
6868,6507583,8223 INTERLAKE AVE N,,,
6869,6507581,6523 52ND AVE S,,,
6870,6507580,6523 52ND AVE S,,,
6871,6507565,1831 MCGILVRA BLVD E,,,
6872,6507570,1508 24TH AVE,,,
6873,6507574,4808 52ND AVE S,,,
6874,6507577,4808 52ND AVE S,,,
6875,6506242,4060 SPOKANE LN NE,,,
6876,6507573,4420 MONTANA CIR W,,,
6877,6507572,602 18TH AVE E,,,
6878,6507568,4422 MONTANA CIR W,,,
6879,6507548,4703 S BRANDON ST,,,
6880,6507079,1110 29TH AVE,,,
6881,6507397,8608 26TH AVE NW,,,
6882,6507366,9821 57TH AVE S,,,
6883,6507389,3233 CONKLING PL W,,,
6884,6507526,9411 21ST AVE SW,,,
6885,6507474,700 FAIRVIEW AVE N,,,
6886,6507371,127 NE 58TH ST,,,
6887,6507379,1900 1ST AVE,,,
6888,6507431,6545 34TH AVE NE,,,
6889,6507434,6545 34TH AVE NE,,,
6890,6507439,6545 34TH AVE NE,,,
6891,6507441,6545 34TH AVE NE,,,
6892,6507304,4909 PURDUE AVE NE,,,
6893,6507296,4909 PURDUE AVE NE,,,
6894,6507334,6621 SW ADMIRAL WAY,,,
6895,6507433,6718 27TH AVE NW,,,
6896,6507337,6621 SW ADMIRAL WAY,,,
6897,6505232,2525 6TH AVE,,,
6898,6507393,10010 DENSMORE AVE N,,,
6899,6507016,4510 37TH AVE NE,,,
6900,6507374,2301 FAIRVIEW AVE E,,,
6901,6507475,700 FAIRVIEW AVE N,,,
6902,6507472,700 FAIRVIEW AVE N,,,
6903,6507471,1060 E UNION ST,,,
6904,6507384,167 NW 60TH ST,,,
6905,6507382,140 NE 58TH ST,,,
6906,6507449,1001 BOYLSTON AVE,,,
6907,6507329,8304 26TH AVE NW,,,
6908,6507432,899 NW ELFORD DR,,,
6909,6507326,8304 26TH AVE NW,,,
6910,6507430,811 5TH AVE,,,
6911,6507318,7514 3RD AVE NW,,,
6912,6507428,1560 N 115TH ST,,,
6913,6507167,8630 10TH AVE SW,,,
6914,6507429,4912 46TH AVE S,,,
6915,6505917,6555 27TH AVE NE,,,
6916,6507424,2641 NW 64TH ST,,,
6917,6505912,6555 27TH AVE NE,,,
6918,6507415,3903 NE 115TH ST,,,
6919,6507311,2451 S SPENCER ST,,,
6920,6507399,2107 N 87TH ST,,,
6921,6507376,713 8TH AVE S,,,
6922,6507358,1400 6TH AVE,,,
6923,6507355,500 FAIRVIEW AVE N,,,
6924,6507354,500 FAIRVIEW AVE N,,,
6925,6507353,500 FAIRVIEW AVE N,,,
6926,6503851,2020 TERRY AVE,,,
6927,6507349,500 FAIRVIEW AVE N,,,
6928,6507369,701 5TH AVE,,,
6929,6507368,1301 2ND AVE,,,
6930,6507367,550 14TH AVE,,,
6931,6507378,2531 2ND AVE W,,,
6932,6507364,305 HARRISON ST,,,
6933,6507375,5801 SAND POINT WAY NE,,,
6934,6507363,3923 E MADISON ST,,,
6935,6506819,517 QUEEN ANNE AVE N,,,
6936,6505460,4555 ROOSEVELT WAY NE,,,
6937,6506482,315 N 36TH ST,,,
6938,6507343,1100 LAKE WASHINGTON BLVD S,,,
6939,6505346,12702 15TH AVE NE,,,
6940,6507213,5829 22ND AVE S,,,
6941,6507215,10820 31ST AVE SW,,,
6942,6507216,3801 37TH AVE S,,,
