id,Street,Longitude,Latitude,BuildingPermit_id 
29769,3309 6TH AVE W,-122.36505561,47.65021186,
29770,4453 RENTON AVE S,-122.29226419,47.56316284,
29771,4459 RENTON AVE S,-122.29217563,47.56303967,
29772,4457 RENTON AVE S,-122.29240303,47.56305024,
29773,4455 RENTON AVE S,-122.29244953,47.56316307,
29774,4100 40TH AVE SW,-122.38252465,47.56633211,
29775,1922 16TH AVE S,-122.31183603,47.58566627,
29776,2727 33RD AVE S,-122.2912113,47.57881536,
29777,1514 NW LEARY WAY,-122.37704239,47.66388149,
29778,1111 FAIRVIEW AVE N,-122.33041314,47.62985239,
29779,3307 3RD AVE W,-122.36259866,47.64962461,
29780,601 UNION ST,-122.33207691,47.610431,
29781,1036 NE 95TH ST,-122.31604765,47.69785781,
29782,1121 22ND AVE E,-122.30390399,47.62932371,
29783,900 UNIVERSITY ST,-122.32933488,47.61089077,
29784,4527 49TH AVE SW,-122.39521024,47.56215063,
29785,605 W HIGHLAND DR,-122.36469405,47.62932908,
29786,2210 WEST VIEWMONT WAY W,-122.40546883,47.63724956,
29787,2132 N 122ND ST,-122.33297278,47.71773017,
29788,2128 N 122ND ST,-122.33294412,47.7173386,
29789,1804 N 49TH ST,-122.33607138,47.66448443,
29790,2132 N 122ND ST,-122.33297278,47.71773017,
29791,2919 W GROVER ST,-122.39528269,47.65117029,
29792,626 38TH AVE,-122.28470157,47.60754647,
29793,3834 26TH AVE W,-122.38968723,47.65514729,
29794,1344 NE 62ND ST,-122.31258383,47.67402514,
29795,3714 S HOLLY ST,-122.28549671,47.54269138,
29796,3714 S HOLLY ST,-122.28549671,47.54269138,
29797,1554 17TH AVE E,-122.30963601,47.63392184,
29798,2709 S CHARLESTOWN ST,-122.2972481,47.57006757,
29799,11027 35TH AVE SW,-122.37639076,47.50381965,
29800,8047 BURKE AVE N,-122.33584699,47.68835498,
29801,8047 BURKE AVE N,-122.33584699,47.68835498,
29802,4030 DELRIDGE WAY SW,-122.36292885,47.56731486,
29803,1932 1ST AVE,-122.34218313,47.61108861,
29804,1700 NE BROCKMAN PL,-122.310402,47.72317852,
29805,13500 AURORA AVE N,-122.34215743,47.72803389,
29806,856 NW 92ND ST,-122.36800358,47.69623725,
29807,8659 INVERNESS DR NE,-122.27468104,47.69252688,
29808,1220 HOWELL ST,-122.33061198,47.61770123,
29809,854 NW 92ND ST,-122.36780463,47.69624217,
29810,912 NW 63RD ST,-122.36938911,47.67478932,
29811,9364 57TH AVE S,-122.26140019,47.51710594,
29812,1301 5TH AVE,-122.33482136,47.60896713,
29813,2147 BROADMOOR DR E,-122.28960919,47.63867362,
29814,1301 5TH AVE,-122.33482136,47.60896713,
29815,5230 SAND POINT WAY NE,-122.27971879,47.66741495,
29816,1212 BROADMOOR DR E,-122.28646867,47.63060655,
29817,7111 42ND AVE SW,-122.38587326,47.53962285,
29818,6047 47TH AVE SW,-122.39280815,47.54734425,
29819,919 4TH AVE,-122.33320892,47.60549679,
29820,1501 NW 46TH ST,-122.37654279,47.6619087,
29821,1326 5TH AVE,-122.33389853,47.60932305,
29822,2135 QUEEN ANNE AVE N,-122.35727439,47.63821345,
29823,3523 S BENNETT ST,-122.28832972,47.55408052,
29824,661 S ANDOVER ST,-122.32454823,47.56790143,
29825,1771 20TH AVE S,-122.30668196,47.58711663,
29826,4718 16TH AVE NE,-122.31052018,47.66366511,
29827,4748 23RD AVE SW,-122.3613446,47.55975194,
29828,535 TERRY AVE N,-122.33756682,47.62402492,
29829,440 TERRY AVE N,-122.33621661,47.62296493,
29830,4201 SW ALASKA ST,-122.38590152,47.5608203,
29831,4700 CALIFORNIA AVE SW,-122.38647605,47.56083821,
29832,5148 S DIRECTOR ST,-122.26782634,47.52213506,
29833,4457 BRYGGER DR W,-122.40069128,47.66047682,
29834,8829 36TH AVE S,-122.28809259,47.52337506,
29835,401 TERRY AVE N,-122.33754889,47.62254194,
29836,2114 3RD AVE W,-122.36069268,47.63773576,
29837,7700 14TH AVE S,-122.31438088,47.53422052,
29838,3215 S MOUNT BAKER BLVD,-122.29175381,47.5759493,
29839,1521 2ND AVE,-122.33963702,47.60976267,
29840,715 W ETRURIA ST,-122.36690764,47.64754987,
29841,9131 CALIFORNIA AVE SW,-122.3878887,47.52191022,
29842,5405 DELRIDGE WAY SW,-122.36339435,47.553496,
29843,10414 MARINE VIEW DR SW,-122.38758116,47.50954833,
29844,1705 NE PACIFIC ST,-122.30908696,47.65034994,
29845,401 TERRY AVE N,-122.33754889,47.62254194,
29846,6111 13TH AVE S,-122.31646882,47.54817918,
29847,1212 3RD AVE W,-122.36025182,47.63005671,
29848,6531 29TH AVE NE,-122.29663417,47.6767675,
29849,11032 8TH AVE NE,-122.32020384,47.70990311,
29850,2119 S BENNETT ST,-122.3053495,47.55460975,
29851,4436 53RD AVE SW,-122.39983602,47.56372659,
29852,2931 1ST AVE S,-122.33472879,47.57660835,
29853,2904 S JACKSON ST,-122.29468968,47.59934558,
29854,5014 8TH AVE NW,-122.3658921,47.66549836,
29855,620 W GARFIELD ST,-122.36609118,47.63369551,
29856,1112 4TH AVE,-122.33324361,47.60713585,
29857,5701 17TH AVE NW,-122.3791393,47.67045475,
29858,3517 S MORGAN ST,-122.28777287,47.54409581,
29859,10304 15TH AVE NW,-122.37632649,47.70351104,
29860,2201 E MADISON ST,-122.30321003,47.61799488,
29861,2109 N 43RD ST,-122.33327342,47.65897951,
29862,2004 1ST AVE,-122.34265539,47.61146142,
29863,2711 ALASKAN WAY,-122.35376232,47.61400512,
29864,2307 12TH AVE E,-122.31726483,47.63985233,
29865,3002 39TH AVE SW,-122.38106317,47.5772877,
29866,523 NE 90TH ST,-122.3219699,47.69384754,
29867,4827 S LUCILE ST,-122.27139444,47.55248592,
29868,3724 BAGLEY AVE N,-122.33243232,47.65275376,
29869,3872 50TH AVE NE,-122.27317133,47.65679641,
29870,2131 5TH AVE W,-122.36390408,47.63871654,
29871,4018 48TH AVE SW,-122.39313953,47.56785319,
29872,1239 NE 89TH ST,-122.31319183,47.69286651,
29873,5815 AIRPORT WAY S,-122.31824829,47.55023342,
29874,8012 DAYTON AVE N,-122.35237094,47.68738132,
29875,1000 NE 135TH ST,-122.31663938,47.72859378,
29876,1000 NE 135TH ST,-122.31663938,47.72859378,
29877,315 W NICKERSON ST,-122.36162232,47.65059258,
29878,9239 38TH AVE S,-122.28516024,47.52023258,
29879,1816 NE 68TH ST,-122.30795801,47.6778332,
29880,408 NE 70TH ST,-122.32432718,47.67931874,
29881,7212 6TH AVE NW,-122.36305413,47.68120366,
29882,5114 8TH AVE NW,-122.36595028,47.66626613,
29883,2234 SW ORCHARD ST,-122.36255026,47.53802462,
29884,5840 AIRPORT WAY S,-122.31788793,47.55066495,
29885,1100 DENNY WAY,-122.33566475,47.61879418,
29886,1212 N ALLEN PL,-122.34307113,47.660868,
29887,9720 HOLMAN RD NW,-122.36504811,47.69999103,
29888,6722 38TH AVE SW,-122.38022052,47.54222477,
29889,2518 E CALHOUN ST,-122.29949119,47.64119807,
29890,111 20TH AVE E,-122.30634934,47.61891692,
29891,3700 E VALLEY ST,-122.28532678,47.62640569,
29892,614 22ND AVE E,-122.30330279,47.62487738,
29893,501 BROADWAY E,-122.32121696,47.62377547,
29894,8316 12TH AVE NW,-122.37120671,47.68930105,
29895,8316 12TH AVE NW,-122.37120671,47.68930105,
29896,5433 LEARY AVE NW,-122.38350328,47.66741384,
29897,6500 URSULA PL S,-122.30864272,47.54437429,
29898,7612 EAST GREEN LAKE DR N,-122.33351886,47.68337811,
29899,5922 RAINIER AVE S,-122.27674319,47.54906653,
29900,506 2ND AVE,-122.33175459,47.60198365,
29901,1712 LAKE WASHINGTON BLVD,-122.28152707,47.61695554,
29902,1539 S ANGELINE ST,-122.31169267,47.56036936,
29903,7312 ALONZO AVE NW,-122.37437588,47.68189425,
29904,1959 NE PACIFIC ST,-122.30908696,47.65034994,
29905,111 QUEEN ANNE AVE N,-122.35714128,47.61890721,
29906,217 W LEE ST,-122.35994607,47.63115214,
29907,4250 SW MYRTLE ST,-122.38661022,47.54004204,
29908,4250 SW MYRTLE ST,-122.38661022,47.54004204,
29909,422 E PINE ST,-122.32581327,47.61539843,
29910,4745 UNIVERSITY WAY NE,-122.31336239,47.66433232,
29911,4030 EASTERN AVE N,-122.3287512,47.65652411,
29912,2330 MCGILVRA BLVD E,-122.28048016,47.64004709,
29913,516 YALE AVE N,-122.33015574,47.62370525,
29914,2328 MCGILVRA BLVD E,-122.28048544,47.639958,
29915,621 N 48TH ST,-122.35039848,47.66344419,
29916,1420 5TH AVE,-122.33467931,47.6105508,
29917,1730 MINOR AVE,-122.32966644,47.61695645,
29918,6722 HOLLY PL SW,-122.39080299,47.54248815,
29919,6722 HOLLY PL SW,-122.39080299,47.54248815,
29920,2842 SW GENESEE ST,-122.37010659,47.56494848,
29921,819 YAKIMA AVE S,-122.29463333,47.59513635,
29922,4825 S LUCILE ST,-122.2715081,47.55247791,
29923,900 4TH AVE,-122.33204966,47.60587719,
29924,3602 34TH AVE W,-122.4004299,47.65242459,
29925,500 5TH AVE N,-122.34444505,47.62419713,
29926,900 UNIVERSITY ST,-122.32933488,47.61089077,
29927,2901 NE BLAKELEY ST,-122.29704611,47.66582251,
29928,9239 11TH AVE NW,-122.37037295,47.69723758,
29929,2401 ELLIOTT AVE,-122.35022965,47.6128786,
29930,1425 4TH AVE,-122.3368814,47.60992037,
29931,5701 6TH AVE S,-122.32833006,47.55147041,
29932,11287 MARINE VIEW DR SW,-122.37998721,47.50065225,
29933,1616 EASTLAKE AVE E,-122.32506448,47.63451652,
29934,4541 W RAYE ST,-122.41562646,47.64340021,
29935,3803 S EDMUNDS ST,-122.28513427,47.55853783,
29936,10811 36TH AVE SW,-122.37796507,47.50609068,
29937,5747 NE AMBLESIDE RD,-122.26385121,47.66629385,
29938,7109 29TH AVE SW,-122.37010492,47.53883399,
29939,3609 NE 43RD ST,-122.28887646,47.65964421,
29940,4432 50TH AVE SW,-122.39595283,47.56384053,
29941,1941 GILMAN DR W,-122.37221361,47.63715709,
29942,425 N 36TH ST,-122.35345713,47.6517632,
29943,2700 NE UNIVERSITY VILLAGE ST,-122.29953154,47.66196845,
29944,4621 LAKE WASHINGTON BLVD S,-122.26733566,47.56112749,
29945,4832 46TH AVE SW,-122.39055065,47.5583816,
29946,4832 46TH AVE SW,-122.39055065,47.5583816,
29947,4834 46TH AVE SW,-122.39054517,47.55826572,
29948,8320 12TH AVE NW,-122.37120647,47.68940927,
29949,1045 NE 103RD ST,-122.31566413,47.70292356,
29950,4327 MERIDIAN AVE N,-122.33427664,47.6599375,
29951,8829 36TH AVE S,-122.28809259,47.52337506,
29952,700 16TH AVE,-122.31133626,47.6081734,
29953,700 16TH AVE,-122.31133626,47.6081734,
29954,5616 46TH AVE SW,-122.39077564,47.55159711,
29955,3001 60TH AVE SW,-122.40969076,47.57753201,
29956,3001 60TH AVE SW,-122.40969076,47.57753201,
29957,3128 PORTAGE BAY PL E,-122.31847071,47.64950665,
29958,2622 CALIFORNIA AVE SW,-122.38578423,47.57984915,
29959,201 S WASHINGTON ST,-122.33134638,47.60070701,
29960,2622 46TH AVE SW,-122.39033326,47.58043623,
29961,1620 BROADMOOR DR E,-122.2879518,47.6336357,
29962,10203 64TH AVE S,-122.25384365,47.50956719,
29963,311 NW 76TH ST,-122.36132048,47.68383725,
29964,2920 W BOSTON ST,-122.39526664,47.63832111,
29965,722 E UNION ST,-122.32263061,47.61315007,
29966,1806 23RD AVE,-122.30231777,47.61791425,
29967,131 NE 125TH ST,-122.32759633,47.71931345,
29968,1800 BOYLSTON AVE,-122.32325338,47.61771936,
29969,11704 4TH AVE NW,-122.36188301,47.71439409,
29970,8430 34TH AVE S,-122.28883987,47.52707917,
29971,8526 30TH AVE NW,-122.39543214,47.69138418,
29972,7434 WINONA AVE N,-122.34301997,47.68320512,
29973,1431 NW 54TH ST,-122.37513382,47.66767357,
29974,1820 E UNION ST,-122.30798138,47.61310325,
29975,1431 NW 54TH ST,-122.37513382,47.66767357,
29976,1427 NW 54TH ST,-122.3749129,47.66766602,
29977,1427 NW 54TH ST,-122.3749129,47.66766602,
29978,1423 NW 54TH ST,-122.37473637,47.66768685,
29979,1423 NW 54TH ST,-122.37473637,47.66768685,
29980,1417 NW 54TH ST,-122.37450403,47.66767445,
29981,2324 S COLUMBIAN WAY,-122.3033062,47.56002228,
29982,3811 RENTON AVE S,-122.29563527,47.56952374,
29983,216 NEWTON ST,-122.35250479,47.63671747,
29984,1807 MADRONA DR,-122.28506779,47.61790403,
29985,6207 BROOKLYN AVE NE,-122.31461675,47.67359499,
29986,521 N 76TH ST,-122.3514462,47.68384255,
29987,7764 11TH AVE SW,-122.34909586,47.53283804,
29988,5914 UPLAND TER S,-122.26608407,47.54949438,
29989,645 ELLIOTT AVE W,-122.3673847,47.62520732,
29990,2044 23RD AVE E,-122.30278722,47.63840027,
29991,422 26TH AVE E,-122.29840962,47.62336083,
29992,1223 E CHERRY ST,-122.31587096,47.60786745,
29993,2935 MAYFAIR AVE N,-122.3527066,47.646644,
29994,7749 33RD AVE NE,-122.29305423,47.68626372,
29995,3381 46TH AVE NE,-122.27823848,47.65358113,
29996,1818 S BAYVIEW ST,-122.30844338,47.58119323,
29997,9456 26TH AVE SW,-122.36558404,47.51751945,
29998,505 1ST AVE S,-122.33468831,47.59767176,
29999,111 NE 51ST ST,-122.32775732,47.66551598,
30000,1701 BROADWAY,-122.32136755,47.61677345,
30001,2128 QUEEN ANNE AVE N,-122.35665709,47.63821907,
30002,2520 10TH AVE W,-122.36978923,47.64133354,
30003,9709 3RD AVE NE,-122.32681835,47.69917859,
30004,9520 11TH AVE NW,-122.36948617,47.69854965,
30005,1601 E CALHOUN ST,-122.31050029,47.64086596,
30006,907 32ND AVE,-122.29175037,47.61063437,
30007,1024 E PIKE ST,-122.31843697,47.614351,
30008,2119 10TH AVE W,-122.37090103,47.63841012,
30009,1405 ELLIOTT AVE W,-122.3741301,47.63034902,
30010,942 20TH AVE E,-122.30576932,47.6280833,
30011,6517 37TH AVE SW,-122.37958829,47.54417411,
30012,3227C 21ST AVE W,-122.38386113,47.64934589,
30013,3227 21ST AVE W,-122.38365147,47.64935023,
30014,4632 SUNNYSIDE AVE N,-122.32987253,47.66362166,
30015,10604 MARINE VIEW DR SW,-122.38741075,47.50811277,
30016,2627 NE UNIVERSITY VILLAGE ST,-122.29898964,47.66247052,
30017,1107 4TH AVE N,-122.34913668,47.62914692,
30018,1718 E GALER ST,-122.30905983,47.63250545,
30019,3227B 21ST AVE W,-122.38365147,47.64935023,
30020,3227A 21ST AVE W,-122.38364672,47.64930743,
30021,8456 7TH AVE SW,-122.34394647,47.52664262,
30022,230 29TH AVE E,-122.29448914,47.62109041,
30023,5651 42ND AVE W,-122.41076018,47.67107049,
30024,5659 42ND AVE W,-122.41078059,47.67123951,
30025,4511 50TH AVE SW,-122.39655918,47.56257535,
30026,5659 42ND AVE W,-122.41078059,47.67123951,
30027,12717 8TH AVE NW,-122.36667893,47.72206185,
30028,4521 8TH AVE NE,-122.31984945,47.66194815,
30029,400 MERCER ST,-122.34844606,47.62476879,
30030,6639 WOODLAWN AVE N,-122.32980722,47.67774815,
30031,1922 FRANKLIN AVE E,-122.32445498,47.63653289,
30032,2151 5TH AVE W,-122.36403093,47.63929635,
30033,2151 5TH AVE W,-122.36403093,47.63929635,
30034,1910 S STEVENS ST,-122.30743131,47.57721457,
30035,4111 CHILBERG AVE SW,-122.40844294,47.56718424,
30036,5300 WILSON AVE S,-122.26880226,47.55398014,
30037,9501 4TH AVE NW,-122.36233253,47.69803892,
30038,4109 CHILBERG AVE SW,-122.40854188,47.56715104,
30039,6639 WOODLAWN AVE N,-122.32980722,47.67774815,
30040,5315 9TH AVE NE,-122.31876157,47.66756013,
30041,9721 45TH AVE SW,-122.3908516,47.51637927,
30042,7731 39TH AVE S,-122.2836388,47.53254792,
30043,10619 17TH AVE NE,-122.31020239,47.7061562,
30044,6360 SEWARD PARK AVE S,-122.26370936,47.54444888,
30045,1005 TERRACE ST,-122.3217291,47.60445762,
30046,4818 51ST AVE S,-122.26913634,47.55884042,
30047,2069 42ND AVE E,-122.27871891,47.63896707,
30048,6303 ROOSEVELT WAY NE,-122.31771651,47.67426648,
30049,3447 NW 64TH ST,-122.40300941,47.67465741,
30050,409 MAYNARD AVE S,-122.32545743,47.5988661,
30051,7311 JONES AVE NW,-122.38677459,47.68171246,
30052,611 W CROCKETT ST,-122.36558547,47.63760367,
30053,7239 SAND POINT WAY NE,-122.26472613,47.68149232,
30054,4102 S OREGON ST,-122.28148581,47.56304701,
30055,2400 11TH AVE E,-122.31645152,47.64132744,
30056,10000 LAKE SHORE BLVD NE,-122.27337389,47.70116767,
30057,3251 56TH PL SW,-122.4044063,47.57423355,
30058,9600 COLLEGE WAY N,-122.33402554,47.69936679,
30059,2001 E YESLER WAY,-122.30552643,47.60109766,
30060,9600 COLLEGE WAY N,-122.33402554,47.69936679,
30061,2216 VIEWMONT WAY W,-122.40461689,47.63688103,
30062,1315 1ST AVE,-122.33887588,47.6071181,
30063,600 UNIVERSITY ST,-122.33230646,47.60967252,
30064,309 NW 41ST ST,-122.36159914,47.65671202,
30065,3640 W COMMODORE WAY,-122.40544798,47.66618166,
30066,7624 WINONA AVE N,-122.34067204,47.68421891,
30067,701 5TH AVE,-122.33073506,47.60454089,
30068,1018 SENECA ST,-122.32690826,47.61075689,
30069,1514 36TH AVE,-122.28679996,47.61452333,
30070,5715 27TH AVE NE,-122.29887275,47.67044951,
30071,110 NE 59TH ST,-122.3276864,47.67176172,
30072,2700 RAINIER AVE S,-122.2974552,47.57936124,
30073,1717 NE 105TH ST,-122.30894115,47.70465561,
30074,1012 26TH AVE E,-122.29851025,47.62786908,
30075,7111 LINDEN AVE N,-122.34752806,47.68075376,
30076,2101 S JACKSON ST,-122.30416437,47.59796151,
30077,4925 CORSON AVE S,-122.31891348,47.55813152,
30078,1417 4TH AVE,-122.33648807,47.60953154,
30079,220 BELMONT AVE E,-122.32365636,47.62036077,
30080,11724 EXETER AVE NE,-122.27988225,47.71435367,
30081,2200 ALASKAN WAY,-122.34749405,47.61116977,
30082,3802 35TH AVE SW,-122.37586562,47.57010597,
30083,168 WARD ST,-122.35311343,47.62835045,
30084,2149 4TH AVE W,-122.36261056,47.63921557,
30085,3026 NW 72ND ST,-122.39695534,47.68114027,
30086,8231 LATONA AVE NE,-122.32599127,47.68955274,
30087,1431 19TH AVE,-122.30783776,47.61393656,
30088,1201 4TH AVE,-122.33481388,47.60765132,
30089,1551 EASTLAKE AVE E,-122.32635648,47.63349761,
30090,1732 LAKE WASHINGTON BLVD,-122.2814233,47.6172892,
30091,5941 BEACH DR SW,-122.39808811,47.54904251,
30092,6518 42ND AVE NE,-122.28332107,47.67638487,
30093,6231 4TH AVE NW,-122.36216587,47.67515392,
30094,2250 NW 58TH ST,-122.38688585,47.67113631,
30095,2218 17TH AVE S,-122.31053737,47.58313323,
30096,11555 DAYTON AVE N,-122.35351457,47.7138803,
30097,3274 42ND AVE SW,-122.38538611,47.57347071,
30098,5031 UNIVERSITY WAY NE,-122.31369853,47.66568424,
30099,409 HIGHLAND DR,-122.34836787,47.62958081,
30100,1601 5TH AVE,-122.33718625,47.61192997,
30101,1628 9TH AVE W,-122.36867512,47.63443013,
30102,7923 11TH AVE SW,-122.34960838,47.53115797,
30103,1932 1ST AVE,-122.34218313,47.61108861,
30104,5102 S HOLLY ST,-122.26968871,47.54268266,
30105,1614 24TH AVE,-122.30115851,47.61577328,
30106,8800 38TH AVE S,-122.28460922,47.52407099,
30107,1206 1ST AVE,-122.33752525,47.60661026,
30108,8800 38TH AVE S,-122.28460922,47.52407099,
30109,414 STEWART ST,-122.33852983,47.61267782,
30110,6004 S NORFOLK ST,-122.2579189,47.51351752,
30111,9309 38TH AVE S,-122.28517973,47.51938778,
30112,1200 NE 94TH ST,-122.31461196,47.69688799,
30113,2510 4TH AVE,-122.34625738,47.61706951,
30114,3802 NE 85TH ST,-122.28777191,47.69045093,
30115,1620 LAKE WASHINGTON BLVD,-122.28089483,47.61591006,
30116,2106 S SPOKANE ST,-122.30408279,47.57211685,
30117,2312 3RD AVE,-122.34516039,47.61534277,
30118,830 NE NORTHGATE WAY,-122.31843982,47.70941057,
30119,1501 4TH AVE,-122.3374679,47.6102272,
30120,2563 27TH AVE W,-122.39199076,47.64278125,
30121,7109 29TH AVE SW,-122.37010492,47.53883399,
30122,1609 46TH AVE SW,-122.39072616,47.58907962,
30123,4001 1ST AVE S,-122.33521131,47.56733776,
30124,900 4TH AVE,-122.33204966,47.60587719,
30125,4204 SW MYRTLE ST,-122.38619094,47.54022077,
30126,1001 3RD AVE,-122.33465269,47.60582637,
30127,2045 MINOR AVE E,-122.32868239,47.63794623,
30128,8907 31ST AVE NW,-122.39729616,47.69386343,
30129,2400 4TH AVE,-122.34513341,47.61650145,
30130,4800 SAND POINT WAY NE,-122.28147251,47.66231885,
30131,1508 35TH AVE S,-122.28771754,47.58852024,
30132,2117 10TH AVE W,-122.37090368,47.63836882,
30133,1348 CALIFORNIA AVE SW,-122.38587767,47.59087736,
30134,8911 ROOSEVELT WAY NE,-122.31792972,47.69346524,
30135,1333 42ND AVE SW,-122.38580107,47.59097246,
30136,717 18TH AVE E,-122.30902299,47.6257903,
30137,822 NW 49TH ST,-122.36735508,47.66456455,
30138,822 NW 49TH ST,-122.36735508,47.66456455,
30139,842 S CONCORD ST,-122.3211798,47.52407775,
30140,3418 49TH AVE SW,-122.39448459,47.57328069,
30141,3027 10TH AVE W,-122.37071419,47.64767857,
30142,8913 ROOSEVELT WAY NE,-122.31808545,47.69346136,
30143,850 REPUBLICAN ST,-122.34037886,47.62405246,
30144,3410 WEST VIEWMONT WAY W,-122.40930671,47.65089331,
30145,1901 BIGELOW AVE N,-122.34878529,47.63584726,
30146,6534 9TH AVE NW,-122.36844329,47.67694463,
30147,2325 48TH AVE SW,-122.39316502,47.58237767,
30148,9225 17TH AVE NE,-122.30970629,47.69631929,
30149,2325 48TH AVE SW,-122.39316502,47.58237767,
30150,6940 PARSHALL PL SW,-122.38620094,47.54128217,
30151,12017 ROOSEVELT WAY NE,-122.31845993,47.71649164,
30152,3307 W RUFFNER ST,-122.40005759,47.65208113,
30153,3307 W RUFFNER ST,-122.40005759,47.65208113,
30154,4809 43RD AVE S,-122.27981904,47.55903915,
30155,2207 21ST AVE S,-122.30588142,47.58336204,
30156,1911 25TH AVE E,-122.30086846,47.63624997,
30157,2321 48TH AVE SW,-122.39318803,47.58245811,
30158,3243 42ND AVE SW,-122.3859482,47.57438343,
30159,324 25TH AVE E,-122.29963949,47.62213178,
30160,3453 39TH AVE SW,-122.38170413,47.57159911,
30161,526 S MONROE ST,-122.32703735,47.53149729,
30162,5412 40TH AVE W,-122.40920328,47.66815866,
30163,2530 NW 91ST ST,-122.38967808,47.69542421,
30164,2821 2ND AVE,-122.35142365,47.61707021,
30165,2203 1ST AVE S,-122.33468366,47.58365698,
30166,1805 38TH AVE,-122.28565665,47.61779653,
30167,333 ELLIOTT AVE W,-122.3618987,47.62101614,
30168,1100 E UNION ST,-122.31771641,47.61310152,
30169,5540 29TH AVE NE,-122.29595766,47.66965775,
30170,6532 27TH AVE NW,-122.39052622,47.67686414,
30171,1326 5TH AVE,-122.33389853,47.60932305,
30172,1107 E DENNY WAY,-122.31783992,47.61862076,
30173,2040 NW BLUE RIDGE DR,-122.38393009,47.70375975,
30174,1841 S LANE ST,-122.30719945,47.59646803,
30175,2015 33RD AVE S,-122.29117905,47.58469434,
30176,406 W MCGRAW PL,-122.36251446,47.64064538,
30177,13500 AURORA AVE N,-122.34215743,47.72803389,
30178,1601 5TH AVE,-122.33718625,47.61192997,
30179,1021 SW KLICKITAT WAY,-122.34858352,47.57049784,
30180,2201 6TH AVE,-122.34166938,47.61599976,
30181,7921 11TH AVE SW,-122.34977433,47.53125255,
30182,6532 27TH AVE NW,-122.39052622,47.67686414,
30183,2106 N 57TH ST,-122.33380684,47.67060966,
30184,3201 E REPUBLICAN ST,-122.29007274,47.62322743,
30185,3201 E REPUBLICAN ST,-122.29007274,47.62322743,
30186,3201 E REPUBLICAN ST,-122.29007274,47.62322743,
30187,6715 19TH AVE NW,-122.38137168,47.67822727,
30188,830 NE 86TH ST,-122.31897349,47.69149278,
30189,830 NE 86TH ST,-122.31897349,47.69149278,
30190,1705 WALNUT AVE SW,-122.38208825,47.58768743,
30191,1425 22ND AVE,-122.30385136,47.61377013,
30192,7309 10TH AVE NW,-122.36968015,47.68176446,
30193,3212 30TH AVE W,-122.3952555,47.64913424,
30194,2218 W BARRETT ST,-122.38555875,47.64675826,
30195,11538 31ST AVE NE,-122.29472155,47.71312319,
30196,1415 NEWPORT WAY,-122.28347054,47.61281339,
30197,1909 CLISE PL W,-122.39820549,47.63621461,
30198,4304 2ND AVE NE,-122.32700905,47.659149,
30199,10438 41ST AVE SW,-122.38402093,47.5089128,
30200,901 HARVARD AVE E,-122.32264899,47.62702002,
30201,2715 MAYFAIR AVE N,-122.35270345,47.645162,
30202,3027 35TH AVE W,-122.40260261,47.64767594,
30203,2510 BOYER AVE E,-122.31464244,47.64206157,
30204,3004 SW BARTON ST,-122.37162163,47.52123672,
30205,5311 33RD AVE S,-122.29074384,47.55386064,
30206,4500 25TH AVE NE,-122.29833522,47.66265625,
30207,1700 1ST AVE S,-122.33366836,47.58788018,
30208,2016 NE 65TH ST,-122.30575025,47.67597173,
30209,918 M L KING JR WAY S,-122.2975174,47.59403745,
30210,2908 S JACKSON ST,-122.29467549,47.59958953,
30211,2910 S JACKSON ST,-122.29450325,47.59958241,
30212,2906 S JACKSON ST,-122.2946703,47.59944085,
30213,2912 S JACKSON ST,-122.29452173,47.59943757,
30214,2908 S JACKSON ST,-122.29467549,47.59958953,
30215,2904 S JACKSON ST,-122.29468968,47.59934558,
30216,2914 S JACKSON ST,-122.29450438,47.59934566,
30217,3828 36TH AVE SW,-122.37714519,47.56917372,
30218,510 MAYNARD AVE S,-122.32469764,47.5980305,
30219,701 S ORCHARD ST,-122.32487011,47.53839548,
30220,1714 NW 62ND ST,-122.37975505,47.67414015,
30221,1938 FAIRVIEW AVE E,-122.32851293,47.63670589,
30222,600 UNIVERSITY ST,-122.33230646,47.60967252,
30223,1701 BROADWAY,-122.32136755,47.61677345,
30224,1508 33RD AVE S,-122.29011069,47.58853551,
30225,3549 NE 86TH ST,-122.28851959,47.69073826,
30226,4348 13TH AVE S,-122.31576865,47.5638605,
30227,505 5TH AVE S,-122.32855763,47.59865997,
30228,5117 RAVENNA AVE NE,-122.30374863,47.66628722,
30229,4734 42ND AVE SW,-122.38496809,47.56024978,
30230,5803 S EDDY ST,-122.25840588,47.54414041,
30231,7517 12TH AVE SW,-122.35086515,47.53501129,
30232,400 N 34TH ST,-122.35413557,47.65086607,
30233,1025 S ELMGROVE ST,-122.31857222,47.53031865,
30234,228 SW ROXBURY ST,-122.33883369,47.51765186,
30235,1871 MCGILVRA BLVD E,-122.2811472,47.63672273,
30236,325 9TH AVE,-122.32378355,47.60399886,
30237,13727 MERIDIAN AVE N,-122.3345058,47.72924921,
30238,2325 N 122ND ST,-122.32978736,47.71684265,
30239,7400 SAND POINT WAY NE,-122.26331566,47.68213081,
30240,6206 21ST AVE NE,-122.30519269,47.67361887,
30241,218 19TH AVE,-122.30732963,47.60407531,
30242,1212 NE 68TH ST,-122.31505878,47.67822565,
30243,3125 S ADAMS ST,-122.29293083,47.56505683,
30244,507 N 65TH ST,-122.35202846,47.67590685,
30245,321 36TH AVE E,-122.28749085,47.62203368,
30246,4609 14TH AVE NW,-122.3740149,47.66242508,
