id,Street,Longitude,Latitude,BuildingPermit_id 
9052,3751 SW 98TH ST,-122.38150245,47.5153352,
9053,6015 24TH AVE NW,-122.387852,47.67289508,
9054,2222 NW 63RD ST,-122.38576568,47.67477046,
9055,2220B NW 63RD ST,-122.385788,47.67481499,
9056,2222 NW 63RD ST,-122.38576568,47.67477046,
9057,2220A NW 63RD ST,-122.38580104,47.67489459,
9058,4 W NICKERSON ST,-122.35770788,47.64985334,
9059,9036 14TH AVE NW,-122.37351613,47.69538728,
9060,9598 1ST AVE NE,-122.32798283,47.70090248,
9061,1501 QUEEN ANNE AVE N,-122.35753413,47.63251703,
9062,1525 1ST AVE,-122.3410834,47.60947545,
9063,4800 SAND POINT WAY NE,-122.28147251,47.66231885,
9064,10029 VALMAY AVE NW,-122.37976465,47.7023389,
9065,4320 8TH AVE NE,-122.31955438,47.66012622,
9066,3813 NE 57TH ST,-122.28621134,47.67015133,
9067,6040 4TH AVE NW,-122.36151768,47.67355268,
9068,2812 29TH AVE W,-122.39396073,47.64502853,
9069,2812 29TH AVE W,-122.39396073,47.64502853,
9070,4538 WEST LAUREL DR NE,-122.27051596,47.66216904,
9071,3243 NE 91ST ST,-122.29147448,47.69448473,
9072,212 30TH AVE E,-122.2931825,47.62062858,
9073,5817 57TH AVE NE,-122.26705306,47.67086583,
9074,10003 9TH AVE NW,-122.36904634,47.70168276,
9075,3722 E JEFFERSON ST,-122.28463657,47.60607778,
9076,501 ELLIOTT AVE W,-122.36477796,47.62302146,
9077,7047 33RD AVE NE,-122.29287298,47.6807943,
9078,401 1ST AVE S,-122.33462845,47.59903092,
9079,1633 WESTLAKE AVE N,-122.34079306,47.63347599,
9080,819 NW 70TH ST,-122.3664224,47.67940268,
9081,1220 E NEWTON ST,-122.31628854,47.63745609,
9082,1931 2ND AVE,-122.34168733,47.61144375,
9083,5263 21ST AVE SW,-122.36035064,47.55538002,
9084,800 5TH AVE,-122.33029353,47.60573523,
9085,116 N 49TH ST,-122.35636952,47.66448775,
9086,846 NE 67TH ST,-122.31808558,47.6775776,
9087,7308 KEEN WAY N,-122.34392317,47.68215856,
9088,4715 THACKERAY PL NE,-122.32645185,47.66365588,
9089,2622 NE UNIVERSITY VILLAGE ST,-122.29959483,47.66392447,
9090,119 PINE ST,-122.33998397,47.60994519,
9091,4901 RAINIER AVE S,-122.28518834,47.55771068,
9092,4538 WEST LAUREL DR NE,-122.27051596,47.66216904,
9093,6503 54TH AVE NE,-122.26977435,47.67592166,
9094,3700 SW WEBSTER ST,-122.37937773,47.53581223,
9095,4508 47TH AVE S,-122.2741502,47.56262286,
9096,411 N 90TH ST,-122.35349832,47.69400852,
9097,3724 SW DONOVAN ST,-122.38051482,47.52563036,
9098,3236 10TH AVE W,-122.37023949,47.64954636,
9099,3712 WALLINGFORD AVE N,-122.33603999,47.65244407,
9100,601 4TH AVE,-122.33119983,47.6033626,
9101,6060 WELLESLEY WAY NE,-122.27694074,47.67493524,
9102,9519 5TH AVE NE,-122.32373025,47.69836067,
9103,3721 SW 108TH ST,-122.37972258,47.50623139,
9104,503 18TH AVE E,-122.30902607,47.62340804,
9105,800 5TH AVE,-122.33029353,47.60573523,
9106,5028 PUGET BLVD SW,-122.36100974,47.55658421,
9107,506 2ND AVE,-122.33175459,47.60198365,
9108,1415 2ND AVE,-122.33885536,47.60870784,
9109,4131 49TH AVE SW,-122.39515196,47.5656756,
9110,700 5TH AVE,-122.32989532,47.60501319,
9111,7335 18TH AVE NW,-122.38026468,47.6823986,
9112,936 M L KING JR WAY S,-122.2976234,47.59353717,
9113,11411 MARINE VIEW DR SW,-122.37924637,47.50018429,
9114,6800 44TH PL NE,-122.28047017,47.67803969,
9115,7526 25TH AVE NW,-122.38844941,47.68397252,
9116,118A 27TH AVE E,-122.29677122,47.6193898,
9117,118B 27TH AVE E,-122.29677107,47.61945655,
9118,118C 27TH AVE E,-122.29677778,47.61951469,
9119,3614 12TH AVE W,-122.37199372,47.65268655,
9120,515 W BLAINE ST,-122.36445997,47.63456261,
9121,374 HIGHLAND DR,-122.34894077,47.63000367,
9122,6067 4TH AVE NE,-122.32471924,47.67418588,
9123,464 N 42ND ST,-122.3525865,47.65792382,
9124,1861 MCGILVRA BLVD E,-122.28118159,47.63639095,
9125,1760A NW 62ND ST,-122.38152665,47.67399844,
9126,1760C NW 62ND ST,-122.38152541,47.67410998,
9127,1760B NW 62ND ST,-122.38153081,47.67406976,
9128,1545 NW 61ST ST,-122.3783019,47.67282989,
9129,1547 NW 61ST ST,-122.37837337,47.67282695,
9130,1416 NW 46TH ST,-122.3748177,47.66234,
9131,725 E PINE ST,-122.32244066,47.61508327,
9132,1830 38TH AVE E,-122.28366937,47.63557241,
9133,2643 NE VILLAGE LN,-122.29891466,47.66197043,
9134,2506 SW GRAHAM ST,-122.36477017,47.54675306,
9135,3219 CALIFORNIA AVE SW,-122.38716986,47.57505827,
9136,172 ERIE AVE,-122.28551994,47.60280612,
9137,6532 PHINNEY AVE N,-122.35285918,47.67737399,
9138,212 16TH AVE,-122.31092466,47.60395897,
9139,212 16TH AVE,-122.31092466,47.60395897,
9140,3636 STONE WAY N,-122.34232241,47.65157136,
9141,4754 37TH AVE SW,-122.37847595,47.5594231,
9142,5727 17TH AVE NE,-122.30991401,47.67093913,
9143,2404 E THOMAS ST,-122.30089767,47.62154992,
9144,8317 WOLCOTT AVE S,-122.26827472,47.52907058,
9145,,,,
9146,3021 44TH AVE SW,-122.38861277,47.57636354,
9147,229 29TH AVE E,-122.2950526,47.62110143,
9148,5101 25TH AVE NE,-122.30117133,47.66655051,
9149,2925 FAIRVIEW AVE E,-122.3256587,47.64868312,
9150,3408 17TH AVE S,-122.31113142,47.57274924,
9151,1823 20TH AVE,-122.30648659,47.6183645,
9152,1959 NE PACIFIC ST,-122.30908696,47.65034994,
9153,623 34TH AVE,-122.2896842,47.60743536,
9154,5905 15TH AVE NW,-122.37646756,47.6718233,
9155,1704 NE COLUMBIA RD,-122.3114674,47.65106645,
9156,5618 KIRKWOOD PL N,-122.33185483,47.66964572,
9157,1950 1ST AVE S,-122.33370999,47.58453006,
9158,1200 S DEARBORN ST,-122.31622613,47.59600159,
9159,3119 E WARD ST,-122.29152355,47.62733006,
9160,10050 40TH AVE SW,-122.38282369,47.51231331,
9161,3801 S ALASKA ST,-122.2844718,47.56052901,
9162,8358 18TH AVE NW,-122.37962143,47.69035032,
9163,9032 14TH AVE NW,-122.37392461,47.6952753,
9164,9030 14TH AVE NW,-122.37392821,47.695245,
9165,2200 ALKI AVE SW,-122.39934643,47.58445219,
9166,3008 NW 57TH ST,-122.39617452,47.67038193,
9167,6033 NE KELDEN PL,-122.26210334,47.66885338,
9168,4011 53RD AVE SW,-122.40121583,47.56809814,
9169,2323 18TH AVE S,-122.30981862,47.58228164,
9170,1000 2ND AVE,-122.33512466,47.6056731,
9171,500 BOREN AVE N,-122.33561795,47.6238397,
9172,500 BOREN AVE N,-122.33561795,47.6238397,
9173,1318 15TH AVE S,-122.31380737,47.59100641,
9174,1287 WESTLAKE AVE N,-122.34152764,47.63211623,
9175,14041 WALLINGFORD AVE N,-122.33726746,47.7317331,
9176,3013 SW HARBOR LN,-122.37201553,47.57696088,
9177,7508 35TH AVE SW,-122.37630234,47.53522575,
9178,334 1ST AVE N,-122.35399633,47.62208508,
9179,2052 BOYER AVE E,-122.30710141,47.63809072,
9180,1805 3RD AVE N,-122.35235161,47.63518535,
9181,1805 3RD AVE N,-122.35235161,47.63518535,
9182,412 BELLEVUE AVE E,-122.32638434,47.62247785,
9183,10004 49TH AVE NE,-122.27503017,47.70132144,
9184,2124 N 77TH ST,-122.33196802,47.6852953,
9185,1857 MCGILVRA BLVD E,-122.28118645,47.6362809,
9186,1857 MCGILVRA BLVD E,-122.28118645,47.6362809,
9187,9032 14TH AVE NW,-122.37392461,47.6952753,
9188,744 N 98TH ST,-122.34809006,47.70076926,
9189,3310 16TH AVE S,-122.31214974,47.57368259,
9190,1802 30TH AVE S,-122.29397733,47.58677678,
9191,2354 15TH AVE S,-122.3131586,47.581278,
9192,4857 FAUNTLEROY WAY SW,-122.3818442,47.55760489,
9193,7461 WOODLAWN AVE NE,-122.32821645,47.68273861,
9194,6700 WEST MARGINAL WAY SW,-122.33885698,47.54190898,
9195,2043 N 78TH ST,-122.33399623,47.68570067,
9196,6525 15TH AVE NW,-122.37716242,47.67676249,
9197,6320 49TH AVE SW,-122.39494246,47.54607035,
9198,1000 2ND AVE,-122.33512466,47.6056731,
9199,2822 NW 73RD ST,-122.39407612,47.68185896,
9200,900 UNIVERSITY ST,-122.32933488,47.61089077,
9201,5203 1ST AVE NW,-122.35768784,47.66701122,
9202,1409 21ST AVE,-122.3052741,47.61306168,
9203,4317 SW DONOVAN ST,-122.38838639,47.5258609,
9204,1711 BELLEVUE AVE,-122.32726219,47.61752721,
9205,729 12TH AVE E,-122.31711324,47.62611524,
9206,6021 BEACH DR SW,-122.39859914,47.54780353,
9207,9217 8TH AVE NE,-122.3205494,47.69639072,
9208,10037 39TH AVE SW,-122.38210971,47.51264193,
9209,3301 S HORTON ST,-122.29059446,47.57324717,
9210,1737 NE NAOMI PL,-122.30833058,47.67390981,
9211,714 N 59TH ST,-122.34919196,47.67193354,
9212,9800 8TH AVE NE,-122.3201137,47.70054037,
9213,4702 46TH AVE S,-122.27522222,47.56040437,
9214,3143 WEST LAURELHURST DR NE,-122.27845636,47.6507546,
9215,3301 S HORTON ST,-122.29059446,47.57324717,
9216,3200 23RD AVE S,-122.30302909,47.57405107,
9217,206 14TH AVE,-122.31394103,47.60383555,
9218,204 14TH AVE,-122.31376176,47.60382031,
9219,208 14TH AVE,-122.31394708,47.60384991,
9220,3236 S EDMUNDS ST,-122.28991684,47.55885413,
9221,1144 NW 57TH ST,-122.37283144,47.67036544,
9222,3211 NE 70TH ST,-122.29257628,47.67920671,
9223,4920 43RD AVE S,-122.27911868,47.5575675,
9224,1301 4TH AVE,-122.33537627,47.60827954,
9225,3242 NW 65TH ST,-122.40021342,47.6759902,
9226,6251 PALATINE AVE N,-122.35669679,47.67550245,
9227,8100 LAKE CITY WAY NE,-122.31076992,47.68803625,
9228,1261 S KING ST,-122.3146544,47.59813929,
9229,2710 1ST AVE S,-122.33361619,47.57941231,
9230,956 20TH AVE,-122.30594705,47.61176197,
9231,812 E PROSPECT ST,-122.32170392,47.62887888,
9232,400 BROAD ST,-122.34931591,47.62049862,
9233,305 HARRISON ST,-122.35399633,47.62208508,
9234,4126 37TH AVE SW,-122.37836277,47.56566637,
9235,4415 54TH AVE NE,-122.27021464,47.66055234,
9236,1878 24TH AVE E,-122.30120946,47.63746787,
9237,1317 E PINE ST,-122.31462787,47.61510872,
9238,4432 2ND AVE NW,-122.35810471,47.66120754,
9239,1505 WESTLAKE AVE N,-122.34172768,47.63264186,
9240,10532 12TH AVE NE,-122.31467748,47.70583015,
9241,419 OCCIDENTAL AVE S,-122.3332877,47.59855945,
9242,8333 55TH AVE NE,-122.26946048,47.68895463,
9243,3432 63RD AVE SW,-122.4130952,47.57312995,
9244,10502 14TH AVE NW,-122.3738143,47.70535969,
9245,550 BROADWAY,-122.32036025,47.60673038,
9246,11750 DAYTON AVE N,-122.35257686,47.71560369,
9247,1420 5TH AVE,-122.33467931,47.6105508,
9248,1418 2ND AVE W,-122.35889067,47.63195737,
9249,5733 38TH AVE NE,-122.28718364,47.67134456,
9250,1505 WESTLAKE AVE N,-122.34172768,47.63264186,
9251,201 NE 65TH ST,-122.32703351,47.67575251,
9252,411 UNIVERSITY ST,-122.33391991,47.6080434,
9253,10700 EXETER AVE NE,-122.27673522,47.70783893,
9254,9015 17TH AVE SW,-122.35679331,47.52238341,
9255,213 YALE AVE N,-122.33079631,47.62030071,
9256,5540P EAST GREEN LAKE WAY N,-122.33981225,47.67011977,
9257,168 LAKE WASHINGTON BLVD E,-122.28110405,47.61953296,
9258,326 N 82ND ST,-122.35402331,47.68858646,
9259,7341 WEST GREEN LAKE DR N,-122.34058015,47.68315551,
9260,12533A 42ND AVE NE,-122.28420599,47.7205815,
9261,2019 25TH AVE E,-122.3008062,47.63850045,
9262,6319 GREENWOOD AVE N,-122.35565106,47.67510726,
9263,2534 8TH AVE W,-122.36728727,47.64173023,
9264,4000 SW MYRTLE ST,-122.38283989,47.53944497,
9265,2616 31ST AVE W,-122.39664438,47.6437449,
9266,118 NW 84TH ST,-122.35885208,47.69001073,
9267,8052 17TH AVE NW,-122.37871001,47.6883928,
9268,210 14TH AVE,-122.3139458,47.60387614,
9269,1420 E HOWELL ST,-122.31327276,47.61777564,
9270,2563 WEST VIEWMONT WAY W,-122.4099901,47.64256058,
9271,355 NW 47TH ST,-122.3632303,47.66273286,
9272,1101 17TH AVE,-122.31059249,47.61171133,
9273,900 AIRPORT WAY S,-122.32534425,47.59484072,
9274,2760 NW 85TH ST,-122.39257641,47.69069567,
9275,425 PIKE ST,-122.33571154,47.6103371,
9276,5602 35TH AVE SW,-122.37595463,47.55184133,
9277,10026 36TH AVE NE,-122.28912535,47.70197533,
9278,122 26TH AVE,-122.29864386,47.60239083,
9279,7022 29TH AVE NE,-122.2962224,47.68012499,
9280,202 W BOSTON ST,-122.359872,47.63856181,
9281,4001 E DENNY BLAINE PL,-122.28072495,47.61974672,
9282,2100 4TH AVE,-122.3414213,47.61423326,
9283,2124 4TH AVE,-122.34218155,47.614603,
9284,4029 DAYTON AVE N,-122.35285229,47.6563082,
9285,8917 LAKE CITY WAY NE,-122.30602515,47.69375589,
9286,901 NE 70TH ST,-122.31862323,47.67929516,
9287,2429A NW 60TH ST,-122.3889336,47.67224405,
9288,13008 3RD AVE NE,-122.32596683,47.72348424,
9289,3645 WALLINGFORD AVE N,-122.33653776,47.65186087,
9290,1547 NW 62ND ST,-122.37832468,47.67363911,
9291,1117 N NORTHGATE WAY,-122.34372052,47.70477826,
9292,3253 27TH AVE W,-122.39189123,47.65028375,
9293,2321 W BERTONA ST,-122.38702228,47.65015808,
9294,8231 4TH AVE NE,-122.3246843,47.68925217,
9295,1101 DEXTER AVE N,-122.34260143,47.62906083,
9296,2429B NW 60TH ST,-122.38892531,47.67219559,
9297,2559 30TH AVE W,-122.39593842,47.64293636,
9298,2617 NW 98TH ST,-122.39151553,47.69984783,
9299,1549 NW 61ST ST,-122.37830804,47.67288856,
9300,13753 MIDVALE AVE N,-122.3439749,47.7301945,
9301,3008 63RD AVE SW,-122.41278506,47.57799947,
9302,3010 63RD AVE SW,-122.41307163,47.57791667,
9303,3012 63RD AVE SW,-122.41305418,47.57784664,
9304,3012 63RD AVE SW,-122.41305418,47.57784664,
9305,3008 63RD AVE SW,-122.41278506,47.57799947,
9306,3010 63RD AVE SW,-122.41307163,47.57791667,
9307,3714 S HUDSON ST,-122.28541442,47.55725602,
9308,208 16TH AVE,-122.31088605,47.60379161,
9309,172 ERIE AVE,-122.28551994,47.60280612,
9310,3318 QUEEN ANNE AVE N,-122.35739552,47.65011948,
9311,3319 8TH AVE W,-122.36781058,47.64980244,
9312,1288 NW BLAKELY CT,-122.37372472,47.72089395,
9313,4716 SW WALKER ST,-122.39259544,47.58427261,
9314,86 PINE ST,-122.34139055,47.60997316,
9315,2617 NW 98TH ST,-122.39151553,47.69984783,
9316,,,,
9317,202 N 85TH ST,-122.35642798,47.69079409,
9318,2429A NW 60TH ST,-122.3889336,47.67224405,
9319,2429C NW 60TH ST,-122.38891903,47.67209643,
9320,3217 CALIFORNIA AVE SW,-122.3870318,47.57505187,
9321,1019 NE 104TH ST,-122.31699584,47.70372173,
9322,1420 WESTERN AVE,-122.34038439,47.60806114,
9323,2356 EASTLAKE AVE E,-122.32553476,47.64123013,
9324,101 32ND AVE E,-122.29152183,47.61901614,
9325,12233 9TH AVE NW,-122.36805128,47.71890651,
9326,524 2ND AVE,-122.33203347,47.60227089,
9327,1762A NW 62ND ST,-122.38169193,47.6739758,
9328,7028 20TH AVE NW,-122.38193748,47.68083055,
9329,1501 WESTERN AVE,-122.34158746,47.60836515,
9330,6408 PHINNEY AVE N,-122.35413737,47.67568718,
9331,6572 32ND AVE NE,-122.29264476,47.67729436,
9332,,,,
9333,4418 31ST AVE W,-122.39684357,47.66062571,
9334,221 10TH AVE S,-122.31961445,47.60053038,
9335,12009 35TH AVE NE,-122.29176089,47.71577337,
9336,305 25TH AVE E,-122.30017675,47.62162577,
9337,3221 CALIFORNIA AVE SW,-122.38717001,47.57492118,
9338,8320 32ND AVE NW,-122.39791883,47.68911655,
9339,2001 8TH AVE,-122.33727143,47.61578904,
9340,8836 DIBBLE AVE NW,-122.36707691,47.69391923,
9341,6011A NE 64TH ST,-122.26293362,47.67470191,
9342,2900 25TH AVE W,-122.38860449,47.64584851,
9343,3207 RAINIER AVE S,-122.29568314,47.57462906,
9344,1101 MADISON ST,-122.32426736,47.6092117,
9345,9717 8TH AVE NW,-122.36634535,47.70068093,
9346,7509 55TH AVE NE,-122.269108,47.6830679,
9347,4645 26TH AVE NE,-122.3002169,47.66306259,
9348,10720 15TH AVE NE,-122.31176159,47.70730797,
9349,9451R RAINIER AVE S,-122.26266388,47.52007237,
9350,5205 S WILLOW ST,-122.26697824,47.54048605,
9351,2242 FRANKLIN AVE E,-122.32436476,47.63957019,
9352,815 MERCER ST,-122.34037886,47.62405246,
9353,5930 25TH AVE S,-122.29972559,47.54910283,
9354,814 6TH AVE S,-122.32592753,47.59532614,
9355,3433 49TH AVE SW,-122.39506021,47.57285387,
9356,1100 NE CAMPUS PKWY,-122.31612136,47.65660559,
9357,501 NE RAVENNA BLVD,-122.32392839,47.67723713,
9358,4515 48TH AVE SW,-122.3938325,47.56255497,
9359,1740 ARCH AVE SW,-122.38137483,47.58684219,
9360,6052 34TH AVE NE,-122.2908784,47.67369461,
9361,9176 HOLMAN RD NW,-122.37335928,47.69572937,
9362,2201 RAINIER AVE S,-122.30238572,47.58314241,
9363,6001 38TH AVE SW,-122.38073237,47.54827956,
9364,2622 NE UNIVERSITY VILLAGE ST,-122.29959483,47.66392447,
9365,515 SUMMIT AVE E,-122.32562733,47.62365262,
9366,3953 15TH AVE S,-122.31402095,47.5674828,
9367,4916 ERSKINE WAY SW,-122.38803352,47.55820594,
9368,1600 7TH AVE,-122.33431726,47.61317008,
9369,1812 BOREN AVE,-122.33196571,47.61698493,
9370,2701 EASTLAKE AVE E,-122.32610372,47.64464664,
9371,7 BOSTON ST,-122.35665709,47.63821907,
9372,3219 CALIFORNIA AVE SW,-122.38716986,47.57505827,
9373,3223 CALIFORNIA AVE SW,-122.38719734,47.5749128,
9374,4321 15TH AVE S,-122.31385571,47.56474364,
9375,8418 ISLAND DR S,-122.2607933,47.5282296,
9376,11029 37TH AVE SW,-122.37917863,47.50381077,
9377,5436 48TH AVE SW,-122.39332033,47.55290384,
9378,1762B NW 62ND ST,-122.38169723,47.67406878,
9379,1762C NW 62ND ST,-122.38169774,47.67415404,
9380,4442 54TH AVE SW,-122.40119956,47.56371594,
9381,75 S MAIN ST,-122.33515374,47.59990205,
9382,4033 EASTERN AVE N,-122.32932203,47.65652304,
9383,1011 WESTERN AVE,-122.33804582,47.60449295,
9384,2440 W COMMODORE WAY,-122.38832035,47.6623889,
9385,1414 E YESLER WAY,-122.3134337,47.60184797,
9386,9553 49TH AVE NE,-122.27564099,47.69916361,
9387,2311 MCGILVRA BLVD E,-122.28111977,47.63949219,
9388,9553 49TH AVE NE,-122.27564099,47.69916361,
9389,603 NW 127TH ST,-122.3639118,47.72129113,
9390,4502 NE 60TH ST,-122.27924096,47.672344,
9391,428 15TH AVE E,-122.3125068,47.62304676,
9392,1043 S JACKSON ST,-122.31779353,47.59892902,
9393,409 NEWTON ST,-122.34901114,47.63638559,
9394,66 W CREMONA ST,-122.36056945,47.64979223,
9395,8116 37TH AVE SW,-122.37900992,47.52996058,
9396,300 5TH AVE,-122.32727814,47.60214506,
9397,5757 27TH AVE NE,-122.29884139,47.67170075,
9398,93 PIKE ST,-122.3412031,47.60881372,
9399,3811 CALIFORNIA AVE SW,-122.38721188,47.5696569,
9400,1534 NW 59TH ST,-122.37784581,47.67182291,
9401,3214 W MCGRAW ST,-122.39908827,47.63981408,
9402,2565 DEXTER AVE N,-122.34646234,47.6436483,
9403,4540 SAND POINT WAY NE,-122.28559871,47.66169267,
9404,710 W HOWE ST,-122.36691636,47.63611971,
9405,1420 E HOWELL ST,-122.31327276,47.61777564,
9406,1001 4TH AVE,-122.33389399,47.60615304,
9407,1531 WESTERN AVE,-122.34214519,47.60898448,
9408,2021 7TH AVE,-122.33836402,47.61523711,
9409,914 E JEFFERSON ST,-122.31923991,47.60669069,
9410,2215 12TH AVE S,-122.31761648,47.58315864,
9411,5510 12TH AVE NE,-122.31494743,47.6689631,
9412,5114 1ST AVE NW,-122.35690151,47.66624337,
9413,4922 43RD AVE S,-122.27912612,47.55748967,
9414,3220 40TH AVE SW,-122.38227052,47.57492684,
9415,1815 BELLEVUE AVE,-122.32706729,47.61820544,
9416,313 PROSPECT ST,-122.350841,47.62872878,
9417,10011 61ST AVE S,-122.25740449,47.51125335,
9418,4134 11TH AVE NE,-122.31644296,47.65793235,
9419,8721 25TH AVE NW,-122.38875194,47.69317618,
9420,701 5TH AVE,-122.33073506,47.60454089,
9421,4405 4TH AVE NE,-122.32436642,47.66045183,
9422,9045 13TH AVE NW,-122.37308947,47.69559607,
9423,9041 13TH AVE NW,-122.37308475,47.69546651,
9424,9176 HOLMAN RD NW,-122.37335928,47.69572937,
9425,1222 W BOTHWELL ST,-122.37326819,47.64370279,
9426,1130 N 82ND ST,-122.3429999,47.68858333,
9427,5026 PUGET BLVD SW,-122.36100527,47.55670801,
9428,7009 10TH AVE NW,-122.36971695,47.67993575,
9429,2556 1ST AVE N,-122.35530845,47.64307719,
9430,3988 JEFFERSON RD NE,-122.30387671,47.65510438,
9431,135 N 136TH ST,-122.35672391,47.72798116,
9432,3616 COURTLAND PL S,-122.28679481,47.57098089,
9433,3618 COURTLAND PL S,-122.28699976,47.5709993,
9434,2203 E PROSPECT ST,-122.30332982,47.62848672,
9435,4356 CHEASTY BLVD S,-122.30447332,47.56090919,
9436,362 N 76TH ST,-122.35258788,47.68424447,
9437,338 39TH AVE E,-122.28238823,47.62244251,
9438,1045 NE 115TH ST,-122.31581153,47.71201277,
9439,8333 29TH AVE NW,-122.39472265,47.68967358,
9440,675 S LANE ST,-122.32416271,47.59644968,
9441,5267 12TH AVE NE,-122.31547324,47.66839265,
9442,,,,
9443,6835 24TH AVE NE,-122.30199595,47.67869401,
9444,340 19TH AVE,-122.30733508,47.60551584,
9445,10247 37TH AVE SW,-122.37845286,47.51058711,
9446,3835 NE 92ND ST,-122.28635135,47.6950372,
9447,4011 53RD AVE SW,-122.40121583,47.56809814,
9448,9409 4TH AVE SW,-122.34041447,47.51876762,
9449,170 15TH AVE,-122.31262936,47.60333951,
9450,5711 18TH AVE NE,-122.30876087,47.67083734,
9451,9176 HOLMAN RD NW,-122.37335928,47.69572937,
9452,100 S KING ST,-122.33380513,47.5985612,
9453,505 MADISON ST,-122.3313647,47.6064785,
9454,2907 MONTLAKE BLVD E,-122.30511009,47.64675301,
9455,12013 35TH AVE NE,-122.29175839,47.71597366,
9456,2200 ALASKAN WAY,-122.34749405,47.61116977,
9457,2341 EASTLAKE AVE E,-122.32617624,47.64091149,
9458,314 N 79TH ST,-122.35449933,47.68641319,
9459,5526 28TH AVE NE,-122.29698175,47.66936028,
9460,509 32ND AVE E,-122.29131644,47.62403875,
9461,8243 17TH AVE NE,-122.31037269,47.6897918,
9462,1301 5TH AVE,-122.33482136,47.60896713,
9463,3723 BAGLEY AVE N,-122.33300715,47.6526695,
9464,3017 CASCADIA AVE S,-122.28483215,47.57684213,
9465,1549 NW 61ST ST,-122.37830804,47.67288856,
9466,1518 1ST AVE S,-122.33370691,47.58959018,
9467,2648 59TH AVE SW,-122.4078187,47.57994616,
9468,1218 3RD AVE,-122.33545361,47.60769331,
9469,7106 32ND AVE NW,-122.3981391,47.68052896,
9470,711 26TH AVE S,-122.29897633,47.59639043,
9471,713A 26TH AVE S,-122.29916241,47.59639446,
9472,713B 26TH AVE S,-122.29931557,47.59639626,
9473,3047 S MYRTLE ST,-122.2921731,47.53869191,
9474,1817 3RD AVE N,-122.35223897,47.63542765,
9475,3427 38TH AVE SW,-122.38067103,47.57232616,
9476,4829 S KENNY ST,-122.27138887,47.54892618,
9477,4254 28TH AVE W,-122.39266172,47.65919366,
9478,4025 DELRIDGE WAY SW,-122.36420875,47.56787742,
9479,6102 8TH AVE NW,-122.36587907,47.67328268,
9480,1118 41ST AVE E,-122.27913721,47.62924111,
9481,2107 N 77TH ST,-122.33263416,47.68490743,
9482,5260 UNIVERSITY WAY NE,-122.31279297,47.66818029,
9483,1402 E PIKE ST,-122.31398366,47.61434438,
9484,700 37TH AVE,-122.28592265,47.60803681,
9485,126 S FINDLAY ST,-122.33293729,47.55297101,
9486,1101 DEXTER AVE N,-122.34260143,47.62906083,
9487,713 26TH AVE S,-122.29931557,47.59639626,
9488,9556 45TH AVE NE,-122.27975723,47.6990145,
9489,3281 41ST AVE SW,-122.38489094,47.57333914,
9490,4024 PHINNEY AVE N,-122.35420246,47.65623463,
9491,5619 16TH AVE NE,-122.31109571,47.67011823,
9492,2675 NE VILLAGE LN,-122.29816467,47.66207412,
9493,12033 12TH AVE NW,-122.37349958,47.71683627,
9494,6718 1ST AVE NW,-122.35714177,47.67839873,
9495,11715 PALATINE AVE N,-122.35713667,47.71467268,
9496,2005 13TH AVE S,-122.31625096,47.58536871,
9497,6525 15TH AVE NW,-122.37716242,47.67676249,
9498,5752 34TH AVE NE,-122.29114998,47.67187702,
9499,3629 40TH AVE W,-122.40820561,47.65313714,
9500,5456 40TH AVE W,-122.40887664,47.66940115,
9501,345 BOREN AVE N,-122.33625748,47.62180794,
9502,4001 EAST STEVENS WAY NE,-122.30542968,47.65553333,
9503,1909 25TH AVE S,-122.30084743,47.58596493,
9504,625 NW MARKET ST,-122.36439428,47.66845426,
9505,4253 22ND AVE W,-122.38504937,47.65920082,
9506,1738 M L KING JR WAY S,-122.29785433,47.58718315,
9507,1736 M L KING JR WAY S,-122.29789488,47.58718387,
9508,5306 S FLETCHER ST,-122.26578937,47.5192148,
9509,3614 LINDEN AVE N,-122.34820053,47.65169382,
9510,12506 LAKE CITY WAY NE,-122.29478139,47.71951841,
9511,2217 NW 57TH ST,-122.38570052,47.66979666,
9512,3013 S MOUNT BAKER BLVD,-122.293661,47.57589348,
9513,2707 BOYER AVE E,-122.31740895,47.6448093,
9514,1705 NE PACIFIC ST,-122.30908696,47.65034994,
9515,5408 23RD AVE S,-122.30357803,47.55354407,
9516,2676 39TH AVE SW,-122.38100175,47.57946978,
9517,1918 8TH AVE,-122.33581767,47.61540055,
9518,3224 35TH AVE S,-122.28851608,47.57445659,
9519,207 BOREN AVE N,-122.33628748,47.62037756,
9520,500 BOREN AVE N,-122.33561795,47.6238397,
9521,1135 S WEBSTER ST,-122.31789882,47.53493219,
9522,2915 E PIKE ST,-122.29422518,47.61391495,
9523,325 9TH AVE,-122.32378355,47.60399886,
9524,11027 EXETER AVE NE,-122.27844391,47.71036502,
9525,113 23RD AVE S,-122.30258019,47.60073731,
9526,5446 CALIFORNIA AVE SW,-122.3866602,47.55253442,
9527,2200 1ST AVE S,-122.33370562,47.58361319,
9528,2200 1ST AVE S,-122.33370562,47.58361319,
9529,7002 2ND AVE NW,-122.35915732,47.6797191,
9530,5446 CALIFORNIA AVE SW,-122.3866602,47.55253442,
9531,3145 BROADWAY E,-122.32011137,47.64989106,
9532,8119 34TH AVE SW,-122.37563524,47.52951997,
9533,700 2ND AVE,-122.33313747,47.60307545,
