id,Application Permit,Address,Location_id,Project_Information_id,Application_Information_id
27464,6347141,3206 NE 117TH ST,27464,27464,27464
27467,6347142,550 TERRY AVE N,27467,27467,27467
26755,6347173,7730 15TH AVE NW,26755,26755,26755
26798,6347179,3267 31ST AVE SW,26798,26798,26798
26737,6347182,8313 GREENWOOD AVE N,26737,26737,26737
26753,6347184,230 M L KING JR WAY E,26753,26753,26753
48021,6347186,3650 41ST AVE W,48021,48021,48021
27456,6347191,700 5TH AVE,27456,27456,27456
44881,6347194,2132 3RD AVE,44881,44881,44881
44354,6347202,115 WARREN AVE N,44354,44354,44354
49638,6347204,1201 3RD AVE,49638,49638,49638
27454,6347205,833 NE 56TH ST,27454,27454,27454
27455,6347207,700 5TH AVE,27455,27455,27455
26865,6347208,8103 GREENWOOD AVE N,26865,26865,26865
27409,6347211,1423 NW MARKET ST,27409,27409,27409
27444,6347228,6856 27TH AVE NE,27444,27444,27444
27399,6347233,3480 27TH AVE W,27399,27399,27399
27450,6347237,2001 8TH AVE,27450,27450,27450
25368,6347244,310 1ST AVE S,25368,25368,25368
27446,6347248,2548 NE 92ND ST,27446,27446,27446
26804,6347250,2821 2ND AVE,26804,26804,26804
26812,6347251,2821 2ND AVE,26812,26812,26812
26810,6347275,1600 E JEFFERSON ST,26810,26810,26810
24421,6347300,455 N 44TH ST,24421,24421,24421
27362,6347304,7530 17TH AVE NW,27362,27362,27362
27440,6347305,4300 36TH AVE W,27440,27440,27440
27438,6347324,10045 INTERLAKE AVE N,27438,27438,27438
27436,6347332,5548 BEACON AVE S,27436,27436,27436
13852,6347337,2812 BROADWAY E,13852,13852,13852
18137,6347342,4738 22ND AVE NE,18137,18137,18137
24504,6347344,4025 13TH AVE W,24504,24504,24504
27431,6347345,8274 30TH AVE NE,27431,27431,27431
24726,6347347,1747 SUNSET AVE SW,24726,24726,24726
27429,6347348,22 JOHN ST,27429,27429,27429
27428,6347355,5236 S MORGAN ST,27428,27428,27428
26327,6347359,7511 27TH AVE NW,26327,26327,26327
25494,6347360,4401 FREMONT AVE N,25494,25494,25494
20896,6347363,714 E PIKE ST,20896,20896,20896
27376,6347365,1409 42ND AVE E,27376,27376,27376
27300,6347371,200 10TH AVE E,27300,27300,27300
27424,6347384,4016 INTERLAKE AVE N,27424,27424,27424
27423,6347386,5407 45TH AVE SW,27423,27423,27423
46318,6347393,1750 19TH AVE S,46318,46318,46318
26884,6347396,6845 OSWEGO PL NE,26884,26884,26884
26738,6347397,2601 NE 46TH ST,26738,26738,26738
26325,6347399,6669M NE WINDERMERE RD,26325,26325,26325
44023,6347400,4515 25TH AVE NE,44023,44023,44023
24923,6347421,9827 51ST AVE SW,24923,24923,24923
26647,6347424,1601 3RD AVE,26647,26647,26647
27421,6347438,8031 RAVENNA AVE NE,27421,27421,27421
26563,6347444,10721 DURLAND AVE NE,26563,26563,26563
27420,6347451,440 TERRY AVE N,27420,27420,27420
22516,6347456,1150 N 82ND ST,22516,22516,22516
27404,6347473,2129 N 133RD ST,27404,27404,27404
27411,6347474,720 3RD AVE,27411,27411,27411
27407,6347476,2337 48TH AVE SW,27407,27407,27407
26480,6347485,4223 50TH AVE S,26480,26480,26480
27402,6347491,2028 33RD AVE S,27402,27402,27402
27401,6347492,119 PINE ST,27401,27401,27401
27400,6347495,4468 STONE WAY N,27400,27400,27400
41703,6347496,4308 SW FRONTENAC ST,41703,41703,41703
22190,6347504,1200 E PIKE ST,22190,22190,22190
25620,6347505,5233 BALLARD AVE NW,25620,25620,25620
27373,6347519,4457 48TH AVE SW,27373,27373,27373
27397,6347520,1661 HARBOR AVE SW,27397,27397,27397
27393,6347529,223 NW 41ST ST,27393,27393,27393
27396,6347532,601 UNION ST,27396,27396,27396
27395,6347533,601 UNION ST,27395,27395,27395
44570,6347540,5605 21ST AVE SW,44570,44570,44570
27392,6347553,2558 7TH AVE W,27392,27392,27392
27149,6347558,9600 COLLEGE WAY N,27149,27149,27149
27365,6347559,546 NE 80TH ST,27365,27365,27365
27387,6347578,3508 S OREGON ST,27387,27387,27387
27388,6347579,901 26TH AVE S,27388,27388,27388
27383,6347585,7302 28TH AVE SW,27383,27383,27383
27306,6347601,3420 FREMONT AVE N,27306,27306,27306
26848,6347610,2034 NW 56TH ST,26848,26848,26848
26879,6347613,8315 FREMONT AVE N,26879,26879,26879
41509,6347615,6540 25TH AVE NE,41509,41509,41509
26769,6347626,2143 6TH AVE,26769,26769,26769
26716,6347646,1105 SPRING ST,26716,26716,26716
27109,6347658,100 E EDGAR ST,27109,27109,27109
25263,6347680,7018 CALIFORNIA AVE SW,25263,25263,25263
26860,6347688,2034 NW 56TH ST,26860,26860,26860
27370,6347692,1518 INTERLAKEN PL E,27370,27370,27370
27354,6347693,2658 22ND AVE W,27354,27354,27354
27120,6347694,1105 E FIR ST,27120,27120,27120
27066,6347703,8023 20TH AVE NE,27066,27066,27066
49745,6347705,1550 N 115TH ST,49745,49745,49745
26797,6347706,1700 WESTLAKE AVE N,26797,26797,26797
27369,6347728,3501 S LUCILE ST,27369,27369,27369
24055,6347729,1603 7TH AVE W,24055,24055,24055
27273,6347736,2816 PATTEN PL W,27273,27273,27273
7765,6347744,11500 LAKESIDE AVE NE,7765,7765,7765
27367,6347745,4800 SAND POINT WAY NE,27367,27367,27367
26987,6347747,4560 34TH AVE S,26987,26987,26987
26476,6347766,1424 N 53RD ST,26476,26476,26476
26709,6347787,900 UNIVERSITY ST,26709,26709,26709
26354,6347794,1212 MCGILVRA BLVD E,26354,26354,26354
26364,6347800,301 NE NORTHGATE WAY,26364,26364,26364
27357,6347815,2029 41ST AVE E,27357,27357,27357
26710,6347817,2351 MINOR AVE E,26710,26710,26710
27361,6347830,901 5TH AVE,27361,27361,27361
26222,6347841,5400 LEARY AVE NW,26222,26222,26222
27353,6347842,4323 5TH AVE NW,27353,27353,27353
27358,6347855,5990 1ST AVE S,27358,27358,27358
27334,6347879,935 16TH AVE,27334,27334,27334
27295,6347884,849 NE 98TH ST,27295,27295,27295
27351,6347887,849 NE 98TH ST,27351,27351,27351
27350,6347888,4335 DAYTON AVE N,27350,27350,27350
40499,6347890,2302 N 140TH ST,40499,40499,40499
22160,6347891,4505B 15TH AVE S,22160,22160,22160
27338,6347893,3650 55TH AVE SW,27338,27338,27338
26506,6347895,1305 E HOWELL ST,26506,26506,26506
26529,6347904,8050 14TH AVE NW,26529,26529,26529
41070,6347926,1605 M L KING JR WAY,41070,41070,41070
26819,6347933,528 1ST AVE S,26819,26819,26819
27346,6347936,6813 36TH AVE NE,27346,27346,27346
27347,6347940,206 S BRANDON ST,27347,27347,27347
27345,6347948,1305 E MERCER ST,27345,27345,27345
27343,6347962,4120 GREENWOOD AVE N,27343,27343,27343
27299,6347967,3360 EAST LAURELHURST DR NE,27299,27299,27299
16611,6347980,710 35TH AVE,16611,16611,16611
18650,6347988,4426 S MORGAN ST,18650,18650,18650
27171,6347994,1705 NE PACIFIC ST,27171,27171,27171
27339,6348013,3824 WALLINGFORD AVE N,27339,27339,27339
27336,6348016,2338 NE 94TH ST,27336,27336,27336
27042,6348022,6951 M L KING JR WAY S,27042,27042,27042
26483,6348043,7509 9TH AVE NW,26483,26483,26483
27328,6348045,1616 EASTLAKE AVE E,27328,27328,27328
23943,6348046,1100 9TH AVE,23943,23943,23943
23068,6348048,1100 9TH AVE,23068,23068,23068
41910,6348058,6710 GREENWOOD AVE N,41910,41910,41910
27320,6348069,6000 6TH AVE S,27320,27320,27320
26624,6348074,2000 W BARRETT ST,26624,26624,26624
26625,6348076,6548 11TH AVE NW,26625,26625,26625
26401,6348079,2306 WALNUT AVE SW,26401,26401,26401
26384,6348081,2304 WALNUT AVE SW,26384,26384,26384
26343,6348083,5213 KEYSTONE PL N,26343,26343,26343
26603,6348084,1128 N 90TH ST,26603,26603,26603
26697,6348090,8739 12TH AVE NW,26697,26697,26697
26166,6348099,221 NW 50TH ST,26166,26166,26166
43611,6348122,4625 27TH AVE NE,43611,43611,43611
26495,6348129,401 NE NORTHGATE WAY,26495,26495,26495
45990,6348156,2315 PERKINS LN W,45990,45990,45990
26404,6348165,3043 NW 69TH ST,26404,26404,26404
26607,6348177,415 N 117TH ST,26607,26607,26607
26684,6348209,5131 NE LAURELCREST LN,26684,26684,26684
27302,6348211,301 NE NORTHGATE WAY,27302,27302,27302
27307,6348215,1135 S WEBSTER ST,27307,27307,27307
26348,6348218,1548 NW 63RD ST,26348,26348,26348
27308,6348220,9474 OLSON PL SW,27308,27308,27308
27309,6348222,8550 FAUNTLEE CREST SW,27309,27309,27309
26328,6348226,6811 37TH AVE NE,26328,26328,26328
27301,6348243,1906 NE 45TH ST,27301,27301,27301
26814,6348247,2303 NW 96TH ST,26814,26814,26814
26409,6348262,3912 CORLISS AVE N,26409,26409,26409
27287,6348263,10352 SAND POINT WAY NE,27287,27287,27287
26904,6348306,2500 SW BARTON ST,26904,26904,26904
26856,6348310,119 19TH AVE,26856,26856,26856
27298,6348319,5766 65TH AVE NE,27298,27298,27298
26705,6348320,5200 S FARRAR ST,26705,26705,26705
27003,6348324,1608 37TH AVE,27003,27003,27003
40390,6348347,4113 AIKINS AVE SW,40390,40390,40390
42149,6348353,6200 15TH AVE NW,42149,42149,42149
27291,6348359,1525 19TH AVE,27291,27291,27291
27290,6348360,1525 19TH AVE,27290,27290,27290
24851,6348364,1525 19TH AVE,24851,24851,24851
47362,6348373,4128 FREMONT AVE N,47362,47362,47362
42905,6348390,2764 WESTLAKE AVE N,42905,42905,42905
44652,6348391,803 W ARMOUR ST,44652,44652,44652
25111,6348399,4724 CALIFORNIA AVE SW,25111,25111,25111
27047,6348409,7712 57TH AVE NE,27047,27047,27047
26655,6348428,114 REPUBLICAN ST,26655,26655,26655
27206,6348474,1420 5TH AVE,27206,27206,27206
27212,6348477,325 5TH AVE N,27212,27212,27212
27286,6348482,111 W HARRISON ST,27286,27286,27286
26091,6348489,518 N 72ND ST,26091,26091,26091
26648,6348501,5813 AIRPORT WAY S,26648,26648,26648
27281,6348513,110 UNION ST,27281,27281,27281
26862,6348521,2400 HARBOR AVE SW,26862,26862,26862
27153,6348526,401 N 130TH ST,27153,27153,27153
27196,6348528,830 4TH AVE S,27196,27196,27196
26794,6348534,1111 E MADISON ST,26794,26794,26794
24816,6348535,800 S CLOVERDALE ST,24816,24816,24816
26965,6348536,4736 45TH AVE SW,26965,26965,26965
46290,6348537,2302 NE 125TH ST,46290,46290,46290
66,6348539,5191 S SPENCER ST,66,66,66
26395,6348540,221 MINOR AVE N,26395,26395,26395
20290,6348541,221 MINOR AVE N,20290,20290,20290
25995,6348545,4328 BAKER AVE NW,25995,25995,25995
25740,6348552,1228 23RD AVE E,25740,25740,25740
20288,6348562,222 FAIRVIEW AVE N,20288,20288,20288
25843,6348584,2553 31ST AVE W,25843,25843,25843
26333,6348592,3007 BEACON AVE S,26333,26333,26333
49734,6348593,200 2ND AVE N,49734,49734,49734
27277,6348608,3212 PORTAGE BAY PL E,27277,27277,27277
27271,6348609,3212 PORTAGE BAY PL E,27271,27271,27271
22792,6348611,3000 WEBSTER POINT RD NE,22792,22792,22792
26589,6348613,14101 AURORA AVE N,26589,26589,26589
27276,6348614,1718 PALM AVE SW,27276,27276,27276
46792,6348615,3000 WEBSTER POINT RD NE,46792,46792,46792
26393,6348625,6710 GREENWOOD AVE N,26393,26393,26393
26496,6348629,6515 5TH AVE NE,26496,26496,26496
27269,6348656,10330 MERIDIAN AVE N,27269,27269,27269
27267,6348664,2401 UTAH AVE S,27267,27267,27267
26191,6348667,1427 4TH AVE,26191,26191,26191
27266,6348668,8809 2ND AVE NE,27266,27266,27266
26502,6348673,1732 N 122ND ST,26502,26502,26502
27255,6348677,704 TERRY AVE,27255,27255,27255
27173,6348681,2619 NW 97TH ST,27173,27173,27173
26784,6348682,2600 SW BARTON ST,26784,26784,26784
25533,6348684,7713 RAINIER AVE S,25533,25533,25533
27253,6348687,6701 6TH AVE S,27253,27253,27253
46100,6348690,116 11TH AVE E,46100,46100,46100
49339,6348697,6001 6TH AVE S,49339,49339,49339
27264,6348704,102 N 73RD ST,27264,27264,27264
25310,6348705,4123 MIDVALE AVE N,25310,25310,25310
25645,6348723,2918 1ST AVE S,25645,25645,25645
27243,6348734,2925 1ST AVE S,27243,27243,27243
49827,6348744,6411 SEAVIEW AVE NW,49827,49827,49827
26390,6348756,401 BROADWAY E,26390,26390,26390
27148,6348757,330 N 78TH ST,27148,27148,27148
27256,6348758,207 BOREN AVE N,27256,27256,27256
27259,6348760,901 3RD AVE,27259,27259,27259
26533,6348761,4541 S ORCAS ST,26533,26533,26533
26535,6348762,333 ELLIOTT AVE W,26535,26535,26535
27037,6348770,12600 STONE AVE N,27037,27037,27037
42863,6348775,5311 SHILSHOLE AVE NW,42863,42863,42863
23492,6348777,756 JOHN ST,23492,23492,23492
26474,6348781,330 NW 49TH ST,26474,26474,26474
27107,6348782,4058 S MYRTLE ST,27107,27107,27107
26425,6348783,1319 N 40TH ST,26425,26425,26425
26788,6348784,6734 40TH AVE S,26788,26788,26788
26484,6348785,5419 35TH AVE S,26484,26484,26484
26339,6348787,2551 38TH AVE W,26339,26339,26339
26909,6348812,1911 1ST AVE S,26909,26909,26909
27252,6348829,417 DENNY WAY,27252,27252,27252
42349,6348832,2818 FAIRVIEW AVE E,42349,42349,42349
20608,6348833,704 BELLEVUE AVE E,20608,20608,20608
49420,6348835,1229 MADISON ST,49420,49420,49420
27251,6348836,11627 1ST AVE NW,27251,27251,27251
26421,6348838,6026 45TH AVE SW,26421,26421,26421
26144,6348839,406 E REPUBLICAN ST,26144,26144,26144
27230,6348845,2021 E MERCER ST,27230,27230,27230
47269,6348846,816 3RD AVE,47269,47269,47269
26515,6348847,909 15TH AVE E,26515,26515,26515
27248,6348863,705 5TH AVE S,27248,27248,27248
26349,6348868,525 MINOR AVE N,26349,26349,26349
26303,6348869,7041 9TH AVE NW,26303,26303,26303
26159,6348870,202 WESTLAKE AVE N,26159,26159,26159
26215,6348871,6033 NE KELDEN PL,26215,26215,26215
27244,6348873,9011 8TH AVE NW,27244,27244,27244
27245,6348874,1220 HOWELL ST,27245,27245,27245
43268,6348875,6033 M L KING JR WAY S,43268,43268,43268
27207,6348876,2006 NW MARKET ST,27207,27207,27207
26110,6348878,202 WESTLAKE AVE N,26110,26110,26110
26902,6348879,3551 NE 88TH ST,26902,26902,26902
26619,6348881,3551 NE 88TH ST,26619,26619,26619
27239,6348893,1000 2ND AVE,27239,27239,27239
25702,6348895,7342 30TH AVE SW,25702,25702,25702
26252,6348914,5408 NE 54TH ST,26252,26252,26252
26259,6348924,12004 22ND AVE NE,26259,26259,26259
26538,6348927,3800 MONTLAKE BLVD NE,26538,26538,26538
27203,6348934,4055 8TH AVE NE,27203,27203,27203
23103,6348939,1724 17TH AVE,23103,23103,23103
26740,6348944,11 VINE ST,26740,26740,26740
26567,6348948,2728 NE 100TH ST,26567,26567,26567
27236,6348949,2347B MINOR AVE E,27236,27236,27236
27235,6348950,2347C MINOR AVE E,27235,27235,27235
26546,6348952,2347 MINOR AVE E,26546,26546,26546
26310,6348958,3800 S OTHELLO ST,26310,26310,26310
26001,6348961,202 13TH AVE E,26001,26001,26001
27233,6348991,324 NE 54TH ST,27233,27233,27233
27221,6348992,163 NW 70TH ST,27221,27221,27221
27232,6348998,4015 4TH AVE NE,27232,27232,27232
26140,6349004,1800 9TH AVE,26140,26140,26140
26141,6349008,1800 9TH AVE,26141,26141,26141
25883,6349014,4826 51ST AVE SW,25883,25883,25883
25231,6349016,6118 12TH AVE S,25231,25231,25231
26733,6349032,801 NW 42ND ST,26733,26733,26733
27165,6349033,1717 SUNSET AVE SW,27165,27165,27165
26718,6349038,500 1ST AVE S,26718,26718,26718
26759,6349045,3528 S FERDINAND ST,26759,26759,26759
26225,6349056,2404 S MCCLELLAN ST,26225,26225,26225
27222,6349058,345 BOREN AVE N,27222,27222,27222
26291,6349067,5621 5TH AVE NE,26291,26291,26291
26427,6349077,4102 51ST AVE NE,26427,26427,26427
26497,6349088,549 S DAWSON ST,26497,26497,26497
26442,6349092,600 PINE ST,26442,26442,26442
25480,6349096,5801 SAND POINT WAY NE,25480,25480,25480
27208,6349097,4111 36TH AVE NE,27208,27208,27208
49862,6349113,101 STEWART ST,49862,49862,49862
26562,6349114,2324 MAGNOLIA BLVD W,26562,26562,26562
25456,6349120,4008 34TH AVE W,25456,25456,25456
27191,6349145,1323 E PINE ST,27191,27191,27191
27190,6349146,1520 13TH AVE,27190,27190,27190
26319,6349153,600 PINE ST,26319,26319,26319
26223,6349162,6000 16TH AVE SW,26223,26223,26223
25638,6349184,2400 HARBOR AVE SW,25638,25638,25638
25639,6349185,2400 HARBOR AVE SW,25639,25639,25639
25618,6349186,2400 HARBOR AVE SW,25618,25618,25618
27199,6349190,9030 40TH AVE SW,27199,27199,27199
40798,6349191,2430B 43RD AVE E,40798,40798,40798
27087,6349194,549 S DAWSON ST,27087,27087,27087
27077,6349200,7338 17TH AVE SW,27077,27077,27077
27195,6349207,9262 RAINIER AVE S,27195,27195,27195
24861,6349208,800 S CLOVERDALE ST,24861,24861,24861
24904,6349209,11518 EXETER AVE NE,24904,24904,24904
50135,6349211,325 9TH AVE,50135,50135,50135
25815,6349227,605 5TH AVE S,25815,25815,25815
25523,6349230,1301 E YESLER WAY,25523,25523,25523
27053,6349236,700 BROADWAY E,27053,27053,27053
41155,6349237,4610 M L KING JR WAY S,41155,41155,41155
49755,6349238,1240 18TH AVE E,49755,49755,49755
27192,6349239,7107 58TH AVE NE,27192,27192,27192
27188,6349245,2050 NW 64TH ST,27188,27188,27188
27187,6349246,2048 NW 64TH ST,27187,27187,27187
27189,6349248,800 UNION ST,27189,27189,27189
27185,6349249,2048 NW 64TH ST,27185,27185,27185
27184,6349256,1818 8TH AVE W,27184,27184,27184
26479,6349272,3220 SW GENESEE ST,26479,26479,26479
45869,6349274,8738 RAINIER AVE S,45869,45869,45869
27182,6349279,1100 OLIVE WAY,27182,27182,27182
27176,6349285,5129 48TH AVE NE,27176,27176,27176
27174,6349288,700 FAIRVIEW AVE N,27174,27174,27174
25531,6349289,10004 AURORA AVE N,25531,25531,25531
27140,6349291,6534 4TH AVE NW,27140,27140,27140
26290,6349296,8354 17TH AVE NW,26290,26290,26290
44641,6349301,3903 EASTERN AVE N,44641,44641,44641
27179,6349302,101 STEWART ST,27179,27179,27179
21794,6349308,2031 7TH AVE,21794,21794,21794
27170,6349315,700 BROADWAY E,27170,27170,27170
40689,6349316,3409 13TH AVE W,40689,40689,40689
27024,6349317,13740 19TH AVE NE,27024,27024,27024
25440,6349357,6301 WOODLAWN AVE N,25440,25440,25440
27172,6349359,1546 PALM AVE SW,27172,27172,27172
25797,6349360,3105 NE 81ST ST,25797,25797,25797
26037,6349365,7502 LATONA AVE NE,26037,26037,26037
27070,6349367,94 PIKE ST,27070,27070,27070
27075,6349369,1522 N 107TH ST,27075,27075,27075
24974,6349380,6000 6TH AVE S,24974,24974,24974
25686,6349388,725B 17TH AVE,25686,25686,25686
27169,6349392,2132 3RD AVE,27169,27169,27169
24734,6349394,1019 NE 96TH ST,24734,24734,24734
26833,6349396,2638 38TH AVE W,26833,26833,26833
22868,6349409,3022 NW 71ST ST,22868,22868,22868
26298,6349414,2624 WARREN AVE N,26298,26298,26298
24064,6349419,6300 EAST GREEN LAKE WAY N,24064,24064,24064
27167,6349420,2004 DEXTER AVE N,27167,27167,27167
27166,6349424,2004 DEXTER AVE N,27166,27166,27166
21872,6349431,714 28TH AVE S,21872,21872,21872
26735,6349433,1959 NE PACIFIC ST,26735,26735,26735
26358,6349443,1017 E HARRISON ST,26358,26358,26358
27086,6349454,1123 24TH AVE S,27086,27086,27086
48168,6349464,612 STEWART ST,48168,48168,48168
24821,6349467,4209 INTERLAKE AVE N,24821,24821,24821
27157,6349484,4257 9TH AVE NE,27157,27157,27157
27019,6349485,3101 17TH AVE S,27019,27019,27019
27156,6349496,2825 MOUNT ST HELENS PL S,27156,27156,27156
26732,6349497,1012 NE 55TH ST,26732,26732,26732
27154,6349499,3020 44TH AVE SW,27154,27154,27154
26656,6349502,1703 36TH AVE S,26656,26656,26656
43514,6349503,13216 42ND AVE NE,43514,43514,43514
25830,6349505,2212 NW 63RD ST,25830,25830,25830
26708,6349506,5964 6TH AVE S,26708,26708,26708
25292,6349513,3521 SW TRENTON ST,25292,25292,25292
26224,6349525,5148 S DIRECTOR ST,26224,26224,26224
21529,6349526,201 WESTLAKE AVE N,21529,21529,21529
24242,6349527,3717 SW 100TH ST,24242,24242,24242
23118,6349532,7707 RENTON AVE S,23118,23118,23118
27132,6349538,7322 21ST AVE NE,27132,27132,27132
26320,6349541,6017 19TH AVE S,26320,26320,26320
12552,6349547,2021 7TH AVE,12552,12552,12552
27147,6349559,1728 45TH AVE SW,27147,27147,27147
26920,6349565,2360 43RD AVE E,26920,26920,26920
27101,6349575,13212 42ND AVE NE,27101,27101,27101
27100,6349576,13216 42ND AVE NE,27100,27100,27100
27099,6349577,13218 42ND AVE NE,27099,27099,27099
46902,6349578,625 BOREN AVE N,46902,46902,46902
27145,6349580,9800 4TH AVE NE,27145,27145,27145
47962,6349584,6000 45TH AVE NE,47962,47962,47962
23366,6349585,13214 42ND AVE NE,23366,23366,23366
26230,6349591,417 N 50TH ST,26230,26230,26230
27085,6349596,1300 N 97TH ST,27085,27085,27085
40342,6349598,630 WESTLAKE AVE N,40342,40342,40342
20054,6349605,204 PINE ST,20054,20054,20054
27142,6349606,508 N 103RD ST,27142,27142,27142
25705,6349614,7338 39TH AVE NE,25705,25705,25705
48967,6349634,630 BOREN AVE N,48967,48967,48967
27137,6349635,10808 27TH AVE NE,27137,27137,27137
41258,6349637,609 FAIRVIEW AVE N,41258,41258,41258
27128,6349642,4131 BEACH DR SW,27128,27128,27128
27009,6349658,7323 SAND POINT WAY NE,27009,27009,27009
27032,6349660,134 26TH AVE E,27032,27032,27032
26367,6349665,7529 SUNNYSIDE AVE N,26367,26367,26367
40649,6349667,8619R DALLAS AVE S,40649,40649,40649
27134,6349672,3026 SW AVALON WAY,27134,27134,27134
26360,6349677,2307 19TH AVE S,26360,26360,26360
26138,6349681,104 S HORTON ST,26138,26138,26138
26238,6349684,4404 RENTON AVE S,26238,26238,26238
26185,6349697,3837 26TH AVE W,26185,26185,26185
27127,6349718,1225 NW 119TH ST,27127,27127,27127
27126,6349721,6728 4TH AVE NW,27126,27126,27126
27125,6349760,2500 SW BARTON ST,27125,27125,27125
49128,6349764,500 UNION ST,49128,49128,49128
26280,6349771,5719 S BANGOR ST,26280,26280,26280
26681,6349772,3512 NE 97TH ST,26681,26681,26681
27124,6349773,4712 25TH AVE SW,27124,27124,27124
26905,6349776,3250 42ND AVE W,26905,26905,26905
27123,6349783,202 W PROSPECT ST,27123,27123,27123
27103,6349790,124 27TH AVE E,27103,27103,27103
27104,6349791,120 27TH AVE E,27104,27104,27104
27118,6349797,325 9TH AVE,27118,27118,27118
27122,6349807,900 UNIVERSITY ST,27122,27122,27122
26416,6349833,81 UNIVERSITY ST,26416,26416,26416
27115,6349853,706 N 87TH ST,27115,27115,27115
25973,6349863,7721 15TH AVE NW,25973,25973,25973
27112,6349869,2112 6TH AVE W,27112,27112,27112
25727,6349881,321 NE 56TH ST,25727,25727,25727
27108,6349888,2608 10TH AVE E,27108,27108,27108
25517,6349891,10361 15TH AVE NW,25517,25517,25517
26802,6349894,4701 WOODLAND PARK AVE N,26802,26802,26802
26326,6349897,2501 N NORTHLAKE WAY,26326,26326,26326
26100,6349900,5534 26TH AVE NE,26100,26100,26100
26153,6350019,3808 43RD AVE NE,26153,26153,26153
26212,6350025,901 JAMES ST,26212,26212,26212
27096,6350032,1113 6TH AVE,27096,27096,27096
27093,6350046,3915 42ND AVE SW,27093,27093,27093
26323,6350048,1506 NW 63RD ST,26323,26323,26323
26248,6350050,1510 NW 63RD ST,26248,26248,26248
27092,6350067,353 NW 74TH ST,27092,27092,27092
27091,6350075,1100 DEXTER AVE N,27091,27091,27091
27090,6350078,1111 3RD AVE,27090,27090,27090
24810,6350089,1216 22ND AVE E,24810,24810,24810
22566,6350096,2710 E SPRING ST,22566,22566,22566
26776,6350099,507 NE NORTHGATE WAY,26776,26776,26776
27089,6350103,923 N 101ST ST,27089,27089,27089
46958,6350107,9526 LAKE SHORE BLVD NE,46958,46958,46958
27088,6350109,1260 MERCER ST,27088,27088,27088
25708,6350118,2912 NW ESPLANADE,25708,25708,25708
25328,6350131,1631 CALIFORNIA AVE SW,25328,25328,25328
27084,6350135,12730 9TH AVE NW,27084,27084,27084
27079,6350143,666 NE 42ND ST,27079,27079,27079
27083,6350145,1100 OLIVE WAY,27083,27083,27083
27081,6350153,2116 1ST AVE W,27081,27081,27081
27080,6350154,2558 7TH AVE W,27080,27080,27080
27082,6350155,5570 15TH AVE S,27082,27082,27082
24611,6350168,4114 51ST AVE S,24611,24611,24611
25906,6350175,933 16TH AVE,25906,25906,25906
25302,6350181,6046 44TH AVE SW,25302,25302,25302
27068,6350230,4402 38TH AVE SW,27068,27068,27068
21869,6350232,3608 1ST AVE NW,21869,21869,21869
27067,6350236,6206 21ST AVE NE,27067,27067,27067
26221,6350239,3506 STONE WAY N,26221,26221,26221
26568,6350246,6900 WEEDIN PL NE,26568,26568,26568
26329,6350253,5062 9TH AVE NE,26329,26329,26329
48709,6350258,619 E PINE ST,48709,48709,48709
26246,6350259,4500 NE 75TH ST,26246,26246,26246
47077,6350272,901 W MCGRAW ST,47077,47077,47077
26815,6350276,5704 KENWOOD PL N,26815,26815,26815
26929,6350277,600 24TH AVE E,26929,26929,26929
26197,6350280,700 5TH AVE,26197,26197,26197
26863,6350284,7806 AURORA AVE N,26863,26863,26863
27065,6350286,1260 MERCER ST,27065,27065,27065
25935,6350295,2635 NE VILLAGE LN,25935,25935,25935
47140,6350298,2441 43RD AVE W,47140,47140,47140
25290,6350304,2340 12TH AVE E,25290,25290,25290
26677,6350305,8832 9TH AVE NW,26677,26677,26677
26060,6350308,3308 S JUDKINS ST,26060,26060,26060
27060,6350315,1007 NW 65TH ST,27060,27060,27060
26683,6350321,8920 SAND POINT WAY NE,26683,26683,26683
27059,6350330,9055 20TH AVE SW,27059,27059,27059
27058,6350331,9051 20TH AVE SW,27058,27058,27058
40864,6350333,5717 SW HINDS ST,40864,40864,40864
25519,6350343,8737 FAUNTLEE CREST SW,25519,25519,25519
25411,6350344,2360 W COMMODORE WAY,25411,25411,25411
24971,6350346,7119 36TH AVE SW,24971,24971,24971
8293,6350347,2725 YALE TER E,8293,8293,8293
27055,6350353,7506 32ND AVE NW,27055,27055,27055
26537,6350354,1901 NE 135TH ST,26537,26537,26537
27054,6350357,1111 3RD AVE,27054,27054,27054
26276,6350364,2360 W COMMODORE WAY,26276,26276,26276
26602,6350377,1032 6TH AVE S,26602,26602,26602
49642,6350385,9709 3RD AVE NE,49642,49642,49642
26967,6350386,6560 HIGH POINT DR SW,26967,26967,26967
26338,6350402,300 E PIKE ST,26338,26338,26338
46201,6350418,220 NW 143RD ST,46201,46201,46201
26772,6350425,101 NE NORTHLAKE WAY,26772,26772,26772
27017,6350426,711 2ND AVE,27017,27017,27017
27048,6350430,711 2ND AVE,27048,27048,27048
27045,6350436,1313 4TH AVE W,27045,27045,27045
27046,6350438,6257 43RD AVE NE,27046,27046,27046
26469,6350443,1518 1ST AVE S,26469,26469,26469
24624,6350446,7527 33RD AVE NE,24624,24624,24624
27043,6350449,7014 BROOKLYN AVE NE,27043,27043,27043
26201,6350453,6808 PHINNEY AVE N,26201,26201,26201
42239,6350460,917 NW 51ST ST,42239,42239,42239
25852,6350471,4536 16TH AVE NE,25852,25852,25852
