id,Application Permit,Address,Location_id,Project_Information_id,Application_Information_id
44060,6182529,4729 36TH AVE S,44060,44060,44060
44059,6182530,4729 36TH AVE S,44059,44059,44059
37586,6182541,1530 15TH AVE E,37586,37586,37586
38715,6182565,12741 30TH AVE NE,38715,38715,38715
43428,6182599,500 S MYRTLE ST,43428,43428,43428
46684,6182601,5209 EAST MARGINAL WAY S,46684,46684,46684
38759,6182636,4555 ROOSEVELT WAY NE,38759,38759,38759
49347,6182654,6827 34TH AVE NW,49347,49347,49347
38799,6182679,1313 CALIFORNIA AVE SW,38799,38799,38799
38762,6182719,8511 15TH AVE NE,38762,38762,38762
44654,6182738,4222 LATONA AVE NE,44654,44654,44654
38794,6182898,10016 51ST AVE SW,38794,38794,38794
38760,6182937,7535 14TH AVE NE,38760,38760,38760
42195,6182978,2114 47TH AVE SW,42195,42195,42195
38673,6182990,3517 W DRAVUS ST,38673,38673,38673
42372,6183077,5913 BEACH DR SW,42372,42372,42372
32625,6183107,103 HIGHLAND DR,32625,32625,32625
42709,6183112,1520 13TH AVE S,42709,42709,42709
42370,6183140,3810 S ANGEL PL,42370,42370,42370
42058,6183144,218 32ND AVE E,42058,42058,42058
33637,6183172,1977 PERKINS LN W,33637,33637,33637
38789,6183177,4905 NE 65TH ST,38789,38789,38789
43511,6183182,7216 LINDEN AVE N,43511,43511,43511
38788,6183185,1132 N 76TH ST,38788,38788,38788
44676,6183190,1514 NE 137TH ST,44676,44676,44676
47578,6183191,821 HILLSIDE DR E,47578,47578,47578
48900,6183225,6732 CARLETON AVE S,48900,48900,48900
44738,6183253,3303 NE 118TH ST,44738,44738,44738
42063,6183299,3218 PORTAGE BAY PL E,42063,42063,42063
44124,6183364,425 WESTLAKE AVE N,44124,44124,44124
46662,6183404,2807 S HANFORD ST,46662,46662,46662
44594,6183405,6215 37TH AVE NW,44594,44594,44594
49646,6183442,6559 35TH AVE NE,49646,49646,49646
47453,6183483,3915 SW ARROYO DR,47453,47453,47453
37024,6183528,5323 BALLARD AVE NW,37024,37024,37024
38731,6183598,624 YALE AVE N,38731,38731,38731
38624,6183599,624 YALE AVE N,38624,38624,38624
38732,6183600,505 YALE AVE N,38732,38732,38732
38623,6183601,505 YALE AVE N,38623,38623,38623
49834,6183616,500 WALL ST,49834,49834,49834
27740,6183686,11523 EXETER AVE NE,27740,27740,27740
43253,6183692,10724 EXETER AVE NE,43253,43253,43253
48732,6183704,6516 42ND AVE S,48732,48732,48732
49215,6183706,528 18TH AVE,49215,49215,49215
41820,6183747,5750 27TH AVE NE,41820,41820,41820
31233,6183749,1825 QUEEN ANNE AVE N,31233,31233,31233
38682,6183751,734 N 127TH ST,38682,38682,38682
44955,6183765,505 YALE AVE N,44955,44955,44955
49895,6183772,2001 W GARFIELD ST,49895,49895,49895
45667,6183790,5944 47TH AVE S,45667,45667,45667
46094,6183793,401 NE NORTHLAKE WAY,46094,46094,46094
41583,6183854,1431 2ND AVE N,41583,41583,41583
27688,6183866,7114 M L KING JR WAY S,27688,27688,27688
38513,6183871,4201 16TH AVE SW,38513,38513,38513
47932,6183875,1448 21ST AVE,47932,47932,47932
38781,6183887,3650 COURTLAND PL S,38781,38781,38781
38780,6183889,3650 COURTLAND PL S,38780,38780,38780
42705,6183897,7530 28TH AVE NW,42705,42705,42705
49288,6183922,1201 ALASKAN WAY,49288,49288,49288
47468,6183931,2553 S GRAHAM ST,47468,47468,47468
45190,6183934,8707 29TH AVE NW,45190,45190,45190
38709,6183982,13439 GREENWOOD AVE N,38709,38709,38709
49226,6183984,401 LENORA ST,49226,49226,49226
38703,6183988,1414 26TH AVE E,38703,38703,38703
46777,6184016,3443 THORNDYKE AVE W,46777,46777,46777
32346,6184033,330 NW 75TH ST,32346,32346,32346
38776,6184104,320 NW 137TH ST,38776,38776,38776
42223,6184111,9025 42ND AVE NE,42223,42223,42223
41676,6184124,4048 32ND AVE W,41676,41676,41676
48369,6184132,1424 4TH AVE,48369,48369,48369
50032,6184142,1730 MINOR AVE,50032,50032,50032
45876,6184149,4233 MERIDIAN AVE N,45876,45876,45876
42205,6184225,1261 ALASKAN WAY,42205,42205,42205
49893,6184228,2001 W GARFIELD ST,49893,49893,49893
48978,6184269,1900 8TH AVE,48978,48978,48978
42843,6184311,13128 PALATINE AVE N,42843,42843,42843
33135,6184360,1301 ALASKAN WAY,33135,33135,33135
22126,6184361,3510 BEACH DR SW,22126,22126,22126
50150,6184367,2400 11TH AVE SW,50150,50150,50150
38771,6184397,4515 S TRENTON ST,38771,38771,38771
43731,6184408,12313 35TH AVE NE,43731,43731,43731
38768,6184447,309 NW 41ST ST,38768,38768,38768
38767,6184448,309 NW 41ST ST,38767,38767,38767
38639,6184510,3810 SW ADMIRAL WAY,38639,38639,38639
38643,6184553,2040 E MADISON ST,38643,38643,38643
38764,6184572,9574 LAKE SHORE BLVD NE,38764,38764,38764
44125,6184653,425 WESTLAKE AVE N,44125,44125,44125
9906,6184668,419 RANDOLPH AVE,9906,9906,9906
41682,6184698,6731 ALONZO AVE NW,41682,41682,41682
43599,6184707,2416 DEXTER AVE N,43599,43599,43599
38699,6184728,6733B ALONZO AVE NW,38699,38699,38699
47675,6184754,5427 SW JACOBSEN RD,47675,47675,47675
38641,6184772,2112 3RD AVE,38641,38641,38641
47528,6184857,512 S CONCORD ST,47528,47528,47528
50346,6184898,,50346,50346,50346
42304,6184911,17 S MASSACHUSETTS ST,42304,42304,42304
38602,6184965,2215 S ORCAS ST,38602,38602,38602
47754,6184966,2400 3RD AVE,47754,47754,47754
44950,6184970,2015 E CRESCENT DR,44950,44950,44950
38595,6184983,600 S BRANDON ST,38595,38595,38595
46123,6184999,11262 RIVIERA PL NE,46123,46123,46123
49111,6185019,6115 BEACON AVE S,49111,49111,49111
33274,6185061,3091 S HUDSON ST,33274,33274,33274
41656,6185069,720 8TH AVE S,41656,41656,41656
45174,6185131,11715 15TH AVE NE,45174,45174,45174
38736,6185149,14027 LAKE CITY WAY NE,38736,38736,38736
41648,6185184,2610 1ST AVE W,41648,41648,41648
42419,6185186,7554 BROOKLYN AVE NE,42419,42419,42419
46872,6185194,333 ELLIOTT AVE W,46872,46872,46872
44770,6185199,11551 34TH AVE NE,44770,44770,44770
46464,6185220,1900 S JACKSON ST,46464,46464,46464
42250,6185229,4130 13TH AVE S,42250,42250,42250
49268,6185230,3601 FREMONT AVE N,49268,49268,49268
41827,6185293,11 W ARMOUR ST,41827,41827,41827
44629,6185309,1080 W EWING PL,44629,44629,44629
42151,6185319,707 20TH AVE,42151,42151,42151
46032,6185357,13100 STONE AVE N,46032,46032,46032
38717,6185377,2107 BONAIR DR SW,38717,38717,38717
47831,6185413,5225 EAST MARGINAL WAY S,47831,47831,47831
48996,6185424,5517 SEAVIEW AVE NW,48996,48996,48996
38134,6185436,708 6TH AVE N,38134,38134,38134
42507,6185448,5132 CLOVERDALE PL S,42507,42507,42507
38756,6185516,250 E ROANOKE ST,38756,38756,38756
38747,6185521,1404 NE 85TH ST,38747,38747,38747
38748,6185531,1452 NE 85TH ST,38748,38748,38748
38754,6185532,1454 NE 85TH ST,38754,38754,38754
38749,6185533,1456 NE 85TH ST,38749,38749,38749
38750,6185534,1436 NE 85TH ST,38750,38750,38750
38751,6185535,1432 NE 85TH ST,38751,38751,38751
38752,6185536,1424 NE 85TH ST,38752,38752,38752
38753,6185537,1412 NE 85TH ST,38753,38753,38753
50344,6185623,,50344,50344,50344
46233,6185711,5421 M L KING JR WAY S,46233,46233,46233
48871,6185719,2501 N NORTHLAKE WAY,48871,48871,48871
38735,6185734,4337 SW FLETCHER ST,38735,38735,38735
42650,6185744,407 7TH AVE S,42650,42650,42650
38716,6185773,1900 8TH AVE,38716,38716,38716
48977,6185774,1900 8TH AVE,48977,48977,48977
45775,6185821,9848 51ST AVE SW,45775,45775,45775
37776,6185824,4523 1ST AVE NW,37776,37776,37776
41748,6185832,4432 23RD AVE SW,41748,41748,41748
43281,6185842,14027 LAKE CITY WAY NE,43281,43281,43281
38738,6185934,3806 22ND AVE SW,38738,38738,38738
38739,6185935,3808 22ND AVE SW,38739,38739,38739
38740,6185936,3810 22ND AVE SW,38740,38740,38740
38743,6185937,3812 22ND AVE SW,38743,38743,38743
38742,6185938,3814 22ND AVE SW,38742,38742,38742
38741,6185939,3820 22ND AVE SW,38741,38741,38741
38745,6185946,3816 22ND AVE SW,38745,38745,38745
38744,6185947,3820 22ND AVE SW,38744,38744,38744
43785,6185954,1980 HARVARD AVE E,43785,43785,43785
44695,6186001,255 E HOWE ST,44695,44695,44695
38723,6186024,1165 EASTLAKE AVE E,38723,38723,38723
41764,6186081,6104 28TH AVE S,41764,41764,41764
48966,6186093,2622 CALIFORNIA AVE SW,48966,48966,48966
45566,6186130,109 30TH AVE,45566,45566,45566
45149,6186153,2415 MONTAVISTA PL W,45149,45149,45149
38718,6186264,1913 13TH AVE W,38718,38718,38718
41855,6186265,170 20TH AVE,41855,41855,41855
38663,6186294,700 5TH AVE,38663,38663,38663
43454,6186326,3201 PERKINS LN W,43454,43454,43454
43655,6186331,2220 FAIRVIEW AVE E,43655,43655,43655
21614,6186341,1116 14TH AVE,21614,21614,21614
38734,6186352,4505 33RD AVE W,38734,38734,38734
48669,6186374,1201 WESTERN AVE,48669,48669,48669
29959,6186434,5020 CALIFORNIA AVE SW,29959,29959,29959
46523,6186435,2300 ARBORETUM DR E,46523,46523,46523
46017,6186484,601 QUEEN ANNE AVE N,46017,46017,46017
48985,6186553,1401 BROADWAY,48985,48985,48985
50128,6186698,2101 4TH AVE,50128,50128,50128
47803,6186701,5950 26TH AVE SW,47803,47803,47803
45039,6186702,621 W EMERSON ST,45039,45039,45039
44596,6186714,6710 PALATINE AVE N,44596,44596,44596
43256,6186755,7919 8TH AVE S,43256,43256,43256
41717,6186808,6670 NE 60TH ST,41717,41717,41717
45971,6186816,4025 13TH AVE W,45971,45971,45971
38728,6186820,2056 MCGILVRA BLVD E,38728,38728,38728
34239,6186894,1621 24TH AVE,34239,34239,34239
46012,6186936,124 TERRY AVE N,46012,46012,46012
38670,6186991,5149 S WILLOW ST,38670,38670,38670
38727,6187074,2175 SUNSET AVE SW,38727,38727,38727
49289,6187124,1201 ALASKAN WAY,49289,49289,49289
47020,6187132,3939 NE SURBER DR,47020,47020,47020
44042,6187156,11702 LAKESIDE AVE NE,44042,44042,44042
44685,6187165,501 S LUCILE ST,44685,44685,44685
38567,6187180,516 W DRAVUS ST,38567,38567,38567
48352,6187195,528 17TH AVE,48352,48352,48352
31745,6187213,3617 1ST AVE NW,31745,31745,31745
38726,6187259,5421 49TH AVE SW,38726,38726,38726
37515,6187267,4512 S KENNY ST,37515,37515,37515
38693,6187303,666 S DEARBORN ST,38693,38693,38693
38616,6187327,9015 CECIL AVE S,38616,38616,38616
38446,6187346,3429 15TH AVE S,38446,38446,38446
48441,6187366,1927 BROOK AVE SW,48441,48441,48441
48420,6187370,1028 1ST AVE S,48420,48420,48420
49080,6187375,7020 18TH AVE SW,49080,49080,49080
41720,6187377,1361 33RD AVE S,41720,41720,41720
37555,6187412,1645 21ST AVE E,37555,37555,37555
13207,6187418,2829 NW 94TH ST,13207,13207,13207
38634,6187542,1326 5TH AVE,38634,38634,38634
48300,6187564,8445 RAINIER AVE S,48300,48300,48300
38721,6187583,2512 EVERETT AVE E,38721,38721,38721
37879,6187619,6733 HOLLY PL SW,37879,37879,37879
45169,6187627,5033 1ST AVE S,45169,45169,45169
49522,6187678,800 ALOHA ST,49522,49522,49522
46116,6187685,2800 M L KING JR WAY S,46116,46116,46116
42825,6187766,5226 SW FOREST ST,42825,42825,42825
46353,6187780,340 NW 137TH ST,46353,46353,46353
47853,6187815,844 NE 78TH ST,47853,47853,47853
48589,6187819,1165 EASTLAKE AVE E,48589,48589,48589
48588,6187820,1165 EASTLAKE AVE E,48588,48588,48588
38719,6187829,11502 6TH AVE NW,38719,38719,38719
42621,6187847,1357 33RD AVE S,42621,42621,42621
41329,6187848,4216 MEMORIAL WAY NE,41329,41329,41329
41837,6187900,1360 32ND AVE S,41837,41837,41837
41786,6187902,4322 DENSMORE AVE N,41786,41786,41786
46177,6188000,1718 3RD AVE N,46177,46177,46177
50103,6188002,174 ROY ST,50103,50103,50103
38330,6188134,1502 NW 50TH ST,38330,38330,38330
45973,6188149,1800 TERRY AVE,45973,45973,45973
23022,6188195,851 RAINIER AVE S,23022,23022,23022
49944,6188203,600 BROADWAY,49944,49944,49944
41795,6188204,3199S ALKI AVE SW,41795,41795,41795
38458,6188217,325 25TH AVE E,38458,38458,38458
41616,6188224,8827 24TH AVE SW,41616,41616,41616
41597,6188243,1757 NW 60TH ST,41597,41597,41597
49722,6188264,901 FAIRVIEW AVE N,49722,49722,49722
38713,6188309,12741 30TH AVE NE,38713,38713,38713
47282,6188316,2335 YALE AVE E,47282,47282,47282
45520,6188355,4149 BEACH DR SW,45520,45520,45520
38710,6188363,13439 GREENWOOD AVE N,38710,38710,38710
42778,6188375,4500 15TH AVE NE,42778,42778,42778
24786,6188401,8655 FAUNTLEROY WAY SW,24786,24786,24786
35481,6188438,10215 GREENWOOD AVE N,35481,35481,35481
38707,6188439,2118 10TH AVE W,38707,38707,38707
38708,6188445,2116 10TH AVE W,38708,38708,38708
50431,6188538,1915 1ST AVE W,50431,50431,50431
43241,6188563,128 NE 57TH ST,43241,43241,43241
41618,6188567,4834 15TH AVE S,41618,41618,41618
49130,6188583,3262 CALIFORNIA AVE SW,49130,49130,49130
48616,6188627,9300 46TH AVE S,48616,48616,48616
38569,6188630,1001 3RD AVE W,38569,38569,38569
38542,6188641,1332 35TH AVE S,38542,38542,38542
41593,6188643,910 13TH AVE,41593,41593,41593
49843,6188654,323 26TH AVE,49843,49843,49843
48919,6188691,1700 17TH AVE E,48919,48919,48919
46926,6188756,2808 FAIRVIEW AVE E,46926,46926,46926
42088,6188789,1024 MADISON ST,42088,42088,42088
47196,6188801,4140 SW ROSE ST,47196,47196,47196
38701,6188832,1400 E SPRUCE ST,38701,38701,38701
42676,6188847,3211 29TH AVE W,42676,42676,42676
43350,6188962,6536 42ND AVE SW,43350,43350,43350
38650,6189102,2910 1ST AVE N,38650,38650,38650
45950,6189103,5767 S OAKLAWN PL,45950,45950,45950
38671,6189160,153 N 84TH ST,38671,38671,38671
45344,6189163,2822 4TH AVE W,45344,45344,45344
38679,6189220,2217 3RD AVE,38679,38679,38679
41634,6189221,9132 MATTHEWS AVE NE,41634,41634,41634
43687,6189223,4332 S BENNETT ST,43687,43687,43687
34487,6189224,4332 S BENNETT ST,34487,34487,34487
49705,6189232,2327 2ND AVE,49705,49705,49705
47449,6189234,5975 EAST MARGINAL WAY S,47449,47449,47449
48455,6189262,13002 RIVIERA PL NE,48455,48455,48455
48943,6189273,4200 AIRPORT WAY S,48943,48943,48943
38700,6189274,6733A ALONZO AVE NW,38700,38700,38700
41803,6189275,6733 ALONZO AVE NW,41803,41803,41803
49634,6189283,2118 E OLIVE ST,49634,49634,49634
47203,6189319,1526 LAKESIDE AVE S,47203,47203,47203
44592,6189337,1829 S LANE ST,44592,44592,44592
38625,6189370,1040 LAKEVIEW BLVD E,38625,38625,38625
41859,6189480,7324 EARL AVE NW,41859,41859,41859
30813,6189522,6722 7TH AVE NW,30813,30813,30813
38697,6189525,2701 S CHARLESTOWN ST,38697,38697,38697
30387,6189533,1806 23RD AVE,30387,30387,30387
38696,6189544,2709 S CHARLESTOWN ST,38696,38696,38696
42390,6189566,212 26TH AVE E,42390,42390,42390
41253,6189593,923 NW 50TH ST,41253,41253,41253
44327,6189610,157 12TH AVE,44327,44327,44327
48060,6189611,4437 34TH AVE S,48060,48060,48060
44328,6189612,159 12TH AVE,44328,44328,44328
44507,6189639,115 S LUCILE ST,44507,44507,44507
33569,6189666,736 N 91ST ST,33569,33569,33569
41207,6189684,1506 NW 62ND ST,41207,41207,41207
48682,6189714,910 SW SPOKANE ST,48682,48682,48682
46800,6189755,2546 DEXTER AVE N,46800,46800,46800
50127,6189757,2101 4TH AVE,50127,50127,50127
41716,6189769,3216 NW ESPLANADE,41716,41716,41716
49767,6189795,6020 WEST MARGINAL WAY SW,49767,49767,49767
44979,6189842,9014 30TH AVE NW,44979,44979,44979
47130,6189856,404 N 85TH ST,47130,47130,47130
38691,6189872,8109 6TH AVE SW,38691,38691,38691
49214,6189874,1145 BROADWAY,49214,49214,49214
38438,6189879,4138 SW WEBSTER ST,38438,38438,38438
43158,6189892,1024 S TRENTON ST,43158,43158,43158
38689,6189904,9554 44TH AVE NE,38689,38689,38689
38684,6189906,507 NE NORTHGATE WAY,38684,38684,38684
38619,6190018,5900 AIRPORT WAY S,38619,38619,38619
38686,6190201,100 4TH AVE N,38686,38686,38686
46378,6190223,6720 EAST GREEN LAKE WAY N,46378,46378,46378
45540,6190252,9228 39TH AVE S,45540,45540,45540
38659,6190268,5200 ROOSEVELT WAY NE,38659,38659,38659
49095,6190288,720 3RD AVE,49095,49095,49095
41620,6190331,1403 ALASKAN WAY,41620,41620,41620
43738,6190417,5214 40TH AVE W,43738,43738,43738
49150,6190447,922 MCGILVRA BLVD E,49150,49150,49150
38669,6190462,589 OCCIDENTAL AVE S,38669,38669,38669
45462,6190483,2311 E JOHN ST,45462,45462,45462
46446,6190491,315 W COMSTOCK ST,46446,46446,46446
49776,6190539,2553 21ST AVE W,49776,49776,49776
38496,6190561,8014 INTERLAKE AVE N,38496,38496,38496
38678,6190694,3834 26TH AVE W,38678,38678,38678
38676,6190715,2311 22ND AVE S,38676,38676,38676
45409,6190720,4401 11TH AVE NW,45409,45409,45409
38675,6190724,3808 NE 85TH ST,38675,38675,38675
44207,6190944,1816 NE 55TH ST,44207,44207,44207
42348,6190946,5756 ASHWORTH AVE N,42348,42348,42348
49619,6191038,3701 S NORFOLK ST,49619,49619,49619
38474,6191068,1551 10TH AVE E,38474,38474,38474
49789,6191138,555 16TH AVE,49789,49789,49789
34585,6191153,3700 SW ADMIRAL WAY,34585,34585,34585
38668,6191310,5149 S WILLOW ST,38668,38668,38668
48289,6191415,2756 NE 45TH ST,48289,48289,48289
21815,6191419,4435 35TH AVE SW,21815,21815,21815
34867,6191444,2601 NE 46TH ST,34867,34867,34867
50253,6191466,1600 7TH AVE,50253,50253,50253
49829,6191518,3092 ALKI AVE SW,49829,49829,49829
49766,6191581,6020 WEST MARGINAL WAY SW,49766,49766,49766
38558,6191689,2908 S JACKSON ST,38558,38558,38558
41923,6191691,3206 S HUDSON ST,41923,41923,41923
38612,6191707,6539 6TH AVE NW,38612,38612,38612
38664,6191731,14424 GREENWOOD AVE N,38664,38664,38664
41963,6191763,403 14TH AVE E,41963,41963,41963
38630,6191805,2515 34TH AVE S,38630,38630,38630
41302,6191809,4182 EAST STEVENS WAY NE,41302,41302,41302
21672,6191843,1760 NW 56TH ST,21672,21672,21672
38534,6191845,4915 25TH AVE NE,38534,38534,38534
46119,6191867,10728 RIVIERA PL NE,46119,46119,46119
10516,6191870,1618 E CALHOUN ST,10516,10516,10516
46655,6191901,3047 W GALER ST,46655,46655,46655
38667,6191907,2401 34TH AVE W,38667,38667,38667
50345,6191939,,50345,50345,50345
46127,6191949,11538 RIVIERA PL NE,46127,46127,46127
49731,6192000,1201 ALASKAN WAY S,49731,49731,49731
46131,6192029,12716 RIVIERA PL NE,46131,46131,46131
43597,6192030,13760 RIVIERA PL NE,43597,43597,43597
48049,6192045,13702 RIVIERA PL NE,48049,48049,48049
44673,6192047,13764 RIVIERA PL NE,44673,44673,44673
41881,6192051,2492 CRESTMONT PL W,41881,41881,41881
38604,6192130,3231 PERKINS LN W,38604,38604,38604
38662,6192131,2200 4TH AVE S,38662,38662,38662
38572,6192154,1415 5TH AVE,38572,38572,38572
41100,6192166,525 S FRONT ST,41100,41100,41100
48608,6192167,300 E PINE ST,48608,48608,48608
38220,6192182,701 S ORCHARD ST,38220,38220,38220
38553,6192183,6646 CORSON AVE S,38553,38553,38553
45087,6192204,4111 BEACH DR SW,45087,45087,45087
37384,6192243,3727 BELVIDERE AVE SW,37384,37384,37384
41301,6192268,723 35TH AVE,41301,41301,41301
41863,6192355,2721 MAYFAIR AVE N,41863,41863,41863
37714,6192424,2221 3RD AVE,37714,37714,37714
38439,6192430,5984 26TH AVE SW,38439,38439,38439
49389,6192433,206 1ST AVE S,49389,49389,49389
38541,6192434,12531 30TH AVE NE,38541,38541,38541
38578,6192499,7107 WOODLAWN AVE NE,38578,38578,38578
38485,6192530,4738 22ND AVE NE,38485,38485,38485
47599,6192568,631 NW 114TH PL,47599,47599,47599
41149,6192660,1001S ALASKAN WAY S,41149,41149,41149
27297,6192680,7814 8TH AVE S,27297,27297,27297
41916,6192685,3212 CLAREMONT AVE S,41916,41916,41916
46677,6192701,3218 CLAREMONT AVE S,46677,46677,46677
37696,6192752,13703 35TH AVE NE,37696,37696,37696
47404,6192765,733 S ELMGROVE ST,47404,47404,47404
41824,6192843,1639 19TH AVE,41824,41824,41824
41858,6192893,1635 19TH AVE,41858,41858,41858
41823,6192895,1631 19TH AVE,41823,41823,41823
42182,6192922,1252 SW OTHELLO ST,42182,42182,42182
41275,6192977,6260 RAVENNA AVE NE,41275,41275,41275
38628,6193002,5217 CALIFORNIA AVE SW,38628,38628,38628
38655,6193005,3044 31ST AVE W,38655,38655,38655
41105,6193019,2538 42ND AVE W,41105,41105,41105
38626,6193061,12703 23RD AVE NE,38626,38626,38626
38649,6193123,14359 LINDEN AVE N,38649,38649,38649
49936,6193128,7201 BEACON AVE S,49936,49936,49936
49014,6193178,912 2ND AVE W,49014,49014,49014
48936,6193245,3529 S BRANDON ST,48936,48936,48936
38653,6193289,203 18TH AVE,38653,38653,38653
42437,6193291,207 18TH AVE,42437,42437,42437
38283,6193296,2466 WESTLAKE AVE N,38283,38283,38283
38651,6193318,1855 NW ROUNDHILL CIR,38651,38651,38651
38574,6193387,2720 3RD AVE,38574,38574,38574
41187,6193393,9328 WATERS AVE S,41187,41187,41187
37036,6193412,3832 34TH AVE SW,37036,37036,37036
37568,6193583,8440 46TH AVE SW,37568,37568,37568
48609,6193632,1111 NW BALLARD WAY,48609,48609,48609
42139,6193654,822 NW 49TH ST,42139,42139,42139
41147,6193667,5234 35TH AVE NE,41147,41147,41147
38648,6193734,14359 LINDEN AVE N,38648,38648,38648
45181,6193740,3818 33RD AVE W,45181,45181,45181
47060,6193757,419 OCCIDENTAL AVE S,47060,47060,47060
47576,6193779,5117 RAINIER AVE S,47576,47576,47576
41934,6193793,828 26TH AVE S,41934,41934,41934
48961,6193795,1426 37TH AVE E,48961,48961,48961
41209,6193800,2303 N 113TH PL,41209,41209,41209
38603,6193806,3438 11TH AVE W,38603,38603,38603
43482,6193810,8602 10TH AVE S,43482,43482,43482
43878,6193817,602 E HARRISON ST,43878,43878,43878
38246,6193824,14 ETRURIA ST,38246,38246,38246
45299,6193859,14315 38TH AVE NE,45299,45299,45299
38549,6193882,660 W EWING ST,38549,38549,38549
38645,6193921,3303 SW MORGAN ST,38645,38645,38645
38646,6193922,6502 34TH AVE SW,38646,38646,38646
43498,6193923,7740 30TH AVE NW,43498,43498,43498
44549,6193948,3335 43RD AVE NE,44549,44549,44549
41150,6193987,2998S WESTLAKE AVE N,41150,41150,41150
47495,6193988,7315 12TH AVE NE,47495,47495,47495
38644,6194101,2323B NE 127TH ST,38644,38644,38644
41249,6194109,4108 E NEWTON ST,41249,41249,41249
45307,6194120,3453 NW 54TH ST,45307,45307,45307
42524,6194128,2307 47TH AVE SW,42524,42524,42524
47471,6194146,3019 S ANGELINE ST,47471,47471,47471
41158,6194233,3035 30TH AVE W,41158,41158,41158
42328,6194287,1967 PERKINS LN W,42328,42328,42328
49396,6194364,458 N 64TH ST,49396,49396,49396
49213,6194365,1145 BROADWAY,49213,49213,49213
38640,6194366,1823 MINOR AVE,38640,38640,38640
47498,6194441,1516 S GRAHAM ST,47498,47498,47498
41042,6194460,8602 16TH AVE SW,41042,41042,41042
41111,6194526,3332 27TH AVE S,41111,41111,41111
38627,6194532,5002 46TH AVE S,38627,38627,38627
38642,6194557,2800 39TH AVE W,38642,38642,38642
48748,6194604,7201 EAST GREEN LAKE DR N,48748,48748,48748
38631,6194621,4517 W DRAVUS ST,38631,38631,38631
49540,6194698,2555 13TH AVE SW,49540,49540,49540
45159,6194713,4206 NE 41ST ST,45159,45159,45159
43118,6194824,2225 45TH AVE SW,43118,43118,43118
41199,6194871,1936 NW 99TH ST,41199,41199,41199
44225,6194893,1619 13TH AVE,44225,44225,44225
49198,6194919,300 PINE ST,49198,49198,49198
38502,6194920,5005 S FLETCHER ST,38502,38502,38502
44518,6194939,12350 33RD AVE NE,44518,44518,44518
48314,6194943,2369 FAIRVIEW AVE E,48314,48314,48314
38638,6195119,6053 CALIFORNIA AVE SW,38638,38638,38638
38637,6195120,6053 CALIFORNIA AVE SW,38637,38637,38637
33349,6195154,2905 4TH AVE S,33349,33349,33349
49413,6195166,2917 EAST MARGINAL WAY S,49413,49413,49413
47808,6195184,547 NE 98TH ST,47808,47808,47808
38596,6195321,2800 MONTLAKE BLVD E,38596,38596,38596
37537,6195368,1000 VIRGINIA ST,37537,37537,37537
24286,6195404,2498 LAKE WASHINGTON BLVD E,24286,24286,24286
38547,6195438,1823 MINOR AVE,38547,38547,38547
45035,6195462,5400 EAST MARGINAL WAY S,45035,45035,45035
38633,6195471,700 2ND AVE,38633,38633,38633
33717,6195477,905 NE 45TH ST,33717,33717,33717
38632,6195528,4143 CALIFORNIA AVE SW,38632,38632,38632
42541,6195597,8511 15TH AVE NE,42541,42541,42541
41581,6195605,5326 ROOSEVELT WAY NE,41581,41581,41581
45466,6195628,1924 HARVARD AVE E,45466,45466,45466
38570,6195644,2043 EASTLAKE AVE E,38570,38570,38570
38508,6195658,6415 32ND AVE NW,38508,38508,38508
47566,6195743,1616 W BERTONA ST,47566,47566,47566
46399,6195810,3425 16TH AVE W,46399,46399,46399
45077,6195812,3433 16TH AVE W,45077,45077,45077
42884,6195822,11029 ROOSEVELT WAY NE,42884,42884,42884
20940,6195877,8852 13TH AVE SW,20940,20940,20940
49775,6195915,2553 21ST AVE W,49775,49775,49775
41319,6196109,1749 S MASSACHUSETTS ST,41319,41319,41319
38410,6196174,925 E PIKE ST,38410,38410,38410
27458,6196258,3916 S PEARL ST,27458,27458,27458
44812,6196259,3530 WEST LAURELHURST DR NE,44812,44812,44812
49778,6196324,4545 FAUNTLEROY WAY SW,49778,49778,49778
41882,6196348,12014 33RD AVE NE,41882,41882,41882
45690,6196388,9055 20TH AVE SW,45690,45690,45690
43271,6196475,5231 SHILSHOLE AVE NW,43271,43271,43271
45463,6196477,1507 9TH AVE W,45463,45463,45463
45616,6196498,8852 13TH AVE SW,45616,45616,45616
38607,6196504,921 8TH AVE N,38607,38607,38607
49271,6196540,4273 WOODLAND PARK AVE N,49271,49271,49271
45040,6196594,1000 S HENDERSON ST,45040,45040,45040
38620,6196631,1729 NW 56TH ST,38620,38620,38620
38614,6196633,1727 NW 56TH ST,38614,38614,38614
45873,6196649,800 MERCER ST,45873,45873,45873
38591,6196652,4765 35TH AVE S,38591,38591,38591
38590,6196653,4755 35TH AVE S,38590,38590,38590
38588,6196654,4735 35TH AVE S,38588,38588,38588
38594,6196655,4745 35TH AVE S,38594,38594,38594
38606,6196742,14001 LAKE CITY WAY NE,38606,38606,38606
38561,6196772,5775 S EDDY ST,38561,38561,38561
30189,6196773,3309 6TH AVE W,30189,30189,30189
30188,6196775,3309 6TH AVE W,30188,30188,30188
30187,6196776,3311 6TH AVE W,30187,30187,30187
30190,6196777,3309 6TH AVE W,30190,30190,30190
49998,6196788,10 DENNY WAY,49998,49998,49998
41739,6196811,1512 NW 62ND ST,41739,41739,41739
