id,Application Permit,Action Type,Work Type,Value,Location_id
49858,6078376,ADD/ALT,Plan Review,$0.00,0
44782,6078446,ADD/ALT,Plan Review,$0.00,0
44269,6078463,ADD/ALT,Plan Review,$0.00,0
39665,6078535,ADD/ALT,Plan Review,$22000.00,0
39576,6078564,NEW,Plan Review,$515000.00,0
48350,6078580,,No plan review,$0.00,0
39682,6078641,ADD/ALT,Plan Review,$33509.00,0
7644,6078698,,Plan Review,$0.00,0
44300,6078709,,Plan Review,$0.00,0
44027,6078710,NEW,Plan Review,$277000.00,0
44298,6078734,NEW,Plan Review,$0.00,0
44297,6078735,,Plan Review,$0.00,0
46982,6078755,ADD/ALT,Plan Review,$0.00,0
39708,6078770,TEMP,No plan review,$1000.00,0
44302,6078772,NEW,Plan Review,$0.00,0
46312,6078834,,Plan Review,$0.00,0
39593,6078840,,No plan review,$0.00,0
44389,6078879,,Plan Review,$0.00,0
44252,6078932,,Plan Review,$0.00,0
48233,6078951,ADD/ALT,No plan review,$10000.00,0
47283,6078955,ADD/ALT,Plan Review,$0.00,0
49728,6079041,,Plan Review,$0.00,0
49065,6079084,,Plan Review,$0.00,0
44317,6079086,,Plan Review,$0.00,0
44316,6079105,,Plan Review,$0.00,0
43944,6079164,,Plan Review,$281057.00,0
39561,6079224,ADD/ALT,Plan Review,$133166.00,0
48668,6079232,,Plan Review,$0.00,0
43469,6079251,NEW,Plan Review,$0.00,0
8073,6079255,,Plan Review,$0.00,0
47391,6079294,ADD/ALT,Plan Review,$0.00,0
44272,6079298,,Plan Review,$0.00,0
44271,6079300,,Plan Review,$0.00,0
44270,6079327,NEW,Plan Review,$0.00,0
45588,6079356,ADD/ALT,Plan Review,$0.00,0
39639,6079445,NEW,Plan Review,$227110.00,0
38480,6079449,ADD/ALT,Plan Review,$50000.00,0
42929,6079500,NEW,Plan Review,$0.00,0
49832,6079526,ADD/ALT,Plan Review,$20000.00,0
44304,6079575,,Plan Review,$0.00,0
44392,6079597,,Plan Review,$0.00,0
44176,6079650,NEW,Plan Review,$943308.00,0
46735,6079656,,Plan Review,$0.00,0
44469,6079659,,Plan Review,$0.00,0
46182,6079660,,Plan Review,$0.00,0
44156,6079665,ADD/ALT,No plan review,$0.00,0
45004,6079667,,Plan Review,$0.00,0
49663,6079671,NO CONSTRUCTION,Plan Review,$0.00,0
44175,6079672,NEW,Plan Review,$923831.00,0
44174,6079673,NEW,Plan Review,$943308.00,0
44173,6079674,NEW,Plan Review,$923831.00,0
50327,6079700,,Plan Review,$0.00,0
39706,6079706,NEW,Plan Review,$10000.00,0
44193,6079727,,Plan Review,$0.00,0
47828,6079739,ADD/ALT,Plan Review,$0.00,0
45195,6079741,,Plan Review,$0.00,0
45933,6079796,,Plan Review,$0.00,0
48403,6079802,,Plan Review,$0.00,0
5758,6079839,,No plan review,$0.00,0
48280,6079842,,Plan Review,$0.00,0
48356,6079970,,Plan Review,$0.00,0
43943,6079979,ADD/ALT,Plan Review,$0.00,0
44691,6080097,ADD/ALT,Plan Review,$0.00,0
44349,6080128,,Plan Review,$0.00,0
39692,6080148,NEW,Plan Review,$257549.00,0
43476,6080149,,Plan Review,$0.00,0
44731,6080173,NEW,No plan review,$42500.00,0
44442,6080176,,Plan Review,$0.00,0
39703,6080220,,No plan review,$0.00,0
44462,6080272,ADD/ALT,Plan Review,$0.00,0
48374,6080278,,Plan Review,$0.00,0
43995,6080303,ADD/ALT,Plan Review,$0.00,0
44319,6080339,NEW,Plan Review,$0.00,0
44320,6080340,NEW,Plan Review,$0.00,0
44321,6080341,NEW,Plan Review,$0.00,0
44322,6080342,NEW,Plan Review,$0.00,0
44323,6080343,NEW,Plan Review,$0.00,0
44324,6080344,NEW,Plan Review,$0.00,0
44325,6080345,NEW,Plan Review,$0.00,0
44754,6080410,,Plan Review,$0.00,0
45892,6080474,,Plan Review,$0.00,0
44467,6080479,GRADING,Plan Review,$0.00,0
35986,6080548,ADD/ALT,No plan review,$30000.00,0
49272,6080562,ADD/ALT,Plan Review,$0.00,0
45005,6080568,,Plan Review,$0.00,0
49153,6080647,ADD/ALT,Plan Review,$0.00,0
9874,6080652,ADD/ALT,Plan Review,$0.00,0
43308,6080653,NEW,Plan Review,$0.00,0
6759,6080682,,Plan Review,$0.00,0
44789,6080761,,Plan Review,$0.00,0
45554,6080763,,Plan Review,$0.00,0
44765,6080764,,Plan Review,$0.00,0
44764,6080766,,Plan Review,$0.00,0
39625,6080767,NEW,Plan Review,$917511.00,0
47665,6080783,,Plan Review,$0.00,0
39702,6080785,ADD/ALT,No plan review,$7800.00,0
45941,6080786,,Plan Review,$0.00,0
39623,6080787,ADD/ALT,Plan Review,$208313.00,0
39700,6080851,ADD/ALT,Plan Review,$34000.00,0
48944,6081081,,Plan Review,$0.00,0
39685,6081122,NEW,Plan Review,$325580.00,0
41747,6081198,NEW,Plan Review,$0.00,0
47865,6081199,,Plan Review,$0.00,0
43598,6081234,,Plan Review,$0.00,0
49788,6081240,,Plan Review,$0.00,0
48693,6081320,,Plan Review,$0.00,0
43536,6081352,NEW,Plan Review,$0.00,0
49573,6081373,,Plan Review,$0.00,0
39631,6081384,NEW,Plan Review,$70150873.00,0
45952,6081432,ADD/ALT,No plan review,$1000.00,0
48535,6081445,,Plan Review,$0.00,0
44301,6081449,ADD/ALT,No plan review,$400.00,0
44737,6081488,,Plan Review,$0.00,0
5493,6081496,,Plan Review,$0.00,0
47057,6081511,ADD/ALT,No plan review,$0.00,0
46187,6081514,NEW,Plan Review,$0.00,0
39699,6081646,ALTER,Plan Review,$30000.00,0
43942,6081691,GRADING,Plan Review,$0.00,0
44338,6081697,ADD/ALT,Plan Review,$1000.00,0
44455,6081700,,Plan Review,$0.00,0
44542,6081727,,Plan Review,$0.00,0
15950,6081731,ADD/ALT,Plan Review,$0.00,0
45060,6081738,NEW,Plan Review,$0.00,0
43463,6081792,ADD/ALT,Plan Review,$0.00,0
47501,6081810,,Plan Review,$0.00,0
47500,6081811,,Plan Review,$0.00,0
47499,6081812,,Plan Review,$0.00,0
44878,6081846,NO CONSTRUCTION,No plan review,$0.00,0
49358,6081855,NO CONSTRUCTION,Plan Review,$0.00,0
43646,6081938,,Plan Review,$0.00,0
45805,6081942,ADD/ALT,Plan Review,$0.00,0
47309,6081965,,No plan review,$0.00,0
44490,6081987,,Plan Review,$0.00,0
43912,6082046,NO CONSTRUCTION,Plan Review,$0.00,0
7708,6082088,,Plan Review,$0.00,0
43537,6082095,,Plan Review,$0.00,0
49478,6082137,,Plan Review,$0.00,0
39650,6082143,ADD/ALT,Plan Review,$50000.00,0
45578,6082150,,Plan Review,$0.00,0
43549,6082162,ADD/ALT,Plan Review,$0.00,0
39600,6082177,ADD/ALT,Plan Review,$25000.00,0
39697,6082189,,No plan review,$0.00,0
46077,6082248,,Plan Review,$0.00,0
47110,6082255,ADD/ALT,Plan Review,$0.00,0
43552,6082264,NEW,Plan Review,$0.00,0
43553,6082268,,Plan Review,$0.00,0
7788,6082274,,Plan Review,$0.00,0
44118,6082295,,Plan Review,$0.00,0
43479,6082356,,Plan Review,$0.00,0
49199,6082358,,Plan Review,$0.00,0
43554,6082387,NEW,Plan Review,$1500000.00,0
43367,6082433,ADD/ALT,Plan Review,$20000.00,0
39695,6082459,,No plan review,$0.00,0
46766,6082466,,Plan Review,$0.00,0
39297,6082474,NEW,Plan Review,$245263.00,0
23395,6082476,,Plan Review,$0.00,0
46656,6082520,,Plan Review,$0.00,0
44021,6082562,,Plan Review,$0.00,0
43670,6082570,,Plan Review,$0.00,0
44053,6082592,ADD/ALT,Plan Review,$1000.00,0
44465,6082598,NEW,Plan Review,$0.00,0
39605,6082633,NEW,Plan Review,$243562.00,0
39691,6082647,ADD/ALT,Plan Review,$1000.00,0
6252,6082655,,No plan review,$0.00,0
44218,6082681,NO CONSTRUCTION,Plan Review,$0.00,0
44195,6082735,,Plan Review,$0.00,0
47297,6082760,ADD/ALT,Plan Review,$0.00,0
43915,6082825,NEW,Plan Review,$0.00,0
43916,6082852,NEW,Plan Review,$0.00,0
46142,6082874,ADD/ALT,No plan review,$400000.00,0
44246,6082904,,Plan Review,$0.00,0
44247,6082908,,Plan Review,$0.00,0
5983,6082975,,Plan Review,$0.00,0
47308,6083016,NEW,Plan Review,$0.00,0
45082,6083017,,No plan review,$0.00,0
43379,6083032,NEW,Plan Review,$0.00,0
7595,6083056,,Plan Review,$0.00,0
46873,6083091,ADD/ALT,Plan Review,$0.00,0
47662,6083099,NEW,Plan Review,$0.00,0
47793,6083109,NEW,Plan Review,$0.00,0
43329,6083148,ADD/ALT,Plan Review,$0.00,0
7548,6083155,,No plan review,$0.00,0
6472,6083156,,No plan review,$0.00,0
49908,6083216,,Plan Review,$0.00,0
39661,6083230,ALTER,Plan Review,$66000.00,0
46181,6083245,ADD/ALT,No plan review,$9200.00,0
43330,6083278,,Plan Review,$0.00,0
43541,6083286,ADD/ALT,Plan Review,$0.00,0
39689,6083344,ALTER,Plan Review,$8000.00,0
39454,6083355,,No plan review,$0.00,0
46302,6083398,,Plan Review,$0.00,0
47857,6083414,ADD/ALT,Plan Review,$0.00,0
43414,6083421,,Plan Review,$0.00,0
47413,6083461,,No plan review,$0.00,0
45352,6083596,NEW,Plan Review,$0.00,0
49617,6083613,ADD/ALT,Plan Review,$5500.00,0
5903,6083672,,Plan Review,$0.00,0
43544,6083707,NEW,Plan Review,$0.00,0
43486,6083795,,Plan Review,$0.00,0
47053,6083863,,Plan Review,$0.00,0
48197,6083935,NEW,Plan Review,$0.00,0
43441,6083984,,Plan Review,$0.00,0
43431,6084027,,Plan Review,$0.00,0
39688,6084085,ADD/ALT,Plan Review,$6000.00,0
43485,6084102,,Plan Review,$0.00,0
44146,6084129,NEW,Plan Review,$383022.00,0
43816,6084151,ADD/ALT,Plan Review,$0.00,0
39653,6084265,NO CONSTRUCTION,Plan Review,$0.00,0
44103,6084285,ADD/ALT,Plan Review,$0.00,0
46673,6084302,ADD/ALT,Plan Review,$0.00,0
39687,6084347,,No plan review,$0.00,0
49871,6084351,,Plan Review,$0.00,0
5838,6084378,,Plan Review,$0.00,0
39588,6084396,ADD/ALT,Plan Review,$93195.00,0
43372,6084424,,Plan Review,$0.00,0
44245,6084483,,Plan Review,$0.00,0
47751,6084485,NEW,Plan Review,$0.00,0
5618,6084497,,Plan Review,$0.00,0
43373,6084509,ADD/ALT,Plan Review,$0.00,0
49077,6084514,,Plan Review,$0.00,0
48337,6084576,ADD/ALT,Plan Review,$0.00,0
49336,6084610,,Plan Review,$0.00,0
43305,6084633,,Plan Review,$0.00,0
43937,6084642,,Plan Review,$0.00,0
49117,6084659,,Plan Review,$0.00,0
38531,6084671,ADD/ALT,Plan Review,$900.00,0
44068,6084719,NEW,Plan Review,$0.00,0
13902,6084743,,Plan Review,$0.00,0
44990,6084750,NEW,Plan Review,$0.00,0
44630,6084761,NEW,Plan Review,$0.00,0
43602,6084772,NEW,Plan Review,$0.00,0
39684,6084804,,No plan review,$0.00,0
39292,6084808,NEW,Plan Review,$1348713.00,0
43893,6084858,ADD/ALT,Plan Review,$0.00,0
39584,6084871,ADD/ALT,Plan Review,$5000.00,0
43433,6084872,NEW,Plan Review,$0.00,0
44918,6084903,ADD/ALT,Plan Review,$0.00,0
48998,6084943,NO CONSTRUCTION,Plan Review,$5000.00,0
39683,6085014,,No plan review,$0.00,0
47011,6085177,,Plan Review,$0.00,0
39566,6085237,ADD/ALT,Plan Review,$237576.00,0
43311,6085308,ADD/ALT,Plan Review,$0.00,0
48946,6085313,,Plan Review,$0.00,0
47825,6085348,,No plan review,$0.00,0
49853,6085368,,Plan Review,$0.00,0
43924,6085438,,Plan Review,$0.00,0
50473,6085460,,Plan Review,$0.00,0
43926,6085521,ADD/ALT,Plan Review,$0.00,0
39238,6085551,ADD/ALT,Plan Review,$75000.00,0
43400,6085589,NEW,Plan Review,$0.00,0
47928,6085614,ADD/ALT,Plan Review,$0.00,0
46973,6085616,,Plan Review,$0.00,0
49395,6085738,,Plan Review,$0.00,0
43371,6085739,NEW,Plan Review,$0.00,0
44390,6085749,,No plan review,$0.00,0
43375,6085787,,Plan Review,$0.00,0
39676,6085800,ADD/ALT,Plan Review,$2000.00,0
43378,6085801,ADD/ALT,Plan Review,$0.00,0
48245,6085808,,Plan Review,$0.00,0
39679,6085810,ADD/ALT,Plan Review,$56302.00,0
43673,6085857,NEW,Plan Review,$0.00,0
43674,6085870,NEW,Plan Review,$0.00,0
45098,6085879,NEW,Plan Review,$0.00,0
49030,6085902,NO CONSTRUCTION,Plan Review,$1.00,0
45314,6085944,,Plan Review,$0.00,0
49950,6085955,,Plan Review,$0.00,0
49987,6086021,ADD/ALT,Plan Review,$0.00,0
39513,6086048,NEW,Plan Review,$348491.00,0
39509,6086089,ADD/ALT,Plan Review,$250000.00,0
16421,6086103,ADD/ALT,Plan Review,$0.00,0
39434,6086108,ADD/ALT,Plan Review,$3200000.00,0
47569,6086186,,Plan Review,$0.00,0
45656,6086192,,No plan review,$0.00,0
43314,6086229,ADD/ALT,Plan Review,$0.00,0
5951,6086324,,Plan Review,$0.00,0
39606,6086326,NEW,Plan Review,$314606.00,0
48841,6086455,,Plan Review,$0.00,0
47681,6086469,ADD/ALT,Plan Review,$0.00,0
46981,6086562,ADD/ALT,Plan Review,$0.00,0
46598,6086569,,Plan Review,$0.00,0
43383,6086633,NEW,No plan review,$0.00,0
46508,6086648,ADD/ALT,Plan Review,$0.00,0
43621,6086673,,Plan Review,$0.00,0
39675,6086760,,No plan review,$0.00,0
48024,6086772,NEW,Plan Review,$0.00,0
47658,6086799,,Plan Review,$0.00,0
43506,6086810,,Plan Review,$0.00,0
43894,6086851,NEW,Plan Review,$0.00,0
45055,6086869,ADD/ALT,Plan Review,$0.00,0
47534,6086871,ADD/ALT,Plan Review,$0.00,0
48274,6086879,,Plan Review,$0.00,0
44647,6086888,ADD/ALT,Plan Review,$0.00,0
5144,6086896,,Plan Review,$0.00,0
39636,6086906,NEW,Plan Review,$19923141.00,0
46900,6086950,,Plan Review,$0.00,0
39546,6087000,ADD/ALT,Plan Review,$145478.00,0
43500,6087064,NEW,Plan Review,$0.00,0
39601,6087069,NO CONSTRUCTION,Plan Review,$0.00,0
44537,6087260,NEW,Plan Review,$145302.00,0
44536,6087261,NEW,Plan Review,$145302.00,0
44535,6087262,NEW,Plan Review,$145302.00,0
44534,6087263,NEW,Plan Review,$145302.00,0
48136,6087291,NEW,Plan Review,$2018529.00,0
45884,6087321,NEW,Plan Review,$0.00,0
45888,6087326,NEW,Plan Review,$0.00,0
43859,6087351,NEW,Plan Review,$0.00,0
48557,6087352,,Plan Review,$0.00,0
9747,6087355,NEW,Plan Review,$537547.00,0
45068,6087357,,Plan Review,$0.00,0
43675,6087370,ADD/ALT,Plan Review,$50000.00,0
47068,6087402,,Plan Review,$0.00,0
46863,6087410,NEW,Plan Review,$0.00,0
4823,6087416,,Plan Review,$0.00,0
12858,6087437,,Plan Review,$0.00,0
45480,6087441,,Plan Review,$0.00,0
47859,6087459,NEW,Plan Review,$0.00,0
39672,6087470,,No plan review,$0.00,0
43337,6087473,NEW,Plan Review,$0.00,0
43340,6087474,NEW,Plan Review,$0.00,0
43705,6087499,ADD/ALT,Plan Review,$0.00,0
39671,6087519,,No plan review,$0.00,0
4469,6087608,,Plan Review,$0.00,0
39115,6087677,NEW,Plan Review,$388691.00,0
39646,6087679,ALTER,Plan Review,$103000.00,0
49293,6087684,ADD/ALT,Plan Review,$0.00,0
48059,6087733,ADD/ALT,Plan Review,$0.00,0
38722,6087745,NEW,Plan Review,$578054.00,0
5540,6087759,,Plan Review,$0.00,0
39577,6087764,NEW,Plan Review,$221897.00,0
43604,6087775,,Plan Review,$0.00,0
39659,6087848,NEW,Plan Review,$1660000.00,0
48176,6087854,,Plan Review,$0.00,0
43509,6087856,,Plan Review,$0.00,0
43573,6087858,ADD/ALT,Plan Review,$0.00,0
39610,6087888,ADD/ALT,Plan Review,$125000.00,0
39096,6087892,NEW,Plan Review,$302987.00,0
46609,6087918,ADD/ALT,Plan Review,$0.00,0
4680,6087945,,Plan Review,$0.00,0
43607,6087952,ADD/ALT,Plan Review,$0.00,0
46387,6087953,ADD/ALT,Plan Review,$0.00,0
39667,6087955,,Plan Review,$0.00,0
50381,6087957,,Plan Review,$0.00,0
46212,6087977,,Plan Review,$0.00,0
39660,6088000,ADD/ALT,Plan Review,$45000.00,0
43333,6088076,ADD/ALT,No plan review,$8000.00,0
39656,6088100,ADD/ALT,Plan Review,$382000.00,0
39664,6088139,,No plan review,$0.00,0
44859,6088148,,Plan Review,$121837.00,0
44697,6088152,ADD/ALT,Plan Review,$0.00,0
39647,6088232,,Plan Review,$0.00,0
48811,6088239,NEW,Plan Review,$15000.00,0
39663,6088259,ADD/ALT,Plan Review,$56000.00,0
46478,6088260,,No plan review,$0.00,0
45707,6088303,ADD/ALT,No plan review,$1.00,0
39649,6088374,NEW,Plan Review,$158334.00,0
48137,6088409,ADD/ALT,Plan Review,$0.00,0
39503,6088421,NEW,Plan Review,$407500.00,0
43504,6088432,,Plan Review,$0.00,0
43571,6088439,,Plan Review,$0.00,0
48930,6088467,NEW,Plan Review,$290661.00,0
43586,6088546,NEW,Plan Review,$0.00,0
43587,6088551,,Plan Review,$0.00,0
49518,6088562,,Plan Review,$0.00,0
45772,6088642,,Plan Review,$0.00,0
43397,6088688,,Plan Review,$0.00,0
46783,6088705,,Plan Review,$0.00,0
44924,6088740,ADD/ALT,Plan Review,$0.00,0
47262,6088749,,Plan Review,$0.00,0
43472,6088752,NEW,Plan Review,$0.00,0
47420,6088848,ADD/ALT,Plan Review,$669001.00,0
3782,6088886,,Plan Review,$0.00,0
3765,6088888,,Plan Review,$0.00,0
46067,6088963,NEW,Plan Review,$0.00,0
43530,6089004,ADD/ALT,Plan Review,$0.00,0
43532,6089038,,Plan Review,$0.00,0
43531,6089047,,Plan Review,$0.00,0
4389,6089071,,Plan Review,$0.00,0
44291,6089089,,Plan Review,$0.00,0
39637,6089090,,No plan review,$0.00,0
39776,6089112,NEW,Plan Review,$4000000.00,0
45020,6089141,ADD/ALT,Plan Review,$0.00,0
38618,6089142,NEW,Plan Review,$7210327.00,0
45209,6089210,,No plan review,$0.00,0
45208,6089213,,No plan review,$0.00,0
39657,6089242,,No plan review,$0.00,0
44384,6089248,ADD/ALT,Plan Review,$0.00,0
48540,6089285,,Plan Review,$0.00,0
43645,6089298,,No plan review,$0.00,0
50171,6089309,,Plan Review,$0.00,0
45683,6089312,CURB CUT,No plan review,$0.00,0
44362,6089322,,Plan Review,$0.00,0
43634,6089342,,Plan Review,$0.00,0
44201,6089427,NEW,Plan Review,$0.00,0
45551,6089461,NEW,Plan Review,$0.00,0
44925,6089473,,Plan Review,$0.00,0
44926,6089476,,Plan Review,$0.00,0
47708,6089477,,No plan review,$0.00,0
43788,6089510,,Plan Review,$0.00,0
48689,6089545,,Plan Review,$349271.00,0
39385,6089546,NEW,Plan Review,$5543041.00,0
46036,6089549,ADD/ALT,Plan Review,$1.00,0
4567,6089667,,Plan Review,$0.00,0
4519,6089668,,Plan Review,$0.00,0
48132,6089696,,Plan Review,$0.00,0
39065,6089698,NEW,Plan Review,$278820.00,0
43669,6089744,ADD/ALT,Plan Review,$0.00,0
49566,6089773,NEW,Plan Review,$0.00,0
43342,6089797,ADD/ALT,Plan Review,$156815.00,0
45097,6089812,,No plan review,$0.00,0
42675,6089835,ADD/ALT,Plan Review,$0.00,0
44011,6089894,ADD/ALT,Plan Review,$0.00,0
45121,6089931,,Plan Review,$0.00,0
37401,6089932,ADD/ALT,Plan Review,$325000.00,0
44699,6089987,ADD/ALT,Plan Review,$20000.00,0
49089,6089997,,Plan Review,$0.00,0
45999,6090005,ADD/ALT,Plan Review,$5000.00,0
39187,6090088,ADD/ALT,Plan Review,$800.00,0
49032,6090100,,Plan Review,$0.00,0
44169,6090127,NEW,Plan Review,$0.00,0
49190,6090130,ADD/ALT,Plan Review,$0.00,0
44567,6090136,ADD/ALT,Plan Review,$0.00,0
47595,6090138,,Plan Review,$0.00,0
46037,6090142,ADD/ALT,Plan Review,$0.00,0
44170,6090143,NEW,Plan Review,$0.00,0
49632,6090180,ADD/ALT,No plan review,$5000.00,0
50195,6090226,ADD/ALT,Plan Review,$0.00,0
43637,6090228,,Plan Review,$0.00,0
47231,6090232,ADD/ALT,Plan Review,$0.00,0
46007,6090238,,Plan Review,$0.00,0
39651,6090249,,No plan review,$0.00,0
39603,6090258,ADD/ALT,Plan Review,$204049.00,0
44171,6090259,ADD/ALT,Plan Review,$0.00,0
45687,6090279,ADD/ALT,Plan Review,$0.00,0
4182,6090294,,Plan Review,$0.00,0
39525,6090303,NEW,Plan Review,$5267690.00,0
48199,6090322,ADD/ALT,Plan Review,$0.00,0
49179,6090342,,Plan Review,$0.00,0
43434,6090368,,Plan Review,$0.00,0
3909,6090440,,Plan Review,$0.00,0
49655,6090506,ADD/ALT,Plan Review,$0.00,0
44127,6090533,,Plan Review,$0.00,0
36746,6090541,,Plan Review,$0.00,0
49152,6090579,,Plan Review,$0.00,0
43457,6090583,,Plan Review,$0.00,0
49349,6090602,,Plan Review,$0.00,0
47718,6090616,ADD/ALT,Plan Review,$0.00,0
48641,6090658,ADD/ALT,Plan Review,$0.00,0
47893,6090688,ADD/ALT,Plan Review,$0.00,0
39633,6090803,NEW,Plan Review,$329331.00,0
42589,6090805,NEW,Plan Review,$0.00,0
45116,6090821,,Plan Review,$0.00,0
39522,6090822,NEW,Plan Review,$7820198.00,0
47915,6090858,ADD/ALT,Plan Review,$0.00,0
39570,6090865,NEW,Plan Review,$364525.00,0
4214,6090880,,No plan review,$0.00,0
46667,6090898,,Plan Review,$0.00,0
46589,6090899,ADD/ALT,Plan Review,$0.00,0
1562,6091032,,Plan Review,$0.00,0
43559,6091043,ADD/ALT,Plan Review,$0.00,0
44431,6091047,NEW,Plan Review,$0.00,0
49366,6091091,ADD/ALT,Plan Review,$0.00,0
43861,6091152,ADD/ALT,Plan Review,$0.00,0
44865,6091157,NEW,Plan Review,$0.00,0
3926,6091166,,Plan Review,$0.00,0
10454,6091167,,No plan review,$0.00,0
46562,6091192,NEW,Plan Review,$0.00,0
1646,6091273,,Plan Review,$0.00,0
47714,6091280,,Plan Review,$0.00,0
45407,6091311,,Plan Review,$0.00,0
39641,6091349,ADD/ALT,Plan Review,$15000.00,0
44111,6091567,NEW,Plan Review,$0.00,0
39638,6091650,NEW,Plan Review,$14767.00,0
46768,6091664,ADD/ALT,Plan Review,$0.00,0
45871,6091695,,No plan review,$0.00,0
44725,6091758,ADD/ALT,Plan Review,$0.00,0
49795,6091781,ADD/ALT,No plan review,$0.00,0
39630,6091799,NEW,Plan Review,$182170.00,0
49142,6091803,ADD/ALT,Plan Review,$0.00,0
39644,6091836,NEW,Plan Review,$177000.00,0
39648,6091863,,No plan review,$0.00,0
39626,6091864,ADD/ALT,Plan Review,$75000.00,0
43513,6091876,ADD/ALT,Plan Review,$0.00,0
46577,6091924,ADD/ALT,Plan Review,$8373418.00,0
43834,6092001,,Plan Review,$0.00,0
5048,6092055,,Plan Review,$0.00,0
43680,6092106,ADD/ALT,No plan review,$1.00,0
39622,6092204,NEW,Plan Review,$153088.00,0
44482,6092254,NEW,Plan Review,$0.00,0
48515,6092326,,Plan Review,$0.00,0
47072,6092392,,Plan Review,$0.00,0
44792,6092407,NEW,Plan Review,$0.00,0
44057,6092472,,Plan Review,$0.00,0
39642,6092532,,No plan review,$0.00,0
48683,6092586,ADD/ALT,Plan Review,$0.00,0
1629,6092614,,Plan Review,$0.00,0
48012,6092631,ADD/ALT,Plan Review,$0.00,0
46183,6092660,NEW,Plan Review,$0.00,0
45934,6092706,,Plan Review,$0.00,0
4040,6092713,,Plan Review,$0.00,0
39640,6092715,,No plan review,$0.00,0
47579,6092784,,No plan review,$0.00,0
44095,6092806,ADD/ALT,Plan Review,$0.00,0
47005,6092911,,Plan Review,$0.00,0
49205,6092933,,Plan Review,$0.00,0
39516,6092992,NEW,Plan Review,$334203.00,0
49771,6093016,ADD/ALT,Plan Review,$0.00,0
43661,6093071,NEW,Plan Review,$0.00,0
47852,6093108,NEW,Plan Review,$0.00,0
43518,6093121,,Plan Review,$0.00,0
39624,6093192,NEW,Plan Review,$1034775.00,0
46075,6093204,ADD/ALT,Plan Review,$0.00,0
46005,6093225,ADD/ALT,Plan Review,$0.00,0
39585,6093243,NEW,Plan Review,$358851.00,0
44622,6093249,ADD/ALT,Plan Review,$0.00,0
48477,6093267,,Plan Review,$0.00,0
44470,6093271,,Plan Review,$0.00,0
44471,6093274,,Plan Review,$0.00,0
44472,6093275,,Plan Review,$0.00,0
44473,6093276,,Plan Review,$0.00,0
44474,6093277,,Plan Review,$0.00,0
49810,6093303,ADD/ALT,Plan Review,$0.00,0
4855,6093304,,Plan Review,$0.00,0
47337,6093312,ADD/ALT,Plan Review,$0.00,0
44929,6093364,ADD/ALT,Plan Review,$2800.00,0
47628,6093387,CURB CUT,No plan review,$0.00,0
43635,6093388,,Plan Review,$0.00,0
47537,6093397,,Plan Review,$0.00,0
39621,6093412,NEW,Plan Review,$242105.00,0
43638,6093424,,Plan Review,$0.00,0
39635,6093442,ADD/ALT,Plan Review,$15000.00,0
39153,6093475,NEW,Plan Review,$569578.00,0
39466,6093490,ADD/ALT,Plan Review,$79853.00,0
39597,6093505,NEW,Plan Review,$536561.00,0
50374,6093523,ADD/ALT,Plan Review,$0.00,0
42804,6093531,NEW,Plan Review,$0.00,0
43642,6093559,,Plan Review,$0.00,0
4405,6093617,,Plan Review,$0.00,0
34954,6093685,NO CONSTRUCTION,Plan Review,$0.00,0
39619,6093760,NEW,Plan Review,$624518.00,0
39634,6093779,,No plan review,$0.00,0
49258,6093851,,Plan Review,$0.00,0
45644,6093907,,Plan Review,$0.00,0
44648,6093924,,Plan Review,$0.00,0
39632,6093974,,No plan review,$0.00,0
39507,6093992,ADD/ALT,Plan Review,$400000.00,0
