id,offense_id,location_idgeneral_offense_number

660643,,,2015441190
660644,,,2015440892
660645,,,2015442267
660646,,,2015442566
723562,,,201526382
660648,,,2015442522
660649,,,2015442702
660650,,,2015441909
660651,,,2015441968
660652,,,2015442013
660653,,,2015442089
660654,,,2015442107
660655,,,2015442219
723563,,,201526312
660657,,,2015441885
660658,,,2015441892
660659,,,2015442595
660660,,,2015441907
660661,,,2015441927
660662,,,2015442000
660663,,,2015441203
660664,,,2015440380
660665,,,2015441468
660666,,,2015441580
660667,,,2015440971
660668,,,2015441759
660669,,,2015441897
660670,,,2015440807
660671,,,2015441151
660672,,,2015441336
723564,,,2015900684
660674,,,2015441993
660675,,,2015441600
660677,,,2015442602
660678,,,2015441750
660679,,,2015441743
660680,,,2015441791
660681,,,2015908597
660682,,,2015908595
660683,,,2015908594
660684,,,2015908592
660685,,,2015908589
660686,,,2015908689
660687,,,2015908692
660688,,,2015440733
660689,,,2015440739
723565,,,2015900683
723566,,,201527352
660692,,,2015440825
660693,,,2015440946
660694,,,2015441064
660695,,,2015441052
660696,,,2015440852
660697,,,2015441010
660698,,,2015441089
660699,,,2015440697
660700,,,2015440624
660701,,,2015440829
660702,,,2015439803
723567,,,2015900588
723568,,,2015900590
660706,,,2015441280
723569,,,201527703
660708,,,2015441197
660709,,,2015440802
723570,,,2015900628
660315,,,2015444147
660316,,,2015445094
660317,,,2015444617
660318,,,2015444737
660319,,,2015444799
660320,,,2015444066
660321,,,2015445147
660322,,,2015445204
660323,,,2015444044
660324,,,2015444063
660325,,,2015444130
660326,,,2015444141
660327,,,2015444180
660328,,,2015444243
660329,,,2015444218
660330,,,2015444293
660331,,,2015444309
660332,,,2015444346
729259,,,2014415442
660334,,,2015444019
660335,,,2015908788
660336,,,2015444031
660337,,,2015443965
660338,,,2015444305
660339,,,2015444060
660340,,,2015444067
660341,,,2015444022
729260,,,2014909687
660343,,,2015444171
660344,,,2015444321
683889,,,2015297556
660345,,,2015908715
660346,,,2015908627
660347,,,2015908626
660348,,,2015908625
660711,,,2015440855
660712,,,2015440784
660713,,,2015440959
660714,,,2015440903
660715,,,2015440589
660716,,,2015441692
660717,,,2015441665
660718,,,2015441789
660719,,,2015908695
660720,,,2015441578
660721,,,2015441883
660722,,,2015442180
660723,,,2015441977
660724,,,2015442438
729261,,,2014415395
660726,,,2015441709
660727,,,2015441811
660728,,,2015442492
660729,,,2015442454
660730,,,2015441780
660731,,,2015441566
729262,,,2014909689
660733,,,2015441923
729263,,,2014415377
660735,,,2015442389
660736,,,2015442494
729264,,,2014415745
660738,,,2015442499
660739,,,2015442687
660740,,,2015442776
660741,,,2015442676
660742,,,2015442753
660743,,,2015441673
660744,,,2015441773
660745,,,2015441769
660349,,,2015908698
660350,,,2015908707
660351,,,2015908700
660352,,,201643457
660353,,,201670277
660354,,,201643133
729265,,,2014909695
660356,,,201667736
660357,,,201666553
660358,,,201668405
660359,,,201676563
660360,,,2015442039
729266,,,2014909696
729267,,,2014415734
660363,,,201641222
660364,,,2016900821
729268,,,2014415818
660366,,,201638322
660367,,,201650985
660368,,,201677390
729269,,,2014416056
727725,,,2014428791
727726,,,2014428872
660372,,,2015908775
660373,,,2015908777
660374,,,201620698
660375,,,2015908596
660376,,,2015908587
660377,,,2015908593
660378,,,2015908591
660379,,,2015908590
660380,,,2015908588
660381,,,2015908565
660382,,,2015908559
660746,,,2015908771
727727,,,2014429014
660747,,,201676418
727728,,,2014428875
727729,,,2014428616
727730,,,2014428742
727731,,,2014428831
727732,,,2014428878
660753,,,201674483
727733,,,2014428933
660755,,,201659644
785709,,,2014902530
785710,,,2014902528
785711,,,201485184
660760,,,2015908463
660761,,,2015908462
660762,,,2015908464
660764,,,2015908769
660765,,,201659688
660766,,,2015908533
660767,,,2015908531
660768,,,2015908530
660769,,,2015908526
660770,,,2015908523
685487,,,2015287448
685488,,,2015287499
660771,,,2015908518
660772,,,2015908522
660773,,,2015908529
660774,,,2015908528
660775,,,2015908527
660776,,,2015908525
660777,,,2015908521
660778,,,2015908520
660383,,,2015908562
660384,,,2015908560
660385,,,2015908566
660386,,,2015908564
660387,,,2015908563
660388,,,2015908561
660389,,,201676240
660390,,,2015908558
660391,,,201673055
660392,,,2015442022
660393,,,2015442168
660394,,,2015442279
660395,,,2015442109
660396,,,2015442183
660397,,,2015442246
660398,,,2015442452
660399,,,2015442505
660400,,,2015442002
660401,,,2015442012
660402,,,2015442076
660403,,,2015442170
660404,,,2015442237
660405,,,2015442392
660406,,,2015442417
660407,,,2015442351
660408,,,2015442374
660409,,,2015442430
660410,,,2015442445
727734,,,2014428402
727735,,,2014428979
660413,,,2015908787
727736,,,2014429042
660415,,,201675264
660416,,,201620426
660779,,,2015908524
660780,,,2015908519
660781,,,2015908784
660782,,,2015908800
727737,,,2014428758
727738,,,2014428484
785712,,,201485085
727739,,,2014429060
660787,,,2015439666
660788,,,2015908782
660789,,,2015439590
660790,,,2015439625
660791,,,2015439634
660792,,,2015439757
660793,,,2015440357
660794,,,2015440237
660795,,,2015440044
660796,,,2015440108
660797,,,2015440124
660798,,,2015439948
660799,,,2015440083
660800,,,2015439907
727740,,,2014428583
660802,,,2015440368
660803,,,2015439904
660804,,,2015440530
660805,,,2015439905
660806,,,2015439941
660807,,,2015440053
660808,,,2015440054
660809,,,2015439901
660810,,,2015440145
660811,,,2015440271
660812,,,2015439855
660417,,,2015442593
727741,,,2014428696
660419,,,2015442536
660420,,,2015442523
727742,,,2014428779
660422,,,2015442796
660423,,,2015442641
660424,,,2015442562
727743,,,2014428883
660426,,,2015442589
660427,,,2015442689
660428,,,2015442739
660429,,,2015442751
660430,,,2015442775
660431,,,2015442381
727744,,,2014428896
660433,,,2015908799
727745,,,2014428960
660435,,,2015443353
660436,,,2015442789
660437,,,2015443893
660438,,,2015442663
727746,,,2014428341
660440,,,2015442853
660441,,,2015442964
660442,,,2015443034
660443,,,2015442553
727747,,,2014428447
660445,,,2015442790
660446,,,2015442916
727748,,,2014428674
660448,,,2015443757
660449,,,2015443009
660450,,,2015443138
660813,,,2015439735
727749,,,2014429028
660815,,,2015440177
660816,,,2015440117
660817,,,2015440049
660818,,,2015439953
660819,,,2015439817
660820,,,2015439822
660821,,,2015439919
660822,,,2015440090
727750,,,2014428916
727751,,,2014428989
660825,,,2015439990
660826,,,2015439893
660827,,,2015440105
660829,,,2015440267
660830,,,2015440212
660831,,,2015439770
660832,,,2015440240
660833,,,2015439985
660834,,,2015440085
660835,,,2015439914
660836,,,2015439889
660837,,,2015440263
660838,,,2015440042
660839,,,2015439920
660840,,,2015440026
660841,,,2015440410
660842,,,2015439819
