id,application_permit,action_type,work_type,value,location_id 
3390,6471417,NEW,Plan Review,$824091.00,3390
7896,6471473,NEW,Plan Review,$419085.00,7896
8644,6471549,ADD/ALT,Plan Review,$28000.00,8644
46251,6471563,ADD/ALT,Plan Review,$53414.00,46251
8837,6471567,ADD/ALT,No plan review,$8000.00,24327
9129,6471674,ADD/ALT,No plan review,$65272.00,38134
9125,6471715,ADD/ALT,No plan review,$3623.00,9125
48190,6471750,ADD/ALT,Plan Review,$0.00,48193
9085,6471842,ADD/ALT,No plan review,$5000.00,10874
7257,6471852,DEMOLITION,Plan Review,$0.00,43355
9068,6471892,DEMOLITION,No plan review,$0.00,9083
42898,6471917,ADD/ALT,No plan review,$0.00,42898
9081,6471920,DEMOLITION,No plan review,$0.00,12158
4780,6471944,NEW,Plan Review,$1064522.00,4780
8846,6471945,DEMOLITION,No plan review,$0.00,8846
8748,6471984,ADD/ALT,Plan Review,$100000.00,8748
8869,6472008,ADD/ALT,Plan Review,$83221.00,8869
40435,6472025,ADD/ALT,Plan Review,$0.00,40435
7169,6472030,ADD/ALT,Plan Review,$1590503.00,26527
9057,6472079,ADD/ALT,No plan review,$5000.00,9057
8988,6472090,DEMOLITION,Plan Review,$0.00,8988
41143,6472160,,Plan Review,$0.00,41143
7215,6472169,ADD/ALT,Plan Review,$82000.00,42201
8461,6472195,NEW,Plan Review,$10000.00,43489
5905,6472264,ADD/ALT,Plan Review,$85000.00,5905
4387,6472367,DEMOLITION,No plan review,$0.00,4387
9022,6472371,ADD/ALT,No plan review,$8000.00,9022
7581,6472427,ADD/ALT,No plan review,$15000.00,7581
8333,6472443,SHORELINE EXEMPTION ONLY,Plan Review,$0.00,8333
6447,6472514,ADD/ALT,Plan Review,$2000.00,10957
7750,6472529,ADD/ALT,Plan Review,$5500.00,49154
8955,6472533,DEMOLITION,No plan review,$0.00,8999
8499,6472625,ADD/ALT,No plan review,$6780.00,8499
8980,6472660,ADD/ALT,No plan review,$7500.00,8980
8975,6472674,DEMOLITION,No plan review,$0.00,8975
6231,6472705,NEW,Plan Review,$370499.00,42503
8679,6472734,ADD/ALT,Plan Review,$80000.00,49214
8965,6472757,ADD/ALT,Plan Review,$25000.00,8966
6295,6472758,ADD/ALT,Plan Review,$37000.00,10206
7111,6472769,ADD/ALT,Plan Review,$285505.00,48586
8868,6472798,DEMOLITION,No plan review,$0.00,8868
8889,6472816,NEW,Plan Review,$485782.00,8889
7199,6472904,ADD/ALT,Plan Review,$40000.00,7199
8942,6472914,ADD/ALT,No plan review,$50000.00,29540
6120,6473008,ADD/ALT,Plan Review,$226380.00,37053
1728,6473030,NEW,Plan Review,$600326.00,48198
6427,6473058,ADD/ALT,Plan Review,$1000.00,6427
6528,6473063,NEW,Plan Review,$411443.00,40319
8883,6473088,NEW,Plan Review,$215754.00,8883
7374,6473102,ADD/ALT,Plan Review,$11106.00,7374
8901,6473174,ADD/ALT,No plan review,$12000.00,8901
46237,6473247,,Plan Review,$0.00,46237
6340,6473315,ADD/ALT,No plan review,$50000.00,6340
8491,6473340,ADD/ALT,No plan review,$18000.00,8491
6989,6473388,NEW,Plan Review,$3580492.00,6989
46105,6473426,ADD/ALT,Plan Review,$0.00,46105
8861,6473437,ADD/ALT,No plan review,$26000.00,8861
6200,6473457,ADD/ALT,Plan Review,$400000.00,35327
7110,6473506,ADD/ALT,Plan Review,$250000.00,45522
8824,6473639,ADD/ALT,No plan review,$35000.00,8824
5952,6473709,ADD/ALT,Plan Review,$1850000.00,5952
8476,6473710,ADD/ALT,No plan review,$25000.00,8476
8815,6473761,ADD/ALT,No plan review,$8000.00,20344
6360,6473807,ADD/ALT,Plan Review,$60000.00,43702
48746,6473824,ADD/ALT,Plan Review,$0.00,48748
7549,6473903,ADD/ALT,Plan Review,$80000.00,27556
8795,6473916,DEMOLITION,No plan review,$0.00,8795
8794,6473932,ADD/ALT,No plan review,$19000.00,50250
8789,6473969,ADD/ALT,No plan review,$8000.00,23611
41751,6474097,,Plan Review,$0.00,41751
8270,6474109,ADD/ALT,No plan review,$70900.00,8270
8772,6474147,ADD/ALT,No plan review,$15000.00,8772
8699,6474149,NEW,Plan Review,$194109.00,8699
8769,6474201,CURB CUT,No plan review,$0.00,8769
6314,6474223,ADD/ALT,Plan Review,$100000.00,28268
8612,6474232,DEMOLITION,No plan review,$0.00,43824
6964,6474280,ADD/ALT,Plan Review,$70017.00,8824
8624,6474335,DEMOLITION,No plan review,$0.00,8669
7653,6474417,ADD/ALT,No plan review,$55000.00,7653
7214,6474424,NEW,Plan Review,$306416.00,7214
4043,6474442,ADD/ALT,Plan Review,$268331.00,44189
8546,6474458,ADD/ALT,No plan review,$80000.00,25313
5600,6474528,ADD/ALT,Plan Review,$250000.00,5600
49414,6474669,ADD/ALT,Plan Review,$0.00,49414
43940,6474711,NEW,Plan Review,$0.00,43940
7013,6474758,NO CONSTRUCTION,Plan Review,$30000.00,14568
8666,6474794,ADD/ALT,No plan review,$100000.00,36216
8654,6474871,ADD/ALT,No plan review,$8000.00,8654
40176,6474940,,Plan Review,$0.00,40176
8641,6475020,ADD/ALT,No plan review,$25000.00,21698
8633,6475053,ADD/ALT,No plan review,$20000.00,8633
8608,6475112,ADD/ALT,No plan review,$60000.00,29142
40082,6475159,ADD/ALT,Plan Review,$0.00,40082
44958,6475218,ADD/ALT,Plan Review,$0.00,44958
8317,6475220,NEW,Plan Review,$215660.00,8317
7416,6475243,NEW,Plan Review,$900500.00,45961
8424,6475244,ADD/ALT,Plan Review,$365000.00,18057
8410,6475257,ADD/ALT,Plan Review,$50000.00,8410
43600,6475380,,Plan Review,$0.00,43600
8516,6475496,ALTER,Plan Review,$120000.00,39424
7889,6475643,ADD/ALT,Plan Review,$220000.00,48452
8478,6475646,ADD/ALT,No plan review,$30000.00,26177
8367,6475654,ADD/ALT,No plan review,$300000.00,8846
7141,6475693,ADD/ALT,Plan Review,$60000.00,7141
6879,6475748,NEW,Plan Review,$305604.00,6879
8441,6475763,DEMOLITION,No plan review,$0.00,8442
7246,6475765,ADD/ALT,Plan Review,$95000.00,48328
8454,6475829,DEMOLITION,No plan review,$0.00,8459
6610,6475901,ADD/ALT,Plan Review,$400000.00,40507
8213,6475933,ADD/ALT,No plan review,$6000.00,40176
2892,6475990,NEW,Plan Review,$378056.00,44220
7188,6476202,NEW,Plan Review,$410346.00,7188
6188,6476241,ADD/ALT,Plan Review,$340000.00,8846
8186,6476262,ADD/ALT,Plan Review,$35000.00,8186
8226,6476370,ADD/ALT,No plan review,$12000.00,8226
48884,6476390,ADD/ALT,Plan Review,$0.00,48887
8382,6476407,ADD/ALT,No plan review,$5000.00,8382
6558,6476444,ADD/ALT,Plan Review,$20000.00,40510
8048,6476481,ADD/ALT,Plan Review,$165000.00,37922
46432,6476487,ADD/ALT,Plan Review,$0.00,46432
6042,6476524,ADD/ALT,Plan Review,$29000.00,13532
8117,6476529,ADD/ALT,No plan review,$413525.00,22435
7314,6476571,ADD/ALT,No plan review,$155000.00,49194
41134,6476670,ADD/ALT,Plan Review,$0.00,41134
6468,6476719,ADD/ALT,Plan Review,$265000.00,6468
6779,6476721,ADD/ALT,Plan Review,$114986.00,6779
6515,6476730,ADD/ALT,Plan Review,$110000.00,6515
8318,6476788,ADD/ALT,No plan review,$5000.00,8318
44914,6476843,ADD/ALT,Plan Review,$0.00,44914
8310,6476851,ADD/ALT,No plan review,$2500.00,8310
7189,6476969,ADD/ALT,Plan Review,$1000000.00,34432
6668,6476973,ADD/ALT,Plan Review,$14045.00,6668
43823,6476977,ADD/ALT,Plan Review,$0.00,43823
49438,6476998,ADD/ALT,Plan Review,$0.00,49438
6675,6477002,ADD/ALT,No plan review,$100000.00,49265
15155,6477079,ADD/ALT,Plan Review,$0.00,15155
47288,6477137,ADD/ALT,Plan Review,$0.00,47289
8277,6477155,ADD/ALT,No plan review,$1000.00,47844
7747,6477203,ADD/ALT,No plan review,$10000.00,7747
8267,6477242,DEMOLITION,No plan review,$0.00,8267
8251,6477277,DEMOLITION,No plan review,$0.00,8251
4599,6477339,ADD/ALT,Plan Review,$20000.00,35603
7076,6477431,ADD/ALT,Plan Review,$202515.00,7076
8201,6477535,ADD/ALT,No plan review,$20000.00,8201
4708,6477555,ADD/ALT,Plan Review,$75000.00,4708
44645,6477614,ADD/ALT,Plan Review,$0.00,44645
46817,6477647,ADD/ALT,Plan Review,$0.00,46820
7088,6477675,ADD/ALT,Plan Review,$100000.00,7088
8147,6477676,ADD/ALT,No plan review,$2244.00,17353
5185,6477677,NEW,Plan Review,$489745.00,39826
4956,6477682,NEW,Plan Review,$489744.00,4956
8183,6477689,NO CONSTRUCTION,Plan Review,$0.00,8183
8102,6477757,ADD/ALT,Plan Review,$35000.00,32967
43352,6477775,,Plan Review,$0.00,43352
6782,6477873,ADD/ALT,Plan Review,$70000.00,48259
4278,6477951,ADD/ALT,Plan Review,$6920.00,4278
5110,6478049,ADD/ALT,Plan Review,$3000.00,38631
8025,6478078,ADD/ALT,No plan review,$100000.00,50261
5981,6478104,ADD/ALT,Plan Review,$225000.00,5981
8026,6478119,DEMOLITION,No plan review,$0.00,40541
22856,6478166,ADD/ALT,Plan Review,$0.00,47040
39791,6478202,DEMOLITION,No plan review,$0.00,39791
4035,6478301,NEW,Plan Review,$386277.00,4056
5889,6478355,ADD/ALT,No plan review,$75000.00,5889
39950,6478379,NEW,Plan Review,$0.00,39950
7942,6478410,ADD/ALT,Plan Review,$300000.00,18373
7700,6478452,ADD/ALT,No plan review,$26878.00,48356
8074,6478470,ADD/ALT,No plan review,$7500.00,47126
6294,6478494,ADD/ALT,Plan Review,$85944.00,6294
8019,6478595,ALTER,Plan Review,$40000000.00,26527
7946,6478701,NEW,Plan Review,$246180.00,7946
7950,6478702,NEW,Plan Review,$243133.00,7950
7949,6478712,DEMOLITION,No plan review,$0.00,7950
7919,6478728,NEW,Plan Review,$611816.00,7919
6370,6478741,DEMOLITION,No plan review,$0.00,7953
6316,6478865,ADD/ALT,Plan Review,$145449.00,6316
7981,6478909,NEW,Plan Review,$273146.00,7981
7986,6478928,ADD/ALT,No plan review,$30000.00,43750
4674,6478935,DEMOLITION,Plan Review,$0.00,4674
5675,6478956,NEW,Plan Review,$340352.00,5675
6240,6478987,ADD/ALT,Plan Review,$95704.00,6240
7974,6479078,ADD/ALT,No plan review,$20000.00,7974
3412,6479169,ADD/ALT,No plan review,$50000.00,3412
44527,6479203,ADD/ALT,Plan Review,$0.00,44527
7910,6479302,NEW,Plan Review,$1000.00,7910
7249,6479338,NEW,Plan Review,$391577.00,7249
7902,6479405,DEMOLITION,No plan review,$0.00,7902
2153,6479468,NEW,Plan Review,$488213.00,2153
7072,6479472,NEW,Plan Review,$317990.00,7072
5512,6479522,ADD/ALT,Plan Review,$200000.00,5512
7834,6479910,ADD/ALT,No plan review,$35000.00,7834
44197,6479955,ADD/ALT,Plan Review,$0.00,44197
7247,6479978,NEW,Plan Review,$402142.00,7247
7117,6479999,ADD/ALT,No plan review,$15000.00,7117
7801,6480073,ADD/ALT,No plan review,$55000.00,12534
7786,6480149,ADD/ALT,No plan review,$65000.00,8947
7782,6480167,ADD/ALT,No plan review,$12000.00,7782
40574,6480220,NEW,Plan Review,$0.00,40574
7749,6480293,DEMOLITION,No plan review,$0.00,12560
7772,6480338,ADD/ALT,No plan review,$8000.00,7772
7745,6480370,ADD/ALT,No plan review,$20000.00,7745
4407,6480371,DEMOLITION,No plan review,$0.00,7753
6944,6480378,ADD/ALT,No plan review,$24975.00,6944
6657,6480543,ADD/ALT,Plan Review,$7000.00,47387
6749,6480587,ADD/ALT,No plan review,$50000.00,6749
5825,6480614,ADD/ALT,Plan Review,$1000.00,5825
1551,6480622,NEW,No plan review,$32000.00,1551
682,6480630,ADD/ALT,Plan Review,$83497.00,40545
5328,6480676,ADD/ALT,Plan Review,$65000.00,14194
4347,6481007,ADD/ALT,Plan Review,$1000.00,4347
7669,6481025,DEMOLITION,No plan review,$0.00,7669
6083,6481198,NEW,Plan Review,$45000.00,48956
47289,6481376,ADD/ALT,Plan Review,$0.00,47289
7613,6481432,ADD/ALT,No plan review,$14000.00,7613
5766,6481455,NEW,Plan Review,$478304.00,6461
48568,6481469,ADD/ALT,Plan Review,$0.00,48568
7569,6481748,ADD/ALT,No plan review,$1800.00,30590
2284,6481801,NEW,Plan Review,$461999.00,2284
4057,6481834,NEW,Plan Review,$27615347.00,5956
46285,6481932,,Plan Review,$0.00,46286
44677,6481934,,Plan Review,$0.00,44677
4948,6481940,NEW,Plan Review,$228706.00,4948
7552,6481960,ADD/ALT,No plan review,$13500.00,35178
7162,6482007,ADD/ALT,No plan review,$10000.00,22103
5588,6482064,ADD/ALT,Plan Review,$350000.00,5588
6309,6482194,ADD/ALT,No plan review,$75000.00,6309
40220,6482198,NEW,Plan Review,$0.00,40220
7468,6482237,DEMOLITION,No plan review,$0.00,7475
7494,6482311,ADD/ALT,No plan review,$2000.00,34591
7403,6482327,DEMOLITION,No plan review,$0.00,7487
2636,6482370,ADD/ALT,Plan Review,$15000.00,2636
5359,6482402,ADD/ALT,No plan review,$120000.00,5359
5753,6482415,ADD/ALT,Plan Review,$211238.00,46866
7402,6482451,ADD/ALT,Plan Review,$1000.00,7402
7464,6482497,ADD/ALT,No plan review,$25000.00,48193
7460,6482517,ADD/ALT,No plan review,$113500.00,7460
7457,6482538,ADD/ALT,No plan review,$5000.00,7457
46762,6482552,NEW,Plan Review,$0.00,46762
6570,6482557,NEW,Plan Review,$423706.00,6570
7436,6482751,ALTER,Plan Review,$75000.00,38110
5729,6482876,ADD/ALT,Plan Review,$39220.00,43952
45211,6482888,NEW,Plan Review,$0.00,45211
7397,6482935,ADD/ALT,No plan review,$0.00,49655
7290,6483095,ADD/ALT,No plan review,$180000.00,31799
5021,6483100,ADD/ALT,Plan Review,$448515.00,5021
6906,6483181,ADD/ALT,No plan review,$45000.00,6906
7360,6483233,ADD/ALT,No plan review,$60000.00,7360
40085,6483269,ADD/ALT,Plan Review,$0.00,40085
6185,6483276,ADD/ALT,Plan Review,$245000.00,46820
7272,6483446,NEW,Plan Review,$246890.00,7272
7270,6483447,NEW,Plan Review,$246890.00,7272
7327,6483472,ADD/ALT,No plan review,$8000.00,7762
4992,6483486,ADD/ALT,Plan Review,$65151.00,8444
5805,6483576,ADD/ALT,Plan Review,$338585.00,5805
5219,6483645,NEW,Plan Review,$385341.00,5219
5506,6483646,ADD/ALT,Plan Review,$115879.00,5613
6755,6483765,ADD/ALT,No plan review,$6000.00,31463
48564,6483775,ADD/ALT,Plan Review,$0.00,48564
7275,6483791,NEW,Plan Review,$370417.00,7275
4242,6483812,ADD/ALT,Plan Review,$28800.00,4242
46657,6483876,NEW,Plan Review,$0.00,46658
7262,6483923,ADD/ALT,Plan Review,$885000.00,7262
7105,6484025,ADD/ALT,No plan review,$81000.00,36190
46798,6484102,TREE/VEGETATION MAINT/RESTORE,No plan review,$0.00,46798
7066,6484114,ADD/ALT,No plan review,$80000.00,7066
5325,6484119,NEW,Plan Review,$247605.00,5325
7208,6484252,TREE/VEGETATION MAINT/RESTORE,No plan review,$0.00,9752
3101,6484269,DEMOLITION,No plan review,$0.00,47985
7157,6484279,ADD/ALT,No plan review,$20000.00,7157
7186,6484350,DEMOLITION,No plan review,$0.00,7188
7158,6484532,ADD/ALT,No plan review,$39339.00,7158
5599,6484599,ADD/ALT,Plan Review,$300000.00,5599
5411,6484656,NEW,Plan Review,$506302.00,28180
6646,6484714,NEW,Plan Review,$195135.00,6646
7119,6484731,ADD/ALT,No plan review,$40000.00,7119
4722,6484741,ADD/ALT,No plan review,$10800.00,4722
4543,6484749,ADD/ALT,Plan Review,$409500.00,4543
7116,6484752,ADD/ALT,No plan review,$1.00,7116
46178,6484790,,Plan Review,$0.00,46178
6573,6484804,NEW,Plan Review,$434975.00,6573
6598,6484945,ADD/ALT,No plan review,$4000.00,6598
7086,6484977,ADD/ALT,No plan review,$7000.00,7086
47367,6484992,NEW,Plan Review,$0.00,47367
7081,6485016,ADD/ALT,No plan review,$18000.00,7081
7070,6485076,ADD/ALT,No plan review,$50000.00,7070
6791,6485094,ADD/ALT,No plan review,$5000.00,6791
40578,6485104,TREE/VEGETATION MAINT/RESTORE,No plan review,$0.00,40578
5038,6485107,ADD/ALT,Plan Review,$34000.00,5038
6428,6485138,ADD/ALT,Plan Review,$60000.00,20459
7040,6485186,ADD/ALT,No plan review,$35000.00,13000
4240,6485335,NEW,Plan Review,$446491.00,4240
41395,6485406,TREE/VEGETATION MAINT/RESTORE,No plan review,$0.00,41395
6859,6485451,DEMOLITION,No plan review,$0.00,6989
45043,6485547,ADD/ALT,Plan Review,$0.00,45044
7002,6485617,ADD/ALT,No plan review,$5000.00,10522
43612,6485756,ADD/ALT,Plan Review,$0.00,43612
5045,6485841,NEW,Plan Review,$3507869.00,5046
6858,6485866,ADD/ALT,Plan Review,$12000.00,6858
3848,6485878,ADD/ALT,Plan Review,$200000.00,3848
45105,6485879,NEW,Plan Review,$0.00,45105
3990,6485901,NEW,Plan Review,$695900.00,3990
4397,6485970,ADD/ALT,Plan Review,$200000.00,49859
6902,6485971,TREE/VEGETATION MAINT/RESTORE,No plan review,$0.00,6902
6953,6485986,ADD/ALT,No plan review,$6300.00,37335
47567,6486040,ADD/ALT,Plan Review,$0.00,47568
6407,6486073,ADD/ALT,No plan review,$12599.00,6407
4908,6486167,NEW,Plan Review,$344505.00,4908
5851,6486171,ADD/ALT,No plan review,$4000.00,6097
45133,6486224,ADD/ALT,Plan Review,$0.00,45133
43578,6486241,ADD/ALT,Plan Review,$0.00,43578
6810,6486249,ADD/ALT,Plan Review,$250000.00,18174
1783,6486340,ADD/ALT,Plan Review,$251000.00,1783
42267,6486375,ADD/ALT,Plan Review,$4864.00,42267
3497,6486665,NEW,Plan Review,$366060.00,3497
6857,6486694,ADD/ALT,No plan review,$260000.00,6857
6108,6486695,NEW,Plan Review,$443441.00,6108
4098,6486750,ADD/ALT,Plan Review,$270000.00,27399
6097,6486855,ADD/ALT,Plan Review,$125000.00,6097
4481,6486864,NEW,Plan Review,$35880.00,11344
49059,6486872,ADD/ALT,Plan Review,$0.00,49059
6805,6486885,DEMOLITION,No plan review,$0.00,6805
4321,6486953,ADD/ALT,Plan Review,$150000.00,49194
5547,6487147,ADD/ALT,Plan Review,$84000.00,5547
6501,6487156,ADD/ALT,Plan Review,$212611.00,45870
6790,6487178,NEW,Plan Review,$183390.00,6790
21389,6487187,,Plan Review,$0.00,46655
6737,6487228,NEW,Plan Review,$211461.00,39625
6728,6487238,DEMOLITION,No plan review,$0.00,39625
6391,6487256,ADD/ALT,Plan Review,$40000.00,6391
6736,6487386,TREE/VEGETATION MAINT/RESTORE,No plan review,$0.00,6736
6762,6487396,ALTER,Plan Review,$150000.00,39424
5223,6487491,ADD/ALT,Plan Review,$250000.00,46037
17812,6487562,ADD/ALT,Plan Review,$0.00,17812
6729,6487704,DEMOLITION,No plan review,$0.00,6730
6700,6487917,ADD/ALT,No plan review,$50000.00,6700
5240,6487968,ADD/ALT,No plan review,$28529.00,21770
6690,6487999,ADD/ALT,No plan review,$3000.00,6690
6682,6488012,NEW,Plan Review,$197146.00,6682
46196,6488111,ADD/ALT,Plan Review,$0.00,46196
5682,6488157,ADD/ALT,Plan Review,$4125.00,27974
6405,6488181,ADD/ALT,No plan review,$5000.00,6405
1795,6488184,ADD/ALT,No plan review,$15000.00,8020
4110,6488214,NEW,Plan Review,$360660.00,4110
6654,6488308,ADD/ALT,No plan review,$22000.00,49154
5341,6488328,ADD/ALT,Plan Review,$11339.00,33283
43380,6488363,ADD/ALT,Plan Review,$0.00,43381
44662,6488406,DEMOLITION,Plan Review,$0.00,44662
4556,6488562,NEW,Plan Review,$21525728.00,7497
6594,6488611,ADD/ALT,No plan review,$29202.00,6594
5251,6488633,NEW,Plan Review,$467726.00,5251
5402,6488711,ADD/ALT,Plan Review,$365353.00,5402
5735,6488755,ADD/ALT,Plan Review,$804335.00,40657
40277,6488760,NEW,Plan Review,$0.00,40277
50101,6488764,ADD/ALT,Plan Review,$0.00,50101
6465,6488785,ADD/ALT,Plan Review,$50000.00,44678
6510,6488840,DEMOLITION,No plan review,$0.00,6510
2820,6488887,ADD/ALT,Plan Review,$75778.00,2820
6547,6488986,ADD/ALT,No plan review,$120000.00,6547
5975,6488998,ADD/ALT,Plan Review,$35000.00,49356
5109,6489200,ADD/ALT,Plan Review,$1500000.00,48487
5347,6489227,ADD/ALT,No plan review,$5000.00,9002
4177,6489479,ADD/ALT,Plan Review,$50000.00,4177
6488,6489494,ADD/ALT,No plan review,$1000.00,21983
5834,6489618,ADD/ALT,Plan Review,$347406.00,5834
3649,6489634,NEW,Plan Review,$389589.00,3649
341,6489761,NEW,Plan Review,$305188.00,341
40020,6489832,ADD/ALT,Plan Review,$0.00,40020
5147,6489857,DEMOLITION,No plan review,$0.00,49211
6418,6489881,ADD/ALT,No plan review,$2298.00,6419
40219,6489889,,Plan Review,$0.00,40219
6411,6489900,ADD/ALT,No plan review,$6000.00,6411
4359,6489921,ADD/ALT,Plan Review,$90675.00,7466
6311,6489945,DEMOLITION,No plan review,$0.00,6394
6364,6489987,ADD/ALT,No plan review,$15000.00,6364
6385,6490225,ADD/ALT,No plan review,$25000.00,44348
6374,6490370,ADD/ALT,No plan review,$2600.00,6496
4105,6490510,DEMOLITION,Plan Review,$0.00,21993
4705,6490582,ADD/ALT,Plan Review,$627000.00,46192
6337,6490659,ADD/ALT,No plan review,$9000.00,6337
6170,6490661,ADD/ALT,No plan review,$7000.00,7287
41179,6490677,NEW,Plan Review,$0.00,41179
4866,6490711,ADD/ALT,Plan Review,$20000.00,25042
3823,6490928,ADD/ALT,Plan Review,$26819.00,3823
48796,6490940,ADD/ALT,Plan Review,$0.00,48798
4630,6490992,ADD/ALT,Plan Review,$60000.00,4630
3004,6491016,DEMOLITION,No plan review,$0.00,37230
4837,6491018,ADD/ALT,Plan Review,$278806.00,4837
6267,6491089,ADD/ALT,No plan review,$3000.00,6267
43315,6491219,ADD/ALT,Plan Review,$0.00,43316
6238,6491253,ADD/ALT,No plan review,$25000.00,6238
6222,6491320,ADD/ALT,No plan review,$1000.00,6222
5438,6491331,ADD/ALT,No plan review,$60000.00,5438
49850,6491369,ADD/ALT,Plan Review,$0.00,49850
6201,6491427,ADD/ALT,Plan Review,$830000.00,41303
