id,Category,DesignType,DesignIncluded
9189,SINGLE FAMILY / DUPLEX,II,N
9190,SINGLE FAMILY / DUPLEX,II,
9191,MULTIFAMILY,II,
9192,COMMERCIAL,I,
9193,COMMERCIAL,II,
9194,SINGLE FAMILY / DUPLEX,II,
9195,SINGLE FAMILY / DUPLEX,II,N
9196,MULTIFAMILY,I,Y
9197,MULTIFAMILY,II,
9198,COMMERCIAL,II,
9199,MULTIFAMILY,I,Y
9200,MULTIFAMILY,I,Y
9201,MULTIFAMILY,II,
9202,MULTIFAMILY,I,Y
9203,MULTIFAMILY,I,Y
9204,,,
9205,INSTITUTIONAL,II,
9206,COMMERCIAL,II,
9207,SINGLE FAMILY / DUPLEX,II,
9208,,,
9209,MULTIFAMILY,,
9210,SINGLE FAMILY / DUPLEX,I,Y
9211,MULTIFAMILY,,
9212,COMMERCIAL,II,
9213,MULTIFAMILY,I,Y
9214,MULTIFAMILY,II,
9215,COMMERCIAL,I,Y
9216,MULTIFAMILY,II,
9217,MULTIFAMILY,II,Y
9218,MULTIFAMILY,II,
9219,COMMERCIAL,II,
9220,SINGLE FAMILY / DUPLEX,II,
9221,COMMERCIAL,I,Y
9222,,,
9223,COMMERCIAL,II,
9224,,,
9225,MULTIFAMILY,II,Y
9226,INSTITUTIONAL,,
9227,COMMERCIAL,I,Y
9228,SINGLE FAMILY / DUPLEX,II,
9229,SINGLE FAMILY / DUPLEX,II,
9230,SINGLE FAMILY / DUPLEX,II,
9231,MULTIFAMILY,I,Y
9232,SINGLE FAMILY / DUPLEX,II,
9233,,,
9234,MULTIFAMILY,I,Y
9235,,,
9236,,,
9237,,II,
9238,SINGLE FAMILY / DUPLEX,II,
9239,MULTIFAMILY,II,Y
9240,MULTIFAMILY,II,
9241,INSTITUTIONAL,II,
9242,MULTIFAMILY,II,
9243,MULTIFAMILY,II,
9244,COMMERCIAL,II,
9245,MULTIFAMILY,I,Y
9246,MULTIFAMILY,II,
9247,SINGLE FAMILY / DUPLEX,I,
9248,INSTITUTIONAL,I,Y
9249,SINGLE FAMILY / DUPLEX,,
9250,MULTIFAMILY,II,
9251,,,
9252,,II,
9253,MULTIFAMILY,II,N
9254,,,
9255,MULTIFAMILY,,
9256,MULTIFAMILY,I,Y
9257,MULTIFAMILY,II,
9258,SINGLE FAMILY / DUPLEX,II,
9259,INSTITUTIONAL,II,
9260,SINGLE FAMILY / DUPLEX,II,N
9261,MULTIFAMILY,II,
9262,,,
9263,MULTIFAMILY,I,Y
9264,MULTIFAMILY,I,Y
9265,SINGLE FAMILY / DUPLEX,II,
9266,,,
9267,MULTIFAMILY,II,
9268,,,
9269,SINGLE FAMILY / DUPLEX,II,
9270,MULTIFAMILY,I,Y
9271,INSTITUTIONAL,II,
9272,INDUSTRIAL,II,
9273,COMMERCIAL,,
9274,COMMERCIAL,II,
9275,SINGLE FAMILY / DUPLEX,II,
9276,COMMERCIAL,II,Y
9277,MULTIFAMILY,II,
9278,MULTIFAMILY,II,
9279,COMMERCIAL,II,
9280,SINGLE FAMILY / DUPLEX,II,
9281,,,
9282,COMMERCIAL,II,
9283,MULTIFAMILY,II,
9284,COMMERCIAL,II,
9285,COMMERCIAL,II,Y
9286,MULTIFAMILY,I,Y
9287,MULTIFAMILY,II,
9288,COMMERCIAL,II,
9289,COMMERCIAL,II,
9290,,,
9291,COMMERCIAL,II,
9292,MULTIFAMILY,II,
9293,MULTIFAMILY,II,
9294,,,
9295,INSTITUTIONAL,I,
9296,,,
9297,COMMERCIAL,II,
9298,INSTITUTIONAL,II,
9299,COMMERCIAL,I,
9300,MULTIFAMILY,II,
9301,COMMERCIAL,II,
9302,MULTIFAMILY,II,Y
9303,COMMERCIAL,II,Y
9304,SINGLE FAMILY / DUPLEX,II,
9305,MULTIFAMILY,II,
9306,COMMERCIAL,II,
9307,MULTIFAMILY,I,Y
9308,SINGLE FAMILY / DUPLEX,II,
9309,,,
9310,COMMERCIAL,II,
9311,,,
9312,MULTIFAMILY,II,
9313,SINGLE FAMILY / DUPLEX,,
9314,,,
9315,MULTIFAMILY,II,
9316,,II,
9317,MULTIFAMILY,I,Y
9318,MULTIFAMILY,II,
9319,COMMERCIAL,,
9320,COMMERCIAL,II,
9321,COMMERCIAL,II,
9322,,,
9323,SINGLE FAMILY / DUPLEX,II,
9324,SINGLE FAMILY / DUPLEX,II,
9325,,,
9326,COMMERCIAL,II,Y
9327,SINGLE FAMILY / DUPLEX,,
9328,,,
9329,MULTIFAMILY,II,
9330,COMMERCIAL,II,
9331,COMMERCIAL,I,
9332,MULTIFAMILY,II,
9333,COMMERCIAL,,
9334,MULTIFAMILY,I,Y
9335,,,
9336,SINGLE FAMILY / DUPLEX,II,
9337,SINGLE FAMILY / DUPLEX,II,
9338,COMMERCIAL,I,
9339,MULTIFAMILY,II,Y
9340,,,
9341,MULTIFAMILY,II,
9342,MULTIFAMILY,II,
9343,COMMERCIAL,I,
9344,INDUSTRIAL,II,
9345,COMMERCIAL,II,
9346,SINGLE FAMILY / DUPLEX,II,
9347,MULTIFAMILY,I,Y
9348,MULTIFAMILY,I,Y
9349,MULTIFAMILY,I,Y
9350,MULTIFAMILY,II,
9351,SINGLE FAMILY / DUPLEX,,
9352,COMMERCIAL,II,
9353,MULTIFAMILY,II,
9354,MULTIFAMILY,II,
9355,SINGLE FAMILY / DUPLEX,I,
9356,MULTIFAMILY,II,
9357,COMMERCIAL,,
9358,MULTIFAMILY,I,Y
9359,,,
9360,MULTIFAMILY,I,Y
9361,MULTIFAMILY,II,
9362,SINGLE FAMILY / DUPLEX,II,N
9363,COMMERCIAL,,
9364,MULTIFAMILY,II,
9365,SINGLE FAMILY / DUPLEX,II,
9366,,,
9367,MULTIFAMILY,II,
9368,SINGLE FAMILY / DUPLEX,II,
9369,MULTIFAMILY,I,Y
9370,COMMERCIAL,II,
9371,,,
9372,MULTIFAMILY,II,
9373,MULTIFAMILY,II,
9374,SINGLE FAMILY / DUPLEX,I,
9375,MULTIFAMILY,II,Y
9376,INSTITUTIONAL,II,
9377,COMMERCIAL,II,
9378,SINGLE FAMILY / DUPLEX,II,
9379,MULTIFAMILY,II,
9380,COMMERCIAL,I,
9381,MULTIFAMILY,II,
9382,COMMERCIAL,II,
9383,INSTITUTIONAL,II,
9384,,,
9385,INSTITUTIONAL,II,
9386,SINGLE FAMILY / DUPLEX,II,
9387,SINGLE FAMILY / DUPLEX,II,N
9388,,,
9389,COMMERCIAL,II,
9390,MULTIFAMILY,I,Y
9391,MULTIFAMILY,I,Y
9392,INDUSTRIAL,II,
9393,COMMERCIAL,,
9394,MULTIFAMILY,I,Y
9395,,,
9396,SINGLE FAMILY / DUPLEX,II,
9397,COMMERCIAL,II,
9398,SINGLE FAMILY / DUPLEX,II,
9399,MULTIFAMILY,II,
9400,SINGLE FAMILY / DUPLEX,I,Y
9401,,,
9402,SINGLE FAMILY / DUPLEX,II,
9403,COMMERCIAL,II,
9404,,,
9405,,,
9406,COMMERCIAL,II,
9407,MULTIFAMILY,I,Y
9408,SINGLE FAMILY / DUPLEX,II,
9409,COMMERCIAL,II,
9410,MULTIFAMILY,I,Y
9411,SINGLE FAMILY / DUPLEX,,
9412,,,
9413,MULTIFAMILY,II,
9414,SINGLE FAMILY / DUPLEX,I,
9415,COMMERCIAL,II,Y
9416,MULTIFAMILY,II,
9417,,,
9418,MULTIFAMILY,II,
9419,MULTIFAMILY,I,Y
9420,COMMERCIAL,II,Y
9421,COMMERCIAL,,
9422,COMMERCIAL,II,
9423,MULTIFAMILY,II,
9424,,,
9425,SINGLE FAMILY / DUPLEX,II,
9426,COMMERCIAL,II,
9427,SINGLE FAMILY / DUPLEX,,
9428,INSTITUTIONAL,II,N
9429,SINGLE FAMILY / DUPLEX,II,
9430,SINGLE FAMILY / DUPLEX,II,
9431,COMMERCIAL,,
9432,MULTIFAMILY,II,N
9433,,,
9434,SINGLE FAMILY / DUPLEX,II,
9435,MULTIFAMILY,II,
9436,MULTIFAMILY,II,
9437,MULTIFAMILY,II,
9438,SINGLE FAMILY / DUPLEX,II,
9439,MULTIFAMILY,II,
9440,COMMERCIAL,II,
9441,COMMERCIAL,II,
9442,MULTIFAMILY,,
9443,MULTIFAMILY,II,
9444,,,
9445,COMMERCIAL,II,
9446,SINGLE FAMILY / DUPLEX,II,
9447,SINGLE FAMILY / DUPLEX,II,
9448,MULTIFAMILY,I,N
9449,COMMERCIAL,II,N
9450,COMMERCIAL,,
9451,COMMERCIAL,II,
9452,COMMERCIAL,,
9453,MULTIFAMILY,II,
9454,MULTIFAMILY,II,
9455,,,
9456,SINGLE FAMILY / DUPLEX,II,
9457,COMMERCIAL,II,
9458,MULTIFAMILY,II,
9459,COMMERCIAL,II,
9460,COMMERCIAL,I,
9461,SINGLE FAMILY / DUPLEX,II,
9462,MULTIFAMILY,I,Y
9463,,,
9464,,,
9465,SINGLE FAMILY / DUPLEX,II,
9466,MULTIFAMILY,II,
9467,COMMERCIAL,II,
9468,SINGLE FAMILY / DUPLEX,II,
9469,MULTIFAMILY,I,Y
9470,MULTIFAMILY,I,Y
9471,,,
9472,,,
9473,SINGLE FAMILY / DUPLEX,,
9474,COMMERCIAL,II,
9475,MULTIFAMILY,I,Y
9476,,,
9477,COMMERCIAL,,
9478,MULTIFAMILY,I,Y
9479,,,
9480,COMMERCIAL,II,
9481,SINGLE FAMILY / DUPLEX,,
9482,COMMERCIAL,II,N
9483,MULTIFAMILY,II,Y
9484,COMMERCIAL,II,
9485,MULTIFAMILY,II,
9486,SINGLE FAMILY / DUPLEX,I,Y
9487,MULTIFAMILY,II,
9488,COMMERCIAL,I,N
9489,INSTITUTIONAL,II,
9490,MULTIFAMILY,I,
9491,SINGLE FAMILY / DUPLEX,II,
9492,MULTIFAMILY,II,
9493,SINGLE FAMILY / DUPLEX,II,Y
9494,COMMERCIAL,II,
9495,SINGLE FAMILY / DUPLEX,II,
9496,SINGLE FAMILY / DUPLEX,II,
9497,INDUSTRIAL,II,
9498,MULTIFAMILY,II,N
9499,MULTIFAMILY,II,Y
9500,,,
9501,MULTIFAMILY,II,
9502,,,
9503,SINGLE FAMILY / DUPLEX,,
9504,MULTIFAMILY,,
9505,MULTIFAMILY,II,
9506,MULTIFAMILY,I,Y
9507,SINGLE FAMILY / DUPLEX,II,
9508,SINGLE FAMILY / DUPLEX,II,
9509,SINGLE FAMILY / DUPLEX,,
9510,MULTIFAMILY,II,
9511,MULTIFAMILY,,
9512,SINGLE FAMILY / DUPLEX,I,Y
9513,COMMERCIAL,II,N
9514,SINGLE FAMILY / DUPLEX,,
9515,SINGLE FAMILY / DUPLEX,II,
9516,,,
9517,MULTIFAMILY,I,Y
9518,SINGLE FAMILY / DUPLEX,II,
9519,MULTIFAMILY,I,Y
9520,MULTIFAMILY,II,
9521,MULTIFAMILY,II,
9522,INDUSTRIAL,II,
9523,MULTIFAMILY,I,Y
9524,SINGLE FAMILY / DUPLEX,I,Y
9525,MULTIFAMILY,II,Y
9526,COMMERCIAL,II,
9527,COMMERCIAL,II,N
9528,,,
9529,,II,Y
9530,COMMERCIAL,II,
9531,SINGLE FAMILY / DUPLEX,II,
9532,MULTIFAMILY,I,
9533,,IV,
9534,,,
9535,COMMERCIAL,,
9536,INSTITUTIONAL,II,N
9537,MULTIFAMILY,I,Y
9538,MULTIFAMILY,II,Y
9539,SINGLE FAMILY / DUPLEX,II,
9540,INSTITUTIONAL,II,N
9541,,,
9542,,II,
9543,COMMERCIAL,II,Y
9544,COMMERCIAL,II,N
9545,COMMERCIAL,II,
9546,MULTIFAMILY,I,Y
9547,MULTIFAMILY,I,Y
9548,COMMERCIAL,I,
9549,COMMERCIAL,II,
9550,,,
9551,MULTIFAMILY,II,
9552,COMMERCIAL,II,
9553,,II,
9554,MULTIFAMILY,II,
9555,,,
9556,COMMERCIAL,,
9557,MULTIFAMILY,II,N
9558,,,
9559,COMMERCIAL,,
9560,MULTIFAMILY,II,
9561,SINGLE FAMILY / DUPLEX,II,
9562,MULTIFAMILY,II,
9563,MULTIFAMILY,II,
9564,MULTIFAMILY,II,
9565,MULTIFAMILY,II,
9566,MULTIFAMILY,II,
9567,COMMERCIAL,II,
9568,SINGLE FAMILY / DUPLEX,II,
9569,SINGLE FAMILY / DUPLEX,II,
9570,SINGLE FAMILY / DUPLEX,II,
9571,SINGLE FAMILY / DUPLEX,II,
9572,MULTIFAMILY,II,Y
9573,MULTIFAMILY,I,Y
9574,,,
9575,,II,
9576,COMMERCIAL,II,
9577,,II,
9578,MULTIFAMILY,,N
9579,SINGLE FAMILY / DUPLEX,II,
9580,,,
9581,COMMERCIAL,,
9582,MULTIFAMILY,I,Y
9583,,,
9584,MULTIFAMILY,II,
9585,,,
9586,,,
9587,COMMERCIAL,,
9588,INSTITUTIONAL,II,
9589,,,
9590,SINGLE FAMILY / DUPLEX,,
9591,SINGLE FAMILY / DUPLEX,II,
9592,MULTIFAMILY,II,
9593,MULTIFAMILY,I,Y
9594,INSTITUTIONAL,II,
9595,,,
9596,MULTIFAMILY,II,
9597,MULTIFAMILY,II,
9598,SINGLE FAMILY / DUPLEX,II,N
9599,MULTIFAMILY,II,Y
9600,MULTIFAMILY,I,Y
9601,INSTITUTIONAL,I,Y
9602,,,
9603,SINGLE FAMILY / DUPLEX,I,Y
9604,MULTIFAMILY,II,
9605,,II,
9606,SINGLE FAMILY / DUPLEX,,
9607,,,
9608,COMMERCIAL,II,
9609,COMMERCIAL,II,
9610,MULTIFAMILY,I,Y
9611,MULTIFAMILY,II,
9612,MULTIFAMILY,II,
9613,COMMERCIAL,II,
9614,SINGLE FAMILY / DUPLEX,II,
9615,,,
9616,COMMERCIAL,II,
9617,,,
9618,MULTIFAMILY,II,
9619,MULTIFAMILY,I,Y
9620,SINGLE FAMILY / DUPLEX,II,
9621,MULTIFAMILY,I,Y
9622,MULTIFAMILY,II,
9623,MULTIFAMILY,I,Y
9624,MULTIFAMILY,II,Y
9625,SINGLE FAMILY / DUPLEX,II,
9626,INDUSTRIAL,II,
9627,MULTIFAMILY,I,Y
9628,COMMERCIAL,,N
9629,MULTIFAMILY,I,Y
9630,MULTIFAMILY,I,Y
9631,SINGLE FAMILY / DUPLEX,II,
9632,,II,
9633,SINGLE FAMILY / DUPLEX,II,
9634,SINGLE FAMILY / DUPLEX,II,
9635,MULTIFAMILY,I,Y
9636,MULTIFAMILY,I,Y
9637,MULTIFAMILY,II,
9638,SINGLE FAMILY / DUPLEX,II,
9639,,,
9640,COMMERCIAL,II,Y
9641,COMMERCIAL,II,
9642,,,
9643,,,
9644,,II,
9645,,II,
9646,,,
9647,MULTIFAMILY,II,N
9648,,,
9649,MULTIFAMILY,I,Y
9650,,II,
9651,MULTIFAMILY,II,
9652,,,
9653,MULTIFAMILY,I,Y
9654,,,
9655,MULTIFAMILY,I,Y
9656,MULTIFAMILY,I,Y
9657,,,
9658,MULTIFAMILY,II,
9659,SINGLE FAMILY / DUPLEX,II,
9660,SINGLE FAMILY / DUPLEX,II,
9661,INSTITUTIONAL,II,
9662,,,
9663,MULTIFAMILY,II,
9664,MULTIFAMILY,IV,N
9665,SINGLE FAMILY / DUPLEX,II,N
9666,INSTITUTIONAL,II,
9667,,,
9668,MULTIFAMILY,II,
9669,,,
9670,,,
9671,COMMERCIAL,II,
9672,,,
9673,SINGLE FAMILY / DUPLEX,II,
9674,MULTIFAMILY,II,
9675,COMMERCIAL,II,
9676,,,
9677,,,
9678,SINGLE FAMILY / DUPLEX,II,
9679,MULTIFAMILY,I,Y
9680,MULTIFAMILY,II,Y
9681,,II,N
9682,MULTIFAMILY,I,Y
9683,MULTIFAMILY,I,Y
9684,MULTIFAMILY,I,Y
9685,MULTIFAMILY,II,Y
9686,,,
9687,COMMERCIAL,II,Y
9688,COMMERCIAL,II,
9689,INDUSTRIAL,II,N
9690,,,
9691,MULTIFAMILY,II,
9692,MULTIFAMILY,II,
9693,,,
9694,COMMERCIAL,II,
9695,,,
9696,COMMERCIAL,I,Y
9697,,,
9698,,I,N
9699,MULTIFAMILY,I,Y
9700,MULTIFAMILY,I,Y
9701,SINGLE FAMILY / DUPLEX,II,
9702,MULTIFAMILY,I,Y
9703,COMMERCIAL,,
9704,MULTIFAMILY,I,Y
9705,MULTIFAMILY,I,Y
9706,,I,
9707,MULTIFAMILY,,
9708,MULTIFAMILY,I,Y
9709,MULTIFAMILY,II,
9710,MULTIFAMILY,I,Y
9711,MULTIFAMILY,II,
9712,SINGLE FAMILY / DUPLEX,II,
9713,,,
9714,,II,
9715,MULTIFAMILY,II,
9716,SINGLE FAMILY / DUPLEX,II,
9717,MULTIFAMILY,,
9718,MULTIFAMILY,II,
9719,COMMERCIAL,II,
9720,COMMERCIAL,II,
9721,,,
9722,MULTIFAMILY,II,Y
9723,COMMERCIAL,II,N
9724,MULTIFAMILY,I,Y
9725,INDUSTRIAL,II,
9726,,,
9727,SINGLE FAMILY / DUPLEX,II,
9728,MULTIFAMILY,II,
9729,MULTIFAMILY,I,Y
9730,,II,
9731,MULTIFAMILY,,
9732,SINGLE FAMILY / DUPLEX,,
9733,,,
9734,MULTIFAMILY,I,Y
9735,MULTIFAMILY,I,Y
9736,MULTIFAMILY,,
9737,INDUSTRIAL,II,
9738,,,
9739,,,
9740,COMMERCIAL,I,Y
9741,,,
9742,SINGLE FAMILY / DUPLEX,,
9743,,,
9744,,,
9745,SINGLE FAMILY / DUPLEX,,
9746,SINGLE FAMILY / DUPLEX,,
9747,,II,
9748,,,
9749,SINGLE FAMILY / DUPLEX,I,
9750,SINGLE FAMILY / DUPLEX,,
9751,MULTIFAMILY,II,
9752,MULTIFAMILY,II,
9753,COMMERCIAL,II,
9754,,,
9755,SINGLE FAMILY / DUPLEX,II,
9756,MULTIFAMILY,II,
9757,COMMERCIAL,II,
9758,SINGLE FAMILY / DUPLEX,I,N
9759,MULTIFAMILY,II,
9760,COMMERCIAL,II,
9761,,,
9762,COMMERCIAL,II,
9763,MULTIFAMILY,I,Y
9764,MULTIFAMILY,I,Y
9765,SINGLE FAMILY / DUPLEX,II,
9766,SINGLE FAMILY / DUPLEX,II,N
9767,,II,
9768,COMMERCIAL,II,Y
9769,COMMERCIAL,II,
9770,MULTIFAMILY,II,Y
9771,COMMERCIAL,II,
9772,,,
9773,MULTIFAMILY,II,
9774,MULTIFAMILY,I,Y
9775,INDUSTRIAL,II,
9776,SINGLE FAMILY / DUPLEX,I,N
9777,SINGLE FAMILY / DUPLEX,II,
9778,INDUSTRIAL,II,
9779,SINGLE FAMILY / DUPLEX,II,
9780,MULTIFAMILY,II,
9781,INDUSTRIAL,II,
9782,MULTIFAMILY,II,
9783,SINGLE FAMILY / DUPLEX,II,
9784,COMMERCIAL,II,
9785,MULTIFAMILY,,
9786,,,
9787,COMMERCIAL,II,
9788,COMMERCIAL,II,N
9789,COMMERCIAL,II,
9790,SINGLE FAMILY / DUPLEX,,
9791,,,
9792,MULTIFAMILY,II,
9793,COMMERCIAL,II,
9794,COMMERCIAL,II,
9795,COMMERCIAL,I,Y
9796,,I,N
9797,,,
9798,MULTIFAMILY,II,Y
9799,,II,
9800,SINGLE FAMILY / DUPLEX,II,
9801,,,
9802,MULTIFAMILY,II,
9803,SINGLE FAMILY / DUPLEX,II,
9804,SINGLE FAMILY / DUPLEX,II,
9805,,,
9806,,II,
9807,,II,
9808,MULTIFAMILY,I,Y
9809,MULTIFAMILY,,
9810,COMMERCIAL,II,
9811,,,
9812,MULTIFAMILY,II,
9813,,II,
9814,,,
9815,SINGLE FAMILY / DUPLEX,II,
9816,,,
9817,COMMERCIAL,II,
9818,,,
9819,MULTIFAMILY,,
9820,SINGLE FAMILY / DUPLEX,II,
9821,,,
9822,,II,
9823,SINGLE FAMILY / DUPLEX,II,
9824,MULTIFAMILY,II,
9825,COMMERCIAL,II,
9826,INSTITUTIONAL,,
9827,COMMERCIAL,II,
9828,SINGLE FAMILY / DUPLEX,,
9829,COMMERCIAL,II,Y
9830,MULTIFAMILY,II,
9831,MULTIFAMILY,,
9832,MULTIFAMILY,II,
9833,SINGLE FAMILY / DUPLEX,I,Y
9834,SINGLE FAMILY / DUPLEX,II,
9835,INDUSTRIAL,II,
9836,COMMERCIAL,II,Y
9837,MULTIFAMILY,I,Y
9838,SINGLE FAMILY / DUPLEX,II,N
9839,MULTIFAMILY,II,
9840,SINGLE FAMILY / DUPLEX,,
9841,MULTIFAMILY,II,Y
9842,COMMERCIAL,,
9843,COMMERCIAL,II,
9844,,,
9845,SINGLE FAMILY / DUPLEX,II,
9846,SINGLE FAMILY / DUPLEX,II,
9847,,,
9848,MULTIFAMILY,II,
9849,,I,
9850,,,
9851,MULTIFAMILY,II,Y
9852,,,
9853,MULTIFAMILY,I,Y
9854,,II,
9855,,II,
9856,COMMERCIAL,II,
9857,MULTIFAMILY,I,Y
9858,,,
9859,MULTIFAMILY,II,
9860,MULTIFAMILY,II,
9861,COMMERCIAL,II,
9862,SINGLE FAMILY / DUPLEX,II,
9863,SINGLE FAMILY / DUPLEX,II,
9864,,,
9865,,,
9866,COMMERCIAL,II,
9867,,,
9868,COMMERCIAL,II,N
9869,,I,
9870,INSTITUTIONAL,II,
9871,COMMERCIAL,II,
9872,COMMERCIAL,II,N
9873,SINGLE FAMILY / DUPLEX,II,
9874,SINGLE FAMILY / DUPLEX,II,
9875,MULTIFAMILY,I,Y
9876,SINGLE FAMILY / DUPLEX,II,
9877,COMMERCIAL,II,
9878,SINGLE FAMILY / DUPLEX,II,
9879,MULTIFAMILY,,
9880,COMMERCIAL,II,
9881,COMMERCIAL,II,
9882,MULTIFAMILY,II,
9883,MULTIFAMILY,I,Y
9884,COMMERCIAL,II,
9885,COMMERCIAL,II,
9886,COMMERCIAL,II,
9887,COMMERCIAL,II,
9888,,II,
9889,MULTIFAMILY,I,Y
9890,,II,
9891,INSTITUTIONAL,II,
9892,MULTIFAMILY,II,
9893,INSTITUTIONAL,II,
9894,SINGLE FAMILY / DUPLEX,,
9895,MULTIFAMILY,I,Y
9896,MULTIFAMILY,II,
9897,,,N
9898,MULTIFAMILY,II,
9899,MULTIFAMILY,II,
9900,,II,
9901,MULTIFAMILY,I,Y
9902,MULTIFAMILY,II,Y
9903,MULTIFAMILY,II,
9904,COMMERCIAL,,
9905,MULTIFAMILY,I,Y
9906,SINGLE FAMILY / DUPLEX,II,
9907,MULTIFAMILY,II,Y
9908,,,
9909,SINGLE FAMILY / DUPLEX,II,
9910,COMMERCIAL,I,
9911,COMMERCIAL,II,Y
9912,INSTITUTIONAL,V,
9913,SINGLE FAMILY / DUPLEX,II,
9914,COMMERCIAL,II,
9915,,,
9916,COMMERCIAL,II,Y
9917,SINGLE FAMILY / DUPLEX,II,
9918,MULTIFAMILY,I,Y
9919,MULTIFAMILY,,
9920,MULTIFAMILY,II,
9921,SINGLE FAMILY / DUPLEX,,
9922,MULTIFAMILY,I,Y
9923,MULTIFAMILY,,
9924,SINGLE FAMILY / DUPLEX,II,
9925,INSTITUTIONAL,II,
9926,MULTIFAMILY,,
9927,SINGLE FAMILY / DUPLEX,,
9928,MULTIFAMILY,I,Y
9929,COMMERCIAL,I,N
9930,COMMERCIAL,II,
9931,MULTIFAMILY,II,N
9932,MULTIFAMILY,I,Y
9933,MULTIFAMILY,I,Y
9934,,,
9935,INSTITUTIONAL,II,
9936,,I,
9937,COMMERCIAL,II,
9938,COMMERCIAL,II,
9939,COMMERCIAL,II,
9940,MULTIFAMILY,I,Y
9941,SINGLE FAMILY / DUPLEX,II,
9942,SINGLE FAMILY / DUPLEX,II,
9943,,,
9944,SINGLE FAMILY / DUPLEX,II,
9945,SINGLE FAMILY / DUPLEX,,
9946,MULTIFAMILY,II,
9947,SINGLE FAMILY / DUPLEX,II,
9948,MULTIFAMILY,I,Y
9949,COMMERCIAL,II,
9950,SINGLE FAMILY / DUPLEX,,
9951,SINGLE FAMILY / DUPLEX,II,N
9952,MULTIFAMILY,II,
9953,COMMERCIAL,II,
9954,COMMERCIAL,II,
9955,INSTITUTIONAL,,
9956,COMMERCIAL,II,
9957,SINGLE FAMILY / DUPLEX,,
9958,COMMERCIAL,II,
9959,SINGLE FAMILY / DUPLEX,,
9960,INDUSTRIAL,II,
9961,COMMERCIAL,II,
9962,COMMERCIAL,II,
9963,MULTIFAMILY,II,
9964,COMMERCIAL,II,
9965,MULTIFAMILY,II,
9966,,,
9967,SINGLE FAMILY / DUPLEX,II,
9968,COMMERCIAL,II,Y
9969,COMMERCIAL,II,
9970,MULTIFAMILY,II,Y
9971,INSTITUTIONAL,II,Y
9972,SINGLE FAMILY / DUPLEX,,
9973,SINGLE FAMILY / DUPLEX,II,
9974,MULTIFAMILY,II,
9975,COMMERCIAL,II,
9976,COMMERCIAL,II,
9977,MULTIFAMILY,II,
9978,MULTIFAMILY,II,
9979,COMMERCIAL,II,
9980,MULTIFAMILY,II,
9981,SINGLE FAMILY / DUPLEX,,
9982,SINGLE FAMILY / DUPLEX,I,
9983,,,
9984,MULTIFAMILY,I,Y
9985,MULTIFAMILY,I,Y
9986,MULTIFAMILY,II,Y
9987,MULTIFAMILY,,
9988,SINGLE FAMILY / DUPLEX,I,N
9989,COMMERCIAL,II,
9990,SINGLE FAMILY / DUPLEX,II,
9991,,,
9992,,,
9993,,,
9994,,II,
9995,SINGLE FAMILY / DUPLEX,I,
9996,SINGLE FAMILY / DUPLEX,II,
9997,SINGLE FAMILY / DUPLEX,,N
9998,,I,
9999,SINGLE FAMILY / DUPLEX,I,
10000,COMMERCIAL,II,N
10001,COMMERCIAL,II,
10002,SINGLE FAMILY / DUPLEX,II,
10003,COMMERCIAL,II,
10004,SINGLE FAMILY / DUPLEX,II,
10005,,II,
10006,SINGLE FAMILY / DUPLEX,,
10007,,,
10008,SINGLE FAMILY / DUPLEX,II,N
10009,,,
10010,MULTIFAMILY,,
10011,MULTIFAMILY,II,
10012,MULTIFAMILY,I,N
10013,COMMERCIAL,II,N
10014,COMMERCIAL,II,
10015,SINGLE FAMILY / DUPLEX,II,
10016,MULTIFAMILY,II,
10017,,II,
10018,,II,
10019,COMMERCIAL,II,N
10020,INSTITUTIONAL,II,
10021,SINGLE FAMILY / DUPLEX,II,
10022,COMMERCIAL,II,
10023,,,
10024,,,
10025,,,
10026,SINGLE FAMILY / DUPLEX,II,
10027,SINGLE FAMILY / DUPLEX,II,N
10028,,,
10029,INSTITUTIONAL,II,
10030,COMMERCIAL,II,
10031,MULTIFAMILY,IV,
10032,COMMERCIAL,II,N
10033,COMMERCIAL,II,
10034,,,
10035,,I,
10036,SINGLE FAMILY / DUPLEX,II,
10037,SINGLE FAMILY / DUPLEX,,
10038,MULTIFAMILY,I,Y
10039,SINGLE FAMILY / DUPLEX,II,N
10040,COMMERCIAL,II,
10041,MULTIFAMILY,II,N
10042,COMMERCIAL,II,
10043,COMMERCIAL,II,
10044,COMMERCIAL,II,
10045,SINGLE FAMILY / DUPLEX,I,
10046,SINGLE FAMILY / DUPLEX,I,
10047,COMMERCIAL,II,
10048,MULTIFAMILY,II,N
10049,COMMERCIAL,II,
10050,SINGLE FAMILY / DUPLEX,II,
10051,INSTITUTIONAL,II,
10052,COMMERCIAL,II,
10053,INSTITUTIONAL,II,N
10054,COMMERCIAL,II,Y
10055,COMMERCIAL,II,Y
10056,COMMERCIAL,II,Y
10057,COMMERCIAL,II,
10058,MULTIFAMILY,,
10059,SINGLE FAMILY / DUPLEX,II,N
10060,SINGLE FAMILY / DUPLEX,II,N
10061,SINGLE FAMILY / DUPLEX,,
10062,SINGLE FAMILY / DUPLEX,II,
10063,COMMERCIAL,II,
10064,SINGLE FAMILY / DUPLEX,II,N
10065,INSTITUTIONAL,II,
10066,INDUSTRIAL,II,N
10067,SINGLE FAMILY / DUPLEX,I,N
