id,last_inspection_result,current_status
20668,PASSED,ADMINISTRATIVE CLOSURE
20669,PASSED,VOLUNTARY COMPLIANCE
20670,PASSED,VOLUNTARY COMPLIANCE
20671,PASSED,VOLUNTARY COMPLIANCE
20672,PASSED,VOLUNTARY COMPLIANCE
20673,PASSED,VOLUNTARY COMPLIANCE
20674,PASSED,VOLUNTARY COMPLIANCE
20675,PASSED,VOLUNTARY COMPLIANCE
20676,PASSED,VOLUNTARY COMPLIANCE
20677,PASSED,VOLUNTARY COMPLIANCE
20678,PASSED,VOLUNTARY COMPLIANCE
20679,PASSED,VOLUNTARY COMPLIANCE
20680,PASSED,VOLUNTARY COMPLIANCE
20681,PASSED,VOLUNTARY COMPLIANCE
20682,PASSED,VOLUNTARY COMPLIANCE
20683,PASSED,VOLUNTARY COMPLIANCE
20684,PASSED,VOLUNTARY COMPLIANCE
20685,PASSED,VOLUNTARY COMPLIANCE
20686,PASSED,VOLUNTARY COMPLIANCE
20687,PASSED,VOLUNTARY COMPLIANCE
20688,PASSED,ENFORCED COMPLIANCE
20689,PASSED,ENFORCED COMPLIANCE
20690,PASSED,VOLUNTARY COMPLIANCE
20691,PASSED,VOLUNTARY COMPLIANCE
20692,PASSED,ADMINISTRATIVE CLOSURE
20693,PASSED,ENFORCED COMPLIANCE
20694,PASSED,VOLUNTARY COMPLIANCE
20695,PASSED,ENFORCED COMPLIANCE
20696,PASSED,VOLUNTARY COMPLIANCE
20697,PASSED,ENFORCED COMPLIANCE
20698,PASSED,VOLUNTARY COMPLIANCE
20699,PASSED,VOLUNTARY COMPLIANCE
20700,PASSED,ENFORCED COMPLIANCE
20701,PASSED,ADMINISTRATIVE CLOSURE
20702,PASSED,VOLUNTARY COMPLIANCE
20703,PASSED,VOLUNTARY COMPLIANCE
20704,PASSED,VOLUNTARY COMPLIANCE
20705,PASSED,ENFORCED COMPLIANCE
20706,PASSED,VOLUNTARY COMPLIANCE
20707,PASSED,VOLUNTARY COMPLIANCE
20708,PASSED,ENFORCED COMPLIANCE
20709,PASSED,VOLUNTARY COMPLIANCE
20710,PASSED,VOLUNTARY COMPLIANCE
20711,PASSED,VOLUNTARY COMPLIANCE
20712,FAILED,ADMINISTRATIVE CLOSURE
20713,PASSED,ENFORCED COMPLIANCE
20714,PASSED,ENFORCED COMPLIANCE
20715,PASSED,VOLUNTARY COMPLIANCE
20716,PASSED,VOLUNTARY COMPLIANCE
20717,PASSED,ADMINISTRATIVE CLOSURE
20718,PASSED,ENFORCED COMPLIANCE
20719,PASSED,VOLUNTARY COMPLIANCE
20720,PASSED,VOLUNTARY COMPLIANCE
20721,PASSED,VOLUNTARY COMPLIANCE
20722,PASSED,VOLUNTARY COMPLIANCE
20723,PASSED,VOLUNTARY COMPLIANCE
20724,PASSED,VOLUNTARY COMPLIANCE
20725,PASSED,VOLUNTARY COMPLIANCE
20726,PASSED,ENFORCED COMPLIANCE
20727,PASSED,VOLUNTARY COMPLIANCE
20728,PASSED,VOLUNTARY COMPLIANCE
20729,PASSED,VOLUNTARY COMPLIANCE
20730,PASSED,VOLUNTARY COMPLIANCE
20731,PASSED,VOLUNTARY COMPLIANCE
20732,PASSED,ADMINISTRATIVE CLOSURE
20733,PASSED,VOLUNTARY COMPLIANCE
20734,PASSED,ADMINISTRATIVE CLOSURE
20735,FAILED,ADMINISTRATIVE CLOSURE
20736,PASSED,VOLUNTARY COMPLIANCE
20737,PASSED,VOLUNTARY COMPLIANCE
20738,PASSED,VOLUNTARY COMPLIANCE
20739,PASSED,ENFORCED COMPLIANCE
20740,PASSED,VOLUNTARY COMPLIANCE
20741,PASSED,VOLUNTARY COMPLIANCE
20742,PASSED,VOLUNTARY COMPLIANCE
20743,PASSED,VOLUNTARY COMPLIANCE
20744,PASSED,VOLUNTARY COMPLIANCE
20745,PASSED,VOLUNTARY COMPLIANCE
20746,PASSED,VOLUNTARY COMPLIANCE
20747,PASSED,VOLUNTARY COMPLIANCE
20748,PASSED,VOLUNTARY COMPLIANCE
20749,PASSED,VOLUNTARY COMPLIANCE
20750,PASSED,VOLUNTARY COMPLIANCE
20751,PASSED,VOLUNTARY COMPLIANCE
20752,PASSED,VOLUNTARY COMPLIANCE
20753,PASSED,ADMINISTRATIVE CLOSURE
20754,,ADMINISTRATIVE CLOSURE
20755,PASSED,VOLUNTARY COMPLIANCE
20756,PASSED,VOLUNTARY COMPLIANCE
20757,PASSED,VOLUNTARY COMPLIANCE
20758,PASSED,VOLUNTARY COMPLIANCE
20759,PASSED,VOLUNTARY COMPLIANCE
20760,PASSED,VOLUNTARY COMPLIANCE
20761,PASSED,VOLUNTARY COMPLIANCE
20762,PASSED,VOLUNTARY COMPLIANCE
20763,PASSED,VOLUNTARY COMPLIANCE
20764,PASSED,VOLUNTARY COMPLIANCE
20765,PASSED,VOLUNTARY COMPLIANCE
20766,,VOLUNTARY COMPLIANCE
20767,PASSED,VOLUNTARY COMPLIANCE
20768,PASSED,VOLUNTARY COMPLIANCE
20769,PASSED,VOLUNTARY COMPLIANCE
20770,PASSED,VOLUNTARY COMPLIANCE
20771,PASSED,VOLUNTARY COMPLIANCE
20772,PASSED,VOLUNTARY COMPLIANCE
20773,PASSED,VOLUNTARY COMPLIANCE
20774,PASSED,ENFORCED COMPLIANCE
20775,PASSED,VOLUNTARY COMPLIANCE
20776,PASSED,VOLUNTARY COMPLIANCE
20777,PASSED,ADMINISTRATIVE CLOSURE
20778,PASSED,VOLUNTARY COMPLIANCE
20779,PASSED,ADMINISTRATIVE CLOSURE
20780,PASSED,VOLUNTARY COMPLIANCE
20781,PASSED,VOLUNTARY COMPLIANCE
20782,PASSED,VOLUNTARY COMPLIANCE
20783,PASSED,VOLUNTARY COMPLIANCE
20784,PASSED,VOLUNTARY COMPLIANCE
20785,PASSED,VOLUNTARY COMPLIANCE
20786,PASSED,VOLUNTARY COMPLIANCE
20787,PASSED,ENFORCED COMPLIANCE
20788,PASSED,VOLUNTARY COMPLIANCE
20789,PASSED,ENFORCED COMPLIANCE
20790,PASSED,ENFORCED COMPLIANCE
20791,PASSED,VOLUNTARY COMPLIANCE
20792,PASSED,VOLUNTARY COMPLIANCE
20793,PASSED,VOLUNTARY COMPLIANCE
20794,PASSED,VOLUNTARY COMPLIANCE
20795,PASSED,VOLUNTARY COMPLIANCE
20796,PASSED,VOLUNTARY COMPLIANCE
20797,PASSED,VOLUNTARY COMPLIANCE
20798,PASSED,VOLUNTARY COMPLIANCE
20799,PASSED,ENFORCED COMPLIANCE
20800,PASSED,VOLUNTARY COMPLIANCE
20801,PASSED,ADMINISTRATIVE CLOSURE
20802,PASSED,VOLUNTARY COMPLIANCE
20803,PASSED,VOLUNTARY COMPLIANCE
20804,PASSED,VOLUNTARY COMPLIANCE
20805,PASSED,VOLUNTARY COMPLIANCE
20806,PASSED,VOLUNTARY COMPLIANCE
20807,PASSED,ENFORCED COMPLIANCE
20808,PASSED,ENFORCED COMPLIANCE
20809,PASSED,VOLUNTARY COMPLIANCE
20810,PASSED,ENFORCED COMPLIANCE
20811,PASSED,VOLUNTARY COMPLIANCE
20812,PASSED,ENFORCED COMPLIANCE
20813,PASSED,VOLUNTARY COMPLIANCE
20814,PASSED,ENFORCED COMPLIANCE
20815,PASSED,VOLUNTARY COMPLIANCE
20816,PASSED,VOLUNTARY COMPLIANCE
20817,PASSED,VOLUNTARY COMPLIANCE
20818,PASSED,VOLUNTARY COMPLIANCE
20819,PASSED,VOLUNTARY COMPLIANCE
20820,PASSED,VOLUNTARY COMPLIANCE
20821,PASSED,VOLUNTARY COMPLIANCE
20822,PASSED,ADMINISTRATIVE CLOSURE
20823,PASSED,VOLUNTARY COMPLIANCE
20824,PASSED,VOLUNTARY COMPLIANCE
20825,PASSED,ENFORCED COMPLIANCE
20826,PASSED,ENFORCED COMPLIANCE
20827,PASSED,VOLUNTARY COMPLIANCE
20828,PASSED,VOLUNTARY COMPLIANCE
20829,PASSED,VOLUNTARY COMPLIANCE
20830,PASSED,VOLUNTARY COMPLIANCE
20831,PASSED,ADMINISTRATIVE CLOSURE
20832,PASSED,VOLUNTARY COMPLIANCE
20833,PASSED,VOLUNTARY COMPLIANCE
20834,PASSED,VOLUNTARY COMPLIANCE
20835,PASSED,VOLUNTARY COMPLIANCE
20836,PASSED,VOLUNTARY COMPLIANCE
20837,PASSED,VOLUNTARY COMPLIANCE
20838,PASSED,VOLUNTARY COMPLIANCE
20839,PASSED,ADMINISTRATIVE CLOSURE
20840,PASSED,VOLUNTARY COMPLIANCE
20841,,VOLUNTARY COMPLIANCE
20842,,VOLUNTARY COMPLIANCE
20843,PASSED,VOLUNTARY COMPLIANCE
20844,PASSED,VOLUNTARY COMPLIANCE
20845,PASSED,VOLUNTARY COMPLIANCE
20846,PASSED,VOLUNTARY COMPLIANCE
20847,PASSED,VOLUNTARY COMPLIANCE
20848,FAILED,ADMINISTRATIVE CLOSURE
20849,PASSED,VOLUNTARY COMPLIANCE
20850,PASSED,VOLUNTARY COMPLIANCE
20851,PASSED,VOLUNTARY COMPLIANCE
20852,PASSED,VOLUNTARY COMPLIANCE
20853,PASSED,VOLUNTARY COMPLIANCE
20854,PASSED,VOLUNTARY COMPLIANCE
20855,PASSED,VOLUNTARY COMPLIANCE
20856,PASSED,VOLUNTARY COMPLIANCE
20857,PASSED,ENFORCED COMPLIANCE
20858,PASSED,VOLUNTARY COMPLIANCE
20859,PASSED,ENFORCED COMPLIANCE
20860,PASSED,VOLUNTARY COMPLIANCE
20861,PASSED,VOLUNTARY COMPLIANCE
20862,PASSED,VOLUNTARY COMPLIANCE
20863,PASSED,VOLUNTARY COMPLIANCE
20864,PASSED,VOLUNTARY COMPLIANCE
20865,FAILED,ADMINISTRATIVE CLOSURE
20866,PASSED,VOLUNTARY COMPLIANCE
20867,PASSED,VOLUNTARY COMPLIANCE
20868,PASSED,ENFORCED COMPLIANCE
20869,PASSED,ENFORCED COMPLIANCE
20870,PASSED,ENFORCED COMPLIANCE
20871,PASSED,ENFORCED COMPLIANCE
20872,FAILED,ADMINISTRATIVE CLOSURE
20873,PASSED,VOLUNTARY COMPLIANCE
20874,PASSED,VOLUNTARY COMPLIANCE
20875,PASSED,VOLUNTARY COMPLIANCE
20876,PASSED,VOLUNTARY COMPLIANCE
20877,,ADMINISTRATIVE CLOSURE
20878,PASSED,VOLUNTARY COMPLIANCE
20879,PASSED,ENFORCED COMPLIANCE
20880,PASSED,VOLUNTARY COMPLIANCE
20881,PASSED,VOLUNTARY COMPLIANCE
20882,PASSED,VOLUNTARY COMPLIANCE
20883,PASSED,ENFORCED COMPLIANCE
20884,PASSED,VOLUNTARY COMPLIANCE
20885,PASSED,ENFORCED COMPLIANCE
20886,PASSED,VOLUNTARY COMPLIANCE
20887,PASSED,VOLUNTARY COMPLIANCE
20888,PASSED,VOLUNTARY COMPLIANCE
20889,FAILED,ADMINISTRATIVE CLOSURE
20890,PASSED,VOLUNTARY COMPLIANCE
20891,PASSED,VOLUNTARY COMPLIANCE
20892,PASSED,VOLUNTARY COMPLIANCE
20893,PASSED,ENFORCED COMPLIANCE
20894,PASSED,VOLUNTARY COMPLIANCE
20895,PASSED,VOLUNTARY COMPLIANCE
20896,PASSED,VOLUNTARY COMPLIANCE
20897,PASSED,VOLUNTARY COMPLIANCE
20898,PASSED,VOLUNTARY COMPLIANCE
20899,PASSED,ENFORCED COMPLIANCE
20900,FAILED,ADMINISTRATIVE CLOSURE
20901,PASSED,ENFORCED COMPLIANCE
20902,PASSED,ENFORCED COMPLIANCE
20903,PASSED,ENFORCED COMPLIANCE
20904,FAILED,ADMINISTRATIVE CLOSURE
20905,PASSED,VOLUNTARY COMPLIANCE
20906,PASSED,ADMINISTRATIVE CLOSURE
20907,PASSED,VOLUNTARY COMPLIANCE
20908,PASSED,ENFORCED COMPLIANCE
20909,FAILED,ENFORCED COMPLIANCE
20910,PASSED,VOLUNTARY COMPLIANCE
20911,PASSED,VOLUNTARY COMPLIANCE
20912,PASSED,VOLUNTARY COMPLIANCE
20913,PASSED,VOLUNTARY COMPLIANCE
20914,PASSED,VOLUNTARY COMPLIANCE
20915,PASSED,VOLUNTARY COMPLIANCE
20916,PASSED,VOLUNTARY COMPLIANCE
20917,PASSED,ENFORCED COMPLIANCE
20918,PASSED,VOLUNTARY COMPLIANCE
20919,PASSED,VOLUNTARY COMPLIANCE
20920,PASSED,VOLUNTARY COMPLIANCE
20921,PASSED,VOLUNTARY COMPLIANCE
20922,PASSED,VOLUNTARY COMPLIANCE
20923,FAILED,VOLUNTARY COMPLIANCE
20924,PASSED,VOLUNTARY COMPLIANCE
20925,PASSED,VOLUNTARY COMPLIANCE
20926,PASSED,ENFORCED COMPLIANCE
20927,PASSED,VOLUNTARY COMPLIANCE
20928,PASSED,VOLUNTARY COMPLIANCE
20929,PASSED,VOLUNTARY COMPLIANCE
20930,PASSED,VOLUNTARY COMPLIANCE
20931,PASSED,VOLUNTARY COMPLIANCE
20932,PASSED,VOLUNTARY COMPLIANCE
20933,PASSED,VOLUNTARY COMPLIANCE
20934,FAILED,ADMINISTRATIVE CLOSURE
20935,PASSED,VOLUNTARY COMPLIANCE
20936,PASSED,VOLUNTARY COMPLIANCE
20937,PASSED,VOLUNTARY COMPLIANCE
20938,PASSED,VOLUNTARY COMPLIANCE
20939,PASSED,VOLUNTARY COMPLIANCE
20940,PASSED,VOLUNTARY COMPLIANCE
20941,PASSED,VOLUNTARY COMPLIANCE
20942,PASSED,VOLUNTARY COMPLIANCE
20943,PASSED,ENFORCED COMPLIANCE
20944,FAILED,ADMINISTRATIVE CLOSURE
20945,FAILED,ADMINISTRATIVE CLOSURE
20946,PASSED,VOLUNTARY COMPLIANCE
20947,FAILED,ADMINISTRATIVE CLOSURE
20948,PASSED,VOLUNTARY COMPLIANCE
20949,PASSED,VOLUNTARY COMPLIANCE
20950,PASSED,VOLUNTARY COMPLIANCE
20951,PASSED,VOLUNTARY COMPLIANCE
20952,PASSED,VOLUNTARY COMPLIANCE
20953,PASSED,VOLUNTARY COMPLIANCE
20954,PASSED,VOLUNTARY COMPLIANCE
20955,PASSED,VOLUNTARY COMPLIANCE
20956,PASSED,VOLUNTARY COMPLIANCE
20957,PASSED,VOLUNTARY COMPLIANCE
20958,PASSED,ENFORCED COMPLIANCE
20959,PASSED,VOLUNTARY COMPLIANCE
20960,PASSED,VOLUNTARY COMPLIANCE
20961,PASSED,ENFORCED COMPLIANCE
20962,PASSED,VOLUNTARY COMPLIANCE
20963,PASSED,VOLUNTARY COMPLIANCE
20964,PASSED,VOLUNTARY COMPLIANCE
20965,PASSED,VOLUNTARY COMPLIANCE
20966,PASSED,VOLUNTARY COMPLIANCE
20967,PASSED,VOLUNTARY COMPLIANCE
20968,PASSED,VOLUNTARY COMPLIANCE
20969,PASSED,VOLUNTARY COMPLIANCE
20970,PASSED,VOLUNTARY COMPLIANCE
20971,PASSED,VOLUNTARY COMPLIANCE
20972,PASSED,VOLUNTARY COMPLIANCE
20973,PASSED,VOLUNTARY COMPLIANCE
20974,PASSED,VOLUNTARY COMPLIANCE
20975,PASSED,VOLUNTARY COMPLIANCE
20976,PASSED,ENFORCED COMPLIANCE
20977,PASSED,VOLUNTARY COMPLIANCE
20978,PASSED,VOLUNTARY COMPLIANCE
20979,PASSED,VOLUNTARY COMPLIANCE
20980,PASSED,ADMINISTRATIVE CLOSURE
20981,PASSED,VOLUNTARY COMPLIANCE
20982,PASSED,VOLUNTARY COMPLIANCE
20983,PASSED,VOLUNTARY COMPLIANCE
20984,PASSED,VOLUNTARY COMPLIANCE
20985,PASSED,VOLUNTARY COMPLIANCE
20986,PASSED,VOLUNTARY COMPLIANCE
20987,PASSED,VOLUNTARY COMPLIANCE
20988,PASSED,VOLUNTARY COMPLIANCE
20989,PASSED,ADMINISTRATIVE CLOSURE
20990,PASSED,ENFORCED COMPLIANCE
20991,PASSED,ENFORCED COMPLIANCE
20992,FAILED,VOLUNTARY COMPLIANCE
20993,PASSED,VOLUNTARY COMPLIANCE
20994,PASSED,VOLUNTARY COMPLIANCE
20995,PASSED,VOLUNTARY COMPLIANCE
20996,PASSED,VOLUNTARY COMPLIANCE
20997,PASSED,VOLUNTARY COMPLIANCE
20998,PASSED,VOLUNTARY COMPLIANCE
20999,PASSED,VOLUNTARY COMPLIANCE
21000,PASSED,VOLUNTARY COMPLIANCE
21001,PASSED,VOLUNTARY COMPLIANCE
21002,PASSED,VOLUNTARY COMPLIANCE
21003,PASSED,VOLUNTARY COMPLIANCE
21004,PASSED,ENFORCED COMPLIANCE
21005,PASSED,VOLUNTARY COMPLIANCE
21006,PASSED,VOLUNTARY COMPLIANCE
21007,PASSED,ENFORCED COMPLIANCE
21008,PASSED,VOLUNTARY COMPLIANCE
21009,PASSED,VOLUNTARY COMPLIANCE
21010,PASSED,VOLUNTARY COMPLIANCE
21011,PASSED,ENFORCED COMPLIANCE
21012,FAILED,ENFORCED COMPLIANCE
21013,PASSED,VOLUNTARY COMPLIANCE
21014,PASSED,VOLUNTARY COMPLIANCE
21015,PASSED,VOLUNTARY COMPLIANCE
21016,PASSED,VOLUNTARY COMPLIANCE
21017,PASSED,VOLUNTARY COMPLIANCE
21018,PASSED,ADMINISTRATIVE CLOSURE
21019,PASSED,ENFORCED COMPLIANCE
21020,PASSED,VOLUNTARY COMPLIANCE
21021,FAILED,ADMINISTRATIVE CLOSURE
21022,PASSED,VOLUNTARY COMPLIANCE
21023,PASSED,ENFORCED COMPLIANCE
21024,PASSED,VOLUNTARY COMPLIANCE
21025,PASSED,VOLUNTARY COMPLIANCE
21026,PASSED,VOLUNTARY COMPLIANCE
21027,PASSED,VOLUNTARY COMPLIANCE
21028,PASSED,ADMINISTRATIVE CLOSURE
21029,PASSED,VOLUNTARY COMPLIANCE
21030,PASSED,VOLUNTARY COMPLIANCE
21031,PASSED,VOLUNTARY COMPLIANCE
21032,PASSED,VOLUNTARY COMPLIANCE
21033,PASSED,VOLUNTARY COMPLIANCE
21034,PASSED,ENFORCED COMPLIANCE
21035,PASSED,VOLUNTARY COMPLIANCE
21036,PASSED,VOLUNTARY COMPLIANCE
21037,PASSED,VOLUNTARY COMPLIANCE
21038,PASSED,VOLUNTARY COMPLIANCE
21039,PASSED,VOLUNTARY COMPLIANCE
21040,PASSED,TRANSFERRED TO EXTERNAL AGENCY
21041,PASSED,VOLUNTARY COMPLIANCE
21042,PASSED,VOLUNTARY COMPLIANCE
21043,PASSED,VOLUNTARY COMPLIANCE
21044,PASSED,VOLUNTARY COMPLIANCE
21045,PASSED,VOLUNTARY COMPLIANCE
21046,PASSED,VOLUNTARY COMPLIANCE
21047,PASSED,VOLUNTARY COMPLIANCE
21048,PASSED,VOLUNTARY COMPLIANCE
21049,PASSED,VOLUNTARY COMPLIANCE
21050,FAILED,ADMINISTRATIVE CLOSURE
21051,PASSED,VOLUNTARY COMPLIANCE
21052,PASSED,VOLUNTARY COMPLIANCE
21053,PASSED,VOLUNTARY COMPLIANCE
21054,PASSED,VOLUNTARY COMPLIANCE
21055,PASSED,ENFORCED COMPLIANCE
21056,PASSED,VOLUNTARY COMPLIANCE
21057,PASSED,ADMINISTRATIVE CLOSURE
21058,FAILED,ADMINISTRATIVE CLOSURE
21059,PASSED,VOLUNTARY COMPLIANCE
21060,PASSED,VOLUNTARY COMPLIANCE
21061,PASSED,VOLUNTARY COMPLIANCE
21062,PASSED,VOLUNTARY COMPLIANCE
21063,PASSED,ENFORCED COMPLIANCE
21064,PASSED,ENFORCED COMPLIANCE
21065,PASSED,VOLUNTARY COMPLIANCE
21066,PASSED,VOLUNTARY COMPLIANCE
21067,PASSED,VOLUNTARY COMPLIANCE
21068,PASSED,VOLUNTARY COMPLIANCE
21069,PASSED,ENFORCED COMPLIANCE
21070,PASSED,ENFORCED COMPLIANCE
21071,PASSED,ENFORCED COMPLIANCE
21072,PASSED,VOLUNTARY COMPLIANCE
21073,FAILED,ADMINISTRATIVE CLOSURE
21074,PASSED,VOLUNTARY COMPLIANCE
21075,PASSED,ENFORCED COMPLIANCE
21076,PASSED,VOLUNTARY COMPLIANCE
21077,PASSED,VOLUNTARY COMPLIANCE
21078,PASSED,VOLUNTARY COMPLIANCE
21079,PASSED,VOLUNTARY COMPLIANCE
21080,PASSED,ENFORCED COMPLIANCE
21081,PASSED,VOLUNTARY COMPLIANCE
21082,PASSED,VOLUNTARY COMPLIANCE
21083,PASSED,VOLUNTARY COMPLIANCE
21084,PASSED,VOLUNTARY COMPLIANCE
21085,PASSED,VOLUNTARY COMPLIANCE
21086,PASSED,VOLUNTARY COMPLIANCE
21087,PASSED,ENFORCED COMPLIANCE
21088,PASSED,VOLUNTARY COMPLIANCE
21089,PASSED,ENFORCED COMPLIANCE
21090,PASSED,VOLUNTARY COMPLIANCE
21091,PASSED,ENFORCED COMPLIANCE
21092,PASSED,ENFORCED COMPLIANCE
21093,PASSED,VOLUNTARY COMPLIANCE
21094,PASSED,VOLUNTARY COMPLIANCE
21095,PASSED,VOLUNTARY COMPLIANCE
21096,PASSED,VOLUNTARY COMPLIANCE
21097,,VOLUNTARY COMPLIANCE
21098,PASSED,VOLUNTARY COMPLIANCE
21099,PASSED,VOLUNTARY COMPLIANCE
21100,PASSED,VOLUNTARY COMPLIANCE
21101,PASSED,VOLUNTARY COMPLIANCE
21102,PASSED,VOLUNTARY COMPLIANCE
21103,PASSED,VOLUNTARY COMPLIANCE
21104,PASSED,VOLUNTARY COMPLIANCE
21105,FAILED,ADMINISTRATIVE CLOSURE
21106,PASSED,VOLUNTARY COMPLIANCE
21107,PASSED,ENFORCED COMPLIANCE
21108,FAILED,VOLUNTARY COMPLIANCE
21109,PASSED,VOLUNTARY COMPLIANCE
21110,PASSED,VOLUNTARY COMPLIANCE
21111,PASSED,VOLUNTARY COMPLIANCE
21112,PASSED,VOLUNTARY COMPLIANCE
21113,PASSED,ENFORCED COMPLIANCE
21114,PASSED,VOLUNTARY COMPLIANCE
21115,PASSED,VOLUNTARY COMPLIANCE
21116,PASSED,VOLUNTARY COMPLIANCE
21117,PASSED,ENFORCED COMPLIANCE
21118,PASSED,ENFORCED COMPLIANCE
21119,PASSED,ENFORCED COMPLIANCE
21120,PASSED,ENFORCED COMPLIANCE
21121,PASSED,ADMINISTRATIVE CLOSURE
21122,PASSED,VOLUNTARY COMPLIANCE
21123,PASSED,VOLUNTARY COMPLIANCE
21124,PASSED,VOLUNTARY COMPLIANCE
21125,PASSED,VOLUNTARY COMPLIANCE
21126,PASSED,ENFORCED COMPLIANCE
21127,PASSED,ENFORCED COMPLIANCE
21128,PASSED,ENFORCED COMPLIANCE
21129,PASSED,ENFORCED COMPLIANCE
21130,PASSED,VOLUNTARY COMPLIANCE
21131,FAILED,OPEN
21132,FAILED,VOLUNTARY COMPLIANCE
21133,PASSED,VOLUNTARY COMPLIANCE
21134,PASSED,VOLUNTARY COMPLIANCE
21135,PASSED,VOLUNTARY COMPLIANCE
21136,PASSED,ENFORCED COMPLIANCE
21137,,VOLUNTARY COMPLIANCE
21138,PASSED,ADMINISTRATIVE CLOSURE
21139,PASSED,VOLUNTARY COMPLIANCE
21140,,VOLUNTARY COMPLIANCE
21141,,ADMINISTRATIVE CLOSURE
21142,,VOLUNTARY COMPLIANCE
21143,FAILED,ADMINISTRATIVE CLOSURE
21144,PASSED,VOLUNTARY COMPLIANCE
21145,PASSED,VOLUNTARY COMPLIANCE
21146,PASSED,VOLUNTARY COMPLIANCE
21147,FAILED,VOLUNTARY COMPLIANCE
21148,PASSED,VOLUNTARY COMPLIANCE
21149,PASSED,VOLUNTARY COMPLIANCE
21150,PASSED,VOLUNTARY COMPLIANCE
21151,PASSED,VOLUNTARY COMPLIANCE
21152,PASSED,VOLUNTARY COMPLIANCE
21153,PASSED,VOLUNTARY COMPLIANCE
21154,PASSED,VOLUNTARY COMPLIANCE
21155,PASSED,VOLUNTARY COMPLIANCE
21156,PASSED,VOLUNTARY COMPLIANCE
21157,PASSED,VOLUNTARY COMPLIANCE
21158,PASSED,VOLUNTARY COMPLIANCE
21159,PASSED,ENFORCED COMPLIANCE
21160,PASSED,VOLUNTARY COMPLIANCE
21161,PASSED,VOLUNTARY COMPLIANCE
21162,PASSED,VOLUNTARY COMPLIANCE
21163,PASSED,VOLUNTARY COMPLIANCE
21164,,VOLUNTARY COMPLIANCE
21165,PASSED,VOLUNTARY COMPLIANCE
21166,PASSED,VOLUNTARY COMPLIANCE
21167,PASSED,ADMINISTRATIVE CLOSURE
21168,PASSED,VOLUNTARY COMPLIANCE
21169,PASSED,VOLUNTARY COMPLIANCE
21170,FAILED,ADMINISTRATIVE CLOSURE
21171,PASSED,VOLUNTARY COMPLIANCE
21172,PASSED,ENFORCED COMPLIANCE
21173,FAILED,VOLUNTARY COMPLIANCE
21174,PASSED,VOLUNTARY COMPLIANCE
21175,PASSED,ENFORCED COMPLIANCE
21176,PASSED,VOLUNTARY COMPLIANCE
21177,PASSED,VOLUNTARY COMPLIANCE
21178,PASSED,VOLUNTARY COMPLIANCE
21179,PASSED,ENFORCED COMPLIANCE
21180,PASSED,VOLUNTARY COMPLIANCE
21181,PASSED,VOLUNTARY COMPLIANCE
21182,PASSED,VOLUNTARY COMPLIANCE
21183,PASSED,VOLUNTARY COMPLIANCE
21184,PASSED,VOLUNTARY COMPLIANCE
21185,PASSED,VOLUNTARY COMPLIANCE
21186,PASSED,VOLUNTARY COMPLIANCE
21187,PASSED,VOLUNTARY COMPLIANCE
21188,PASSED,VOLUNTARY COMPLIANCE
21189,PASSED,ENFORCED COMPLIANCE
21190,PASSED,ENFORCED COMPLIANCE
21191,PASSED,VOLUNTARY COMPLIANCE
21192,PASSED,VOLUNTARY COMPLIANCE
21193,PASSED,VOLUNTARY COMPLIANCE
21194,PASSED,ENFORCED COMPLIANCE
21195,PASSED,ENFORCED COMPLIANCE
21196,PASSED,VOLUNTARY COMPLIANCE
21197,PASSED,ENFORCED COMPLIANCE
21198,PASSED,VOLUNTARY COMPLIANCE
21199,FAILED,ADMINISTRATIVE CLOSURE
21200,PASSED,VOLUNTARY COMPLIANCE
21201,PASSED,VOLUNTARY COMPLIANCE
21202,FAILED,VOLUNTARY COMPLIANCE
21203,PASSED,VOLUNTARY COMPLIANCE
21204,PASSED,VOLUNTARY COMPLIANCE
21205,PASSED,VOLUNTARY COMPLIANCE
21206,PASSED,VOLUNTARY COMPLIANCE
21207,FAILED,ADMINISTRATIVE CLOSURE
21208,PASSED,ADMINISTRATIVE CLOSURE
21209,PASSED,ENFORCED COMPLIANCE
21210,PASSED,VOLUNTARY COMPLIANCE
21211,PASSED,VOLUNTARY COMPLIANCE
21212,PASSED,VOLUNTARY COMPLIANCE
21213,PASSED,ADMINISTRATIVE CLOSURE
21214,PASSED,VOLUNTARY COMPLIANCE
21215,PASSED,ADMINISTRATIVE CLOSURE
21216,PASSED,VOLUNTARY COMPLIANCE
21217,PASSED,ADMINISTRATIVE CLOSURE
21218,PASSED,VOLUNTARY COMPLIANCE
21219,PASSED,VOLUNTARY COMPLIANCE
21220,FAILED,ADMINISTRATIVE CLOSURE
21221,PASSED,VOLUNTARY COMPLIANCE
21222,PASSED,VOLUNTARY COMPLIANCE
21223,PASSED,ENFORCED COMPLIANCE
21224,PASSED,VOLUNTARY COMPLIANCE
21225,PASSED,VOLUNTARY COMPLIANCE
21226,PASSED,VOLUNTARY COMPLIANCE
21227,,VOLUNTARY COMPLIANCE
21228,PASSED,VOLUNTARY COMPLIANCE
21229,PASSED,VOLUNTARY COMPLIANCE
21230,,VOLUNTARY COMPLIANCE
21231,PASSED,VOLUNTARY COMPLIANCE
21232,PASSED,VOLUNTARY COMPLIANCE
21233,PASSED,VOLUNTARY COMPLIANCE
