id,last_inspection_result,current_status
5308,PASSED,VOLUNTARY COMPLIANCE
5309,FAILED,VOLUNTARY COMPLIANCE
5310,PASSED,VOLUNTARY COMPLIANCE
5311,PASSED,ADMINISTRATIVE CLOSURE
5312,PASSED,ENFORCED COMPLIANCE
5313,FAILED,OPEN
5314,PASSED,VOLUNTARY COMPLIANCE
5315,FAILED,VOLUNTARY COMPLIANCE
5316,PASSED,VOLUNTARY COMPLIANCE
5317,PASSED,VOLUNTARY COMPLIANCE
5318,PASSED,VOLUNTARY COMPLIANCE
5319,PASSED,VOLUNTARY COMPLIANCE
5320,PASSED,VOLUNTARY COMPLIANCE
5321,PASSED,ENFORCED COMPLIANCE
5322,PASSED,VOLUNTARY COMPLIANCE
5323,PASSED,ENFORCED COMPLIANCE
5324,PASSED,ENFORCED COMPLIANCE
5325,PASSED,VOLUNTARY COMPLIANCE
5326,PASSED,VOLUNTARY COMPLIANCE
5327,PASSED,VOLUNTARY COMPLIANCE
5328,PASSED,VOLUNTARY COMPLIANCE
5329,PASSED,VOLUNTARY COMPLIANCE
5330,PASSED,ADMINISTRATIVE CLOSURE
5331,PASSED,VOLUNTARY COMPLIANCE
5332,PASSED,VOLUNTARY COMPLIANCE
5333,PASSED,VOLUNTARY COMPLIANCE
5334,PASSED,VOLUNTARY COMPLIANCE
5335,PASSED,VOLUNTARY COMPLIANCE
5336,PASSED,VOLUNTARY COMPLIANCE
5337,PASSED,VOLUNTARY COMPLIANCE
5338,FAILED,ADMINISTRATIVE CLOSURE
5339,PASSED,VOLUNTARY COMPLIANCE
5340,PASSED,VOLUNTARY COMPLIANCE
5341,PASSED,ENFORCED COMPLIANCE
5342,PASSED,VOLUNTARY COMPLIANCE
5343,PASSED,ENFORCED COMPLIANCE
5344,PASSED,VOLUNTARY COMPLIANCE
5345,PASSED,VOLUNTARY COMPLIANCE
5346,PASSED,ENFORCED COMPLIANCE
5347,PASSED,VOLUNTARY COMPLIANCE
5348,FAILED,OPEN
5349,PASSED,ENFORCED COMPLIANCE
5350,PASSED,ENFORCED COMPLIANCE
5351,PASSED,ENFORCED COMPLIANCE
5352,PASSED,ENFORCED COMPLIANCE
5353,PASSED,ENFORCED COMPLIANCE
5354,PASSED,ENFORCED COMPLIANCE
5355,PASSED,VOLUNTARY COMPLIANCE
5356,PASSED,VOLUNTARY COMPLIANCE
5357,PASSED,ENFORCED COMPLIANCE
5358,FAILED,ADMINISTRATIVE CLOSURE
5359,PASSED,ENFORCED COMPLIANCE
5360,FAILED,ADMINISTRATIVE CLOSURE
5361,PASSED,VOLUNTARY COMPLIANCE
5362,PASSED,VOLUNTARY COMPLIANCE
5363,FAILED,ENFORCED COMPLIANCE
5364,PASSED,VOLUNTARY COMPLIANCE
5365,PASSED,VOLUNTARY COMPLIANCE
5366,PASSED,VOLUNTARY COMPLIANCE
5367,PASSED,ENFORCED COMPLIANCE
5368,PASSED,ADMINISTRATIVE CLOSURE
5369,PASSED,ADMINISTRATIVE CLOSURE
5370,PASSED,ENFORCED COMPLIANCE
5371,PASSED,VOLUNTARY COMPLIANCE
5372,PASSED,ENFORCED COMPLIANCE
5373,PASSED,VOLUNTARY COMPLIANCE
5374,PASSED,ENFORCED COMPLIANCE
5375,PASSED,VOLUNTARY COMPLIANCE
5376,PASSED,VOLUNTARY COMPLIANCE
5377,PASSED,VOLUNTARY COMPLIANCE
5378,PASSED,ENFORCED COMPLIANCE
5379,PASSED,ENFORCED COMPLIANCE
5380,PASSED,VOLUNTARY COMPLIANCE
5381,,VOLUNTARY COMPLIANCE
5382,PASSED,ENFORCED COMPLIANCE
5383,FAILED,OPEN
5384,PASSED,VOLUNTARY COMPLIANCE
5385,FAILED,OPEN
5386,PASSED,ENFORCED COMPLIANCE
5387,PASSED,VOLUNTARY COMPLIANCE
5388,PASSED,VOLUNTARY COMPLIANCE
5389,PASSED,VOLUNTARY COMPLIANCE
5390,PASSED,VOLUNTARY COMPLIANCE
5391,PASSED,VOLUNTARY COMPLIANCE
5392,PASSED,VOLUNTARY COMPLIANCE
5393,FAILED,OPEN
5394,PASSED,VOLUNTARY COMPLIANCE
5395,PASSED,VOLUNTARY COMPLIANCE
5396,PASSED,ENFORCED COMPLIANCE
5397,PASSED,VOLUNTARY COMPLIANCE
5398,PASSED,VOLUNTARY COMPLIANCE
5399,PASSED,VOLUNTARY COMPLIANCE
5400,,OPEN
5401,PASSED,VOLUNTARY COMPLIANCE
5402,PASSED,VOLUNTARY COMPLIANCE
5403,PASSED,VOLUNTARY COMPLIANCE
5404,PASSED,ENFORCED COMPLIANCE
5405,PASSED,VOLUNTARY COMPLIANCE
5406,PASSED,VOLUNTARY COMPLIANCE
5407,PASSED,VOLUNTARY COMPLIANCE
5408,PASSED,ENFORCED COMPLIANCE
5409,PASSED,VOLUNTARY COMPLIANCE
5410,PASSED,VOLUNTARY COMPLIANCE
5411,PASSED,ENFORCED COMPLIANCE
5412,FAILED,OPEN
5413,PASSED,VOLUNTARY COMPLIANCE
5414,FAILED,OPEN
5415,PASSED,VOLUNTARY COMPLIANCE
5416,PASSED,ENFORCED COMPLIANCE
5417,PASSED,VOLUNTARY COMPLIANCE
5418,FAILED,ADMINISTRATIVE CLOSURE
5419,PASSED,ENFORCED COMPLIANCE
5420,FAILED,ADMINISTRATIVE CLOSURE
5421,PASSED,VOLUNTARY COMPLIANCE
5422,PASSED,VOLUNTARY COMPLIANCE
5423,PASSED,VOLUNTARY COMPLIANCE
5424,PASSED,ENFORCED COMPLIANCE
5425,PASSED,ENFORCED COMPLIANCE
5426,PASSED,ENFORCED COMPLIANCE
5427,FAILED,VOLUNTARY COMPLIANCE
5428,PASSED,VOLUNTARY COMPLIANCE
5429,PASSED,VOLUNTARY COMPLIANCE
5430,PASSED,VOLUNTARY COMPLIANCE
5431,PASSED,VOLUNTARY COMPLIANCE
5432,,VOLUNTARY COMPLIANCE
5433,FAILED,ADMINISTRATIVE CLOSURE
5434,FAILED,VOLUNTARY COMPLIANCE
5435,PASSED,VOLUNTARY COMPLIANCE
5436,PASSED,VOLUNTARY COMPLIANCE
5437,PASSED,VOLUNTARY COMPLIANCE
5438,,VOLUNTARY COMPLIANCE
5439,,VOLUNTARY COMPLIANCE
5440,,VOLUNTARY COMPLIANCE
5441,PASSED,ENFORCED COMPLIANCE
5442,PASSED,ENFORCED COMPLIANCE
5443,PASSED,VOLUNTARY COMPLIANCE
5444,PASSED,VOLUNTARY COMPLIANCE
5445,PASSED,VOLUNTARY COMPLIANCE
5446,PASSED,ENFORCED COMPLIANCE
5447,PASSED,ENFORCED COMPLIANCE
5448,PASSED,VOLUNTARY COMPLIANCE
5449,PASSED,VOLUNTARY COMPLIANCE
5450,PASSED,VOLUNTARY COMPLIANCE
5451,FAILED,ENFORCED COMPLIANCE
5452,PASSED,ENFORCED COMPLIANCE
5453,PASSED,VOLUNTARY COMPLIANCE
5454,FAILED,VOLUNTARY COMPLIANCE
5455,FAILED,ADMINISTRATIVE CLOSURE
5456,PASSED,VOLUNTARY COMPLIANCE
5457,PASSED,ENFORCED COMPLIANCE
5458,PASSED,ENFORCED COMPLIANCE
5459,PASSED,ADMINISTRATIVE CLOSURE
5460,PASSED,VOLUNTARY COMPLIANCE
5461,PASSED,VOLUNTARY COMPLIANCE
5462,PASSED,VOLUNTARY COMPLIANCE
5463,PASSED,ENFORCED COMPLIANCE
5464,PASSED,ENFORCED COMPLIANCE
5465,FAILED,ADMINISTRATIVE CLOSURE
5466,PASSED,VOLUNTARY COMPLIANCE
5467,FAILED,OPEN
5468,FAILED,OPEN
5469,FAILED,OPEN
5470,PASSED,ENFORCED COMPLIANCE
5471,FAILED,OPEN
5472,PASSED,VOLUNTARY COMPLIANCE
5473,PASSED,VOLUNTARY COMPLIANCE
5474,PASSED,VOLUNTARY COMPLIANCE
5475,PASSED,VOLUNTARY COMPLIANCE
5476,PASSED,VOLUNTARY COMPLIANCE
5477,PASSED,VOLUNTARY COMPLIANCE
5478,PASSED,ENFORCED COMPLIANCE
5479,PASSED,ENFORCED COMPLIANCE
5480,PASSED,VOLUNTARY COMPLIANCE
5481,PASSED,VOLUNTARY COMPLIANCE
5482,FAILED,OPEN
5483,PASSED,VOLUNTARY COMPLIANCE
5484,FAILED,OPEN
5485,PASSED,VOLUNTARY COMPLIANCE
5486,PASSED,VOLUNTARY COMPLIANCE
5487,FAILED,OPEN
5488,PASSED,ENFORCED COMPLIANCE
5489,PASSED,OPEN
5490,PASSED,ENFORCED COMPLIANCE
5491,PASSED,ENFORCED COMPLIANCE
5492,,OPEN
5493,FAILED,OPEN
5494,PASSED,VOLUNTARY COMPLIANCE
5495,PASSED,VOLUNTARY COMPLIANCE
5496,PASSED,VOLUNTARY COMPLIANCE
5497,PASSED,VOLUNTARY COMPLIANCE
5498,PASSED,VOLUNTARY COMPLIANCE
5499,PASSED,VOLUNTARY COMPLIANCE
5500,PASSED,VOLUNTARY COMPLIANCE
5501,PASSED,ENFORCED COMPLIANCE
5502,PASSED,ENFORCED COMPLIANCE
5503,PASSED,VOLUNTARY COMPLIANCE
5504,PASSED,VOLUNTARY COMPLIANCE
5505,PASSED,ENFORCED COMPLIANCE
5506,PASSED,VOLUNTARY COMPLIANCE
5507,PASSED,VOLUNTARY COMPLIANCE
5508,,OPEN
5509,PASSED,ENFORCED COMPLIANCE
5510,PASSED,ENFORCED COMPLIANCE
5511,PASSED,VOLUNTARY COMPLIANCE
5512,PASSED,VOLUNTARY COMPLIANCE
5513,PASSED,ADMINISTRATIVE CLOSURE
5514,PASSED,VOLUNTARY COMPLIANCE
5515,PASSED,ENFORCED COMPLIANCE
5516,PASSED,VOLUNTARY COMPLIANCE
5517,PASSED,VOLUNTARY COMPLIANCE
5518,PASSED,VOLUNTARY COMPLIANCE
5519,PASSED,VOLUNTARY COMPLIANCE
5520,PASSED,VOLUNTARY COMPLIANCE
5521,PASSED,ENFORCED COMPLIANCE
5522,PASSED,ENFORCED COMPLIANCE
5523,PASSED,ENFORCED COMPLIANCE
5524,PASSED,ENFORCED COMPLIANCE
5525,PASSED,ENFORCED COMPLIANCE
5526,PASSED,VOLUNTARY COMPLIANCE
5527,PASSED,VOLUNTARY COMPLIANCE
5528,PASSED,ENFORCED COMPLIANCE
5529,PASSED,ENFORCED COMPLIANCE
5530,PASSED,VOLUNTARY COMPLIANCE
5531,PASSED,ENFORCED COMPLIANCE
5532,PASSED,VOLUNTARY COMPLIANCE
5533,PASSED,ENFORCED COMPLIANCE
5534,PASSED,VOLUNTARY COMPLIANCE
5535,PASSED,VOLUNTARY COMPLIANCE
5536,PASSED,ENFORCED COMPLIANCE
5537,PASSED,VOLUNTARY COMPLIANCE
5538,FAILED,OPEN
5539,PASSED,ENFORCED COMPLIANCE
5540,,VOLUNTARY COMPLIANCE
5541,PASSED,ENFORCED COMPLIANCE
5542,FAILED,ADMINISTRATIVE CLOSURE
5543,PASSED,ENFORCED COMPLIANCE
5544,PASSED,VOLUNTARY COMPLIANCE
5545,PASSED,ENFORCED COMPLIANCE
5546,FAILED,VOLUNTARY COMPLIANCE
5547,PASSED,ENFORCED COMPLIANCE
5548,PASSED,VOLUNTARY COMPLIANCE
5549,FAILED,OPEN
5550,PASSED,VOLUNTARY COMPLIANCE
5551,PASSED,ENFORCED COMPLIANCE
5552,PASSED,VOLUNTARY COMPLIANCE
5553,PASSED,ENFORCED COMPLIANCE
5554,PASSED,OPEN
5555,PASSED,ENFORCED COMPLIANCE
5556,FAILED,OPEN
5557,FAILED,OPEN
5558,FAILED,ADMINISTRATIVE CLOSURE
5559,PASSED,VOLUNTARY COMPLIANCE
5560,PASSED,ENFORCED COMPLIANCE
5561,PASSED,VOLUNTARY COMPLIANCE
5562,PASSED,ENFORCED COMPLIANCE
5563,PASSED,ENFORCED COMPLIANCE
5564,PASSED,VOLUNTARY COMPLIANCE
5565,PASSED,ENFORCED COMPLIANCE
5566,PASSED,ENFORCED COMPLIANCE
5567,PASSED,ENFORCED COMPLIANCE
5568,PASSED,VOLUNTARY COMPLIANCE
5569,FAILED,ENFORCED COMPLIANCE
5570,PASSED,VOLUNTARY COMPLIANCE
5571,PASSED,VOLUNTARY COMPLIANCE
5572,FAILED,OPEN
5573,PASSED,ENFORCED COMPLIANCE
5574,PASSED,ENFORCED COMPLIANCE
5575,PASSED,ENFORCED COMPLIANCE
5576,PASSED,VOLUNTARY COMPLIANCE
5577,PASSED,VOLUNTARY COMPLIANCE
5578,PASSED,ENFORCED COMPLIANCE
5579,PASSED,ENFORCED COMPLIANCE
5580,PASSED,VOLUNTARY COMPLIANCE
5581,PASSED,ENFORCED COMPLIANCE
5582,PASSED,VOLUNTARY COMPLIANCE
5583,PASSED,VOLUNTARY COMPLIANCE
5584,PASSED,ENFORCED COMPLIANCE
5585,PASSED,VOLUNTARY COMPLIANCE
5586,PASSED,ENFORCED COMPLIANCE
5587,PASSED,VOLUNTARY COMPLIANCE
5588,PASSED,ENFORCED COMPLIANCE
5589,PASSED,ENFORCED COMPLIANCE
5590,PASSED,VOLUNTARY COMPLIANCE
5591,FAILED,ADMINISTRATIVE CLOSURE
5592,PASSED,ENFORCED COMPLIANCE
5593,PASSED,OPEN
5594,PASSED,ADMINISTRATIVE CLOSURE
5595,,VOLUNTARY COMPLIANCE
5596,PASSED,ENFORCED COMPLIANCE
5597,FAILED,ADMINISTRATIVE CLOSURE
5598,PASSED,VOLUNTARY COMPLIANCE
5599,,VOLUNTARY COMPLIANCE
5600,,VOLUNTARY COMPLIANCE
5601,PASSED,VOLUNTARY COMPLIANCE
5602,PASSED,ENFORCED COMPLIANCE
5603,FAILED,OPEN
5604,PASSED,VOLUNTARY COMPLIANCE
5605,PASSED,ENFORCED COMPLIANCE
5606,PASSED,ENFORCED COMPLIANCE
5607,FAILED,VOLUNTARY COMPLIANCE
5608,PASSED,ENFORCED COMPLIANCE
5609,PASSED,VOLUNTARY COMPLIANCE
5610,PASSED,VOLUNTARY COMPLIANCE
5611,PASSED,ENFORCED COMPLIANCE
5612,PASSED,VOLUNTARY COMPLIANCE
5613,PASSED,ENFORCED COMPLIANCE
5614,PASSED,VOLUNTARY COMPLIANCE
5615,PASSED,ENFORCED COMPLIANCE
5616,PASSED,ENFORCED COMPLIANCE
5617,PASSED,VOLUNTARY COMPLIANCE
5618,FAILED,VOLUNTARY COMPLIANCE
5619,PASSED,VOLUNTARY COMPLIANCE
5620,PASSED,ENFORCED COMPLIANCE
5621,PASSED,VOLUNTARY COMPLIANCE
5622,PASSED,VOLUNTARY COMPLIANCE
5623,PASSED,VOLUNTARY COMPLIANCE
5624,,VOLUNTARY COMPLIANCE
5625,,VOLUNTARY COMPLIANCE
5626,,VOLUNTARY COMPLIANCE
5627,,VOLUNTARY COMPLIANCE
5628,PASSED,VOLUNTARY COMPLIANCE
5629,PASSED,VOLUNTARY COMPLIANCE
5630,PASSED,VOLUNTARY COMPLIANCE
5631,PASSED,VOLUNTARY COMPLIANCE
5632,PASSED,VOLUNTARY COMPLIANCE
5633,PASSED,VOLUNTARY COMPLIANCE
5634,PASSED,VOLUNTARY COMPLIANCE
5635,PASSED,ENFORCED COMPLIANCE
5636,PASSED,VOLUNTARY COMPLIANCE
5637,,ENFORCED COMPLIANCE
5638,PASSED,ENFORCED COMPLIANCE
5639,PASSED,ENFORCED COMPLIANCE
5640,PASSED,VOLUNTARY COMPLIANCE
5641,FAILED,ENFORCED COMPLIANCE
5642,PASSED,ADMINISTRATIVE CLOSURE
5643,PASSED,VOLUNTARY COMPLIANCE
5644,PASSED,ENFORCED COMPLIANCE
5645,PASSED,ENFORCED COMPLIANCE
5646,PASSED,VOLUNTARY COMPLIANCE
5647,PASSED,ADMINISTRATIVE CLOSURE
5648,PASSED,VOLUNTARY COMPLIANCE
5649,PASSED,ENFORCED COMPLIANCE
5650,PASSED,VOLUNTARY COMPLIANCE
5651,PASSED,VOLUNTARY COMPLIANCE
5652,PASSED,ADMINISTRATIVE CLOSURE
5653,PASSED,VOLUNTARY COMPLIANCE
5654,FAILED,VOLUNTARY COMPLIANCE
5655,PASSED,ENFORCED COMPLIANCE
5656,PASSED,ENFORCED COMPLIANCE
5657,PASSED,VOLUNTARY COMPLIANCE
5658,FAILED,ADMINISTRATIVE CLOSURE
5659,PASSED,VOLUNTARY COMPLIANCE
5660,PASSED,ENFORCED COMPLIANCE
5661,PASSED,VOLUNTARY COMPLIANCE
5662,PASSED,ADMINISTRATIVE CLOSURE
5663,PASSED,VOLUNTARY COMPLIANCE
5664,PASSED,VOLUNTARY COMPLIANCE
5665,FAILED,ADMINISTRATIVE CLOSURE
5666,PASSED,VOLUNTARY COMPLIANCE
5667,PASSED,ENFORCED COMPLIANCE
5668,PASSED,ENFORCED COMPLIANCE
5669,,OPEN
5670,PASSED,ENFORCED COMPLIANCE
5671,PASSED,VOLUNTARY COMPLIANCE
5672,PASSED,VOLUNTARY COMPLIANCE
5673,PASSED,ENFORCED COMPLIANCE
5674,PASSED,VOLUNTARY COMPLIANCE
5675,PASSED,ENFORCED COMPLIANCE
5676,PASSED,VOLUNTARY COMPLIANCE
5677,PASSED,VOLUNTARY COMPLIANCE
5678,PASSED,VOLUNTARY COMPLIANCE
5679,PASSED,ENFORCED COMPLIANCE
5680,PASSED,VOLUNTARY COMPLIANCE
5681,PASSED,ENFORCED COMPLIANCE
5682,PASSED,ENFORCED COMPLIANCE
5683,PASSED,ADMINISTRATIVE CLOSURE
5684,PASSED,VOLUNTARY COMPLIANCE
5685,FAILED,OPEN
5686,PASSED,VOLUNTARY COMPLIANCE
5687,PASSED,VOLUNTARY COMPLIANCE
5688,PASSED,VOLUNTARY COMPLIANCE
5689,,OPEN
5690,FAILED,ADMINISTRATIVE CLOSURE
5691,PASSED,VOLUNTARY COMPLIANCE
5692,PASSED,VOLUNTARY COMPLIANCE
5693,PASSED,VOLUNTARY COMPLIANCE
5694,FAILED,TRANSFERRED TO EXTERNAL AGENCY
5695,PASSED,ADMINISTRATIVE CLOSURE
5696,PASSED,ENFORCED COMPLIANCE
5697,PASSED,ENFORCED COMPLIANCE
5698,PASSED,ENFORCED COMPLIANCE
5699,FAILED,VOLUNTARY COMPLIANCE
5700,PASSED,ENFORCED COMPLIANCE
5701,PASSED,VOLUNTARY COMPLIANCE
5702,PASSED,VOLUNTARY COMPLIANCE
5703,PASSED,ENFORCED COMPLIANCE
5704,PASSED,ENFORCED COMPLIANCE
5705,PASSED,ENFORCED COMPLIANCE
5706,PASSED,VOLUNTARY COMPLIANCE
5707,FAILED,OPEN
5708,PASSED,VOLUNTARY COMPLIANCE
5709,PASSED,VOLUNTARY COMPLIANCE
5710,FAILED,OPEN
5711,PASSED,ENFORCED COMPLIANCE
5712,PASSED,ENFORCED COMPLIANCE
5713,PASSED,VOLUNTARY COMPLIANCE
5714,PASSED,ENFORCED COMPLIANCE
5715,PASSED,ENFORCED COMPLIANCE
5716,FAILED,VOLUNTARY COMPLIANCE
5717,PASSED,VOLUNTARY COMPLIANCE
5718,PASSED,ENFORCED COMPLIANCE
5719,PASSED,VOLUNTARY COMPLIANCE
5720,PASSED,ENFORCED COMPLIANCE
5721,PASSED,ADMINISTRATIVE CLOSURE
5722,PASSED,VOLUNTARY COMPLIANCE
5723,PASSED,ENFORCED COMPLIANCE
5724,PASSED,ENFORCED COMPLIANCE
5725,,ADMINISTRATIVE CLOSURE
5726,,VOLUNTARY COMPLIANCE
5727,,VOLUNTARY COMPLIANCE
5728,PASSED,ENFORCED COMPLIANCE
5729,,VOLUNTARY COMPLIANCE
5730,PASSED,VOLUNTARY COMPLIANCE
5731,,VOLUNTARY COMPLIANCE
5732,PASSED,VOLUNTARY COMPLIANCE
5733,FAILED,ADMINISTRATIVE CLOSURE
5734,PASSED,ENFORCED COMPLIANCE
5735,PASSED,VOLUNTARY COMPLIANCE
5736,PASSED,ENFORCED COMPLIANCE
5737,PASSED,ENFORCED COMPLIANCE
5738,PASSED,VOLUNTARY COMPLIANCE
5739,FAILED,ADMINISTRATIVE CLOSURE
5740,PASSED,VOLUNTARY COMPLIANCE
5741,PASSED,VOLUNTARY COMPLIANCE
5742,PASSED,ENFORCED COMPLIANCE
5743,PASSED,ENFORCED COMPLIANCE
5744,PASSED,OPEN
5745,PASSED,ENFORCED COMPLIANCE
5746,,VOLUNTARY COMPLIANCE
5747,PASSED,ENFORCED COMPLIANCE
5748,PASSED,VOLUNTARY COMPLIANCE
5749,PASSED,ENFORCED COMPLIANCE
5750,,VOLUNTARY COMPLIANCE
5751,PASSED,ENFORCED COMPLIANCE
5752,PASSED,VOLUNTARY COMPLIANCE
5753,PASSED,ENFORCED COMPLIANCE
5754,PASSED,ENFORCED COMPLIANCE
5755,FAILED,ENFORCED COMPLIANCE
5756,PASSED,VOLUNTARY COMPLIANCE
5757,FAILED,ENFORCED COMPLIANCE
5758,PASSED,VOLUNTARY COMPLIANCE
5759,PASSED,ENFORCED COMPLIANCE
5760,PASSED,VOLUNTARY COMPLIANCE
5761,PASSED,ENFORCED COMPLIANCE
5762,FAILED,OPEN
5763,FAILED,OPEN
5764,FAILED,ADMINISTRATIVE CLOSURE
5765,FAILED,OPEN
5766,PASSED,VOLUNTARY COMPLIANCE
5767,FAILED,OPEN
5768,FAILED,VOLUNTARY COMPLIANCE
5769,PASSED,ENFORCED COMPLIANCE
5770,FAILED,VOLUNTARY COMPLIANCE
5771,FAILED,OPEN
5772,PASSED,ENFORCED COMPLIANCE
5773,PASSED,VOLUNTARY COMPLIANCE
5774,FAILED,OPEN
5775,PASSED,ADMINISTRATIVE CLOSURE
5776,PASSED,VOLUNTARY COMPLIANCE
5777,PASSED,ENFORCED COMPLIANCE
5778,PASSED,ENFORCED COMPLIANCE
5779,FAILED,OPEN
5780,PASSED,VOLUNTARY COMPLIANCE
5781,PASSED,ENFORCED COMPLIANCE
5782,PASSED,VOLUNTARY COMPLIANCE
5783,PASSED,ENFORCED COMPLIANCE
5784,PASSED,VOLUNTARY COMPLIANCE
5785,PASSED,CLOSED
5786,PASSED,ENFORCED COMPLIANCE
5787,PASSED,VOLUNTARY COMPLIANCE
5788,PASSED,VOLUNTARY COMPLIANCE
5789,PASSED,VOLUNTARY COMPLIANCE
5790,PASSED,VOLUNTARY COMPLIANCE
5791,PASSED,VOLUNTARY COMPLIANCE
5792,PASSED,VOLUNTARY COMPLIANCE
5793,FAILED,ADMINISTRATIVE CLOSURE
5794,PASSED,VOLUNTARY COMPLIANCE
5795,PASSED,ENFORCED COMPLIANCE
5796,PASSED,VOLUNTARY COMPLIANCE
5797,PASSED,VOLUNTARY COMPLIANCE
5798,FAILED,OPEN
5799,,VOLUNTARY COMPLIANCE
5800,PASSED,ENFORCED COMPLIANCE
5801,FAILED,ADMINISTRATIVE CLOSURE
5802,FAILED,OPEN
5803,PASSED,ENFORCED COMPLIANCE
5804,PASSED,VOLUNTARY COMPLIANCE
5805,PASSED,VOLUNTARY COMPLIANCE
5806,PASSED,VOLUNTARY COMPLIANCE
5807,PASSED,VOLUNTARY COMPLIANCE
5808,PASSED,ENFORCED COMPLIANCE
5809,FAILED,ADMINISTRATIVE CLOSURE
5810,PASSED,VOLUNTARY COMPLIANCE
5811,PASSED,VOLUNTARY COMPLIANCE
5812,,VOLUNTARY COMPLIANCE
5813,PASSED,VOLUNTARY COMPLIANCE
5814,PASSED,VOLUNTARY COMPLIANCE
5815,PASSED,VOLUNTARY COMPLIANCE
5816,PASSED,VOLUNTARY COMPLIANCE
5817,PASSED,VOLUNTARY COMPLIANCE
5818,PASSED,VOLUNTARY COMPLIANCE
5819,PASSED,VOLUNTARY COMPLIANCE
5820,PASSED,ENFORCED COMPLIANCE
5821,PASSED,VOLUNTARY COMPLIANCE
5822,FAILED,OPEN
5823,PASSED,ENFORCED COMPLIANCE
5824,PASSED,VOLUNTARY COMPLIANCE
5825,PASSED,VOLUNTARY COMPLIANCE
5826,PASSED,ENFORCED COMPLIANCE
5827,PASSED,VOLUNTARY COMPLIANCE
5828,PASSED,ENFORCED COMPLIANCE
5829,PASSED,ENFORCED COMPLIANCE
5830,PASSED,VOLUNTARY COMPLIANCE
5831,PASSED,ENFORCED COMPLIANCE
5832,PASSED,VOLUNTARY COMPLIANCE
5833,PASSED,VOLUNTARY COMPLIANCE
5834,PASSED,ADMINISTRATIVE CLOSURE
5835,PASSED,ADMINISTRATIVE CLOSURE
5836,PASSED,VOLUNTARY COMPLIANCE
5837,PASSED,VOLUNTARY COMPLIANCE
5838,PASSED,VOLUNTARY COMPLIANCE
5839,PASSED,VOLUNTARY COMPLIANCE
5840,PASSED,VOLUNTARY COMPLIANCE
5841,PASSED,ENFORCED COMPLIANCE
5842,PASSED,ENFORCED COMPLIANCE
5843,FAILED,OPEN
5844,PASSED,VOLUNTARY COMPLIANCE
5845,PASSED,ENFORCED COMPLIANCE
5846,PASSED,VOLUNTARY COMPLIANCE
5847,FAILED,OPEN
5848,PASSED,VOLUNTARY COMPLIANCE
5849,,VOLUNTARY COMPLIANCE
5850,FAILED,ADMINISTRATIVE CLOSURE
5851,FAILED,ADMINISTRATIVE CLOSURE
5852,FAILED,ADMINISTRATIVE CLOSURE
5853,FAILED,OPEN
5854,,VOLUNTARY COMPLIANCE
5855,PASSED,VOLUNTARY COMPLIANCE
5856,PASSED,VOLUNTARY COMPLIANCE
5857,PASSED,VOLUNTARY COMPLIANCE
5858,PASSED,VOLUNTARY COMPLIANCE
5859,PASSED,ADMINISTRATIVE CLOSURE
5860,PASSED,VOLUNTARY COMPLIANCE
5861,PASSED,VOLUNTARY COMPLIANCE
5862,PASSED,VOLUNTARY COMPLIANCE
5863,PASSED,VOLUNTARY COMPLIANCE
5864,PASSED,VOLUNTARY COMPLIANCE
5865,PASSED,VOLUNTARY COMPLIANCE
5866,PASSED,VOLUNTARY COMPLIANCE
5867,,VOLUNTARY COMPLIANCE
5868,PASSED,VOLUNTARY COMPLIANCE
5869,PASSED,VOLUNTARY COMPLIANCE
5870,FAILED,TRANSFERRED TO EXTERNAL AGENCY
5871,PASSED,VOLUNTARY COMPLIANCE
5872,PASSED,VOLUNTARY COMPLIANCE
5873,PASSED,VOLUNTARY COMPLIANCE
5874,PASSED,ENFORCED COMPLIANCE
5875,PASSED,VOLUNTARY COMPLIANCE
5876,PASSED,ENFORCED COMPLIANCE
5877,PASSED,VOLUNTARY COMPLIANCE
5878,PASSED,VOLUNTARY COMPLIANCE
5879,PASSED,VOLUNTARY COMPLIANCE
5880,PASSED,ENFORCED COMPLIANCE
5881,PASSED,VOLUNTARY COMPLIANCE
5882,PASSED,VOLUNTARY COMPLIANCE
5883,,ADMINISTRATIVE CLOSURE
5884,,ADMINISTRATIVE CLOSURE
5885,PASSED,VOLUNTARY COMPLIANCE
5886,PASSED,VOLUNTARY COMPLIANCE
5887,PASSED,ADMINISTRATIVE CLOSURE
5888,PASSED,VOLUNTARY COMPLIANCE
5889,PASSED,VOLUNTARY COMPLIANCE
5890,FAILED,OPEN
5891,PASSED,ENFORCED COMPLIANCE
5892,PASSED,VOLUNTARY COMPLIANCE
5893,PASSED,VOLUNTARY COMPLIANCE
5894,PASSED,ENFORCED COMPLIANCE
5895,PASSED,VOLUNTARY COMPLIANCE
5896,PASSED,VOLUNTARY COMPLIANCE
5897,,VOLUNTARY COMPLIANCE
5898,PASSED,VOLUNTARY COMPLIANCE
5899,PASSED,ENFORCED COMPLIANCE
5900,PASSED,VOLUNTARY COMPLIANCE
5901,PASSED,ENFORCED COMPLIANCE
5902,FAILED,OPEN
5903,PASSED,ENFORCED COMPLIANCE
5904,PASSED,VOLUNTARY COMPLIANCE
5905,,VOLUNTARY COMPLIANCE
5906,PASSED,VOLUNTARY COMPLIANCE
5907,PASSED,VOLUNTARY COMPLIANCE
