ID,Street,Longitude,Latitude,BuildingPermit_id
13953,11350 5TH AVE NE,-122.32299072,47.71193975,
13954,2837 39TH AVE W,-122.40737927,47.64614775,
13955,2837 39TH AVE W,-122.40737927,47.64614775,
13956,7333 KEEN WAY N,-122.34287957,47.68282737,
13957,2505 3RD AVE,-122.347576,47.61595606,
13958,6518 22ND AVE NW,-122.38400427,47.67651499,
13959,3831 S EDDY ST,-122.28358047,47.5451377,
13960,5803 SEWARD PARK AVE S,-122.2613506,47.55005543,
13961,819 NE 81ST ST,-122.31943358,47.68728818,
13962,701 5TH AVE,-122.33073506,47.60454089,
13963,3047 S MYRTLE ST,-122.2921731,47.53869191,
13964,1411 N 51ST ST,-122.33945698,47.66556395,
13965,1301 2ND AVE,-122.33778279,47.60740726,
13966,3646 49TH AVE SW,-122.39446703,47.57069445,
13967,1740 NW MARKET ST,-122.38091564,47.66894803,
13968,2505 3RD AVE,-122.347576,47.61595606,
13969,2505 3RD AVE,-122.347576,47.61595606,
13970,2505 3RD AVE,-122.347576,47.61595606,
13971,3026 43RD AVE W,-122.41154979,47.64764391,
13972,3900 W ARMOUR ST,-122.40745836,47.64518476,
13973,12332 LAKE CITY WAY NE,-122.2954386,47.71844356,
13974,3301 NW 75TH ST,-122.39957329,47.68294838,
13975,202 WESTLAKE AVE N,-122.33808797,47.62004449,
13976,12514 4TH AVE NW,-122.36194269,47.72013566,
13977,7036 23RD AVE NE,-122.30260623,47.68041131,
13978,3644 36TH AVE W,-122.4032514,47.65353157,
13979,312 18TH AVE,-122.30867477,47.60476198,
13980,8523 DAYTON AVE N,-122.35314258,47.69147989,
13981,1465 ELLIOTT AVE W,-122.3755202,47.6315652,
13982,9007 45TH AVE SW,-122.39042304,47.52324376,
13983,4545 FAUNTLEROY WAY SW,-122.38110037,47.56197728,
13984,1156 11TH AVE,-122.31795348,47.61261652,
13985,10700 MERIDIAN AVE N,-122.33280488,47.70732449,
13986,1505 WESTLAKE AVE N,-122.34172768,47.63264186,
13987,3401 8TH AVE S,-122.32350333,47.57350593,
13988,8157 21ST AVE NE,-122.30599273,47.68805269,
13989,5208 PULLMAN AVE NE,-122.27258504,47.67093488,
13990,5208 PULLMAN AVE NE,-122.27258504,47.67093488,
13991,2300 7TH AVE,-122.34140406,47.61768363,
13992,2038 NW MARKET ST,-122.38380028,47.66896161,
13993,4818 51ST AVE S,-122.26913634,47.55884042,
13994,11013 LAKE CITY WAY NE,-122.30155369,47.70902225,
13995,2069 41ST AVE E,-122.27993446,47.63896892,
13996,708 S ORCAS ST,-122.32392384,47.55130495,
13997,706 S ORCAS ST,-122.32396424,47.55125545,
13998,706 S ORCAS ST,-122.32396424,47.55125545,
13999,4319 WOODLAND PARK AVE N,-122.34493133,47.66021227,
14000,4319 WOODLAND PARK AVE N,-122.34493133,47.66021227,
14001,4325 WOODLAND PARK AVE N,-122.34490704,47.66031193,
14002,8035 MARY AVE NW,-122.37576803,47.68790639,
14003,3040 NE 91ST ST,-122.29421927,47.69501754,
14004,3138 FRANKLIN AVE E,-122.32082636,47.64961135,
14005,703 COLUMBIA ST,-122.32794699,47.60601913,
14006,8402 8TH AVE SW,-122.34527693,47.52812097,
14007,502 N 105TH ST,-122.35248785,47.70524945,
14008,3818 DENSMORE AVE N,-122.33718552,47.65378404,
14009,917 N 82ND ST,-122.34640472,47.68822589,
14010,3204 SW MORGAN ST,-122.37342396,47.54545899,
14011,1111 3RD AVE,-122.33534639,47.60655975,
14012,1939 10TH AVE E,-122.32039084,47.63707116,
14013,3939 SW ROSE ST,-122.38367437,47.52900341,
14014,3704 20TH AVE SW,-122.35894535,47.57078504,
14015,1606 41ST AVE E,-122.27964914,47.63369351,
14016,1606 41ST AVE E,-122.27964914,47.63369351,
14017,1510 GRAND AVE,-122.28370641,47.61351522,
14018,5806 14TH AVE NW,-122.37323639,47.671204,
14019,4314 SW CONCORD ST,-122.38813579,47.52431514,
14020,2414 E INTERLAKEN BLVD,-122.30070105,47.6345754,
14021,210 28TH AVE S,-122.29565994,47.60045929,
14022,5235 39TH AVE NE,-122.28605721,47.66772114,
14023,6750 36TH AVE SW,-122.37757657,47.54138338,
14024,11530 12TH AVE NE,-122.31467296,47.71343606,
14025,3108 S MOUNT BAKER BLVD,-122.29255141,47.57710336,
14026,830 NE NORTHGATE WAY,-122.31843982,47.70941057,
14027,2857 FRANKLIN AVE E,-122.32376885,47.64689253,
14028,2857 FRANKLIN AVE E,-122.32376885,47.64689253,
14029,221 E SHELBY ST,-122.32393408,47.64701247,
14030,10326 LAKE CITY WAY NE,-122.30129489,47.70385835,
14031,5437 LAKE WASHINGTON BLVD S,-122.2611034,47.55237665,
14032,5439 LAKE WASHINGTON BLVD S,-122.26110837,47.55228113,
14033,12209 7TH AVE NW,-122.36533318,47.7182324,
14034,1918 N 115TH ST,-122.33462655,47.71254909,
14035,10505 EVANSTON AVE N,-122.35167413,47.70545131,
14036,311 1ST AVE S,-122.33460279,47.5996698,
14037,3247 NE 98TH ST,-122.29187458,47.70004922,
14038,1425 WESTERN AVE,-122.34141184,47.60791908,
14039,415 WESTLAKE AVE N,-122.33883547,47.62254173,
14040,1901 16TH AVE S,-122.31236701,47.58624169,
14041,8813 42ND AVE S,-122.28095468,47.52380963,
14042,5249 36TH AVE NE,-122.28934909,47.6681506,
14043,1006 SW HENDERSON ST,-122.34837344,47.52304412,
14044,8750 SAND POINT WAY NE,-122.27046158,47.69305963,
14045,5249 36TH AVE NE,-122.28934909,47.6681506,
14046,8060 18TH AVE NW,-122.37975596,47.68859784,
14047,5616 S AVON ST,-122.26153747,47.50152015,
14048,6720 DIVISION AVE NW,-122.3663806,47.67835867,
14049,1901 16TH AVE S,-122.31236701,47.58624169,
14050,10720 55TH AVE S,-122.26462332,47.50424822,
14051,2507 7TH AVE W,-122.36660525,47.64093651,
14052,2542 29TH AVE W,-122.39388238,47.64239093,
14053,4751 12TH AVE NE,-122.31559188,47.66460363,
14054,3205 36TH AVE S,-122.28797014,47.57499259,
14055,3407 AIRPORT WAY S,-122.3224022,47.5735097,
14056,6032 37TH AVE NE,-122.28774829,47.67315455,
14057,2021 7TH AVE,-122.33836402,47.61523711,
14058,821 2ND AVE,-122.33498562,47.60403796,
14059,7550 14TH AVE NE,-122.31291354,47.68453035,
14060,600 GALER ST,-122.34427851,47.63373019,
14061,420 34TH AVE,-122.28938527,47.60579929,
14062,2624 NE UNIVERSITY VILLAGE ST,-122.29959483,47.66392447,
14063,9049 20TH AVE SW,-122.35954523,47.52154504,
14064,800 5TH AVE,-122.33029353,47.60573523,
14065,8533 DENSMORE AVE N,-122.33842055,47.69150378,
14066,1109 32ND AVE,-122.29176831,47.6120118,
14067,9682 51ST AVE S,-122.26929407,47.51454263,
14068,12049 15TH AVE NE,-122.31313671,47.71744497,
14069,1106 24TH AVE S,-122.30101899,47.59267402,
14070,1104 24TH AVE S,-122.30073616,47.59267052,
14071,7346 56TH AVE NE,-122.26777443,47.68253242,
14072,10449 ALDERBROOK PL NW,-122.36540473,47.70483526,
14073,10453 ALDERBROOK PL NW,-122.3655195,47.70493894,
14074,10455 ALDERBROOK PL NW,-122.36563176,47.70488868,
14075,10451 ALDERBROOK PL NW,-122.36558189,47.70476467,
14076,2056 42ND AVE E,-122.27817413,47.63863804,
14077,3240 13TH AVE W,-122.37329418,47.6498006,
14078,5631 34TH AVE SW,-122.37527394,47.55094866,
14079,908 NW 87TH ST,-122.36897889,47.69224664,
14080,9241 9TH AVE NW,-122.36899611,47.69719495,
14081,3933 43RD AVE S,-122.27984974,47.56781829,
14082,2533 CRANE DR W,-122.41170994,47.64274179,
14083,5601 22ND AVE NW,-122.38514397,47.66974927,
14084,2406 SW THISTLE ST,-122.36355764,47.5284856,
14085,1809 MINOR AVE,-122.33114852,47.6168796,
14086,1801 7TH AVE,-122.3356752,47.61375188,
14087,1801 7TH AVE,-122.3356752,47.61375188,
14088,1425 4TH AVE,-122.3368814,47.60992037,
14089,10001 LAKE CITY WAY NE,-122.30297884,47.70151515,
14090,2601 ELLIOTT AVE,-122.35264196,47.61429877,
14091,1100 OLIVE WAY,-122.33086962,47.61597954,
14092,300 8TH AVE N,-122.34076614,47.6213124,
14093,6504 GREENWOOD AVE N,-122.35508963,47.67614856,
14094,714 WARREN AVE N,-122.35388727,47.62595555,
14095,908 NW 87TH ST,-122.36897889,47.69224664,
14096,7049 12TH AVE NW,-122.37188237,47.68099054,
14097,2015 11TH AVE E,-122.31823849,47.63772662,
14098,7777 62ND AVE NE,-122.26487252,47.68741393,
14099,4606 NE 70TH ST,-122.27869146,47.67960188,
14100,2601 17TH AVE S,-122.31138047,47.5797349,
14101,4540 UNION BAY PL NE,-122.29343478,47.66246933,
14102,5435 LAKE WASHINGTON BLVD S,-122.2604852,47.55232028,
14103,800 OCCIDENTAL AVE S,-122.33160773,47.59544395,
14104,1450 NE BOAT ST,-122.31294263,47.65162035,
14105,1450 NE BOAT ST,-122.31294263,47.65162035,
14106,7519 11TH AVE SW,-122.34956743,47.53496187,
14107,4148 52ND AVE SW,-122.39851216,47.56524614,
14108,1325 4TH AVE,-122.33589922,47.60869743,
14109,2749 57TH AVE SW,-122.40568887,47.57798562,
14110,701 5TH AVE,-122.33073506,47.60454089,
14111,2810 21ST AVE S,-122.30511333,47.57800912,
14112,2810 21ST AVE S,-122.30511333,47.57800912,
14113,8905 FREMONT AVE N,-122.35023222,47.69369622,
14114,11044 1ST AVE NW,-122.35779841,47.71005253,
14115,8437 41ST AVE SW,-122.38423995,47.52735404,
14116,118 BOSTON ST,-122.3548106,47.63850466,
14117,2602 16TH AVE S,-122.31171997,47.57973893,
14118,4228 BURKE AVE N,-122.33472085,47.6588269,
14119,9057 21ST AVE SW,-122.36079871,47.52123325,
14120,1314 5TH AVE W,-122.36278961,47.63097111,
14121,1328 S SHELTON ST,-122.31492076,47.55812905,
14122,7009 SEWARD PARK AVE S,-122.26776348,47.53952385,
14123,4401 EAST MARGINAL WAY S,-122.34263419,47.56419557,
14124,1113 E JOHN ST,-122.31751135,47.61974247,
14125,1113 E JOHN ST,-122.31751135,47.61974247,
14126,5600 RENTON AVE S,-122.2849768,47.55186733,
14127,119 WARD ST,-122.3543447,47.627864,
14128,401 NE NORTHGATE WAY,-122.32378343,47.70825431,
14129,3238 NE 90TH ST,-122.29175223,47.69406372,
14130,4535 44TH AVE SW,-122.38836872,47.56184103,
14131,901 W MCGRAW ST,-122.3693703,47.63874172,
14132,4852 25TH AVE SW,-122.36397733,47.55773178,
14133,9690A 51ST AVE S,-122.26903412,47.51428886,
14134,1814 36TH AVE W,-122.40340831,47.63573699,
14135,1101 ALASKAN WAY,-122.33994833,47.60479324,
14136,1059 NE 94TH ST,-122.31523364,47.6966047,
14137,5019 ROOSEVELT WAY NE,-122.31787756,47.66554497,
14138,7346 56TH AVE NE,-122.26777443,47.68253242,
14139,1011 WESTERN AVE,-122.33804582,47.60449295,
14140,1201 ALASKAN WAY,-122.34092011,47.6054677,
14141,4128 20TH AVE SW,-122.35876694,47.56576253,
14142,2200 ALASKAN WAY,-122.34749405,47.61116977,
14143,2749 57TH AVE SW,-122.40568887,47.57798562,
14144,12011 BARTLETT AVE NE,-122.28423409,47.71596724,
14145,7201 EAST GREEN LAKE DR N,-122.328682,47.68027492,
14146,810 NW 57TH ST,-122.36672734,47.67037795,
14147,4240 51ST AVE NE,-122.27267876,47.65981093,
14148,4200 WASHINGTON AVE W,-122.41280444,47.65826555,
14149,4010 WASHINGTON AVE W,-122.41267857,47.65696048,
14150,4415 MONTANA CIR W,-122.41589896,47.66158276,
14151,310A 21ST AVE,-122.30468121,47.60471117,
14152,4000 WASHINGTON AVE W,-122.41238784,47.65642484,
14153,4004 WASHINGTON AVE W,-122.41255059,47.65668916,
14154,4216 WASHINGTON AVE W,-122.41257965,47.65945757,
14155,4210 WASHINGTON AVE W,-122.41272845,47.65919536,
14156,4204 WASHINGTON AVE W,-122.41284997,47.65855284,
14157,4426 MONTANA CIR W,-122.41568322,47.66198799,
14158,4420 MONTANA CIR W,-122.41554208,47.66176819,
14159,4414 MONTANA CIR W,-122.41536159,47.66157242,
14160,4404 MONTANA CIR W,-122.41499091,47.66111209,
14161,4410 MONTANA CIR W,-122.4151918,47.66136153,
14162,4405 MONTANA CIR W,-122.41554164,47.66105355,
14163,416 E HARRISON ST,-122.32586296,47.622189,
14164,416 E HARRISON ST,-122.32586296,47.622189,
14165,13224 RIVIERA PL NE,-122.28031728,47.72539085,
14166,4858 BEACON AVE S,-122.30399777,47.55908268,
14167,5631 34TH AVE SW,-122.37527394,47.55094866,
14168,20 MERCER ST,-122.35582376,47.62486051,
14169,5000 30TH AVE S,-122.29381311,47.55708832,
14170,7330 20TH AVE NE,-122.30645266,47.68224878,
14171,4401 4TH AVE S,-122.33077641,47.56530584,
14172,8226 23RD AVE NE,-122.30233841,47.68933223,
14173,2939 S MOUNT BAKER BLVD,-122.29436623,47.57564287,
14174,8007 30TH AVE NW,-122.39604345,47.68702417,
14175,3903 W DRAVUS ST,-122.40716533,47.64846887,
14176,1111 3RD AVE,-122.33534639,47.60655975,
14177,4524 19TH AVE NE,-122.3069763,47.66204036,
14178,700 5TH AVE,-122.32989532,47.60501319,
14179,700 5TH AVE,-122.32989532,47.60501319,
14180,10330 MERIDIAN AVE N,-122.33273925,47.70449716,
14181,3629 BAGLEY AVE N,-122.33301422,47.65134029,
14182,7421 8TH AVE NW,-122.36638954,47.6831412,
14183,5301R 28TH AVE NW,-122.39285225,47.66744171,
14184,1814 29TH AVE S,-122.2952877,47.58644366,
14185,2110 BIGELOW AVE N,-122.34804531,47.63782904,
14186,2635 37TH AVE W,-122.40528752,47.64412634,
14187,912 M L KING JR WAY S,-122.29725561,47.59424907,
14188,6524 EAST GREEN LAKE WAY N,-122.33198962,47.67668046,
14189,731 21ST AVE E,-122.30509567,47.62612824,
14190,22 ETRURIA ST,-122.3566887,47.64804333,
14191,5321 25TH AVE S,-122.30078521,47.55426342,
14192,11551 4TH AVE NW,-122.36252318,47.71383993,
14193,502 BELLEVUE AVE E,-122.32645363,47.62328587,
14194,1620 12TH AVE,-122.31651347,47.61604972,
14195,4001 1ST AVE S,-122.33521131,47.56733776,
14196,3900 W BRIARCLIFF LN,-122.40700365,47.64815469,
14197,302 NE NORTHGATE WAY,-122.32530577,47.70911857,
14198,651 N 34TH ST,-122.35042282,47.64849525,
14199,4119 MERIDIAN AVE N,-122.33419744,47.65740416,
14200,4122 52ND AVE SW,-122.39852851,47.56594683,
14201,5126 45TH AVE NE,-122.27912188,47.66686917,
14202,601 BELMONT AVE E,-122.32445393,47.62464104,
14203,5828 16TH AVE S,-122.31206633,47.55039029,
14204,8630 18TH AVE SW,-122.3574889,47.52557088,
14205,308 4TH AVE S,-122.32851868,47.59982559,
14206,701 5TH AVE,-122.33073506,47.60454089,
14207,4732 45TH AVE SW,-122.38922205,47.56017054,
14208,622 34TH AVE,-122.28922264,47.60749212,
14209,1058 E LYNN ST,-122.31861921,47.63972351,
14210,6226 27TH AVE NE,-122.29824472,47.67483325,
14211,4401 EAST MARGINAL WAY S,-122.34263419,47.56419557,
14212,4501 NE 47TH ST,-122.27909341,47.66293503,
14213,952 E SENECA ST,-122.31967314,47.61244951,
14214,2030 7TH AVE,-122.33846932,47.61586325,
14215,9212 17TH AVE NE,-122.30923589,47.69623447,
14216,2020 E MADISON ST,-122.30527758,47.61779708,
14217,4501 NE 47TH ST,-122.27909341,47.66293503,
14218,1200 12TH AVE S,-122.31600169,47.59280696,
14219,140 NW 78TH ST,-122.35979035,47.685683,
14220,2821 29TH AVE W,-122.3945737,47.64532147,
14221,5202 S ALASKA ST,-122.26797224,47.56078688,
14222,7405 34TH AVE NW,-122.40101381,47.68259216,
14223,10528 MIDVALE AVE N,-122.34299888,47.70589788,
14224,2753 NE 103RD ST,-122.29648077,47.70289062,
14225,2200 E MADISON ST,-122.30341969,47.61885483,
14226,8340 RAINIER AVE S,-122.26956712,47.52827353,
14227,3225 NW 56TH ST,-122.39950698,47.66933741,
14228,3800 MONTLAKE BLVD NE,-122.30299334,47.65064964,
14229,4431 EVANSTON AVE N,-122.35129772,47.66116136,
14230,1101 1ST AVE,-122.33747479,47.60551765,
14231,1605 S MAIN ST,-122.31116854,47.59978696,
14232,2310 3RD AVE N,-122.35157204,47.63954158,
14233,3555 SW IDA ST,-122.37910694,47.53397665,
14234,1425 N 48TH ST,-122.33952431,47.66339252,
14235,502 29TH AVE,-122.29466345,47.60636008,
14236,513 20TH AVE E,-122.30634311,47.62363722,
14237,420 PONTIUS AVE N,-122.33147941,47.62245604,
14238,1422 9TH AVE W,-122.36873605,47.63187829,
14239,4511 LINDEN AVE N,-122.34900892,47.66181556,
14240,513 20TH AVE E,-122.30634311,47.62363722,
14241,2407 S NORMAN ST,-122.30072191,47.59281213,
14242,2401 S NORMAN ST,-122.30097724,47.59281071,
14243,1102 24TH AVE S,-122.30087245,47.59278385,
14244,4731 40TH AVE SW,-122.38327228,47.56012229,
14245,3417 EVANSTON AVE N,-122.35160339,47.65061774,
14246,1521 7TH AVE W,-122.36671774,47.63302447,
14247,1422 9TH AVE W,-122.36873605,47.63187829,
14248,1515 1ST AVE N,-122.35594426,47.63279163,
14249,504 E DENNY WAY,-122.32515041,47.61860242,
14250,3925 SW KENYON ST,-122.38320498,47.53197939,
14251,504 21ST AVE,-122.30457321,47.60647298,
14252,2123 13TH AVE S,-122.31625981,47.58383401,
14253,6535 DELRIDGE WAY SW,-122.36187076,47.54327059,
14254,2808 NW 58TH ST,-122.39341555,47.67109581,
14255,325 W KINNEAR PL,-122.3617868,47.62751838,
14256,3929 SW KENYON ST,-122.38333327,47.53197474,
14257,12029 25TH AVE NE,-122.30218729,47.71667544,
14258,303 S JACKSON ST,-122.32991008,47.59871334,
14259,4731 40TH AVE SW,-122.38327228,47.56012229,
14260,7519 11TH AVE SW,-122.34956743,47.53496187,
14261,4731 40TH AVE SW,-122.38327228,47.56012229,
14262,500 4TH AVE,-122.32928683,47.60290729,
14263,4731 40TH AVE SW,-122.38327228,47.56012229,
14264,4731 40TH AVE SW,-122.38327228,47.56012229,
14265,2515 S HINDS ST,-122.29987384,47.57292238,
14266,1301 2ND AVE,-122.33778279,47.60740726,
14267,12517 33RD AVE NE,-122.2929826,47.71986382,
14268,2319 NW MARKET ST,-122.38718641,47.66848655,
14269,6417 FAUNTLEROY WAY SW,-122.38548481,47.54548316,
14270,1441 N 34TH ST,-122.3392528,47.64776401,
14271,1723 N 45TH ST,-122.33641767,47.6612354,
14272,10417 35TH AVE SW,-122.37626775,47.50941566,
14273,933 30TH AVE,-122.29408703,47.61108645,
14274,1117 MINOR AVE,-122.32549131,47.61090505,
14275,4921 28TH AVE S,-122.2971329,47.55775316,
14276,601 UNION ST,-122.33207691,47.610431,
14277,315C 14TH AVE E,-122.31508444,47.62148079,
14278,2756 NE 45TH ST,-122.2960282,47.66150369,
14279,2742 ALKI AVE SW,-122.41122521,47.57875548,
14280,531 N 84TH ST,-122.35123005,47.68965191,
14281,5402 NE PENRITH RD,-122.27014125,47.66707438,
14282,5510 37TH AVE NE,-122.28772405,47.66889379,
14283,334 LAKESIDE AVE S,-122.28564637,47.59926386,
14284,513 20TH AVE E,-122.30634311,47.62363722,
14285,3835 GILMAN AVE W,-122.38556881,47.65478414,
14286,9690B 51ST AVE S,-122.26883891,47.51428061,
14287,3905 W DRAVUS ST,-122.40732859,47.6484628,
14288,3907 W DRAVUS ST,-122.40748633,47.64846062,
14289,3219 W MCGRAW ST,-122.39921448,47.63935659,
14290,2112 E TERRACE ST,-122.30429742,47.6052687,
14291,3811 ASHWORTH AVE N,-122.3404509,47.65298056,
14292,2009 12TH AVE E,-122.31762607,47.63761904,
14293,1248 22ND AVE E,-122.30323991,47.63198037,
14294,10223 MARINE VIEW DR SW,-122.39037319,47.51143494,
14295,7401 AURORA AVE N,-122.34485574,47.68278243,
14296,2919 1ST AVE W,-122.35863382,47.64628089,
14297,1301 2ND AVE,-122.33778279,47.60740726,
14298,1420 5TH AVE,-122.33467931,47.6105508,
14299,3835 GILMAN AVE W,-122.38556881,47.65478414,
14300,2800 W GARFIELD ST,-122.39337319,47.63396527,
14301,411 UNIVERSITY ST,-122.33391991,47.6080434,
14302,808 24TH AVE S,-122.30081081,47.59517449,
14303,1229 MADISON ST,-122.32223697,47.61002691,
14304,2915 RAINIER AVE S,-122.29752834,47.57703236,
14305,2312 N 60TH ST,-122.33021673,47.67248948,
14306,7725 11TH AVE SW,-122.34959022,47.53325852,
14307,2527 ROYAL CT E,-122.29967259,47.64262676,
14308,934 22ND AVE E,-122.30324084,47.62782149,
14309,3846 CASCADIA AVE S,-122.28252601,47.56840173,
14310,7001 SAND POINT WAY NE,-122.26402241,47.67966066,
14311,2516 E HELEN ST,-122.29961712,47.62836372,
14312,7513 55TH PL NE,-122.26845119,47.68367706,
14313,715 2ND AVE,-122.33390674,47.60331562,
14314,2807 NW 68TH ST,-122.39343498,47.67785127,
14315,5120 SW GENESEE ST,-122.39853885,47.5650312,
14316,3521 NW 70TH ST,-122.40357592,47.67917009,
14317,901 24TH AVE S,-122.30145594,47.59442019,
14318,1704 NE COLUMBIA RD,-122.3114674,47.65106645,
14319,1410 E JOHN ST,-122.3138764,47.62048771,
14320,9690C 51ST AVE S,-122.26861248,47.51428705,
14321,5510 S NORFOLK ST,-122.26375373,47.51348976,
14322,111 NE 51ST ST,-122.32775732,47.66551598,
14323,12339 15TH AVE NE,-122.31301623,47.71873494,
14324,2359 FRANKLIN AVE E,-122.3249605,47.64144415,
14325,9631 46TH AVE SW,-122.39195314,47.51669584,
14326,9623 46TH AVE SW,-122.39199953,47.5168895,
14327,4701 41ST AVE SW,-122.38480857,47.56081324,
14328,4814 INTERLAKE AVE N,-122.34022723,47.66412892,
14329,917 LAKE WASHINGTON BLVD S,-122.28956853,47.5940111,
14330,1100 OLIVE WAY,-122.33086962,47.61597954,
14331,2045 PARKSIDE DR E,-122.29086047,47.63808421,
14332,4102 SW 106TH ST,-122.38461381,47.50850984,
14333,751 MARION ST,-122.32784883,47.60674526,
14334,800 7TH AVE,-122.32813574,47.60641665,
14335,1560 N 115TH ST,-122.3355747,47.7137519,
14336,751 MARION ST,-122.32784883,47.60674526,
14337,117 N 78TH ST,-122.35716035,47.6852776,
14338,2480 S SPENCER ST,-122.29735856,47.54790407,
14339,1605 M L KING JR WAY,-122.29656211,47.61556405,
14340,3624 56TH AVE SW,-122.40356053,47.57139911,
14341,1520 15TH AVE E,-122.31225156,47.6328994,
14342,3414 34TH AVE S,-122.28966374,47.57200288,
14343,3828 BEACH DR SW,-122.4089954,47.56939109,
14344,325 9TH AVE N,-122.34016446,47.62154693,
14345,3701 SW 104TH ST,-122.3776024,47.50970617,
14346,201 S KING ST,-122.33236808,47.59785934,
14347,340 W NICKERSON ST,-122.3626449,47.65143544,
14348,500 BOREN AVE N,-122.33561795,47.6238397,
14349,9743 ARROWSMITH AVE S,-122.2546222,47.51475264,
14350,2301 FAIRVIEW AVE E,-122.33004855,47.64010391,
14351,2660 NW 59TH ST,-122.39260686,47.67179215,
14352,2120 WAVERLY PL N,-122.34264419,47.63848962,
14353,11233 PHINNEY AVE N,-122.35448075,47.71152546,
14354,714 N 95TH ST,-122.34929927,47.69809112,
14355,6301 WOODLAWN AVE N,-122.33380965,47.67433409,
14356,2733 4TH AVE S,-122.3295314,47.57876907,
14357,8213 23RD AVE NE,-122.30298492,47.68893111,
14358,1025 STURGUS AVE S,-122.31413657,47.59335299,
14359,1226 S CLOVERDALE ST,-122.31639943,47.526647,
14360,1919 8TH AVE W,-122.36802616,47.63656532,
14361,5231 NE 42ND ST,-122.27106758,47.65851098,
14362,621 25TH AVE E,-122.30013606,47.62506991,
14363,516 BROADWAY E,-122.3207245,47.62362468,
14364,7400 EAST MARGINAL WAY S,-122.31495241,47.53867731,
14365,4540 UNIVERSITY WAY NE,-122.31276581,47.66248432,
14366,3231 NW 60TH ST,-122.39976397,47.67196089,
14367,4001 1ST AVE S,-122.33521131,47.56733776,
14368,1801 7TH AVE,-122.3356752,47.61375188,
14369,1801 7TH AVE,-122.3356752,47.61375188,
14370,6759 11TH AVE NW,-122.37115765,47.67942004,
14371,4733 48TH AVE NE,-122.27628972,47.66403056,
14372,3029 39TH AVE SW,-122.38165849,47.5759905,
14373,611 12TH AVE S,-122.31839393,47.59721815,
14374,1300 N NORTHLAKE WAY,-122.34230233,47.64826749,
14375,101 NW 58TH ST,-122.35793527,47.67053368,
14376,4575 SAND POINT WAY NE,-122.28543506,47.66282321,
14377,701 5TH AVE,-122.33073506,47.60454089,
14378,621 34TH AVE,-122.28981231,47.60742844,
14379,2804 NW MARKET ST,-122.39321389,47.66889898,
14380,2726 37TH AVE SW,-122.37777508,47.57842714,
14381,8030 DIBBLE AVE NW,-122.36699342,47.68786729,
14382,7726 32ND AVE NE,-122.29355383,47.68569827,
14383,2115 E CRESCENT DR,-122.30374605,47.63290934,
14384,2501 EASTLAKE AVE E,-122.32627191,47.64219938,
14385,2351 30TH AVE S,-122.29443407,47.58140439,
14386,12740 30TH AVE NE,-122.29585301,47.72235255,
14387,745 18TH AVE E,-122.3090131,47.62656636,
14388,22 ETRURIA ST,-122.3566887,47.64804333,
14389,7504 44TH AVE NE,-122.28069375,47.68325674,
14390,5962 44TH AVE S,-122.27789551,47.54853479,
14391,6105 ROOSEVELT WAY NE,-122.31771616,47.67295718,
14392,2915 RAINIER AVE S,-122.29752834,47.57703236,
14393,955 ALASKAN WAY W,-122.37133393,47.62660117,
14394,4032 8TH AVE NE,-122.31951142,47.65652186,
14395,4000 24TH AVE W,-122.38720589,47.65613033,
14396,900 S JACKSON ST,-122.32034954,47.59951219,
14397,11203 CORNELL AVE S,-122.24154092,47.50281793,
14398,3279 57TH AVE SW,-122.40583303,47.57360023,
14399,1318 ALKI AVE SW,-122.39083481,47.59254056,
14400,215 NE 90TH ST,-122.32639631,47.69392084,
14401,1121 38TH AVE E,-122.28450788,47.62923323,
14402,3636 DAYTON AVE N,-122.35207484,47.65290442,
14403,1126 N 90TH ST,-122.3432277,47.69437403,
14404,3862 42ND AVE NE,-122.28241579,47.65789434,
14405,3337 E SHORE DR,-122.28873254,47.63951237,
14406,5400 AIRPORT WAY S,-122.32102018,47.5540511,
14407,10037 INTERLAKE AVE N,-122.34094507,47.70255029,
14408,7906 8TH AVE NW,-122.36579855,47.68652625,
14409,1350 S BENNETT ST,-122.31451013,47.55495526,
14410,4800 SAND POINT WAY NE,-122.28147251,47.66231885,
14411,1260 REPUBLICAN ST,-122.3308669,47.62337062,
14412,4036 8TH AVE NE,-122.31945594,47.65663189,
14413,116 NW 144TH ST,-122.35938137,47.73342849,
14414,1515 14TH AVE,-122.31441998,47.61461795,
14415,9009 HOLMAN RD NW,-122.37596223,47.6945965,
14416,7001 SEAVIEW AVE NW,-122.40580069,47.68002469,
14417,1305 E HOWELL ST,-122.31522126,47.61742194,
14418,4312 SW ANDOVER ST,-122.38734166,47.56875099,
14419,4306 SW ANDOVER ST,-122.38729028,47.56858631,
14420,4312 SW ANDOVER ST,-122.38734166,47.56875099,
14421,1934 8TH AVE W,-122.36744236,47.63705078,
14422,5958 18TH AVE SW,-122.35683717,47.54849489,
14423,3040 NW MARKET ST,-122.39773383,47.66896527,
14424,3040 NW MARKET ST,-122.39773383,47.66896527,
14425,509 N 66TH ST,-122.35216285,47.67666716,
14426,1164 N 76TH ST,-122.34166219,47.68424194,
14427,1301 SPRING ST,-122.32264499,47.61105428,
14428,7121 34TH AVE SW,-122.3755544,47.53853259,
14429,525 BELMONT AVE E,-122.3244313,47.62395261,
14430,211 NE 92ND ST,-122.32653956,47.69566251,
