id,applicant_id,application_date,decision_date,issue_date
4155,,05/12/2010,11/15/2010,11/15/2010
4156,,05/12/2010,10/11/2010,10/11/2010
4157,,05/11/2010,,
4158,,05/07/2010,09/13/2010,09/13/2010
4159,,05/07/2010,10/14/2010,10/14/2010
4160,,05/06/2010,02/24/2011,02/24/2011
4161,,05/05/2010,09/23/2010,09/23/2010
4162,,05/05/2010,07/29/2010,07/29/2010
4163,,05/05/2010,07/15/2010,07/15/2010
4164,,05/05/2010,12/30/2010,12/30/2010
4165,,05/05/2010,11/09/2011,11/09/2011
4166,,05/04/2010,08/12/2010,08/12/2010
4167,,05/04/2010,08/08/2011,08/08/2011
4168,,05/04/2010,08/08/2011,08/08/2011
4169,,05/03/2010,12/30/2010,12/30/2010
4170,,04/28/2010,06/14/2010,06/14/2010
4171,,04/28/2010,09/12/2011,09/12/2011
4172,,04/28/2010,,
4173,,04/27/2010,07/01/2010,07/01/2010
4174,,04/27/2010,08/12/2010,08/12/2010
4175,,04/22/2010,07/13/2010,07/13/2010
4176,,04/22/2010,09/16/2010,09/16/2010
4177,,04/22/2010,09/16/2010,09/16/2010
4178,,04/22/2010,08/19/2010,08/19/2010
4179,,04/21/2010,06/14/2010,06/14/2010
4180,,04/21/2010,,
4181,,04/21/2010,07/22/2010,07/22/2010
4182,,04/21/2010,06/17/2010,06/17/2010
4183,,04/21/2010,07/29/2010,07/29/2010
4184,,04/20/2010,,
4185,,04/20/2010,10/07/2013,10/07/2013
4186,,04/19/2010,06/07/2010,06/07/2010
4187,,04/19/2010,10/04/2010,10/04/2010
4188,,04/19/2010,08/08/2011,08/08/2011
4189,,04/15/2010,02/18/2011,02/18/2011
4190,,04/15/2010,06/10/2010,06/10/2010
4191,,04/15/2010,12/20/2010,12/20/2010
4192,,,,
4193,,04/13/2010,05/24/2010,05/24/2010
4194,,04/13/2010,05/24/2010,05/24/2010
4195,,04/13/2010,10/07/2010,10/07/2010
4196,,04/08/2010,10/25/2010,10/25/2010
4197,,04/08/2010,08/05/2010,08/05/2010
4198,,04/07/2010,08/25/2010,08/25/2010
4199,,04/07/2010,09/23/2010,09/23/2010
4200,,04/07/2010,08/30/2010,08/30/2010
4201,,04/07/2010,09/02/2010,09/02/2010
4202,,04/07/2010,07/26/2010,07/26/2010
4203,,04/06/2010,07/22/2010,07/22/2010
4204,,04/05/2010,10/31/2011,10/31/2011
4205,,,,
4206,,03/31/2010,02/02/2011,02/02/2011
4207,,03/31/2010,05/24/2010,05/24/2010
4208,,03/30/2010,07/12/2010,07/12/2010
4209,,03/30/2010,,
4210,,03/30/2010,05/03/2010,05/03/2010
4211,,03/25/2010,07/12/2010,07/12/2010
4212,,03/24/2010,06/03/2010,06/03/2010
4213,,03/24/2010,07/29/2010,07/29/2010
4214,,03/23/2010,11/18/2010,11/18/2010
4215,,03/23/2010,06/02/2011,06/02/2011
4216,,03/19/2010,06/14/2012,06/14/2012
4217,,03/19/2010,11/14/2011,11/14/2011
4218,,03/18/2010,,
4219,,03/16/2010,05/03/2010,05/03/2010
4220,,03/16/2010,05/27/2010,05/27/2010
4221,,03/10/2010,05/18/2010,05/18/2010
4222,,03/10/2010,08/05/2010,08/05/2010
4223,,03/09/2010,05/17/2010,05/17/2010
4224,,03/09/2010,06/07/2010,06/07/2010
4225,,03/09/2010,08/19/2010,08/19/2010
4226,,03/04/2010,05/07/2010,05/07/2010
4227,,03/04/2010,08/22/2013,08/22/2013
4228,,03/03/2010,04/03/2014,04/03/2014
4229,,03/03/2010,07/19/2010,07/19/2010
4230,,03/02/2010,04/26/2010,04/26/2010
4231,,03/02/2010,06/03/2010,06/03/2010
4232,,03/02/2010,04/08/2010,04/08/2010
4233,,03/01/2010,08/12/2010,08/12/2010
4234,,03/01/2010,01/27/2011,01/27/2011
4235,,02/26/2010,05/25/2010,05/25/2010
4236,,02/24/2010,06/28/2010,06/28/2010
4237,,02/24/2010,05/19/2011,05/19/2011
4238,,02/24/2010,06/10/2010,06/10/2010
4239,,02/23/2010,03/14/2011,03/14/2011
4240,,02/23/2010,04/19/2010,04/19/2010
4241,,02/19/2010,04/05/2010,04/05/2010
4242,,02/18/2010,05/26/2010,05/26/2010
4243,,02/16/2010,03/29/2010,03/29/2010
4244,,02/16/2010,05/24/2010,05/24/2010
4245,,02/16/2010,08/19/2010,08/19/2010
4246,,02/16/2010,08/19/2010,08/19/2010
4247,,02/15/2010,09/16/2010,09/16/2010
4248,,02/10/2010,04/15/2010,04/15/2010
4249,,02/09/2010,07/08/2010,07/08/2010
4250,,02/08/2010,03/11/2010,03/11/2010
4251,,02/08/2010,03/29/2010,03/29/2010
4252,,02/05/2010,09/16/2010,09/16/2010
4253,,02/04/2010,07/19/2010,07/19/2010
4254,,02/02/2010,04/12/2010,04/12/2010
4255,,02/01/2010,01/12/2012,01/12/2012
4256,,02/01/2010,01/12/2012,01/12/2012
4257,,01/28/2010,05/20/2010,05/20/2010
4258,,01/28/2010,08/09/2010,08/09/2010
4259,,01/27/2010,03/25/2010,03/25/2010
4260,,01/27/2010,04/05/2010,04/05/2010
4261,,01/27/2010,07/15/2010,07/15/2010
4262,,01/26/2010,03/29/2010,03/29/2010
4263,,01/25/2010,05/13/2010,05/13/2010
4264,,01/25/2010,03/24/2011,03/24/2011
4265,,01/25/2010,03/11/2010,03/11/2010
4266,,01/20/2010,,
4267,,01/20/2010,03/01/2010,03/01/2010
4268,,01/20/2010,,
4269,,01/19/2010,07/19/2010,07/19/2010
4270,,01/19/2010,07/19/2010,07/19/2010
4271,,01/19/2010,05/20/2010,05/20/2010
4272,,01/14/2010,08/30/2010,08/30/2010
4273,,01/14/2010,03/29/2010,03/29/2010
4274,,01/13/2010,05/20/2010,05/20/2010
4275,,01/12/2010,09/22/2010,09/22/2010
4276,,01/11/2010,10/25/2010,10/25/2010
4277,,01/08/2010,03/17/2011,03/17/2011
4278,,01/07/2010,01/07/2010,01/07/2010
4279,,01/06/2010,03/02/2010,03/02/2010
4280,,01/06/2010,03/29/2010,03/29/2010
4281,,01/05/2010,,
4282,,01/05/2010,03/16/2010,03/16/2010
4283,,01/05/2010,03/25/2010,03/25/2010
4284,,01/05/2010,07/12/2010,07/12/2010
4285,,01/04/2010,02/08/2010,02/08/2010
4286,,01/04/2010,,
4287,,01/04/2010,,
4288,,01/04/2010,,
4289,,01/01/2010,05/27/2010,05/27/2010
4290,,12/29/2009,04/19/2010,04/19/2010
4291,,12/29/2009,03/25/2010,03/25/2010
4292,,12/28/2009,,
4293,,12/28/2009,,
4294,,12/23/2009,02/04/2010,02/04/2010
4295,,12/23/2009,04/01/2010,04/01/2010
4296,,12/22/2009,04/07/2010,04/07/2010
4297,,12/22/2009,04/08/2010,04/08/2010
4298,,12/22/2009,02/11/2010,02/11/2010
4299,,12/18/2009,06/14/2010,06/14/2010
4300,,12/17/2009,05/17/2010,05/17/2010
4301,,12/15/2009,,
4302,,12/14/2009,03/25/2010,03/25/2010
4303,,12/11/2009,04/01/2010,04/01/2010
4304,,12/10/2009,,
4305,,12/09/2009,11/18/2010,11/18/2010
4306,,12/09/2009,06/24/2010,06/24/2010
4307,,12/08/2009,01/21/2010,01/21/2010
4308,,12/08/2009,11/18/2010,11/18/2010
4309,,12/08/2009,03/04/2010,03/04/2010
4310,,12/04/2009,04/01/2010,04/01/2010
4311,,12/03/2009,04/22/2010,04/22/2010
4312,,12/03/2009,07/01/2010,07/01/2010
4313,,12/02/2009,01/14/2010,01/14/2010
4314,,12/02/2009,01/28/2010,01/28/2010
4315,,12/02/2009,,
4316,,11/25/2009,03/25/2010,03/25/2010
4317,,11/25/2009,01/28/2010,01/28/2010
4318,,11/25/2009,04/15/2010,04/15/2010
4319,,11/25/2009,09/01/2011,09/01/2011
4320,,11/24/2009,01/22/2010,01/22/2010
4321,,11/24/2009,11/18/2011,11/18/2011
4322,,11/24/2009,12/28/2009,12/28/2009
4323,,11/20/2009,12/02/2010,12/02/2010
4324,,11/19/2009,02/18/2010,02/18/2010
4325,,11/19/2009,05/13/2010,05/13/2010
4326,,11/18/2009,08/26/2010,08/26/2010
4327,,11/18/2009,01/24/2011,01/24/2011
4328,,11/18/2009,03/07/2011,03/07/2011
4329,,11/18/2009,07/19/2010,07/19/2010
4330,,11/18/2009,05/20/2010,05/20/2010
4331,,11/17/2009,01/21/2010,01/21/2010
4332,,11/16/2009,04/12/2010,04/12/2010
4333,,11/16/2009,04/05/2010,04/05/2010
4334,,11/16/2009,05/24/2010,05/24/2010
4335,,11/13/2009,12/17/2009,12/17/2009
4336,,11/13/2009,05/27/2010,05/27/2010
4337,,11/12/2009,03/25/2010,03/25/2010
4338,,11/10/2009,01/11/2010,01/11/2010
4339,,11/10/2009,12/14/2009,12/14/2009
4340,,11/10/2009,02/11/2010,02/11/2010
4341,,11/09/2009,,
4342,,11/09/2009,03/11/2010,03/11/2010
4343,,11/04/2009,04/08/2010,04/08/2010
4344,,11/03/2009,12/28/2009,12/28/2009
4345,,11/03/2009,04/01/2010,04/01/2010
4346,,11/03/2009,02/04/2010,02/04/2010
4347,,10/29/2009,01/11/2010,01/11/2010
4348,,10/29/2009,03/11/2010,03/11/2010
4349,,10/29/2009,01/07/2010,01/07/2010
4350,,10/29/2009,09/16/2010,09/16/2010
4351,,10/29/2009,01/14/2010,01/14/2010
4352,,10/28/2009,04/15/2010,04/15/2010
4353,,10/27/2009,,
4354,,10/27/2009,03/15/2010,03/15/2010
4355,,,,
4356,,10/23/2009,04/30/2010,04/30/2010
4357,,10/23/2009,04/12/2010,04/12/2010
4358,,10/22/2009,04/06/2010,04/06/2010
4359,,10/22/2009,04/15/2010,04/15/2010
4360,,10/21/2009,12/03/2009,12/03/2009
4361,,10/21/2009,04/05/2010,04/05/2010
4362,,10/21/2009,12/21/2009,12/21/2009
4363,,10/21/2009,12/03/2009,12/03/2009
4364,,10/20/2009,12/21/2009,12/21/2009
4365,,10/20/2009,04/08/2010,04/08/2010
4366,,10/19/2009,01/22/2009,01/22/2009
4367,,09/01/2009,03/02/2010,03/02/2010
4368,,10/15/2009,02/03/2011,02/03/2011
4369,,10/15/2009,12/30/2010,12/30/2010
4370,,10/14/2009,11/04/2009,11/04/2009
4371,,10/14/2009,12/14/2009,12/14/2009
4372,,10/14/2009,,
4373,,10/14/2009,12/24/2009,12/24/2009
4374,,10/13/2009,11/23/2009,11/23/2009
4375,,10/13/2009,03/22/2010,03/22/2010
4376,,10/13/2009,01/14/2010,01/14/2010
4377,,10/08/2009,,
4378,,10/07/2009,11/19/2009,11/19/2009
4379,,10/07/2009,03/31/2010,03/31/2010
4380,,09/01/2009,,
4381,,10/06/2009,03/25/2010,03/25/2010
4382,,10/06/2009,12/21/2009,12/21/2009
4383,,10/01/2009,05/24/2010,05/24/2010
4384,,10/01/2009,07/18/2011,07/18/2011
4385,,09/30/2009,11/20/2009,11/20/2009
4386,,09/24/2009,03/01/2010,03/01/2010
4387,,09/24/2009,03/01/2010,03/01/2010
4388,,09/24/2009,12/14/2009,12/14/2009
4389,,09/23/2009,03/25/2010,03/25/2010
4390,,09/23/2009,11/02/2009,11/02/2009
4391,,09/23/2009,01/03/2013,01/03/2013
4392,,09/22/2009,11/30/2009,11/30/2009
4393,,,,
4394,,09/18/2009,12/07/2009,12/07/2009
4395,,09/17/2009,,
4396,,09/17/2009,,
4397,,09/17/2009,,
4398,,09/17/2009,09/21/2010,09/21/2010
4399,,09/15/2009,10/19/2009,10/19/2009
4400,,09/15/2009,10/22/2009,10/22/2009
4401,,09/11/2009,11/05/2009,11/05/2009
4402,,09/10/2009,,
4403,,09/10/2009,,
4404,,09/10/2009,,
4405,,09/10/2009,,
4406,,09/10/2009,,
4407,,09/10/2009,,
4408,,09/10/2009,,
4409,,09/10/2009,,
4410,,09/10/2009,,
4411,,09/08/2009,04/27/2011,04/27/2011
4412,,09/08/2009,12/28/2009,12/28/2009
4413,,09/08/2009,11/19/2009,11/19/2009
4414,,09/04/2009,12/14/2009,12/14/2009
4415,,09/03/2009,11/09/2009,11/09/2009
4416,,09/02/2009,01/14/2010,01/14/2010
4417,,09/02/2009,11/19/2009,11/19/2009
4418,,08/31/2009,11/30/2009,11/30/2009
4419,,08/31/2009,11/19/2009,11/19/2009
4420,,08/31/2009,10/22/2009,10/22/2009
4421,,08/28/2009,,
4422,,08/28/2009,10/22/2009,10/22/2009
4423,,08/27/2009,01/11/2010,01/11/2010
4424,,08/27/2009,03/04/2010,03/04/2010
4425,,08/26/2009,12/21/2009,12/21/2009
4426,,08/26/2009,11/12/2009,11/12/2009
4427,,08/25/2009,,
4428,,08/24/2009,,
4429,,08/24/2009,04/07/2011,04/07/2011
4430,,08/20/2009,03/31/2010,03/31/2010
4431,,08/20/2009,03/11/2010,03/11/2010
4432,,08/20/2009,11/16/2009,11/16/2009
4433,,08/19/2009,09/24/2009,09/24/2009
4434,,08/19/2009,10/08/2009,10/08/2009
4435,,08/19/2009,02/11/2010,02/11/2010
4436,,08/18/2009,04/01/2010,04/01/2010
4437,,08/18/2009,11/19/2009,11/19/2009
4438,,08/13/2009,01/11/2010,01/11/2010
4439,,08/12/2009,10/01/2009,10/01/2009
4440,,08/11/2009,01/08/2010,01/08/2010
4441,,08/11/2009,04/08/2010,04/08/2010
4442,,08/09/2009,11/12/2009,11/12/2009
4443,,08/05/2009,,
4444,,08/05/2009,11/23/2011,11/23/2011
4445,,08/05/2009,04/26/2010,04/26/2010
4446,,08/04/2009,09/09/2009,09/09/2009
4447,,08/04/2009,07/22/2010,07/22/2010
4448,,07/30/2009,05/12/2011,05/12/2011
4449,,07/29/2009,09/09/2009,09/09/2009
4450,,07/28/2009,11/05/2009,11/05/2009
4451,,07/28/2009,10/27/2009,10/27/2009
4452,,07/23/2009,11/05/2009,11/05/2009
4453,,07/23/2009,08/02/2010,08/02/2010
4454,,07/22/2009,11/30/2009,11/30/2009
4455,,07/22/2009,11/30/2009,11/30/2009
4456,,,,
4457,,07/22/2009,,
4458,,07/21/2009,08/13/2009,08/13/2009
4459,,07/21/2009,02/25/2010,02/25/2010
4460,,07/15/2009,02/10/2010,02/10/2010
4461,,07/15/2009,10/22/2009,10/22/2009
4462,,07/15/2009,12/07/2009,12/07/2009
4463,,07/15/2009,01/28/2010,01/28/2010
4464,,07/15/2009,01/28/2010,01/28/2010
4465,,07/15/2009,01/28/2010,01/28/2010
4466,,07/15/2009,11/10/2009,11/10/2009
4467,,07/14/2009,09/01/2009,09/01/2009
4468,,07/14/2009,,
4469,,07/09/2009,,
4470,,07/08/2009,10/05/2009,10/05/2009
4471,,07/08/2009,04/22/2010,04/22/2010
4472,,07/08/2009,,
4473,,07/07/2009,03/25/2010,03/25/2010
4474,,07/07/2009,,
4475,,07/07/2009,,
4476,,07/05/2009,10/15/2009,10/15/2009
4477,,07/02/2009,05/20/2010,05/20/2010
4478,,07/01/2009,12/03/2009,12/03/2009
4479,,07/01/2009,09/08/2009,09/08/2009
4480,,06/30/2009,10/05/2009,10/05/2009
4481,,06/30/2009,08/27/2009,08/27/2009
4482,,06/30/2009,07/27/2009,07/27/2009
4483,,06/23/2009,12/03/2009,12/03/2009
4484,,06/30/2009,07/27/2009,07/27/2009
4485,,06/30/2009,07/27/2009,07/27/2009
4486,,06/30/2009,07/27/2009,07/27/2009
4487,,06/30/2009,07/27/2009,07/27/2009
4488,,06/30/2009,03/07/2011,03/07/2011
4489,,06/26/2009,09/15/2010,09/15/2010
4490,,06/25/2009,,
4491,,06/24/2009,,
4492,,06/24/2009,11/05/2009,11/05/2009
4493,,06/23/2009,,
4494,,06/23/2009,07/21/2009,07/21/2009
4495,,,,
4496,,06/23/2009,05/24/2010,05/24/2010
4497,,06/22/2009,,
4498,,06/19/2009,,
4499,,06/18/2009,,
4500,,06/17/2009,12/11/2009,12/11/2009
4501,,06/17/2009,12/16/2010,12/16/2010
4502,,06/16/2009,07/29/2010,07/29/2010
4503,,06/15/2009,,
4504,,06/12/2009,09/24/2009,09/24/2009
4505,,06/12/2009,,
4506,,06/11/2009,,
4507,,06/10/2009,07/15/2009,07/15/2009
4508,,06/09/2009,04/22/2010,04/22/2010
4509,,06/09/2009,04/22/2010,04/22/2010
4510,,06/09/2009,08/10/2009,08/10/2009
4511,,06/09/2009,,
4512,,06/09/2009,01/21/2010,01/21/2010
4513,,06/09/2009,06/14/2010,06/14/2010
4514,,06/09/2009,,
4515,,06/09/2009,03/25/2010,03/25/2010
4516,,06/08/2009,03/25/2010,03/25/2010
4517,,06/08/2009,03/25/2010,03/25/2010
4518,,06/08/2009,02/22/2010,02/22/2010
4519,,06/05/2009,09/24/2009,09/24/2009
4520,,06/03/2009,12/14/2009,12/14/2009
4521,,06/03/2009,12/21/2009,12/21/2009
4522,,06/02/2009,11/24/2009,11/24/2009
4523,,06/02/2009,10/01/2009,10/01/2009
4524,,06/01/2009,09/17/2009,09/17/2009
4525,,05/29/2009,08/06/2009,08/06/2009
4526,,05/27/2009,02/04/2010,02/04/2010
4527,,05/27/2009,08/13/2009,08/13/2009
4528,,05/27/2009,09/22/2011,09/22/2011
4529,,05/26/2009,08/10/2009,08/10/2009
4530,,05/26/2009,04/30/2010,04/30/2010
4531,,05/20/2009,08/17/2009,08/17/2009
4532,,05/20/2009,08/03/2009,08/03/2009
4533,,05/14/2009,08/27/2009,08/27/2009
4534,,05/12/2009,08/03/2009,08/03/2009
4535,,05/11/2009,01/07/2010,01/07/2010
4536,,05/07/2009,09/30/2009,09/30/2009
4537,,05/07/2009,05/07/2009,05/07/2009
4538,,05/07/2009,05/07/2009,05/07/2009
4539,,05/07/2009,,
4540,,05/07/2009,04/12/2010,04/12/2010
4541,,05/07/2009,03/31/2011,03/31/2011
4542,,05/06/2009,09/24/2009,09/24/2009
4543,,05/06/2009,03/11/2010,03/11/2010
4544,,05/06/2009,,
4545,,05/06/2009,10/26/2009,10/26/2009
4546,,05/05/2009,08/11/2009,08/11/2009
4547,,03/11/2009,06/25/2009,06/25/2009
4548,,04/30/2009,05/31/2012,05/31/2012
4549,,04/30/2009,12/03/2009,12/03/2009
4550,,04/28/2009,07/13/2009,07/13/2009
4551,,04/28/2009,,
4552,,04/22/2009,07/23/2009,07/23/2009
4553,,04/22/2009,08/24/2009,08/24/2009
4554,,04/22/2009,08/24/2009,08/24/2009
4555,,04/21/2009,07/16/2009,07/16/2009
4556,,04/21/2009,09/02/2010,09/02/2010
4557,,04/21/2009,02/01/2010,02/01/2010
4558,,04/15/2009,05/19/2009,05/19/2009
4559,,04/15/2009,05/19/2009,05/19/2009
4560,,,,
4561,,04/15/2009,12/21/2009,12/21/2009
4562,,04/14/2009,,
4563,,04/14/2009,08/16/2013,08/16/2013
4564,,04/14/2009,06/11/2009,06/11/2009
4565,,04/09/2009,07/30/2009,07/30/2009
4566,,04/08/2009,06/02/2009,06/02/2009
4567,,04/08/2009,03/29/2010,03/29/2010
4568,,04/08/2009,03/18/2013,03/18/2013
4569,,04/07/2009,05/18/2009,05/18/2009
4570,,04/03/2009,01/26/2012,01/26/2012
4571,,04/03/2009,08/03/2009,08/03/2009
4572,,04/02/2009,06/14/2010,06/14/2010
4573,,04/01/2009,04/01/2010,04/01/2010
4574,,,,
4575,,03/31/2009,,
4576,,03/30/2009,06/24/2010,06/24/2010
4577,,03/27/2009,10/27/2009,10/27/2009
4578,,03/27/2009,07/06/2009,07/06/2009
4579,,03/27/2009,05/18/2009,05/18/2009
4580,,03/27/2009,07/02/2009,07/02/2009
4581,,03/26/2009,08/24/2009,08/24/2009
4582,,03/25/2009,,
4583,,03/25/2009,11/05/2009,11/05/2009
4584,,03/24/2009,03/08/2010,03/08/2010
4585,,03/23/2009,12/24/2009,12/24/2009
4586,,03/23/2009,07/26/2010,07/26/2010
4587,,,,
4588,,03/20/2009,03/25/2010,03/25/2010
4589,,03/20/2009,08/13/2009,08/13/2009
4590,,03/20/2009,08/13/2009,08/13/2009
4591,,03/20/2009,03/25/2010,03/25/2010
4592,,03/18/2009,06/08/2009,06/08/2009
4593,,03/18/2009,08/20/2009,08/20/2009
4594,,03/17/2009,,
4595,,03/17/2009,08/03/2009,08/03/2009
4596,,03/13/2009,07/09/2009,07/09/2009
4597,,03/13/2009,,
4598,,03/11/2009,06/25/2009,06/25/2009
4599,,03/11/2009,06/18/2009,06/18/2009
4600,,,,
4601,,03/11/2009,11/15/2010,11/15/2010
4602,,03/10/2009,04/09/2009,04/09/2009
4603,,03/10/2009,12/24/2009,12/24/2009
4604,,03/10/2009,04/23/2009,04/23/2009
4605,,03/09/2009,04/23/2009,04/23/2009
4606,,03/06/2009,05/26/2009,05/26/2009
4607,,03/06/2009,04/09/2009,04/09/2009
4608,,03/06/2009,09/03/2009,09/03/2009
4609,,03/06/2009,06/09/2009,06/09/2009
4610,,03/04/2009,,
4611,,03/03/2009,,
4612,,03/03/2009,05/11/2009,05/11/2009
4613,,,,
4614,,02/25/2009,07/06/2009,07/06/2009
4615,,02/24/2009,04/30/2009,04/30/2009
4616,,02/23/2009,07/29/2010,07/29/2010
4617,,02/23/2009,06/25/2009,06/25/2009
4618,,02/23/2009,02/04/2010,02/04/2010
4619,,02/23/2009,07/29/2010,07/29/2010
4620,,02/20/2009,02/26/2009,02/26/2009
4621,,02/19/2009,04/14/2009,04/14/2009
4622,,02/19/2009,07/20/2009,07/20/2009
4623,,02/18/2009,,
4624,,02/18/2009,11/05/2009,11/05/2009
4625,,02/18/2009,08/03/2009,08/03/2009
4626,,02/17/2009,05/06/2010,05/06/2010
4627,,02/13/2009,04/27/2009,04/27/2009
4628,,02/13/2009,07/09/2009,07/09/2009
4629,,02/12/2009,05/04/2009,05/04/2009
4630,,02/12/2009,06/04/2009,06/04/2009
4631,,02/11/2009,03/24/2009,03/24/2009
4632,,02/11/2009,04/09/2009,04/09/2009
4633,,02/11/2009,11/16/2009,11/16/2009
4634,,02/11/2009,05/07/2009,05/07/2009
4635,,02/11/2009,06/11/2009,06/11/2009
4636,,02/10/2009,,
4637,,02/09/2009,12/17/2009,12/17/2009
4638,,02/09/2009,12/17/2009,12/17/2009
4639,,02/09/2009,10/19/2009,10/19/2009
4640,,02/06/2009,07/23/2009,07/23/2009
4641,,02/06/2009,03/19/2009,03/19/2009
4642,,02/06/2009,04/09/2009,04/09/2009
4643,,02/05/2009,,
4644,,02/04/2009,03/26/2009,03/26/2009
4645,,02/04/2009,08/03/2009,08/03/2009
4646,,02/04/2009,03/16/2009,03/16/2009
4647,,02/04/2009,05/14/2009,05/14/2009
4648,,02/02/2009,05/06/2010,05/06/2010
4649,,02/02/2009,,
4650,,01/30/2009,04/09/2009,04/09/2009
4651,,01/30/2009,03/23/2009,03/23/2009
4652,,01/30/2009,12/08/2011,12/08/2011
4653,,01/28/2009,06/22/2009,06/22/2009
4654,,01/28/2009,04/02/2009,04/02/2009
4655,,01/28/2009,06/08/2009,06/08/2009
4656,,01/28/2009,03/05/2009,03/05/2009
4657,,01/28/2009,04/30/2009,04/30/2009
4658,,01/23/2009,05/07/2009,05/07/2009
4659,,01/23/2009,03/12/2009,03/12/2009
4660,,01/23/2009,07/20/2009,07/20/2009
4661,,01/23/2009,,
4662,,01/21/2009,06/17/2009,06/17/2009
4663,,01/20/2009,08/03/2009,08/03/2009
4664,,01/09/2009,03/16/2010,03/16/2010
4665,,01/19/2009,10/25/2010,10/25/2010
4666,,01/19/2009,10/25/2010,10/25/2010
4667,,01/16/2009,03/09/2009,03/09/2009
4668,,01/16/2009,,
4669,,01/14/2009,08/23/2010,08/23/2010
4670,,01/13/2009,04/19/2010,04/19/2010
4671,,01/13/2009,06/05/2009,06/05/2009
4672,,01/13/2009,06/02/2009,06/02/2009
4673,,01/13/2009,04/14/2009,04/14/2009
4674,,01/13/2009,04/14/2009,04/14/2009
4675,,01/12/2009,05/21/2009,05/21/2009
4676,,01/12/2009,07/09/2009,07/09/2009
4677,,01/09/2009,03/05/2009,03/05/2009
4678,,01/09/2009,10/15/2009,10/15/2009
4679,,01/09/2009,02/17/2009,02/17/2009
4680,,01/08/2009,02/10/2009,02/10/2009
4681,,01/08/2009,03/18/2010,03/18/2010
4682,,01/08/2009,02/23/2009,02/23/2009
4683,,01/06/2009,02/12/2009,02/12/2009
4684,,01/06/2009,06/01/2009,06/01/2009
4685,,01/05/2009,06/14/2010,06/14/2010
4686,,01/05/2009,,
4687,,01/02/2009,05/21/2009,05/21/2009
4688,,12/30/2008,05/26/2009,05/26/2009
4689,,09/29/2008,02/05/2009,02/05/2009
4690,,12/29/2008,11/12/2009,11/12/2009
4691,,12/25/2008,01/17/2012,01/17/2012
4692,,12/19/2008,,
4693,,12/19/2008,04/09/2009,04/09/2009
4694,,12/18/2008,07/02/2009,07/02/2009
4695,,12/16/2008,09/29/2009,09/29/2009
4696,,12/16/2008,06/19/2009,06/19/2009
4697,,12/15/2008,,
4698,,12/12/2008,02/26/2009,02/26/2009
4699,,12/12/2008,03/19/2009,03/19/2009
4700,,12/10/2008,04/03/2009,04/03/2009
4701,,12/09/2008,01/26/2009,01/26/2009
4702,,12/05/2008,12/21/2009,12/21/2009
4703,,12/05/2008,01/26/2009,01/26/2009
4704,,12/03/2008,,
4705,,12/03/2008,08/13/2009,08/13/2009
4706,,12/03/2008,11/23/2009,11/23/2009
4707,,12/03/2008,07/15/2010,07/15/2010
4708,,12/02/2008,12/19/2011,12/19/2011
4709,,11/26/2008,01/22/2009,01/22/2009
4710,,11/26/2008,06/01/2009,06/01/2009
4711,,11/25/2008,02/25/2010,02/25/2010
4712,,11/24/2008,01/26/2009,01/26/2009
4713,,11/24/2008,01/26/2009,01/26/2009
4714,,11/24/2008,01/07/2010,01/07/2010
4715,,09/29/2008,,
4716,,11/24/2008,02/26/2009,02/26/2009
4717,,11/24/2008,02/23/2009,02/23/2009
4718,,11/24/2008,01/07/2010,01/07/2010
4719,,11/21/2008,05/19/2010,05/19/2010
4720,,11/21/2008,02/12/2009,02/12/2009
4721,,11/21/2008,04/09/2009,04/09/2009
4722,,11/21/2008,05/21/2009,05/21/2009
4723,,11/19/2008,01/30/2009,01/30/2009
4724,,11/19/2008,01/02/2015,01/02/2015
4725,,11/19/2008,06/25/2009,06/25/2009
4726,,11/18/2008,10/01/2009,10/01/2009
4727,,11/17/2008,03/17/2009,03/17/2009
4728,,,,
4729,,11/17/2008,02/19/2009,02/19/2009
4730,,11/14/2008,02/05/2009,02/05/2009
4731,,11/14/2008,02/23/2009,02/23/2009
4732,,11/14/2008,02/26/2009,02/26/2009
4733,,11/12/2008,03/10/2009,03/10/2009
4734,,11/12/2008,02/12/2009,02/12/2009
4735,,11/12/2008,10/15/2009,10/15/2009
4736,,11/10/2008,03/05/2009,03/05/2009
4737,,11/07/2008,02/25/2009,02/25/2009
4738,,11/07/2008,,
4739,,11/07/2008,01/08/2009,01/08/2009
4740,,11/07/2008,,
4741,,11/07/2008,,
4742,,09/17/2008,12/17/2009,12/17/2009
4743,,11/05/2008,,
4744,,11/05/2008,12/15/2008,12/15/2008
4745,,11/05/2008,01/26/2009,01/26/2009
4746,,11/04/2008,,
4747,,11/04/2008,12/24/2008,12/24/2008
4748,,11/04/2008,12/24/2008,12/24/2008
4749,,11/04/2008,10/07/2010,10/07/2010
4750,,11/03/2008,,
4751,,11/03/2008,02/19/2009,02/19/2009
4752,,11/03/2008,06/23/2011,06/23/2011
4753,,11/03/2008,06/23/2011,06/23/2011
4754,,09/10/2008,04/23/2009,04/23/2009
4755,,10/31/2008,07/02/2009,07/02/2009
4756,,10/31/2008,03/26/2009,03/26/2009
4757,,10/29/2008,03/16/2009,03/16/2009
4758,,10/29/2008,04/03/2009,04/03/2009
4759,,10/28/2008,07/24/2015,07/24/2015
4760,,10/28/2008,01/29/2009,01/29/2009
4761,,10/28/2008,01/22/2009,01/22/2009
