id,applicant_id,application_date,decision_date,issue_date
2420,,10/09/2013,,
2421,,10/09/2013,11/07/2013,11/07/2013
2422,,10/09/2013,12/19/2013,12/19/2013
2423,,10/09/2013,12/30/2013,12/30/2013
2424,,10/09/2013,07/03/2014,07/03/2014
2425,,10/08/2013,11/26/2013,11/26/2013
2426,,10/08/2013,01/08/2014,01/08/2014
2427,,10/08/2013,12/12/2013,12/12/2013
2428,,10/08/2013,01/23/2014,01/23/2014
2429,,10/08/2013,05/05/2014,05/05/2014
2430,,10/31/2005,02/27/2006,02/27/2006
2431,,10/07/2013,09/22/2014,09/22/2014
2432,,10/03/2013,12/12/2013,12/12/2013
2433,,10/03/2013,08/14/2014,08/14/2014
2434,,10/03/2013,03/13/2014,03/13/2014
2435,,10/02/2013,,
2436,,10/02/2013,11/14/2013,11/14/2013
2437,,10/02/2013,11/05/2013,11/05/2013
2438,,10/02/2013,02/03/2014,02/03/2014
2439,,10/02/2013,07/03/2014,07/03/2014
2440,,10/02/2013,08/07/2014,08/07/2014
2441,,10/01/2013,12/05/2013,12/05/2013
2442,,10/01/2013,11/04/2013,11/04/2013
2443,,10/01/2013,11/14/2013,11/14/2013
2444,,,,
2445,,10/01/2013,11/14/2013,11/14/2013
2446,,09/30/2013,03/27/2014,03/27/2014
2447,,09/27/2013,02/07/2014,02/07/2014
2448,,09/27/2013,12/12/2013,12/12/2013
2449,,09/27/2013,12/05/2013,12/05/2013
2450,,09/26/2013,11/21/2013,11/21/2013
2451,,09/26/2013,11/04/2013,11/04/2013
2452,,09/26/2013,12/05/2013,12/05/2013
2453,,09/26/2013,10/23/2014,10/23/2014
2454,,09/26/2013,08/11/2014,08/11/2014
2455,,09/25/2013,10/24/2013,10/24/2013
2456,,09/25/2013,02/20/2014,02/20/2014
2457,,09/25/2013,06/12/2014,06/12/2014
2458,,09/24/2013,05/06/2014,05/06/2014
2459,,09/24/2013,08/04/2014,08/04/2014
2460,,09/23/2013,10/02/2013,10/02/2013
2461,,09/23/2013,12/10/2013,12/10/2013
2462,,09/23/2013,01/29/2014,01/29/2014
2463,,09/23/2013,08/31/2015,08/31/2015
2464,,09/23/2013,03/20/2014,03/20/2014
2465,,09/23/2013,11/18/2013,11/18/2013
2466,,09/21/2013,03/27/2014,03/27/2014
2467,,09/20/2013,10/17/2013,10/17/2013
2468,,09/19/2013,02/18/2014,02/18/2014
2469,,09/19/2013,02/03/2014,02/03/2014
2470,,09/19/2013,01/09/2014,01/09/2014
2471,,09/19/2013,06/19/2014,06/19/2014
2472,,09/18/2013,10/21/2013,10/21/2013
2473,,09/18/2013,02/13/2014,02/13/2014
2474,,09/18/2013,10/18/2013,10/18/2013
2475,,09/18/2013,12/17/2013,12/17/2013
2476,,09/18/2013,02/06/2014,02/06/2014
2477,,09/18/2013,07/21/2014,07/21/2014
2478,,09/18/2013,,
2479,,09/17/2013,12/17/2013,12/17/2013
2480,,09/17/2013,03/27/2014,03/27/2014
2481,,09/17/2013,07/10/2014,07/10/2014
2482,,09/16/2013,,
2483,,09/16/2013,12/04/2014,12/04/2014
2484,,09/13/2013,11/18/2013,11/18/2013
2485,,09/12/2013,02/14/2014,02/14/2014
2486,,09/12/2013,10/18/2013,10/18/2013
2487,,09/12/2013,05/28/2015,05/28/2015
2488,,09/11/2013,01/08/2014,01/08/2014
2489,,09/10/2013,12/02/2013,12/02/2013
2490,,09/09/2013,09/26/2013,09/26/2013
2491,,09/09/2013,12/09/2013,12/09/2013
2492,,09/09/2013,11/18/2013,11/18/2013
2493,,09/06/2013,11/14/2013,11/14/2013
2494,,09/06/2013,12/30/2013,12/30/2013
2495,,09/05/2013,01/29/2014,01/29/2014
2496,,09/05/2013,12/19/2013,12/19/2013
2497,,09/05/2013,05/12/2014,05/12/2014
2498,,09/04/2013,,
2499,,09/04/2013,12/02/2013,12/02/2013
2500,,09/04/2013,05/19/2014,05/19/2014
2501,,09/04/2013,04/21/2014,04/21/2014
2502,,09/04/2013,12/12/2013,12/12/2013
2503,,09/04/2013,01/30/2014,01/30/2014
2504,,09/03/2013,11/18/2013,11/18/2013
2505,,09/03/2013,10/04/2013,10/04/2013
2506,,09/03/2013,11/12/2013,11/12/2013
2507,,10/14/2005,03/31/2006,03/31/2006
2508,,09/03/2013,01/16/2014,01/16/2014
2509,,09/03/2013,12/19/2013,12/19/2013
2510,,09/03/2013,12/05/2013,12/05/2013
2511,,09/03/2013,10/03/2013,10/03/2013
2512,,09/02/2013,01/06/2014,01/06/2014
2513,,08/30/2013,12/17/2013,12/17/2013
2514,,08/30/2013,10/18/2013,10/18/2013
2515,,08/29/2013,07/28/2014,07/28/2014
2516,,08/28/2013,03/20/2014,03/20/2014
2517,,08/28/2013,09/26/2013,09/26/2013
2518,,08/28/2013,11/12/2013,11/12/2013
2519,,08/20/2013,09/18/2013,09/18/2013
2520,,08/27/2013,02/24/2014,02/24/2014
2521,,08/26/2013,09/25/2013,09/25/2013
2522,,08/26/2013,08/26/2013,08/26/2013
2523,,08/26/2013,10/18/2013,10/18/2013
2524,,08/26/2013,10/24/2013,10/24/2013
2525,,08/26/2013,,
2526,,08/23/2013,10/10/2013,10/10/2013
2527,,08/23/2013,11/07/2013,11/07/2013
2528,,08/22/2013,10/17/2013,10/17/2013
2529,,08/22/2013,12/17/2013,12/17/2013
2530,,08/22/2013,10/21/2013,10/21/2013
2531,,08/22/2013,11/14/2013,11/14/2013
2532,,08/22/2013,11/06/2014,11/06/2014
2533,,08/20/2013,10/03/2013,10/03/2013
2534,,08/20/2013,05/15/2014,05/15/2014
2535,,08/19/2013,11/12/2013,11/12/2013
2536,,08/19/2013,,
2537,,08/19/2013,,
2538,,08/16/2013,09/20/2013,09/20/2013
2539,,08/15/2013,01/02/2014,01/02/2014
2540,,08/14/2013,12/17/2013,12/17/2013
2541,,08/14/2013,12/12/2013,12/12/2013
2542,,08/14/2013,11/18/2013,11/18/2013
2543,,08/14/2013,01/06/2014,01/06/2014
2544,,08/13/2013,10/18/2013,10/18/2013
2545,,08/13/2013,06/12/2014,06/12/2014
2546,,08/13/2013,10/02/2014,10/02/2014
2547,,08/12/2013,11/14/2013,11/14/2013
2548,,08/09/2013,05/05/2014,05/05/2014
2549,,08/08/2013,09/09/2013,09/09/2013
2550,,08/08/2013,10/31/2013,10/31/2013
2551,,08/08/2013,09/13/2013,09/13/2013
2552,,08/08/2013,03/17/2014,03/17/2014
2553,,08/08/2013,11/12/2013,11/12/2013
2554,,08/08/2013,02/06/2014,02/06/2014
2555,,08/08/2013,02/14/2014,02/14/2014
2556,,08/07/2013,,
2557,,08/07/2013,11/01/2013,11/01/2013
2558,,08/07/2013,04/03/2014,04/03/2014
2559,,08/07/2013,12/05/2013,12/05/2013
2560,,08/06/2013,10/02/2013,10/02/2013
2561,,08/06/2013,11/08/2013,11/08/2013
2562,,08/06/2013,10/03/2013,10/03/2013
2563,,08/06/2013,01/21/2014,01/21/2014
2564,,08/06/2013,11/12/2013,11/12/2013
2565,,08/05/2013,11/18/2013,11/18/2013
2566,,08/05/2013,09/20/2013,09/20/2013
2567,,08/02/2013,04/10/2014,04/10/2014
2568,,08/02/2013,12/30/2013,12/30/2013
2569,,08/01/2013,,
2570,,08/01/2013,05/08/2014,05/08/2014
2571,,,,
2572,,08/01/2013,,
2573,,08/01/2013,02/16/2016,02/16/2016
2574,,07/31/2013,09/11/2013,09/11/2013
2575,,07/31/2013,01/16/2014,01/16/2014
2576,,07/31/2013,01/16/2014,01/16/2014
2577,,07/31/2013,01/16/2014,01/16/2014
2578,,07/31/2013,04/10/2014,04/10/2014
2579,,07/31/2013,08/28/2014,08/28/2014
2580,,07/30/2013,10/01/2013,10/01/2013
2581,,07/30/2013,10/28/2013,10/28/2013
2582,,07/30/2013,05/19/2014,05/19/2014
2583,,07/29/2013,,
2584,,07/29/2013,09/09/2013,09/09/2013
2585,,07/26/2013,08/29/2013,08/29/2013
2586,,07/26/2013,11/07/2013,11/07/2013
2587,,07/26/2013,05/19/2014,05/19/2014
2588,,07/25/2013,12/12/2013,12/12/2013
2589,,07/24/2013,10/18/2013,10/18/2013
2590,,07/24/2013,11/18/2013,11/18/2013
2591,,07/24/2013,10/21/2013,10/21/2013
2592,,07/24/2013,12/05/2013,12/05/2013
2593,,07/23/2013,10/21/2013,10/21/2013
2594,,07/22/2013,10/17/2013,10/17/2013
2595,,07/22/2013,03/10/2014,03/10/2014
2596,,,,
2597,,07/22/2013,09/12/2013,09/12/2013
2598,,07/22/2013,10/24/2013,10/24/2013
2599,,07/19/2013,09/18/2013,09/18/2013
2600,,07/18/2013,09/05/2013,09/05/2013
2601,,07/17/2013,09/30/2013,09/30/2013
2602,,07/17/2013,02/03/2014,02/03/2014
2603,,07/17/2013,07/14/2014,07/14/2014
2604,,07/16/2013,08/29/2013,08/29/2013
2605,,07/16/2013,09/26/2013,09/26/2013
2606,,07/16/2013,01/29/2015,01/29/2015
2607,,07/15/2013,10/07/2013,10/07/2013
2608,,07/12/2013,08/07/2013,08/07/2013
2609,,07/12/2013,,
2610,,07/12/2013,08/07/2013,08/07/2013
2611,,07/11/2013,03/10/2014,03/10/2014
2612,,07/11/2013,09/12/2013,09/12/2013
2613,,07/10/2013,08/12/2013,08/12/2013
2614,,07/10/2013,04/09/2015,04/09/2015
2615,,07/10/2013,09/05/2013,09/05/2013
2616,,07/09/2013,,
2617,,07/09/2013,07/17/2014,07/17/2014
2618,,07/09/2013,08/15/2013,08/15/2013
2619,,07/08/2013,10/07/2013,10/07/2013
2620,,07/08/2013,08/08/2013,08/08/2013
2621,,07/08/2013,11/07/2013,11/07/2013
2622,,,,
2623,,07/05/2013,01/27/2014,01/27/2014
2624,,07/03/2013,08/26/2013,08/26/2013
2625,,07/03/2013,11/14/2013,11/14/2013
2626,,07/03/2013,10/24/2013,10/24/2013
2627,,07/02/2013,11/21/2013,11/21/2013
2628,,07/02/2013,01/09/2014,01/09/2014
2629,,07/02/2013,12/19/2013,12/19/2013
2630,,07/01/2013,08/22/2013,08/22/2013
2631,,06/28/2013,09/06/2013,09/06/2013
2632,,06/28/2013,08/29/2013,08/29/2013
2633,,06/28/2013,01/13/2014,01/13/2014
2634,,06/27/2013,08/21/2013,08/21/2013
2635,,06/27/2013,10/16/2013,10/16/2013
2636,,06/26/2013,09/20/2013,09/20/2013
2637,,06/25/2013,10/03/2013,10/03/2013
2638,,06/25/2013,08/19/2013,08/19/2013
2639,,06/25/2013,09/04/2013,09/04/2013
2640,,06/25/2013,03/12/2015,03/12/2015
2641,,06/25/2013,09/03/2013,09/03/2013
2642,,06/24/2013,08/22/2013,08/22/2013
2643,,06/24/2013,10/17/2013,10/17/2013
2644,,06/24/2013,10/02/2013,10/02/2013
2645,,06/21/2013,10/28/2013,10/28/2013
2646,,06/21/2013,08/15/2013,08/15/2013
2647,,06/21/2013,12/02/2013,12/02/2013
2648,,,,
2649,,06/21/2013,04/17/2014,04/17/2014
2650,,06/20/2013,11/01/2013,11/01/2013
2651,,06/18/2013,07/12/2013,07/12/2013
2652,,06/18/2013,08/19/2013,08/19/2013
2653,,06/18/2013,12/17/2013,12/17/2013
2654,,06/18/2013,12/22/2014,12/22/2014
2655,,06/17/2013,12/02/2013,12/02/2013
2656,,06/17/2013,12/12/2013,12/12/2013
2657,,06/17/2013,09/03/2013,09/03/2013
2658,,06/17/2013,09/03/2013,09/03/2013
2659,,06/17/2013,09/03/2013,09/03/2013
2660,,06/17/2013,12/02/2013,12/02/2013
2661,,06/17/2013,,
2662,,06/17/2013,04/03/2014,04/03/2014
2663,,06/14/2013,08/15/2013,08/15/2013
2664,,06/14/2013,06/12/2014,06/12/2014
2665,,06/14/2013,12/02/2013,12/02/2013
2666,,06/13/2013,07/09/2013,07/09/2013
2667,,06/13/2013,10/10/2013,10/10/2013
2668,,06/11/2013,07/08/2013,07/08/2013
2669,,06/10/2013,08/12/2013,08/12/2013
2670,,06/10/2013,08/12/2013,08/12/2013
2671,,06/07/2013,09/16/2013,09/16/2013
2672,,06/07/2013,02/27/2014,02/27/2014
2673,,06/06/2013,07/02/2013,07/02/2013
2674,,06/05/2013,,
2675,,05/28/2013,11/21/2013,11/21/2013
2676,,06/05/2013,08/05/2013,08/05/2013
2677,,06/05/2013,08/05/2013,08/05/2013
2678,,06/05/2013,09/03/2013,09/03/2013
2679,,06/05/2013,05/26/2015,05/26/2015
2680,,06/05/2013,09/12/2013,09/12/2013
2681,,06/04/2013,07/02/2013,07/02/2013
2682,,06/04/2013,12/19/2013,12/19/2013
2683,,05/30/2013,08/14/2013,08/14/2013
2684,,05/30/2013,09/12/2013,09/12/2013
2685,,05/30/2013,07/18/2013,07/18/2013
2686,,05/30/2013,10/18/2013,10/18/2013
2687,,05/29/2013,,
2688,,05/02/2013,,
2689,,05/24/2013,03/27/2014,03/27/2014
2690,,05/24/2013,09/03/2013,09/03/2013
2691,,05/23/2013,06/19/2013,06/19/2013
2692,,05/23/2013,11/14/2013,11/14/2013
2693,,05/23/2013,12/17/2013,12/17/2013
2694,,05/23/2013,08/08/2013,08/08/2013
2695,,05/23/2013,10/18/2013,10/18/2013
2696,,05/23/2013,05/15/2014,05/15/2014
2697,,05/22/2013,08/01/2013,08/01/2013
2698,,05/22/2013,10/14/2013,10/14/2013
2699,,05/22/2013,10/28/2013,10/28/2013
2700,,05/22/2013,10/30/2013,10/30/2013
2701,,05/22/2013,02/03/2014,02/03/2014
2702,,05/21/2013,07/08/2013,07/08/2013
2703,,05/21/2013,12/30/2013,12/30/2013
2704,,05/21/2013,11/12/2013,11/12/2013
2705,,05/20/2013,,
2706,,05/20/2013,06/27/2013,06/27/2013
2707,,05/17/2013,07/30/2013,07/30/2013
2708,,05/17/2013,12/12/2013,12/12/2013
2709,,05/16/2013,07/18/2013,07/18/2013
2710,,05/15/2013,10/07/2013,10/07/2013
2711,,05/14/2013,06/20/2013,06/20/2013
2712,,05/14/2013,08/29/2013,08/29/2013
2713,,05/02/2013,10/07/2013,10/07/2013
2714,,05/13/2013,12/09/2013,12/09/2013
2715,,05/09/2013,09/23/2013,09/23/2013
2716,,05/08/2013,06/05/2013,06/05/2013
2717,,05/08/2013,11/14/2013,11/14/2013
2718,,05/08/2013,09/12/2013,09/12/2013
2719,,05/08/2013,05/19/2014,05/19/2014
2720,,05/07/2013,07/08/2013,07/08/2013
2721,,05/07/2013,07/29/2013,07/29/2013
2722,,05/07/2013,11/07/2013,11/07/2013
2723,,05/07/2013,06/23/2014,06/23/2014
2724,,05/06/2013,,
2725,,05/03/2013,07/25/2013,07/25/2013
2726,,05/02/2013,06/18/2013,06/18/2013
2727,,05/02/2013,06/03/2013,06/03/2013
2728,,05/02/2013,10/09/2014,10/09/2014
2729,,05/02/2013,10/28/2013,10/28/2013
2730,,05/01/2013,11/04/2013,11/04/2013
2731,,05/01/2013,09/23/2013,09/23/2013
2732,,05/01/2013,03/06/2014,03/06/2014
2733,,05/01/2013,12/05/2013,12/05/2013
2734,,04/30/2013,05/29/2013,05/29/2013
2735,,04/30/2013,06/14/2013,06/14/2013
2736,,04/30/2013,09/09/2013,09/09/2013
2737,,04/30/2013,06/14/2013,06/14/2013
2738,,04/30/2013,10/24/2013,10/24/2013
2739,,04/30/2013,,
2740,,04/29/2013,,
2741,,04/25/2013,07/22/2013,07/22/2013
2742,,04/25/2013,,
2743,,04/24/2013,06/17/2013,06/17/2013
2744,,04/24/2013,09/05/2013,09/05/2013
2745,,04/24/2013,12/05/2013,12/05/2013
2746,,04/24/2013,06/24/2013,06/24/2013
2747,,04/23/2013,05/21/2013,05/21/2013
2748,,04/23/2013,06/27/2013,06/27/2013
2749,,04/23/2013,09/16/2013,09/16/2013
2750,,04/22/2013,01/09/2014,01/09/2014
2751,,04/19/2013,03/13/2014,03/13/2014
2752,,04/19/2013,10/04/2013,10/04/2013
2753,,04/19/2013,10/18/2013,10/18/2013
2754,,04/18/2013,,
2755,,04/18/2013,,
2756,,04/17/2013,05/31/2013,05/31/2013
2757,,04/17/2013,05/15/2013,05/15/2013
2758,,04/17/2013,05/15/2013,05/15/2013
2759,,04/17/2013,06/20/2013,06/20/2013
2760,,04/17/2013,10/02/2013,10/02/2013
2761,,04/16/2013,06/18/2013,06/18/2013
2762,,04/16/2013,11/01/2013,11/01/2013
2763,,04/16/2013,08/12/2013,08/12/2013
2764,,04/16/2013,10/03/2013,10/03/2013
2765,,,,
2766,,04/16/2013,09/05/2013,09/05/2013
2767,,04/16/2013,11/07/2013,11/07/2013
2768,,04/15/2013,06/24/2013,06/24/2013
2769,,04/15/2013,09/09/2013,09/09/2013
2770,,04/13/2013,10/24/2013,10/24/2013
2771,,04/12/2013,08/01/2013,08/01/2013
2772,,04/11/2013,06/25/2013,06/25/2013
2773,,04/10/2013,07/29/2013,07/29/2013
2774,,04/10/2013,09/09/2013,09/09/2013
2775,,04/10/2013,07/10/2014,07/10/2014
2776,,04/09/2013,05/09/2013,05/09/2013
2777,,04/09/2013,10/18/2013,10/18/2013
2778,,04/05/2013,09/17/2013,09/17/2013
2779,,04/05/2013,,
2780,,04/05/2013,11/07/2013,11/07/2013
2781,,04/05/2013,12/05/2013,12/05/2013
2782,,04/04/2013,06/14/2013,06/14/2013
2783,,04/04/2013,06/17/2013,06/17/2013
2784,,04/04/2013,11/18/2013,11/18/2013
2785,,04/04/2013,08/08/2013,08/08/2013
2786,,04/03/2013,06/06/2013,06/06/2013
2787,,04/03/2013,06/06/2013,06/06/2013
2788,,04/03/2013,09/16/2013,09/16/2013
2789,,04/03/2013,08/04/2014,08/04/2014
2790,,04/03/2013,07/24/2014,07/24/2014
2791,,04/02/2013,07/10/2013,07/10/2013
2792,,04/02/2013,05/31/2013,05/31/2013
2793,,04/02/2013,06/14/2013,06/14/2013
2794,,04/02/2013,11/06/2014,11/06/2014
2795,,04/02/2013,09/05/2013,09/05/2013
2796,,04/01/2013,05/09/2013,05/09/2013
2797,,04/01/2013,11/01/2013,11/01/2013
2798,,03/29/2013,08/13/2013,08/13/2013
2799,,03/28/2013,,
2800,,03/28/2013,07/11/2013,07/11/2013
2801,,03/27/2013,06/20/2013,06/20/2013
2802,,03/27/2013,07/01/2013,07/01/2013
2803,,,,
2804,,03/27/2013,05/20/2013,05/20/2013
2805,,03/26/2013,07/15/2013,07/15/2013
2806,,03/26/2013,05/16/2013,05/16/2013
2807,,03/25/2013,03/19/2015,03/19/2015
2808,,03/25/2013,09/26/2013,09/26/2013
2809,,03/22/2013,08/29/2013,08/29/2013
2810,,03/21/2013,05/23/2013,05/23/2013
2811,,03/21/2013,09/06/2013,09/06/2013
2812,,03/21/2013,05/23/2013,05/23/2013
2813,,03/20/2013,04/29/2013,04/29/2013
2814,,03/20/2013,09/05/2013,09/05/2013
2815,,03/20/2013,08/15/2013,08/15/2013
2816,,03/19/2013,12/02/2013,12/02/2013
2817,,,,
2818,,03/19/2013,04/03/2014,04/03/2014
2819,,03/19/2013,09/09/2013,09/09/2013
2820,,03/19/2013,12/02/2013,12/02/2013
2821,,03/19/2013,07/11/2013,07/11/2013
2822,,03/18/2013,09/25/2013,09/25/2013
2823,,03/18/2013,09/12/2013,09/12/2013
2824,,03/16/2013,07/15/2013,07/15/2013
2825,,03/15/2013,09/12/2013,09/12/2013
2826,,03/14/2013,07/31/2013,07/31/2013
2827,,03/14/2013,09/10/2013,09/10/2013
2828,,03/14/2013,05/13/2013,05/13/2013
2829,,03/14/2013,04/25/2013,04/25/2013
2830,,,,
2831,,03/14/2013,10/10/2013,10/10/2013
2832,,03/13/2013,05/03/2013,05/03/2013
2833,,03/13/2013,04/29/2013,04/29/2013
2834,,03/13/2013,06/03/2013,06/03/2013
2835,,03/13/2013,10/10/2013,10/10/2013
2836,,03/12/2013,04/25/2013,04/25/2013
2837,,03/12/2013,11/18/2013,11/18/2013
2838,,03/07/2013,04/04/2013,04/04/2013
2839,,03/07/2013,09/09/2013,09/09/2013
2840,,03/06/2013,05/22/2013,05/22/2013
2841,,03/06/2013,04/15/2013,04/15/2013
2842,,03/06/2013,04/04/2013,04/04/2013
2843,,,,
2844,,03/06/2013,05/28/2013,05/28/2013
2845,,03/06/2013,08/29/2013,08/29/2013
2846,,03/06/2013,05/03/2013,05/03/2013
2847,,03/05/2013,10/10/2013,10/10/2013
2848,,03/05/2013,11/01/2013,11/01/2013
2849,,03/05/2013,07/01/2013,07/01/2013
2850,,03/04/2013,04/23/2013,04/23/2013
2851,,03/04/2013,03/28/2013,03/28/2013
2852,,03/04/2013,,
2853,,03/04/2013,05/16/2013,05/16/2013
2854,,03/04/2013,04/11/2013,04/11/2013
2855,,03/04/2013,08/06/2015,08/06/2015
2856,,,,
2857,,03/04/2013,03/19/2015,03/19/2015
2858,,02/28/2013,10/08/2013,10/08/2013
2859,,02/28/2013,03/27/2013,03/27/2013
2860,,02/28/2013,05/03/2013,05/03/2013
2861,,02/28/2013,,
2862,,02/27/2013,09/06/2013,09/06/2013
2863,,02/27/2013,,
2864,,02/27/2013,10/18/2013,10/18/2013
2865,,02/27/2013,05/15/2014,05/15/2014
2866,,02/26/2013,09/05/2013,09/05/2013
2867,,02/25/2013,04/04/2013,04/04/2013
2868,,02/23/2013,07/18/2013,07/18/2013
2869,,02/23/2013,04/04/2013,04/04/2013
2870,,02/23/2013,05/20/2013,05/20/2013
2871,,02/23/2013,05/23/2013,05/23/2013
2872,,02/21/2013,06/06/2013,06/06/2013
2873,,02/21/2013,09/09/2013,09/09/2013
2874,,02/19/2013,04/26/2013,04/26/2013
2875,,02/19/2013,06/17/2013,06/17/2013
2876,,02/19/2013,03/28/2013,03/28/2013
2877,,02/14/2013,05/28/2013,05/28/2013
2878,,02/14/2013,06/06/2013,06/06/2013
2879,,02/13/2013,,
2880,,02/13/2013,,
2881,,02/13/2013,03/18/2013,03/18/2013
2882,,01/15/2013,03/25/2013,03/25/2013
2883,,02/13/2013,05/28/2013,05/28/2013
2884,,02/13/2013,,
2885,,02/13/2013,05/09/2013,05/09/2013
2886,,02/13/2013,05/03/2013,05/03/2013
2887,,02/13/2013,08/12/2013,08/12/2013
2888,,02/12/2013,,
2889,,02/12/2013,08/26/2013,08/26/2013
2890,,02/12/2013,07/18/2013,07/18/2013
2891,,02/11/2013,04/02/2013,04/02/2013
2892,,02/11/2013,03/27/2013,03/27/2013
2893,,02/11/2013,11/03/2014,11/03/2014
2894,,02/08/2013,04/24/2013,04/24/2013
2895,,02/08/2013,06/03/2013,06/03/2013
2896,,02/08/2013,03/14/2013,03/14/2013
2897,,02/08/2013,06/06/2013,06/06/2013
2898,,02/08/2013,03/14/2013,03/14/2013
2899,,02/08/2013,07/25/2013,07/25/2013
2900,,02/06/2013,06/27/2013,06/27/2013
2901,,02/06/2013,09/26/2013,09/26/2013
2902,,02/05/2013,03/25/2013,03/25/2013
2903,,02/05/2013,09/16/2013,09/16/2013
2904,,02/04/2013,07/15/2013,07/15/2013
2905,,01/31/2013,03/12/2013,03/12/2013
2906,,01/31/2013,06/14/2013,06/14/2013
2907,,01/31/2013,07/25/2013,07/25/2013
2908,,01/30/2013,04/19/2013,04/19/2013
2909,,01/30/2013,03/21/2013,03/21/2013
2910,,01/29/2013,05/23/2013,05/23/2013
2911,,01/29/2013,05/16/2013,05/16/2013
2912,,01/28/2013,04/01/2013,04/01/2013
2913,,01/28/2013,04/11/2013,04/11/2013
2914,,01/26/2013,,
2915,,01/25/2013,04/15/2013,04/15/2013
2916,,01/25/2013,03/18/2013,03/18/2013
2917,,01/25/2013,06/06/2013,06/06/2013
2918,,01/24/2013,,
2919,,01/24/2013,01/13/2014,01/13/2014
2920,,12/18/2012,09/20/2013,09/20/2013
2921,,01/23/2013,02/28/2013,02/28/2013
2922,,01/23/2013,03/04/2013,03/04/2013
2923,,01/23/2013,04/11/2013,04/11/2013
2924,,01/23/2013,05/13/2013,05/13/2013
2925,,01/22/2013,12/05/2013,12/05/2013
2926,,01/22/2013,08/19/2013,08/19/2013
2927,,01/17/2013,06/20/2013,06/20/2013
2928,,01/17/2013,04/01/2013,04/01/2013
2929,,01/17/2013,03/14/2013,03/14/2013
2930,,01/16/2013,05/22/2013,05/22/2013
2931,,01/16/2013,02/14/2013,02/14/2013
2932,,01/16/2013,02/11/2013,02/11/2013
2933,,01/16/2013,05/30/2013,05/30/2013
2934,,01/15/2013,07/01/2013,07/01/2013
2935,,01/11/2013,04/01/2013,04/01/2013
2936,,01/11/2013,03/11/2013,03/11/2013
2937,,01/10/2013,02/12/2013,02/12/2013
2938,,01/10/2013,03/04/2013,03/04/2013
2939,,01/10/2013,10/10/2013,10/10/2013
2940,,01/09/2013,05/21/2013,05/21/2013
2941,,01/09/2013,04/08/2013,04/08/2013
2942,,01/09/2013,06/14/2013,06/14/2013
2943,,01/09/2013,06/14/2013,06/14/2013
2944,,01/09/2013,06/14/2013,06/14/2013
2945,,01/09/2013,03/11/2013,03/11/2013
2946,,01/09/2013,06/14/2013,06/14/2013
2947,,01/09/2013,10/07/2013,10/07/2013
2948,,01/09/2013,05/30/2013,05/30/2013
2949,,01/07/2013,10/14/2013,10/14/2013
2950,,01/07/2013,,
2951,,01/07/2013,04/11/2013,04/11/2013
2952,,01/07/2013,06/17/2013,06/17/2013
2953,,01/04/2013,02/21/2013,02/21/2013
2954,,01/03/2013,04/11/2013,04/11/2013
2955,,01/02/2013,05/20/2013,05/20/2013
2956,,01/02/2013,09/28/2015,09/28/2015
2957,,12/28/2012,01/28/2013,01/28/2013
2958,,12/28/2012,03/14/2013,03/14/2013
2959,,11/30/2012,04/04/2013,04/04/2013
2960,,12/24/2012,03/07/2013,03/07/2013
2961,,12/20/2012,01/28/2013,01/28/2013
2962,,12/20/2012,05/30/2013,05/30/2013
2963,,12/20/2012,09/26/2013,09/26/2013
2964,,12/20/2012,06/12/2014,06/12/2014
2965,,12/19/2012,02/27/2013,02/27/2013
2966,,12/19/2012,02/27/2013,02/27/2013
2967,,12/19/2012,01/28/2013,01/28/2013
2968,,12/19/2012,05/06/2013,05/06/2013
2969,,12/18/2012,02/28/2013,02/28/2013
2970,,12/18/2012,01/15/2013,01/15/2013
2971,,12/18/2012,06/06/2013,06/06/2013
2972,,,,
2973,,12/18/2012,10/24/2013,10/24/2013
2974,,12/18/2012,05/03/2013,05/03/2013
2975,,12/17/2012,02/04/2013,02/04/2013
2976,,12/17/2012,03/25/2013,03/25/2013
2977,,12/14/2012,04/15/2013,04/15/2013
2978,,12/13/2012,01/15/2013,01/15/2013
2979,,12/13/2012,03/20/2014,03/20/2014
2980,,12/13/2012,02/21/2013,02/21/2013
2981,,12/12/2012,,
2982,,12/12/2012,03/07/2013,03/07/2013
2983,,12/12/2012,05/03/2013,05/03/2013
2984,,12/12/2012,10/07/2013,10/07/2013
2985,,12/03/2012,04/04/2013,04/04/2013
2986,,12/12/2012,10/07/2013,10/07/2013
2987,,12/11/2012,02/14/2013,02/14/2013
2988,,12/06/2012,11/22/2013,11/22/2013
2989,,12/06/2012,03/28/2013,03/28/2013
2990,,12/05/2012,03/07/2013,03/07/2013
2991,,12/05/2012,12/02/2013,12/02/2013
2992,,12/05/2012,06/06/2013,06/06/2013
2993,,12/04/2012,01/07/2013,01/07/2013
2994,,12/04/2012,06/06/2013,06/06/2013
2995,,12/04/2012,06/10/2013,06/10/2013
2996,,12/03/2012,02/04/2013,02/04/2013
2997,,12/03/2012,03/28/2013,03/28/2013
2998,,,,
2999,,11/30/2012,03/18/2014,03/18/2014
3000,,11/30/2012,12/09/2013,12/09/2013
3001,,11/29/2012,03/08/2013,03/08/2013
3002,,11/29/2012,03/28/2013,03/28/2013
3003,,11/29/2012,06/14/2013,06/14/2013
3004,,11/28/2012,03/14/2013,03/14/2013
3005,,11/27/2012,12/02/2013,12/02/2013
