Application Permit Number,location_id,action_plan_id,permit_application_id
6503414,null,null,null
6529434,null,null,null
6517089,null,null,null
6529441,null,null,null
6529315,null,null,null
6502346,null,null,null
6529424,null,null,null
6529362,null,null,null
6527306,null,null,null
6529332,null,null,null
6529333,null,null,null
6507010,null,null,null
6524465,null,null,null
6524462,null,null,null
6526216,null,null,null
6522164,null,null,null
6507569,null,null,null
6472262,null,null,null
6529156,null,null,null
6529192,null,null,null
6528682,null,null,null
6529190,null,null,null
6526265,null,null,null
6526265,null,null,null
6529185,null,null,null
6529181,null,null,null
6529171,null,null,null
6529174,null,null,null
6529163,null,null,null
6529153,null,null,null
6497269,null,null,null
6526053,null,null,null
6528972,null,null,null
6501311,null,null,null
6528155,null,null,null
6529130,null,null,null
6525838,null,null,null
6529097,null,null,null
6521657,null,null,null
6529061,null,null,null
6529057,null,null,null
6529055,null,null,null
6516433,null,null,null
6494884,null,null,null
6501113,null,null,null
6516788,null,null,null
6521204,null,null,null
6528968,null,null,null
6528944,null,null,null
6528842,null,null,null
6501122,null,null,null
6522673,null,null,null
6528950,null,null,null
6521678,null,null,null
6522304,null,null,null
6518260,null,null,null
6517024,null,null,null
6494107,null,null,null
6525818,null,null,null
6505592,null,null,null
6416419,null,null,null
6326283,null,null,null
6528841,null,null,null
6444414,null,null,null
6516523,null,null,null
6492796,null,null,null
6523001,null,null,null
6520517,null,null,null
6528644,null,null,null
6517058,null,null,null
6528631,null,null,null
6528703,null,null,null
6528727,null,null,null
6528727,null,null,null
6528727,null,null,null
6519024,null,null,null
6528264,null,null,null
6528690,null,null,null
6516373,null,null,null
6527698,null,null,null
6478760,null,null,null
6510979,null,null,null
6528673,null,null,null
6492955,null,null,null
6514356,null,null,null
6524727,null,null,null
6516638,null,null,null
6528634,null,null,null
6493123,null,null,null
6515006,null,null,null
6520168,null,null,null
6525576,null,null,null
6525576,null,null,null
6518895,null,null,null
6512158,null,null,null
6528240,null,null,null
6526007,null,null,null
6495184,null,null,null
6508870,null,null,null
6498238,null,null,null
6518963,null,null,null
6464858,null,null,null
6528230,null,null,null
6519970,null,null,null
6516168,null,null,null
6520801,null,null,null
6521218,null,null,null
6528199,null,null,null
6528419,null,null,null
6528393,null,null,null
6528393,null,null,null
6527684,null,null,null
6517072,null,null,null
6528373,null,null,null
6528373,null,null,null
6524155,null,null,null
6528386,null,null,null
6523987,null,null,null
6525728,null,null,null
6524896,null,null,null
6505822,null,null,null
6503988,null,null,null
6528224,null,null,null
6528358,null,null,null
6528396,null,null,null
6513525,null,null,null
6463140,null,null,null
6515537,null,null,null
6528233,null,null,null
6496438,null,null,null
6528334,null,null,null
6506266,null,null,null
6525341,null,null,null
6528271,null,null,null
6528271,null,null,null
6515660,null,null,null
6512128,null,null,null
6528320,null,null,null
6528320,null,null,null
6524730,null,null,null
6526657,null,null,null
6492770,null,null,null
6528248,null,null,null
6524151,null,null,null
6518818,null,null,null
6320996,null,null,null
6528138,null,null,null
6528138,null,null,null
6528140,null,null,null
6516723,null,null,null
6528215,null,null,null
6528217,null,null,null
6528185,null,null,null
6528211,null,null,null
6509246,null,null,null
6504968,null,null,null
6521377,null,null,null
6524131,null,null,null
6523068,null,null,null
6506254,null,null,null
6528126,null,null,null
6514818,null,null,null
6521308,null,null,null
6521332,null,null,null
6526910,null,null,null
6528095,null,null,null
6515327,null,null,null
6512113,null,null,null
6514547,null,null,null
6522705,null,null,null
6523984,null,null,null
6513025,null,null,null
6513535,null,null,null
6516710,null,null,null
6519393,null,null,null
6526594,null,null,null
6496920,null,null,null
6527985,null,null,null
6495423,null,null,null
6496636,null,null,null
6527912,null,null,null
6527912,null,null,null
6527937,null,null,null
6527925,null,null,null
6520201,null,null,null
6482483,null,null,null
6527412,null,null,null
6527837,null,null,null
6527854,null,null,null
6527854,null,null,null
6503124,null,null,null
6520916,null,null,null
6527480,null,null,null
6527480,null,null,null
6527477,null,null,null
6508813,null,null,null
6505549,null,null,null
6515434,null,null,null
6514110,null,null,null
6514534,null,null,null
6517082,null,null,null
6527755,null,null,null
6510653,null,null,null
6488912,null,null,null
6520641,null,null,null
6512880,null,null,null
6508432,null,null,null
6527712,null,null,null
6527728,null,null,null
6527725,null,null,null
6504547,null,null,null
6482037,null,null,null
6527643,null,null,null
6512339,null,null,null
6509059,null,null,null
6509059,null,null,null
6527371,null,null,null
6527370,null,null,null
6527369,null,null,null
6527369,null,null,null
6527360,null,null,null
6527359,null,null,null
6523720,null,null,null
6517228,null,null,null
6524296,null,null,null
6527655,null,null,null
6527652,null,null,null
6527651,null,null,null
6527648,null,null,null
6527638,null,null,null
6501922,null,null,null
6519555,null,null,null
6527615,null,null,null
6527615,null,null,null
6519226,null,null,null
6527602,null,null,null
6517294,null,null,null
6514242,null,null,null
6505842,null,null,null
6526803,null,null,null
6515569,null,null,null
6527397,null,null,null
6486711,null,null,null
6521208,null,null,null
6524904,null,null,null
6314114,null,null,null
6513298,null,null,null
6475431,null,null,null
6512858,null,null,null
6508319,null,null,null
6491609,null,null,null
6514726,null,null,null
6519362,null,null,null
6510936,null,null,null
6527506,null,null,null
6527506,null,null,null
6527506,null,null,null
6504454,null,null,null
6476693,null,null,null
6527456,null,null,null
6517579,null,null,null
6520315,null,null,null
6522766,null,null,null
6502910,null,null,null
6511455,null,null,null
6506724,null,null,null
6520912,null,null,null
6522672,null,null,null
6523596,null,null,null
6514195,null,null,null
6512697,null,null,null
6527400,null,null,null
6526708,null,null,null
6527385,null,null,null
6527276,null,null,null
6527354,null,null,null
6527346,null,null,null
6526932,null,null,null
6185424,null,null,null
6527338,null,null,null
6527326,null,null,null
6525424,null,null,null
6496096,null,null,null
6437638,null,null,null
6527117,null,null,null
6525396,null,null,null
6526560,null,null,null
6526560,null,null,null
6506719,null,null,null
6514268,null,null,null
6524648,null,null,null
6517760,null,null,null
6523386,null,null,null
6515568,null,null,null
6510024,null,null,null
6519006,null,null,null
6516190,null,null,null
6525365,null,null,null
6525557,null,null,null
6525557,null,null,null
6516851,null,null,null
6527176,null,null,null
6468821,null,null,null
6526262,null,null,null
6526273,null,null,null
6526155,null,null,null
6524960,null,null,null
6527106,null,null,null
6527097,null,null,null
6526930,null,null,null
6527073,null,null,null
6527062,null,null,null
6520511,null,null,null
6471394,null,null,null
6518807,null,null,null
6399864,null,null,null
6514393,null,null,null
6510962,null,null,null
6526965,null,null,null
6521562,null,null,null
6523328,null,null,null
6527007,null,null,null
6527005,null,null,null
6515455,null,null,null
6513436,null,null,null
6511955,null,null,null
6517026,null,null,null
6511776,null,null,null
6526052,null,null,null
6518811,null,null,null
6523146,null,null,null
6525488,null,null,null
6518580,null,null,null
6526017,null,null,null
6526905,null,null,null
6526897,null,null,null
6503255,null,null,null
6513093,null,null,null
6526048,null,null,null
6526263,null,null,null
6526201,null,null,null
6526201,null,null,null
6514207,null,null,null
6526883,null,null,null
6500476,null,null,null
6526854,null,null,null
6506500,null,null,null
6510030,null,null,null
6469114,null,null,null
6521526,null,null,null
6516327,null,null,null
6512502,null,null,null
6521031,null,null,null
6526792,null,null,null
6506214,null,null,null
6507286,null,null,null
6526526,null,null,null
6526776,null,null,null
6509636,null,null,null
6525393,null,null,null
6522125,null,null,null
6519545,null,null,null
6519545,null,null,null
6512123,null,null,null
6516585,null,null,null
6526763,null,null,null
6493808,null,null,null
6491583,null,null,null
6509327,null,null,null
6489743,null,null,null
6491720,null,null,null
6522143,null,null,null
6496172,null,null,null
6516269,null,null,null
6503362,null,null,null
6526663,null,null,null
6526691,null,null,null
6497743,null,null,null
6513771,null,null,null
6526646,null,null,null
6488041,null,null,null
6526614,null,null,null
6492484,null,null,null
6514754,null,null,null
6511470,null,null,null
6522525,null,null,null
6514054,null,null,null
6522149,null,null,null
6510885,null,null,null
6513575,null,null,null
6516404,null,null,null
6505767,null,null,null
6526539,null,null,null
6525808,null,null,null
6516627,null,null,null
6526482,null,null,null
6526289,null,null,null
6526466,null,null,null
6523396,null,null,null
6518884,null,null,null
6511667,null,null,null
6508069,null,null,null
6514093,null,null,null
6514383,null,null,null
6520823,null,null,null
6520823,null,null,null
6526179,null,null,null
6526179,null,null,null
6526178,null,null,null
6526286,null,null,null
6526095,null,null,null
6526306,null,null,null
6526309,null,null,null
6503447,null,null,null
6511012,null,null,null
6513368,null,null,null
6510027,null,null,null
6525296,null,null,null
6526297,null,null,null
6472661,null,null,null
6512351,null,null,null
6520710,null,null,null
6520840,null,null,null
6515292,null,null,null
6512413,null,null,null
6513900,null,null,null
6512625,null,null,null
6503328,null,null,null
6136578,null,null,null
6521842,null,null,null
6526193,null,null,null
6526193,null,null,null
6525969,null,null,null
6526173,null,null,null
6509849,null,null,null
6494716,null,null,null
6520646,null,null,null
6523159,null,null,null
6517041,null,null,null
6517079,null,null,null
6521426,null,null,null
6486870,null,null,null
6456829,null,null,null
6524419,null,null,null
6524415,null,null,null
6526057,null,null,null
6526050,null,null,null
6523875,null,null,null
6526041,null,null,null
6506460,null,null,null
6495522,null,null,null
6526009,null,null,null
6526021,null,null,null
6520310,null,null,null
6526010,null,null,null
6505533,null,null,null
6519801,null,null,null
6526000,null,null,null
6525663,null,null,null
6524855,null,null,null
6524855,null,null,null
6525750,null,null,null
6521174,null,null,null
6458551,null,null,null
6518067,null,null,null
6510514,null,null,null
6525658,null,null,null
6525913,null,null,null
6499942,null,null,null
6524824,null,null,null
6471631,null,null,null
6488729,null,null,null
6525882,null,null,null
6517406,null,null,null
6517406,null,null,null
6525611,null,null,null
6525611,null,null,null
6525610,null,null,null
6525609,null,null,null
6525610,null,null,null
6525609,null,null,null
6495635,null,null,null
6523949,null,null,null
6523949,null,null,null
6510073,null,null,null
6510073,null,null,null
6525844,null,null,null
6525844,null,null,null
6524075,null,null,null
6525831,null,null,null
6525792,null,null,null
6520709,null,null,null
6525780,null,null,null
6520139,null,null,null
6507307,null,null,null
6522118,null,null,null
6510399,null,null,null
6519616,null,null,null
6525418,null,null,null
6525755,null,null,null
6525755,null,null,null
6517891,null,null,null
6513441,null,null,null
6513444,null,null,null
6525768,null,null,null
6525752,null,null,null
6525762,null,null,null
6525758,null,null,null
6525735,null,null,null
6525723,null,null,null
6525686,null,null,null
6514190,null,null,null
6453524,null,null,null
6496173,null,null,null
6517752,null,null,null
6510602,null,null,null
6525479,null,null,null
6479922,null,null,null
6525530,null,null,null
6477855,null,null,null
6525588,null,null,null
6279652,null,null,null
6279652,null,null,null
6279652,null,null,null
6525536,null,null,null
6524882,null,null,null
6508897,null,null,null
6513165,null,null,null
6525524,null,null,null
6524291,null,null,null
6446420,null,null,null
6525512,null,null,null
6524928,null,null,null
6509477,null,null,null
6513529,null,null,null
6525478,null,null,null
6501208,null,null,null
6501208,null,null,null
6525326,null,null,null
6525330,null,null,null
6522101,null,null,null
6525467,null,null,null
6524520,null,null,null
6514094,null,null,null
6524610,null,null,null
6525435,null,null,null
6503262,null,null,null
6525423,null,null,null
6499705,null,null,null
6474157,null,null,null
6518517,null,null,null
6520847,null,null,null
6508082,null,null,null
6510449,null,null,null
6525371,null,null,null
6519548,null,null,null
6518250,null,null,null
6518250,null,null,null
6523889,null,null,null
6525383,null,null,null
6523402,null,null,null
6525379,null,null,null
6518853,null,null,null
6519557,null,null,null
6522681,null,null,null
6502116,null,null,null
6511956,null,null,null
6518460,null,null,null
6522671,null,null,null
6522671,null,null,null
6522671,null,null,null
6525350,null,null,null
6522328,null,null,null
6525321,null,null,null
6525325,null,null,null
6525328,null,null,null
6516259,null,null,null
6522918,null,null,null
6489499,null,null,null
6525305,null,null,null
6513653,null,null,null
6520879,null,null,null
6523980,null,null,null
6523979,null,null,null
6483893,null,null,null
6525251,null,null,null
6525252,null,null,null
6515444,null,null,null
6500978,null,null,null
6450096,null,null,null
6520810,null,null,null
6510061,null,null,null
6518176,null,null,null
6525080,null,null,null
6520476,null,null,null
6518340,null,null,null
6523054,null,null,null
6525077,null,null,null
6525077,null,null,null
6525077,null,null,null
6522281,null,null,null
6522281,null,null,null
6505357,null,null,null
6514196,null,null,null
6503090,null,null,null
6523973,null,null,null
6523973,null,null,null
6524299,null,null,null
6525084,null,null,null
6525084,null,null,null
6525075,null,null,null
6515607,null,null,null
6510665,null,null,null
6517733,null,null,null
6500945,null,null,null
6525058,null,null,null
6492744,null,null,null
6442173,null,null,null
6524079,null,null,null
6519179,null,null,null
6504214,null,null,null
6504854,null,null,null
6505266,null,null,null
6513479,null,null,null
6513479,null,null,null
6524982,null,null,null
6525016,null,null,null
6525012,null,null,null
6520160,null,null,null
6489937,null,null,null
6499668,null,null,null
6524747,null,null,null
6512117,null,null,null
6521714,null,null,null
6512110,null,null,null
6511887,null,null,null
6505858,null,null,null
6521347,null,null,null
6524952,null,null,null
6524952,null,null,null
6523399,null,null,null
6509272,null,null,null
6524206,null,null,null
6510087,null,null,null
6510728,null,null,null
6521090,null,null,null
6484272,null,null,null
6517034,null,null,null
6516783,null,null,null
6515796,null,null,null
6516486,null,null,null
6512573,null,null,null
6514889,null,null,null
6483743,null,null,null
6515795,null,null,null
6524734,null,null,null
6521060,null,null,null
6517675,null,null,null
6524874,null,null,null
6524859,null,null,null
6524835,null,null,null
6524800,null,null,null
6524812,null,null,null
6523804,null,null,null
6524787,null,null,null
6523544,null,null,null
6524788,null,null,null
6524621,null,null,null
6521525,null,null,null
6524594,null,null,null
6503533,null,null,null
6524312,null,null,null
6524311,null,null,null
6524310,null,null,null
6501701,null,null,null
6510513,null,null,null
6511634,null,null,null
6524705,null,null,null
6519692,null,null,null
6524692,null,null,null
6508781,null,null,null
6521315,null,null,null
6524683,null,null,null
6520047,null,null,null
6506828,null,null,null
6513011,null,null,null
6524606,null,null,null
6506738,null,null,null
6509496,null,null,null
6518708,null,null,null
6523101,null,null,null
6521170,null,null,null
6513448,null,null,null
6524603,null,null,null
6515224,null,null,null
6520936,null,null,null
6514361,null,null,null
6515691,null,null,null
6524553,null,null,null
6510261,null,null,null
6521390,null,null,null
6520184,null,null,null
6524149,null,null,null
6524518,null,null,null
6524510,null,null,null
6524495,null,null,null
6504345,null,null,null
6070958,null,null,null
6500877,null,null,null
6509846,null,null,null
6484079,null,null,null
6514071,null,null,null
6504367,null,null,null
6520489,null,null,null
6521317,null,null,null
6495066,null,null,null
6501723,null,null,null
6524429,null,null,null
6524011,null,null,null
6513023,null,null,null
6480622,null,null,null
6516361,null,null,null
6512452,null,null,null
6524322,null,null,null
6515662,null,null,null
6505827,null,null,null
6524056,null,null,null
6497365,null,null,null
6524284,null,null,null
6514768,null,null,null
6517924,null,null,null
6524288,null,null,null
6524275,null,null,null
6524270,null,null,null
6433987,null,null,null
6524254,null,null,null
6516381,null,null,null
6517952,null,null,null
6521704,null,null,null
6517894,null,null,null
6506027,null,null,null
6509324,null,null,null
6493800,null,null,null
6524185,null,null,null
6524186,null,null,null
6523330,null,null,null
6518310,null,null,null
6509754,null,null,null
6509523,null,null,null
6512517,null,null,null
6520231,null,null,null
6519955,null,null,null
6507258,null,null,null
6522346,null,null,null
6516586,null,null,null
6522989,null,null,null
6511291,null,null,null
6522007,null,null,null
6208955,null,null,null
6521720,null,null,null
6512926,null,null,null
6523913,null,null,null
6508434,null,null,null
6522769,null,null,null
6524071,null,null,null
6523882,null,null,null
6517113,null,null,null
6515021,null,null,null
6524018,null,null,null
6524010,null,null,null
6524000,null,null,null
6522014,null,null,null
6505295,null,null,null
6510019,null,null,null
6512328,null,null,null
6074162,null,null,null
6417008,null,null,null
6523853,null,null,null
6523821,null,null,null
6517802,null,null,null
6522510,null,null,null
6515166,null,null,null
6514724,null,null,null
6513680,null,null,null
6523872,null,null,null
6471260,null,null,null
6435778,null,null,null
6512249,null,null,null
6523840,null,null,null
6523817,null,null,null
6523580,null,null,null
6517107,null,null,null
6510135,null,null,null
6448979,null,null,null
6438159,null,null,null
6515231,null,null,null
6517213,null,null,null
6515463,null,null,null
6521037,null,null,null
6523180,null,null,null
6523588,null,null,null
6516693,null,null,null
6523732,null,null,null
6523727,null,null,null
6523703,null,null,null
6513523,null,null,null
6508345,null,null,null
6515198,null,null,null
6511602,null,null,null
6511469,null,null,null
6520457,null,null,null
6520457,null,null,null
6523618,null,null,null
6523611,null,null,null
6523611,null,null,null
6497453,null,null,null
6523660,null,null,null
6520112,null,null,null
6523545,null,null,null
6518587,null,null,null
6511610,null,null,null
6502337,null,null,null
6442710,null,null,null
6523377,null,null,null
6509463,null,null,null
6523552,null,null,null
6522741,null,null,null
6523622,null,null,null
6523614,null,null,null
6517029,null,null,null
6516253,null,null,null
6523601,null,null,null
6492442,null,null,null
6523593,null,null,null
6523583,null,null,null
6523568,null,null,null
6510157,null,null,null
6510157,null,null,null
6421977,null,null,null
6514718,null,null,null
6523559,null,null,null
6518924,null,null,null
6522131,null,null,null
6523542,null,null,null
6523540,null,null,null
6523389,null,null,null
6523512,null,null,null
6523501,null,null,null
6514626,null,null,null
6475057,null,null,null
6523191,null,null,null
6508871,null,null,null
6516277,null,null,null
6522783,null,null,null
6519342,null,null,null
6507446,null,null,null
6496171,null,null,null
6499571,null,null,null
6509109,null,null,null
6510624,null,null,null
6523412,null,null,null
6523422,null,null,null
6454705,null,null,null
6507600,null,null,null
6511382,null,null,null
6523406,null,null,null
6522399,null,null,null
6152679,null,null,null
6508915,null,null,null
6523379,null,null,null
6523379,null,null,null
6523355,null,null,null
6523363,null,null,null
6523362,null,null,null
6070003,null,null,null
6509962,null,null,null
6523342,null,null,null
6523315,null,null,null
6523305,null,null,null
6523304,null,null,null
6523085,null,null,null
6520363,null,null,null
6521458,null,null,null
6521854,null,null,null
6510538,null,null,null
6517553,null,null,null
6519017,null,null,null
6466834,null,null,null
6509044,null,null,null
6522943,null,null,null
6199920,null,null,null
6522914,null,null,null
6473030,null,null,null
6519381,null,null,null
6523218,null,null,null
6519370,null,null,null
6519457,null,null,null
6519031,null,null,null
6523224,null,null,null
6523093,null,null,null
6507767,null,null,null
6510031,null,null,null
6523092,null,null,null
6497473,null,null,null
6521596,null,null,null
6505376,null,null,null
6467051,null,null,null
6072137,null,null,null
6500033,null,null,null
6467683,null,null,null
6506548,null,null,null
6521879,null,null,null
6494545,null,null,null
6494545,null,null,null
6523039,null,null,null
6523038,null,null,null
6523037,null,null,null
6523037,null,null,null
6523179,null,null,null
6523179,null,null,null
6523036,null,null,null
6523036,null,null,null
6508666,null,null,null
6505193,null,null,null
6522910,null,null,null
6522893,null,null,null
6522893,null,null,null
6522894,null,null,null
6522894,null,null,null
6523178,null,null,null
6515716,null,null,null
6519669,null,null,null
6514229,null,null,null
6469674,null,null,null
6523150,null,null,null
6523155,null,null,null
6522796,null,null,null
6423807,null,null,null
6510516,null,null,null
6492829,null,null,null
6519850,null,null,null
6511062,null,null,null
6507956,null,null,null
6509447,null,null,null
6517363,null,null,null
6509205,null,null,null
6486340,null,null,null
6508548,null,null,null
6514148,null,null,null
6497287,null,null,null
6521878,null,null,null
6517502,null,null,null
6520628,null,null,null
6503836,null,null,null
6523081,null,null,null
6501380,null,null,null
6520236,null,null,null
6519108,null,null,null
6523051,null,null,null
6488184,null,null,null
6509503,null,null,null
6522964,null,null,null
6521178,null,null,null
6522736,null,null,null
6522932,null,null,null
6511875,null,null,null
6522931,null,null,null
6522927,null,null,null
6522922,null,null,null
6513390,null,null,null
6522391,null,null,null
6522895,null,null,null
6515225,null,null,null
6522870,null,null,null
6507981,null,null,null
6522503,null,null,null
6445963,null,null,null
6522858,null,null,null
6522852,null,null,null
6522852,null,null,null
6522837,null,null,null
6522828,null,null,null
6522831,null,null,null
6522817,null,null,null
6522815,null,null,null
6492450,null,null,null
6514918,null,null,null
6517426,null,null,null
6522347,null,null,null
6513391,null,null,null
6518306,null,null,null
6501790,null,null,null
6441640,null,null,null
6454462,null,null,null
6521047,null,null,null
6519761,null,null,null
6515624,null,null,null
6521196,null,null,null
6512425,null,null,null
6522664,null,null,null
6508086,null,null,null
6522646,null,null,null
6513300,null,null,null
6504283,null,null,null
6522247,null,null,null
6504855,null,null,null
6522626,null,null,null
6519495,null,null,null
6522373,null,null,null
6502878,null,null,null
6522455,null,null,null
6516519,null,null,null
6522152,null,null,null
6522640,null,null,null
6520619,null,null,null
6522550,null,null,null
6513167,null,null,null
6500817,null,null,null
6521346,null,null,null
6509963,null,null,null
6522561,null,null,null
6522557,null,null,null
6522545,null,null,null
6522534,null,null,null
6520818,null,null,null
6519274,null,null,null
6514565,null,null,null
6522430,null,null,null
6468222,null,null,null
6522272,null,null,null
6510957,null,null,null
6506181,null,null,null
6522231,null,null,null
6509527,null,null,null
6522330,null,null,null
6475602,null,null,null
6519993,null,null,null
6502858,null,null,null
6498841,null,null,null
6522307,null,null,null
6522311,null,null,null
6521392,null,null,null
6507554,null,null,null
6522080,null,null,null
6521810,null,null,null
6510047,null,null,null
6522316,null,null,null
6511914,null,null,null
6511180,null,null,null
6522413,null,null,null
6522402,null,null,null
6509584,null,null,null
6518552,null,null,null
6511910,null,null,null
6522336,null,null,null
6489857,null,null,null
6522308,null,null,null
6522298,null,null,null
6522290,null,null,null
6487706,null,null,null
6509473,null,null,null
6510187,null,null,null
6518617,null,null,null
6511016,null,null,null
6522258,null,null,null
6519984,null,null,null
6521754,null,null,null
6512837,null,null,null
6509118,null,null,null
6519039,null,null,null
6512479,null,null,null
6517637,null,null,null
6513695,null,null,null
6512887,null,null,null
6512887,null,null,null
6505839,null,null,null
6513526,null,null,null
6522190,null,null,null
6522191,null,null,null
6503509,null,null,null
6476348,null,null,null
6519216,null,null,null
6522139,null,null,null
6512309,null,null,null
6522134,null,null,null
6522121,null,null,null
6522113,null,null,null
6522108,null,null,null
6522061,null,null,null
6508039,null,null,null
6519933,null,null,null
6507228,null,null,null
6518894,null,null,null
6508146,null,null,null
6503936,null,null,null
6503786,null,null,null
6488898,null,null,null
6512533,null,null,null
6519543,null,null,null
6492241,null,null,null
6521789,null,null,null
6504852,null,null,null
6521980,null,null,null
6521933,null,null,null
6519015,null,null,null
6516142,null,null,null
6521747,null,null,null
6506497,null,null,null
6493273,null,null,null
6509024,null,null,null
6513662,null,null,null
6502934,null,null,null
6504929,null,null,null
6521841,null,null,null
6519380,null,null,null
6517157,null,null,null
6521777,null,null,null
6499976,null,null,null
6521755,null,null,null
6515649,null,null,null
6489108,null,null,null
6498288,null,null,null
6485802,null,null,null
6519378,null,null,null
6499826,null,null,null
6518186,null,null,null
6512511,null,null,null
6520311,null,null,null
6507641,null,null,null
6521628,null,null,null
6487710,null,null,null
6513459,null,null,null
6518931,null,null,null
6521586,null,null,null
6521585,null,null,null
6514508,null,null,null
6514629,null,null,null
6521567,null,null,null
6521558,null,null,null
6516341,null,null,null
6521024,null,null,null
6521330,null,null,null
6498620,null,null,null
6509715,null,null,null
6507238,null,null,null
6474233,null,null,null
6506184,null,null,null
6521351,null,null,null
6521373,null,null,null
6508695,null,null,null
6507057,null,null,null
6489489,null,null,null
6484373,null,null,null
6497497,null,null,null
6520746,null,null,null
6511473,null,null,null
6503939,null,null,null
6516096,null,null,null
6508780,null,null,null
6514257,null,null,null
6521372,null,null,null
6507377,null,null,null
6520630,null,null,null
6514159,null,null,null
6517779,null,null,null
6521386,null,null,null
6516770,null,null,null
6519458,null,null,null
6521349,null,null,null
6517462,null,null,null
6521334,null,null,null
6521287,null,null,null
6521324,null,null,null
6492742,null,null,null
6521320,null,null,null
6517398,null,null,null
6521314,null,null,null
6521303,null,null,null
6520875,null,null,null
6515057,null,null,null
6506927,null,null,null
6520667,null,null,null
6520670,null,null,null
6442978,null,null,null
6521181,null,null,null
6511446,null,null,null
6514152,null,null,null
6491625,null,null,null
6519749,null,null,null
6506633,null,null,null
6516392,null,null,null
6521175,null,null,null
6521161,null,null,null
6517100,null,null,null
6486319,null,null,null
6521146,null,null,null
6503554,null,null,null
6472308,null,null,null
6515572,null,null,null
6498813,null,null,null
6486333,null,null,null
6498670,null,null,null
6503998,null,null,null
6521129,null,null,null
6512135,null,null,null
6521101,null,null,null
6514191,null,null,null
6502867,null,null,null
